"","age1.D","age2_no_comorbid.D","age2_comorbid.D","age3_no_comorbid.D","age3_comorbid.D"
"1",55,51,19,2,28
"2",0,0,0,0,0
"3",51,54,25,7,30
"4",49,59,16,11,23
"5",44,58,27,4,23
"6",49,65,22,9,22
"7",44,53,25,6,19
"8",51,52,22,8,17
"9",53,54,18,10,20
"10",0,0,0,0,0
"11",48,58,31,4,21
"12",0,0,0,0,0
"13",0,0,0,0,0
"14",0,0,0,0,0
"15",0,0,0,0,0
"16",40,50,24,5,24
"17",44,63,23,7,27
"18",49,60,22,4,18
"19",0,0,0,0,0
"20",0,0,0,0,0
"21",0,0,0,0,0
"22",59,63,28,6,30
"23",54,57,26,11,18
"24",45,52,24,5,25
"25",56,48,30,5,26
"26",0,0,0,0,0
"27",48,59,21,4,28
"28",51,56,24,5,25
"29",45,68,22,7,28
"30",50,59,21,2,31
"31",56,58,30,5,17
"32",51,48,27,6,14
"33",48,47,15,4,19
"34",49,53,24,5,28
"35",0,0,0,0,0
"36",46,58,27,5,23
"37",52,53,23,6,25
"38",47,63,28,7,30
"39",51,59,25,7,24
"40",0,0,0,0,0
"41",49,65,22,4,20
"42",62,54,17,3,32
"43",41,62,24,8,21
"44",47,42,21,7,20
"45",0,0,0,0,0
"46",56,50,21,8,31
"47",52,43,32,9,24
"48",48,59,23,5,17
"49",49,53,20,9,23
"50",45,64,37,2,22
"51",44,69,26,6,18
"52",0,0,0,0,0
"53",69,74,29,5,20
"54",0,0,0,0,0
"55",63,59,32,4,19
"56",43,52,22,6,19
"57",0,0,0,0,0
"58",0,0,0,0,0
"59",62,60,14,5,21
"60",56,56,18,2,25
"61",50,56,26,2,20
"62",51,64,33,4,17
"63",61,65,21,6,24
"64",53,70,29,4,21
"65",65,52,28,6,25
"66",62,54,20,4,27
"67",0,0,0,0,0
"68",0,0,0,0,0
"69",0,0,0,0,0
"70",50,53,22,4,25
"71",0,0,0,0,0
"72",0,0,0,0,0
"73",0,1,0,0,1
"74",49,58,24,7,24
"75",48,47,22,2,25
"76",0,0,0,0,0
"77",50,54,23,8,27
"78",0,0,0,0,0
"79",53,60,20,7,18
"80",55,50,21,2,26
"81",45,34,28,8,18
"82",50,52,24,2,25
"83",62,62,27,5,24
"84",47,64,17,2,31
"85",0,0,0,0,0
"86",47,50,26,4,18
"87",0,0,0,0,0
"88",57,58,30,6,22
"89",49,57,32,6,25
"90",55,61,25,8,20
"91",55,44,21,5,25
"92",44,66,20,4,20
"93",0,0,0,0,0
"94",0,0,0,0,0
"95",68,47,27,7,26
"96",56,43,22,4,22
"97",56,64,27,7,20
"98",43,56,23,4,24
"99",45,52,30,2,27
"100",54,42,30,6,23
"101",0,0,0,0,0
"102",0,0,0,0,0
"103",57,64,24,5,31
"104",0,0,0,0,0
"105",54,59,26,11,27
"106",45,55,20,6,21
"107",43,58,26,7,31
"108",56,53,23,7,21
"109",0,0,0,0,0
"110",55,56,22,5,26
"111",45,44,32,5,17
"112",43,49,25,11,26
"113",0,0,0,0,0
"114",0,0,0,0,0
"115",49,52,25,6,22
"116",0,0,0,0,0
"117",47,55,21,4,25
"118",0,0,0,0,0
"119",57,55,23,7,27
"120",41,63,29,6,26
"121",53,73,27,5,23
"122",0,0,0,0,0
"123",59,57,22,5,24
"124",0,1,0,0,0
"125",0,0,0,0,0
"126",56,54,30,3,25
"127",43,54,31,3,22
"128",52,64,30,9,26
"129",41,65,28,4,24
"130",0,0,0,0,0
"131",39,71,25,7,27
"132",0,0,0,0,0
"133",41,54,28,7,27
"134",0,0,0,0,0
"135",44,58,19,5,24
"136",0,0,0,0,0
"137",0,0,0,0,0
"138",0,0,0,0,0
"139",0,0,0,0,0
"140",0,0,0,0,0
"141",53,65,26,10,30
"142",54,67,32,2,26
"143",65,49,26,2,21
"144",44,62,17,7,20
"145",0,0,0,0,0
"146",0,0,0,0,0
"147",56,45,26,6,18
"148",48,61,23,8,26
"149",40,50,18,3,20
"150",0,0,0,0,0
"151",0,0,0,0,0
"152",51,58,26,5,33
"153",0,0,0,0,0
"154",59,60,23,5,25
"155",50,49,32,7,29
"156",51,66,32,3,28
"157",58,47,24,3,22
"158",42,57,27,8,27
"159",51,69,22,7,32
"160",52,58,31,9,26
"161",0,0,0,0,0
"162",43,53,26,9,25
"163",47,51,22,5,23
"164",0,0,0,0,0
"165",0,0,0,0,0
"166",45,58,24,7,24
"167",50,65,28,4,27
"168",49,63,23,4,26
"169",0,0,0,0,0
"170",0,0,0,0,0
"171",69,54,21,6,25
"172",0,0,0,0,0
"173",53,65,29,5,22
"174",60,42,23,6,26
"175",46,63,30,6,13
"176",0,0,0,0,0
"177",56,55,21,3,25
"178",0,0,0,0,0
"179",52,49,19,6,26
"180",0,1,0,0,0
"181",61,47,26,6,27
"182",51,65,23,5,28
"183",0,0,0,0,0
"184",0,0,0,0,0
"185",46,64,33,4,21
"186",48,49,19,6,26
"187",40,51,16,6,25
"188",51,60,25,7,30
"189",0,1,1,0,0
"190",0,0,0,0,0
"191",51,56,22,10,28
"192",0,0,0,0,0
"193",54,45,23,6,22
"194",0,0,0,0,0
"195",0,1,0,0,0
"196",0,0,0,0,0
"197",0,0,0,0,0
"198",56,67,33,3,28
"199",43,46,25,7,24
"200",50,45,22,8,25
"201",0,0,0,0,0
"202",0,0,0,0,0
"203",49,61,21,5,28
"204",0,0,0,0,0
"205",51,59,24,3,21
"206",63,50,34,2,24
"207",37,49,26,6,26
"208",0,0,0,0,0
"209",37,55,15,2,22
"210",68,46,29,7,24
"211",0,0,0,0,0
"212",57,59,24,8,20
"213",44,39,21,6,19
"214",0,0,0,0,0
"215",0,0,0,0,0
"216",0,0,0,0,0
"217",52,45,28,10,19
"218",56,55,26,4,31
"219",0,0,0,0,0
"220",0,0,0,0,0
"221",0,0,0,0,0
"222",42,52,21,6,24
"223",52,41,18,4,22
"224",51,73,28,7,29
"225",0,0,0,0,0
"226",48,53,23,3,25
"227",55,69,27,8,26
"228",0,0,1,0,0
"229",0,0,0,0,0
"230",58,51,16,3,22
"231",43,72,32,5,28
"232",0,1,0,0,0
"233",0,0,0,0,0
"234",0,1,0,0,0
"235",0,1,0,0,0
"236",0,0,0,0,0
"237",50,70,22,4,24
"238",54,51,26,6,20
"239",48,52,16,6,27
"240",0,0,0,0,0
"241",66,54,23,5,29
"242",0,0,0,0,0
"243",57,54,34,5,20
"244",0,0,0,0,0
"245",50,60,35,9,28
"246",44,49,24,5,29
"247",54,53,19,4,27
"248",60,63,20,5,23
"249",45,61,32,2,28
"250",43,64,32,7,21
"251",41,56,24,8,22
"252",45,69,25,7,32
"253",0,0,0,0,0
"254",52,59,23,8,27
"255",46,64,25,8,25
"256",0,1,0,0,0
"257",0,0,0,0,0
"258",48,58,27,8,21
"259",44,50,20,11,20
"260",0,0,0,0,0
"261",0,0,0,0,0
"262",0,0,0,0,0
"263",0,0,0,0,0
"264",0,0,0,0,0
"265",0,0,0,0,0
"266",48,57,26,6,25
"267",0,0,0,0,0
"268",53,62,28,8,35
"269",0,0,0,0,0
"270",0,0,0,0,0
"271",0,0,0,0,0
"272",45,45,26,2,21
"273",0,0,0,0,0
"274",52,61,20,5,27
"275",54,65,28,7,26
"276",45,48,28,4,29
"277",0,0,0,0,0
"278",0,0,0,0,0
"279",39,72,15,5,28
"280",0,0,0,0,0
"281",0,0,0,0,0
"282",0,0,0,0,0
"283",58,64,25,8,28
"284",48,59,22,8,33
"285",51,57,24,6,27
"286",52,60,25,6,24
"287",49,62,23,7,18
"288",47,72,22,4,20
"289",45,52,16,4,28
"290",47,53,23,6,22
"291",0,0,0,0,0
"292",51,57,17,5,30
"293",0,0,0,0,0
"294",0,0,0,0,0
"295",56,77,19,5,22
"296",43,55,18,5,22
"297",0,0,0,0,0
"298",0,1,0,0,0
"299",0,0,0,0,0
"300",54,59,23,5,16
"301",0,0,0,0,0
"302",45,55,13,3,23
"303",0,0,0,0,0
"304",65,52,34,4,25
"305",0,0,0,0,0
"306",0,0,0,0,0
"307",0,0,0,0,0
"308",51,50,26,5,19
"309",48,65,24,7,24
"310",0,0,0,0,0
"311",45,53,24,5,25
"312",52,64,22,7,31
"313",58,38,26,7,22
"314",49,60,15,7,25
"315",63,52,23,6,28
"316",47,64,25,4,21
"317",0,0,0,0,0
"318",35,58,14,4,27
"319",54,49,30,2,14
"320",1,0,0,0,0
"321",53,57,30,4,24
"322",48,49,21,2,29
"323",46,46,20,6,22
"324",54,68,23,6,28
"325",0,0,0,0,0
"326",54,57,31,1,30
"327",0,0,0,0,0
"328",45,44,20,5,20
"329",50,56,28,5,27
"330",55,69,25,5,29
"331",0,0,0,0,0
"332",0,0,0,0,0
"333",0,1,0,0,0
"334",0,0,0,0,0
"335",45,62,25,4,19
"336",45,59,20,6,25
"337",2,0,0,0,0
"338",48,63,23,7,20
"339",41,53,24,7,26
"340",43,52,20,9,24
"341",56,54,22,3,26
"342",46,50,31,6,26
"343",0,0,0,0,0
"344",0,0,0,0,0
"345",57,62,29,7,25
"346",0,0,0,0,0
"347",0,0,0,0,0
"348",54,50,25,6,17
"349",0,0,0,0,0
"350",59,56,20,6,19
"351",0,0,0,0,0
"352",0,0,0,0,0
"353",43,57,24,6,27
"354",49,55,22,4,23
"355",0,0,0,0,0
"356",49,55,32,8,23
"357",59,55,25,9,25
"358",37,52,20,6,20
"359",41,44,26,7,30
"360",60,61,20,7,20
"361",0,0,0,0,0
"362",44,55,17,3,18
"363",0,0,0,0,0
"364",0,0,0,0,0
"365",43,54,21,4,27
"366",47,59,28,8,29
"367",52,46,24,4,28
"368",0,0,0,0,0
"369",0,0,0,0,0
