"","age1_orange.P","age1_green.P","age2_no_comorbid_orange.P","age2_no_comorbid_green.P","age2_comorbid_green.P","age3_no_comorbid_green.P","age3_comorbid_green.P"
"992",17.2872340425532,14.4230769230769,13.9150943396226,13.8592750533049,8.78594249201278,13.6363636363636,9.38337801608579
"993",16.2234042553191,0,12.0283018867925,0,0,0,0
"994",14.3617021276596,0,12.2641509433962,0,0,0,0
"995",0,0,0.117924528301887,0,0,0,0
"996",15.9574468085106,0,13.3254716981132,0,0,0,0
"997",13.6968085106383,17.6282051282051,13.7971698113208,9.59488272921109,14.3769968051118,18.1818181818182,10.7238605898123
"998",14.8936170212766,0,12.6179245283019,0,0,2.27272727272727,0
"999",17.1542553191489,0,14.0330188679245,0,0,0,0
"1000",18.75,0,14.5047169811321,0,0,0,0
"1001",17.8191489361702,11.2179487179487,14.3867924528302,13.8592750533049,9.58466453674121,18.1818181818182,10.7238605898123
"1002",12.1010638297872,17.6282051282051,11.5566037735849,12.7931769722815,15.9744408945687,11.3636363636364,13.4048257372654
"1003",12.1010638297872,16.025641025641,11.7924528301887,12.7931769722815,13.5782747603834,18.1818181818182,12.0643431635389
"1004",15.4255319148936,19.2307692307692,13.561320754717,14.9253731343284,11.9808306709265,11.3636363636364,9.38337801608579
"1005",18.4840425531915,14.4230769230769,13.7971698113208,9.59488272921109,10.3833865814696,13.6363636363636,9.38337801608579
"1006",14.6276595744681,16.025641025641,12.3820754716981,9.59488272921109,10.3833865814696,15.9090909090909,12.0643431635389
"1007",14.6276595744681,0,15.5660377358491,0,0,0,0
"1008",18.6170212765957,11.2179487179487,15.2122641509434,11.727078891258,8.78594249201278,20.4545454545455,9.38337801608579
"1009",17.9521276595745,16.025641025641,16.5094339622642,8.52878464818763,10.3833865814696,13.6363636363636,8.04289544235925
"1010",15.9574468085106,14.4230769230769,14.3867924528302,15.9914712153518,10.3833865814696,15.9090909090909,12.0643431635389
"1011",14.2287234042553,0,11.3207547169811,0,0,0,0
"1012",13.8297872340426,0,12.1462264150943,0,0,0,0
"1013",14.6276595744681,17.6282051282051,12.2641509433962,17.0575692963753,14.3769968051118,11.3636363636364,13.4048257372654
"1014",16.4893617021277,0,15.2122641509434,0,0,0,0
"1015",15.2925531914894,17.6282051282051,10.4952830188679,9.59488272921109,11.9808306709265,13.6363636363636,13.4048257372654
"1016",0,0,0.117924528301887,0,0,0,0
"1017",14.3617021276596,12.8205128205128,12.2641509433962,9.59488272921109,7.98722044728434,9.09090909090909,9.38337801608579
"1018",15.8244680851064,19.2307692307692,14.1509433962264,18.1236673773987,13.5782747603834,15.9090909090909,10.7238605898123
"1019",15.9574468085106,11.2179487179487,14.3867924528302,7.46268656716418,9.58466453674121,11.3636363636364,9.38337801608579
"1020",13.1648936170213,19.2307692307692,11.9103773584906,14.9253731343284,11.1821086261981,15.9090909090909,12.0643431635389
"1021",13.9627659574468,16.025641025641,12.8537735849057,14.9253731343284,11.9808306709265,20.4545454545455,10.7238605898123
"1022",14.7606382978723,12.8205128205128,13.7971698113208,9.59488272921109,8.78594249201278,13.6363636363636,8.04289544235925
"1023",17.1542553191489,0,14.3867924528302,0,0,0,0
"1024",15.6914893617021,14.4230769230769,12.9716981132075,11.727078891258,12.779552715655,11.3636363636364,12.0643431635389
"1025",11.5691489361702,0,10.9669811320755,0,0,0,0
"1026",15.0265957446809,17.6282051282051,14.622641509434,12.7931769722815,9.58466453674121,11.3636363636364,10.7238605898123
"1027",12.7659574468085,0,10.377358490566,0,0,0,0
"1028",13.8297872340426,0,13.3254716981132,0,0,0,0
"1029",14.8936170212766,0,13.3254716981132,0,0,0,0
"1030",13.2978723404255,0,12.2641509433962,0,0,2.27272727272727,0
"1031",14.3617021276596,0,13.4433962264151,0,0,0,0
"1032",0,0,0.117924528301887,0,0,0,0
"1033",15.1595744680851,1.6025641025641,11.5566037735849,0,0,0,0
"1034",13.8297872340426,16.025641025641,12.9716981132075,12.7931769722815,11.9808306709265,11.3636363636364,8.04289544235925
"1035",14.3617021276596,1.6025641025641,12.5,0,0,0,0
"1036",12.8989361702128,12.8205128205128,14.0330188679245,8.52878464818763,6.38977635782748,11.3636363636364,9.38337801608579
"1037",0,0,0.117924528301887,0,0,0,0
"1038",0,0,0.117924528301887,0,0,0,0
"1039",13.6968085106383,12.8205128205128,12.3820754716981,13.8592750533049,11.9808306709265,11.3636363636364,9.38337801608579
"1040",13.6968085106383,1.6025641025641,11.0849056603774,1.06609808102345,0.798722044728434,0,1.34048257372654
"1041",13.1648936170213,16.025641025641,14.3867924528302,14.9253731343284,15.1757188498403,18.1818181818182,6.70241286863271
"1042",0,0,0.117924528301887,0,0,0,0
"1043",14.4946808510638,16.025641025641,13.561320754717,12.7931769722815,10.3833865814696,22.7272727272727,9.38337801608579
"1044",15.1595744680851,19.2307692307692,13.4433962264151,15.9914712153518,12.779552715655,15.9090909090909,13.4048257372654
"1045",0,0,0.117924528301887,0,0,0,0
"1046",13.1648936170213,0,12.9716981132075,0,0,2.27272727272727,0
"1047",13.9627659574468,0,11.9103773584906,0,0,0,0
"1048",16.6223404255319,14.4230769230769,12.8537735849057,12.7931769722815,11.1821086261981,13.6363636363636,13.4048257372654
"1049",14.2287234042553,19.2307692307692,12.9716981132075,14.9253731343284,11.9808306709265,13.6363636363636,10.7238605898123
"1050",16.0904255319149,24.0384615384615,12.6179245283019,11.727078891258,11.9808306709265,11.3636363636364,12.0643431635389
"1051",15.4255319148936,17.6282051282051,14.5047169811321,20.2558635394456,14.3769968051118,13.6363636363636,12.0643431635389
"1052",16.2234042553191,0,12.0283018867925,0,0,0,0
"1053",13.031914893617,17.6282051282051,16.0377358490566,14.9253731343284,13.5782747603834,13.6363636363636,13.4048257372654
"1054",17.9521276595745,0,15.9198113207547,0,1.59744408945687,0,0
"1055",12.2340425531915,17.6282051282051,9.66981132075472,11.727078891258,15.1757188498403,18.1818181818182,9.38337801608579
"1056",0,0,0.117924528301887,0,0,0,0
"1057",0,0,0.117924528301887,0,0,0,0
"1058",17.0212765957447,17.6282051282051,14.5047169811321,14.9253731343284,9.58466453674121,13.6363636363636,14.745308310992
"1059",14.2287234042553,12.8205128205128,13.6792452830189,8.52878464818763,8.78594249201278,11.3636363636364,8.04289544235925
"1060",13.031914893617,0,12.3820754716981,0,0,0,0
