"","age1_orange.O","age1_green.O","age2_no_comorbid_orange.O","age2_no_comorbid_green.O","age2_comorbid_green.O","age3_no_comorbid_green.O","age3_comorbid_green.O"
"1",172,0,166,0,0,0,0
"2",0,0,1,0,0,0,0
"3",167,1,174,0,0,0,0
"4",165,0,188,0,0,0,0
"5",172,12,170,16,16,7,8
"6",0,0,1,0,0,0,0
"7",160,0,179,0,0,0,0
"8",177,0,167,0,0,0,0
"9",175,0,153,0,0,0,0
"10",160,15,138,13,19,6,8
"11",191,0,159,0,0,0,0
"12",0,0,1,0,0,0,0
"13",182,18,160,14,16,5,8
"14",168,17,196,18,20,8,10
"15",157,16,166,27,19,8,9
"16",154,21,173,22,19,7,7
"17",166,18,166,16,18,6,6
"18",172,16,157,19,19,7,8
"19",187,0,170,0,0,0,0
"20",150,0,160,0,0,0,0
"21",186,14,200,16,21,7,6
"22",169,13,172,19,17,8,7
"23",177,11,174,16,22,5,5
"24",173,23,156,22,17,10,9
"25",162,0,175,0,0,0,0
"26",175,16,164,20,22,7,8
"27",170,13,158,18,17,6,6
"28",175,10,182,21,23,6,8
"29",181,18,168,23,28,10,9
"30",0,0,1,0,0,0,0
"31",156,15,185,18,16,9,10
"32",179,0,181,0,0,0,0
"33",163,0,188,0,0,0,0
"34",173,13,185,16,17,5,7
"35",148,14,159,15,18,5,6
"36",163,20,163,20,19,9,8
"37",202,19,186,17,21,4,9
"38",163,13,155,16,13,5,9
"39",159,19,162,21,25,9,10
"40",186,17,169,23,16,8,7
"41",182,16,165,18,18,4,8
"42",156,17,147,18,18,6,9
"43",174,15,175,15,14,7,6
"44",139,0,153,0,1,0,0
"45",161,16,167,16,16,6,8
"46",161,0,175,0,0,1,0
"47",181,14,177,21,11,6,8
"48",195,25,172,14,15,4,6
"49",0,0,1,0,0,0,0
"50",184,12,175,24,18,5,7
"51",197,0,162,0,0,0,0
"52",0,0,1,0,0,0,0
"53",159,14,158,20,14,3,7
"54",168,13,153,17,18,10,9
"55",166,0,166,0,0,0,0
"56",162,13,158,23,19,8,7
"57",156,0,151,0,0,0,0
"58",186,15,194,24,20,7,9
"59",0,0,1,0,0,0,0
"60",189,0,211,0,0,0,0
"61",140,11,159,17,22,7,9
"62",193,0,171,0,0,0,0
"63",179,12,144,17,13,6,7
"64",192,18,164,19,14,8,7
"65",173,0,164,1,0,0,0
"66",172,13,167,18,16,5,8
"67",149,11,164,14,14,7,7
"68",163,0,152,0,0,0,0
"69",156,18,150,16,17,7,9
"70",175,10,168,19,19,6,6
"71",176,0,157,0,0,0,0
"72",170,16,171,22,16,10,11
"73",194,0,169,0,0,0,0
"74",189,19,164,25,20,8,11
"75",162,14,158,17,15,5,6
"76",0,0,2,0,0,0,0
"77",174,19,153,16,14,10,9
"78",167,0,181,0,0,0,0
"79",165,0,160,0,0,0,0
"80",151,14,171,16,16,8,7
"81",0,0,1,0,0,0,0
"82",186,14,158,28,25,8,13
"83",156,0,187,0,0,0,0
"84",171,1,174,0,0,0,0
"85",173,0,176,0,0,0,0
"86",171,15,175,20,18,5,9
"87",174,0,169,0,0,0,0
"88",189,15,157,23,20,5,6
"89",173,10,168,14,18,4,5
"90",166,16,191,20,19,8,9
"91",199,0,171,0,0,0,0
"92",165,10,143,13,17,10,7
"93",190,16,172,15,18,5,13
"94",0,0,1,0,0,0,0
"95",201,15,179,20,18,8,10
"96",192,14,179,25,21,6,9
"97",170,12,157,24,20,10,8
"98",178,12,208,17,14,5,7
"99",166,0,163,0,0,0,0
"100",165,16,150,14,19,5,9
"101",145,11,143,17,13,6,8
"102",167,17,182,19,23,8,6
"103",165,0,175,0,0,0,0
"104",179,0,181,1,0,0,0
"105",146,14,147,17,17,11,12
"106",179,0,171,0,0,0,1
"107",174,16,156,21,17,8,8
"108",163,0,172,0,0,0,0
"109",166,0,169,0,0,0,0
"110",180,16,159,21,22,6,8
"111",173,14,173,19,16,9,8
"112",177,12,179,18,14,6,9
"113",174,12,191,27,22,6,7
"114",202,18,172,22,21,10,9
"115",195,9,198,21,14,6,9
"116",176,15,150,18,18,6,6
"117",0,0,1,0,0,0,0
"118",168,12,165,17,20,9,8
"119",157,17,163,21,21,6,6
"120",189,12,160,20,17,7,6
"121",170,14,158,17,18,7,5
"122",201,0,160,0,0,0,1
"123",158,0,154,0,0,0,0
"124",162,0,153,0,0,0,0
"125",185,15,176,19,17,9,6
"126",174,16,190,17,17,8,8
"127",157,0,155,0,0,0,0
"128",176,0,140,0,0,0,0
"129",0,0,0,0,0,0,0
"130",183,0,179,0,0,0,0
"131",167,13,171,16,13,6,6
"132",165,21,189,26,17,6,7
"133",184,0,155,0,0,0,0
"134",173,0,166,0,0,0,0
"135",183,11,193,14,14,6,5
"136",146,15,155,13,14,5,7
"137",185,16,171,19,12,8,9
