"","Model","Fraction_Recovered"
"1","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.878482871384171
"2","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.0166578898857297
"3","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.783329971262979
"4","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.725155700609965
"5","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.89765553582722
"6","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.197086167715968
"7","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.867664100171025
"8","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.198241018259629
"9","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.00500711568562221
"10","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.809520387943682
"11","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.164273787110663
"12","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.892581509249821
"13","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.0336909352131279
"14","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.00116659835150263
"15","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.214905919082168
"16","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.823521567034863
"17","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.146435326315003
"18","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.222274242752507
"19","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.827024617926215
"20","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.877046410837269
"21","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.790965152998291
"22","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.0332148923610012
"23","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.0811611192274224
"24","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.0148257167685994
"25","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.00950840672367845
"26","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.00160689180097715
"27","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.898698783892007
"28","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.0229267888900066
"29","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.257493082133994
"30","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.0321890638891792
"31","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.846274438550558
"32","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.00165398856717093
"33","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.884823332110403
"34","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.838379334305349
"35","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.00638988783699521
"36","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.00248043771457262
"37","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.00117589620166087
"38","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.128839848945919
"39","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.00139801530864991
"40","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.792646858840782
"41","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.821342984581536
"42","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.00646726804438167
"43","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.847618326492988
"44","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.0424343273702359
"45","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.85193410920021
"46","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.871715451153451
"47","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.124484393686512
"48","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.0176489902560777
"49","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.0298083526573245
"50","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.00107192373364714
"51","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.839130759634974
"52","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.807473604227449
"53","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.805239368102127
"54","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.00321057112240721
"55","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.238859764028812
"56","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.0588415227223902
"57","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.150089020434437
"58","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.888936904876481
"59","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",0.276238880954476
