"","Model","Fraction_Recovered"
"1","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000",0.896394822251381
"2","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000",0.870046400223719
"3","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000",0.822775151062528
"4","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000",0.797139691490048
"5","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000",0.904789764041742
"6","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000",0.811585579165192
"7","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000",0.900750033367153
"8","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000",0.828333180389141
"9","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000",0.814328663476527
"10","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000",0.826016683712442
"11","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000",0.860134130614644
"12","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000",0.905440359059047
"13","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000",0.845316818577625
"14","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000",0.824895463323951
"15","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000",0.867556925307153
"16","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000",0.863019661748011
"17","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000",0.818691503051593
"18","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000",0.87172298135944
"19","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000",0.848243402190161
"20","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000",0.890529465014325
"21","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000",0.823014045506544
"22","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000",0.870992952429208
"23","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000",0.852175556508132
"24","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000",0.85910803333629
"25","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000",0.850868796815717
"26","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000",0.711597292312905
"27","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000",0.910952228281969
"28","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000",0.865050734818747
"29","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000",0.839230573900505
"30","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000",0.848007761910457
"31","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000",0.860588024107044
"32","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000",0.813355215990601
"33","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000",0.893745296290921
"34","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000",0.856435054518096
"35","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000",0.825318526255841
"36","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000",0.877075464050515
"37","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000",0.811239232553546
"38","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000",0.824568271215999
"39","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000",0.839538404543673
"40","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000",0.806775011000825
"41","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000",0.856407298765179
"42","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000",0.827235092680625
"43","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000",0.86857972895635
"44","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000",0.873936550905773
"45","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000",0.869644248827645
"46","null_model_mixed/IsolateNO_Limit0_FateD_TcheckNO_PopSize2000",0.883387975618207
