"","age1.O","age2_no_comorbid.O","age2_comorbid.O","age3_no_comorbid.O","age3_comorbid.O"
"1",18,20,5,2,3
"2",0,1,0,0,0
"3",0,1,0,0,0
"4",0,1,0,0,0
"5",0,0,0,0,0
"6",0,1,0,0,0
"7",1,1,0,0,0
"8",17,18,5,3,3
"9",19,20,7,3,3
"10",23,17,5,4,3
"11",17,23,4,3,3
"12",18,17,6,3,2
"13",21,19,4,2,4
"14",18,25,5,2,4
"15",19,22,5,3,3
"16",19,19,6,2,3
"17",0,1,0,0,0
"18",0,1,0,0,0
"19",0,1,0,0,0
"20",18,17,4,2,3
"21",19,16,5,2,2
"22",0,1,1,0,0
"23",16,18,5,2,3
"24",18,17,5,2,3
"25",19,20,5,5,3
"26",17,19,6,4,4
"27",20,21,7,3,3
"28",17,24,5,3,4
"29",18,17,6,3,4
"30",17,20,5,2,4
"31",0,1,0,0,0
"32",18,18,5,3,5
"33",0,1,0,0,0
"34",19,16,4,2,4
"35",0,1,0,0,0
"36",1,1,0,0,0
"37",0,1,0,0,0
"38",0,1,0,0,0
"39",21,19,4,3,2
"40",0,0,0,0,0
"41",0,1,0,0,0
"42",18,18,5,2,3
"43",1,1,1,0,0
"44",19,21,5,3,3
"45",0,0,0,0,0
"46",0,1,0,0,0
"47",0,1,0,0,0
"48",20,18,5,3,3
"49",20,18,5,2,5
"50",19,16,5,3,3
"51",1,0,0,0,0
"52",0,1,0,0,0
"53",16,20,7,2,2
"54",18,18,6,3,3
"55",1,1,1,0,0
"56",1,2,0,0,0
"57",21,16,6,4,4
"58",19,16,4,3,3
"59",19,24,4,3,3
"60",20,19,6,2,4
"61",19,20,5,2,3
"62",0,1,0,0,0
"63",18,19,4,2,4
"64",21,21,4,2,2
"65",18,17,5,2,4
"66",0,1,0,0,0
"67",19,19,5,3,5
"68",15,19,5,2,3
"69",18,18,6,2,3
"70",18,18,7,2,4
"71",21,17,4,2,3
"72",0,1,0,0,0
"73",0,1,0,0,0
"74",16,16,5,3,3
"75",17,20,4,3,3
"76",0,1,0,0,0
"77",0,1,0,0,0
"78",21,21,5,2,3
"79",0,1,0,0,0
"80",0,1,0,0,0
"81",1,1,0,0,0
"82",19,20,6,3,3
"83",0,1,0,0,0
"84",20,20,5,3,3
"85",0,1,0,0,0
"86",20,21,5,2,2
"87",16,18,4,2,4
"88",2,1,0,0,0
"89",18,16,5,3,3
"90",16,17,4,4,4
"91",0,1,0,0,0
"92",18,19,5,3,3
"93",2,1,0,0,1
"94",0,1,0,0,0
"95",1,1,0,0,0
"96",0,1,0,0,0
"97",20,19,4,2,3
"98",19,20,4,4,5
"99",18,21,6,4,4
"100",0,0,0,0,0
"101",19,16,4,3,4
"102",17,18,4,3,3
"103",0,1,0,0,0
"104",0,2,0,0,0
"105",17,21,8,2,4
"106",18,16,5,2,3
"107",17,21,6,3,3
"108",19,18,5,3,4
"109",1,1,0,0,0
"110",0,1,0,0,0
"111",16,18,5,3,4
"112",16,17,4,3,4
"113",1,1,0,0,0
"114",0,1,0,0,0
"115",18,21,4,3,4
"116",0,1,0,0,0
"117",0,1,0,0,0
"118",0,0,0,0,0
"119",15,17,5,3,3
"120",20,23,5,3,5
"121",21,19,6,3,3
"122",0,1,0,0,0
"123",1,1,0,0,0
"124",21,18,5,3,3
"125",20,22,5,2,3
"126",18,18,5,2,3
"127",19,16,4,4,4
"128",0,1,1,0,0
"129",0,1,0,0,0
"130",1,1,0,0,0
"131",0,1,0,0,0
"132",0,1,0,0,0
"133",18,22,5,3,4
"134",1,1,0,0,0
"135",20,24,6,3,3
"136",18,18,5,3,4
"137",18,20,5,2,3
"138",0,1,1,1,0
"139",20,19,4,3,5
"140",0,1,0,0,0
"141",0,1,0,0,0
"142",19,20,6,4,4
"143",19,19,3,3,3
"144",18,17,6,2,4
"145",0,1,0,0,0
"146",0,1,0,0,0
"147",17,23,5,2,4
"148",20,21,5,2,3
"149",18,16,4,4,3
"150",18,19,5,3,5
"151",17,17,5,2,3
"152",17,17,7,3,5
"153",0,1,0,0,0
"154",0,1,0,0,0
"155",17,19,5,2,3
"156",18,16,8,3,4
"157",0,1,0,0,0
"158",0,1,0,0,0
"159",18,19,5,2,4
"160",27,19,5,2,3
"161",16,20,4,4,3
"162",0,1,0,0,0
"163",19,17,7,3,3
"164",19,19,4,3,3
"165",18,17,6,2,4
"166",17,21,6,2,3
"167",19,19,4,2,4
"168",19,17,4,2,3
"169",0,1,0,0,0
"170",1,1,0,0,0
"171",25,19,4,3,4
"172",0,1,0,0,0
"173",0,1,0,0,0
"174",21,22,4,2,5
"175",0,1,0,0,0
"176",0,1,0,0,0
"177",0,1,0,0,0
"178",0,1,0,0,0
"179",21,19,6,2,4
"180",19,17,6,3,3
"181",0,1,0,0,0
"182",25,19,5,3,3
"183",0,1,0,0,0
"184",16,18,4,4,4
"185",1,1,0,0,0
"186",16,17,5,2,4
"187",18,21,6,2,3
"188",17,19,8,3,3
"189",16,19,5,2,4
"190",0,1,0,0,0
"191",22,19,4,3,3
"192",19,21,4,2,4
"193",19,22,6,4,4
"194",21,18,6,2,4
"195",0,1,0,0,0
"196",0,1,0,0,0
"197",0,1,0,0,0
"198",0,1,0,0,0
"199",0,1,0,0,0
"200",0,2,0,0,0
"201",14,20,5,3,6
"202",0,1,0,0,0
"203",0,1,0,0,0
"204",20,16,6,3,4
"205",1,1,0,0,0
"206",0,1,0,0,0
"207",18,19,6,2,5
"208",21,20,4,3,3
"209",1,1,0,0,0
"210",1,1,0,0,0
"211",0,1,0,0,0
"212",17,18,4,3,6
"213",18,19,6,3,3
"214",16,25,4,3,4
"215",21,15,4,3,3
"216",18,17,4,3,3
"217",16,22,5,3,3
"218",21,20,4,3,4
"219",17,21,5,2,3
"220",1,1,1,0,0
"221",0,1,0,0,0
"222",1,1,1,0,0
"223",19,18,5,2,4
"224",19,18,4,2,4
"225",16,18,4,2,4
"226",1,0,0,0,0
"227",1,0,0,0,0
"228",22,18,5,3,4
"229",0,1,0,0,0
"230",19,20,4,3,3
"231",19,20,6,2,4
"232",21,21,6,2,4
"233",0,1,0,0,0
"234",0,1,0,0,0
"235",0,1,0,0,0
"236",21,20,5,3,3
"237",20,16,6,2,3
"238",0,1,0,0,0
"239",20,19,5,3,4
"240",15,20,7,2,4
"241",19,19,5,3,5
"242",21,18,6,3,3
"243",0,1,0,0,0
"244",25,17,4,2,5
"245",2,1,0,0,0
"246",20,18,5,2,3
"247",17,19,6,2,2
"248",1,0,0,0,0
"249",0,1,0,0,0
"250",21,19,4,4,3
"251",17,20,4,2,4
"252",0,1,0,0,0
"253",20,17,5,3,5
"254",2,2,0,0,0
"255",1,1,0,0,0
"256",15,19,4,3,3
"257",0,1,0,0,0
"258",18,17,6,2,3
"259",0,0,0,0,0
"260",1,1,0,0,0
"261",0,1,0,0,0
"262",21,19,5,2,5
"263",19,21,6,3,3
"264",17,19,5,2,3
"265",18,21,5,2,4
"266",21,18,5,3,4
"267",0,1,0,0,0
"268",24,22,5,2,4
"269",19,19,6,3,3
"270",0,1,0,0,0
"271",19,20,6,3,4
"272",0,1,0,0,0
"273",22,18,4,2,3
"274",18,21,4,2,3
"275",0,1,0,0,0
"276",17,19,7,2,4
"277",23,17,4,2,4
"278",0,1,0,0,0
"279",20,24,8,3,3
"280",21,17,5,3,3
"281",1,1,0,0,0
"282",0,1,0,0,0
"283",0,1,0,0,0
"284",0,1,0,0,0
"285",19,16,5,4,4
"286",0,1,0,0,0
"287",18,21,5,2,3
"288",21,16,4,2,4
"289",19,20,4,2,3
"290",18,21,7,3,4
"291",0,1,0,0,0
"292",18,22,7,4,3
"293",0,1,0,0,0
"294",0,1,0,0,0
"295",20,18,6,3,4
"296",1,1,0,0,1
"297",18,18,6,3,3
"298",17,21,4,3,3
"299",0,1,0,0,0
"300",17,17,6,2,4
"301",19,16,5,3,4
"302",1,1,0,0,0
"303",20,21,5,3,3
"304",17,28,5,2,4
"305",18,19,5,2,3
"306",18,18,7,3,3
"307",20,19,6,2,6
"308",0,0,0,0,0
