"","age1.D","age2_no_comorbid.D","age2_comorbid.D","age3_no_comorbid.D","age3_comorbid.D"
"1",54,61,32,5,39
"2",0,0,0,0,0
"3",0,0,0,0,0
"4",43,64,27,1,47
"5",0,0,0,0,0
"6",45,48,24,8,36
"7",28,56,29,10,40
"8",56,55,33,7,33
"9",61,64,32,10,33
"10",42,75,27,8,37
"11",37,69,25,7,44
"12",53,72,37,11,30
"13",42,77,29,15,47
"14",57,57,32,14,42
"15",50,53,28,8,32
"16",54,62,27,7,34
"17",0,0,0,0,0
"18",51,66,28,8,32
"19",0,0,0,0,0
"20",0,0,0,0,0
"21",0,0,0,0,0
"22",45,54,23,10,39
"23",61,72,32,5,30
"24",0,0,0,0,0
"25",0,0,0,0,0
"26",48,58,22,4,40
"27",47,64,40,6,35
"28",54,52,36,9,33
"29",54,73,28,7,41
"30",57,67,27,5,36
"31",36,76,31,10,44
"32",53,68,30,6,38
"33",0,0,0,0,0
"34",48,60,30,10,29
"35",47,71,29,6,32
"36",43,77,35,5,40
"37",0,0,0,0,0
"38",0,0,0,0,0
"39",0,0,0,0,0
"40",0,1,0,0,0
"41",46,66,40,9,38
"42",53,49,28,6,42
"43",35,67,30,11,38
"44",38,58,23,7,33
"45",45,65,28,9,37
"46",0,0,0,0,0
"47",0,0,0,0,0
"48",48,70,30,4,32
"49",38,67,22,6,43
"50",55,48,28,6,37
