"","age1.H","age2_no_comorbid.H","age2_comorbid.H","age3_no_comorbid.H","age3_comorbid.H"
"1",18,16,7,3,6
"2",0,0,0,0,0
"3",0,0,0,0,0
"4",11,13,8,1,14
"5",0,0,0,0,0
"6",15,19,8,2,9
"7",9,12,10,3,10
"8",17,11,9,3,5
"9",18,21,6,3,9
"10",10,22,4,2,7
"11",10,25,7,2,12
"12",16,19,7,4,8
"13",14,17,8,5,10
"14",21,20,11,4,10
"15",19,14,8,5,10
"16",15,21,5,3,10
"17",0,0,0,0,0
"18",15,19,9,3,9
"19",0,0,0,0,0
"20",0,0,0,0,0
"21",0,0,0,0,0
"22",12,12,5,5,12
"23",22,14,8,2,7
"24",0,0,0,0,0
"25",0,0,0,0,0
"26",15,20,10,3,8
"27",14,13,7,3,9
"28",14,13,6,3,7
"29",19,17,6,3,9
"30",17,17,7,2,7
"31",12,21,11,1,8
"32",16,20,10,2,10
"33",0,0,0,0,0
"34",14,17,7,4,7
"35",19,19,12,2,7
"36",13,22,6,3,11
"37",0,0,0,0,0
"38",0,0,0,0,0
"39",0,0,0,0,0
"40",0,1,0,0,0
"41",13,18,11,2,9
"42",18,14,7,1,13
"43",10,14,14,3,9
"44",9,17,9,3,6
"45",10,13,6,3,12
"46",0,0,0,0,0
"47",0,0,0,0,0
"48",12,13,7,2,6
"49",13,19,8,3,7
"50",14,16,9,2,8
