"","age1.R","age2_no_comorbid.R","age2_comorbid.R","age3_no_comorbid.R","age3_comorbid.R"
"1",749,825,84,34,30
"2",0,1,0,0,0
"3",0,1,0,0,0
"4",759,812,88,35,22
"5",1,1,0,0,0
"6",764,832,91,30,30
"7",778,840,89,29,22
"8",751,820,89,28,30
"9",743,828,87,24,28
"10",767,793,89,31,29
"11",767,820,90,34,21
"12",755,804,80,26,33
"13",767,817,91,26,22
"14",750,837,87,21,23
"15",757,819,87,26,33
"16",750,829,95,28,30
"17",0,1,0,0,0
"18",754,822,91,30,24
"19",0,1,0,0,0
"20",0,1,0,0,0
"21",0,1,0,0,0
"22",765,821,97,28,27
"23",748,833,85,32,40
"24",0,1,0,0,0
"25",0,2,0,0,0
"26",758,823,95,30,25
"27",758,818,81,32,22
"28",755,830,83,29,30
"29",753,814,92,32,25
"30",756,822,92,28,29
"31",777,814,86,29,21
"32",757,829,92,32,26
"33",2,1,0,0,0
"34",756,816,87,22,22
"35",765,807,92,32,27
"36",765,810,82,31,28
"37",0,3,0,0,0
"38",0,1,0,0,0
"39",0,1,0,0,0
"40",2,1,1,0,0
"41",760,817,75,29,22
"42",752,840,87,33,20
"43",765,809,90,28,27
"44",773,818,95,28,27
"45",766,828,91,25,30
"46",0,1,0,0,0
"47",0,1,0,0,0
"48",762,817,86,29,31
"49",763,814,99,31,21
"50",747,815,83,29,31
