"","age1.E","age2_no_comorbid.E","age2_comorbid.E","age3_no_comorbid.E","age3_comorbid.E"
"1",160,158,21,8,13
"2",0,1,0,0,0
"3",0,1,0,0,0
"4",130,137,21,8,11
"5",1,1,0,0,0
"6",128,136,23,9,15
"7",159,140,17,8,13
"8",124,131,21,8,9
"9",129,130,22,5,12
"10",142,145,25,9,13
"11",144,149,22,9,13
"12",140,135,20,7,13
"13",143,149,18,10,11
"14",148,161,23,8,13
"15",138,148,23,7,13
"16",128,123,29,9,13
"17",0,1,0,0,0
"18",147,131,19,10,10
"19",0,1,0,0,0
"20",0,1,0,0,0
"21",0,1,0,0,0
"22",135,137,22,9,14
"23",143,143,23,9,12
"24",0,1,0,0,0
"25",0,1,0,0,0
"26",129,138,23,7,12
"27",152,151,23,12,9
"28",150,140,29,11,16
"29",146,144,24,6,15
"30",141,140,26,10,12
"31",134,147,22,7,12
"32",133,145,25,8,10
"33",2,1,0,0,0
"34",119,122,16,8,8
"35",142,138,23,8,13
"36",119,117,24,8,11
"37",0,1,0,0,0
"38",0,1,0,0,0
"39",0,1,0,0,0
"40",2,1,1,0,0
"41",127,126,15,6,10
"42",130,142,19,10,12
"43",127,118,19,10,16
"44",125,147,21,8,14
"45",155,148,22,9,17
"46",0,1,0,0,0
"47",0,1,0,0,0
"48",145,150,23,5,13
"49",136,143,27,8,9
"50",138,162,25,7,13
