"","age1_orange.O","age1_green.O","age2_no_comorbid_orange.O","age2_no_comorbid_green.O","age2_comorbid_green.O","age3_no_comorbid_green.O","age3_comorbid_green.O"
"1",51,3,43,5,6,4,3
"2",0,0,1,0,0,0,0
"3",0,0,1,0,0,0,0
"4",53,8,50,5,6,4,4
"5",50,8,45,6,11,4,5
"6",48,7,48,6,8,4,4
"7",44,10,50,8,9,5,7
"8",43,6,41,8,9,4,6
"9",38,3,40,4,10,3,3
"10",41,0,41,0,1,0,0
"11",45,7,49,9,9,4,5
"12",0,0,1,0,0,0,0
"13",1,0,2,0,0,0,0
"14",48,7,45,5,7,3,4
"15",0,0,1,0,0,0,0
"16",37,8,44,7,10,3,7
"17",0,0,1,0,0,0,0
"18",44,1,44,0,0,0,0
"19",0,0,1,0,0,0,0
"20",48,7,53,8,8,4,5
"21",0,0,1,0,0,0,0
"22",39,5,51,8,10,4,6
"23",0,0,1,0,0,0,0
"24",46,5,49,7,8,6,6
"25",37,7,41,8,6,5,6
"26",43,6,46,8,10,3,4
"27",0,0,1,0,0,0,0
"28",44,5,41,5,7,3,6
"29",0,0,1,0,0,0,0
"30",44,4,46,7,9,3,5
"31",43,11,39,8,8,4,6
"32",42,7,47,7,7,4,6
"33",49,6,49,6,9,4,6
"34",0,0,1,0,0,0,0
"35",52,4,47,8,5,3,4
"36",43,5,48,5,6,3,3
"37",46,6,45,8,11,3,6
"38",48,6,51,5,7,4,6
"39",46,5,42,6,8,4,4
"40",0,0,1,0,0,0,0
"41",43,7,50,5,7,3,4
"42",0,0,1,0,0,0,0
"43",45,4,41,6,8,3,5
"44",0,0,1,0,0,0,0
"45",52,6,50,7,7,4,7
"46",53,7,41,8,9,3,6
"47",51,6,39,5,8,4,5
"48",48,0,45,0,0,0,0
"49",0,0,1,0,0,0,0
"50",43,5,44,5,8,3,4
"51",41,7,45,9,9,4,8
"52",0,0,1,0,0,0,0
"53",48,4,52,5,7,2,3
"54",42,3,46,7,12,3,6
"55",0,0,1,0,0,0,0
"56",1,0,2,0,0,0,0
"57",0,0,0,0,0,0,0
"58",38,7,45,7,7,3,5
"59",0,0,1,0,0,0,0
"60",44,4,45,6,6,3,4
"61",41,6,41,7,8,5,5
