"","age1_orange.S","age1_green.S","age2_no_comorbid_orange.S","age2_no_comorbid_green.S","age2_comorbid_green.S","age3_no_comorbid_green.S","age3_comorbid_green.S"
"1",8,2,52,15,32,11,20
"2",752,62,847,94,125,44,75
"3",9,62,57,94,125,44,74
"4",4,0,44,14,17,10,27
"5",752,62,847,94,125,44,75
"6",752,62,847,94,125,44,75
"7",752,62,846,94,125,44,75
"8",0,0,50,7,6,6,16
"9",6,1,47,3,2,9,14
"10",3,2,42,10,12,12,14
"11",8,62,57,94,124,44,74
"12",7,3,38,8,13,9,10
"13",7,0,50,8,13,11,13
"14",6,0,53,8,7,7,9
"15",10,3,53,7,17,7,18
"16",749,62,845,94,125,44,75
"17",8,1,43,10,9,6,13
"18",2,62,43,94,125,44,75
"19",8,2,37,7,12,8,18
"20",3,5,36,11,18,11,17
"21",752,62,847,94,125,44,75
"22",5,0,35,5,12,9,16
"23",752,62,847,94,125,44,75
"24",752,62,847,94,125,44,75
"25",8,3,46,12,13,6,19
"26",6,1,56,10,11,4,15
"27",752,62,847,94,125,44,75
"28",752,62,847,94,125,44,75
"29",10,0,50,9,14,7,14
"30",7,1,39,20,31,13,33
"31",9,1,39,10,7,9,11
"32",1,2,34,9,11,15,19
"33",4,62,36,94,125,43,75
"34",5,1,44,12,8,8,14
"35",3,1,43,13,13,15,14
"36",9,1,40,10,12,9,13
"37",751,62,847,94,125,44,75
"38",4,1,46,7,9,3,14
"39",7,4,42,10,17,6,23
"40",9,3,58,17,25,14,25
"41",752,62,847,94,125,44,75
"42",9,62,46,94,125,44,75
"43",7,0,52,4,8,4,14
"44",2,0,38,6,8,7,14
"45",752,62,847,94,125,44,75
"46",5,3,58,14,17,11,22
"47",4,61,46,94,124,44,75
"48",751,62,847,94,125,44,75
"49",6,1,35,4,5,7,11
"50",6,2,44,12,16,9,21
"51",9,0,45,5,10,12,13
"52",3,0,38,5,15,12,20
"53",3,1,36,8,13,8,12
"54",7,2,53,13,15,13,11
"55",8,62,59,93,125,44,75
"56",10,2,57,5,13,6,12
"57",6,1,51,11,9,14,18
"58",5,2,56,5,12,8,19
"59",752,62,847,94,125,44,75
"60",752,62,847,94,125,44,75
"61",4,1,55,6,11,6,8
"62",8,62,53,94,125,44,75
"63",752,62,847,94,125,44,75
"64",5,1,41,7,8,7,16
"65",3,6,56,6,11,13,14
"66",11,1,57,4,14,7,11
"67",750,62,846,94,125,44,75
"68",10,0,57,12,10,10,24
"69",10,1,41,7,7,9,8
"70",4,1,40,13,15,10,18
"71",749,62,845,94,125,44,75
"72",5,0,58,6,9,15,14
"73",6,4,36,9,17,12,16
"74",10,62,41,94,124,43,74
"75",752,62,847,94,125,44,75
"76",4,1,52,7,7,10,15
"77",3,3,39,12,15,9,15
"78",752,62,847,94,125,44,75
"79",5,2,51,19,20,14,14
"80",7,62,47,94,125,44,75
"81",752,62,847,94,125,44,75
"82",8,62,44,94,125,44,75
"83",752,62,846,94,125,44,75
"84",4,2,46,9,19,18,16
"85",752,62,846,94,125,44,75
"86",9,2,36,12,9,5,15
"87",10,2,41,15,19,10,24
"88",11,0,47,6,10,8,9
"89",752,62,847,94,125,44,75
"90",3,0,44,1,9,8,14
"91",752,62,847,94,125,44,75
"92",7,62,39,93,125,44,75
"93",9,0,40,9,10,18,18
"94",5,1,39,7,8,11,13
"95",2,0,32,10,9,10,9
"96",6,0,53,4,5,8,11
"97",9,61,48,94,125,44,75
"98",7,4,50,12,14,6,26
"99",8,62,50,94,125,44,75
"100",752,62,847,94,125,44,75
"101",4,1,31,6,7,7,9
"102",752,62,847,94,125,44,75
"103",4,0,36,8,9,10,10
"104",3,0,42,8,10,8,17
"105",3,1,58,6,10,6,15
"106",10,0,61,13,16,13,17
"107",752,62,847,94,125,44,75
"108",7,0,43,7,6,12,12
"109",752,62,847,94,125,44,75
"110",6,0,41,9,9,6,14
"111",7,1,70,12,10,5,12
"112",4,2,37,17,7,13,23
"113",7,62,40,94,125,44,75
"114",11,62,48,94,125,44,75
"115",6,0,50,12,11,9,10
"116",751,62,847,94,125,44,75
"117",7,0,62,7,14,6,13
"118",752,62,847,94,125,44,75
"119",751,62,847,94,125,44,75
"120",752,62,847,94,125,44,75
"121",13,1,42,6,11,9,11
"122",752,62,847,94,125,44,75
"123",752,62,847,94,125,44,75
"124",5,0,45,3,12,5,13
"125",7,3,44,9,12,9,18
"126",2,1,45,5,5,5,15
"127",7,1,42,7,5,6,11
"128",9,0,55,4,7,10,13
"129",6,0,52,9,8,7,11
"130",6,0,37,6,11,5,8
"131",752,62,847,94,125,44,75
"132",5,1,29,7,19,8,18
"133",752,62,847,94,125,44,75
"134",751,62,847,94,125,44,75
"135",7,1,40,12,21,13,19
"136",752,62,847,94,125,44,75
"137",9,2,52,9,15,8,19
"138",5,0,38,8,10,6,17
"139",6,2,53,15,15,11,17
"140",8,2,49,8,16,10,15
"141",752,62,847,94,125,44,75
"142",8,1,42,7,10,7,21
"143",752,62,847,94,125,44,75
"144",5,1,46,6,9,10,14
"145",7,62,42,94,125,44,75
"146",9,2,47,10,14,11,16
"147",6,2,37,9,11,10,11
"148",4,1,44,9,10,8,9
"149",5,3,37,9,9,9,20
"150",6,62,47,93,124,43,75
"151",6,1,63,9,17,12,20
"152",750,62,845,94,125,44,75
"153",6,3,37,13,12,17,19
"154",752,62,847,94,125,44,75
"155",9,2,41,8,12,17,15
"156",752,62,847,94,125,44,75
"157",7,1,40,15,14,10,16
"158",3,0,56,4,9,6,13
"159",8,3,40,9,24,12,22
"160",752,62,847,94,125,44,75
"161",7,0,49,13,12,12,18
"162",3,1,41,8,9,8,12
"163",15,1,56,19,19,16,22
"164",4,0,52,11,14,9,15
"165",4,0,56,9,10,7,11
"166",751,62,846,94,125,44,75
"167",3,1,41,8,4,7,17
"168",752,62,847,94,125,44,75
"169",4,4,36,8,15,10,19
"170",12,1,42,12,15,11,12
"171",752,62,847,94,125,44,75
"172",3,2,45,9,13,11,19
"173",752,62,847,94,125,44,75
"174",4,1,49,11,13,8,22
"175",752,62,846,94,125,44,75
"176",8,3,56,12,21,11,25
"177",752,62,846,94,125,44,75
"178",2,0,40,9,8,9,17
"179",8,0,53,9,6,13,13
"180",752,62,847,94,125,44,75
"181",6,3,48,11,22,11,20
"182",752,62,847,94,125,44,75
"183",6,1,41,6,2,7,10
"184",6,2,66,10,13,11,17
"185",751,62,847,94,125,44,75
"186",752,62,847,94,125,44,75
"187",6,1,38,9,11,8,15
"188",7,1,40,10,9,4,18
"189",752,62,847,94,125,44,75
"190",752,62,847,94,125,44,75
"191",5,0,43,10,11,5,16
"192",6,61,32,94,125,44,74
"193",752,62,847,94,125,44,75
"194",3,2,46,16,24,14,24
"195",8,0,51,13,22,10,18
"196",752,62,847,94,125,44,75
"197",4,2,31,13,18,15,16
"198",3,1,40,12,22,14,21
"199",752,62,847,94,125,44,75
"200",5,1,47,3,12,6,17
"201",9,1,37,14,18,10,21
"202",10,3,35,7,12,3,22
"203",752,62,847,94,125,44,75
"204",4,2,46,14,16,10,18
"205",6,0,45,11,9,8,12
"206",9,1,46,17,19,15,16
"207",4,0,47,8,11,8,21
"208",9,0,42,4,9,9,16
"209",5,0,51,7,8,7,13
"210",9,2,55,21,17,11,22
"211",5,3,32,7,15,16,17
"212",5,62,48,94,123,44,75
"213",752,62,847,94,125,44,75
"214",2,1,58,6,8,13,18
"215",6,12,47,23,39,20,33
"216",752,62,847,94,125,44,75
"217",9,1,47,8,12,9,19
"218",3,1,53,10,6,10,16
"219",752,62,847,94,125,44,75
"220",751,62,847,94,125,44,75
"221",752,62,847,94,125,44,75
"222",2,1,39,10,14,10,20
"223",752,62,847,94,125,44,75
"224",752,62,847,94,125,44,75
"225",3,3,50,12,13,10,20
"226",4,0,45,13,6,9,16
"227",752,62,847,94,125,44,75
"228",6,62,44,93,125,44,75
"229",9,1,54,14,8,11,17
"230",7,1,48,8,12,12,14
"231",7,0,51,8,10,5,9
"232",5,62,51,93,125,44,75
"233",752,62,847,94,125,44,75
"234",5,0,55,9,8,5,19
