"","age1_orange.R","age2_no_comorbid_orange.R","age2_comorbid_green.R","age3_no_comorbid_green.R","age3_comorbid_green.R"
"76",749,805,0,0,0
"77",739,795,0,0,0
"78",739,794,0,0,0
"79",750,794,0,0,0
"80",739,802,0,0,0
"81",753,804,0,0,0
"82",751,790,86,32,26
"83",743,801,0,0,0
"84",756,783,90,32,26
"85",752,817,91,35,21
"86",726,797,88,30,34
"87",0,1,0,0,0
"88",751,804,0,0,0
"89",733,804,88,26,28
"90",758,777,83,29,24
"91",0,1,0,0,0
"92",742,820,0,0,0
"93",751,811,90,27,28
"94",752,800,0,0,0
"95",745,794,76,29,27
"96",738,800,0,0,0
"97",736,803,0,0,0
"98",736,785,94,27,24
"99",747,806,0,0,0
"100",731,788,75,28,21
"101",744,794,0,0,0
"102",750,801,84,31,26
"103",750,819,0,0,0
"104",735,777,3,2,0
"105",747,801,0,0,0
"106",752,802,0,0,0
"107",0,2,0,0,0
"108",0,0,0,0,0
"109",746,774,0,1,0
"110",750,805,0,0,0
"111",747,792,0,0,0
"112",743,801,0,0,0
"113",0,1,0,0,0
"114",746,796,0,0,0
"115",743,821,86,26,28
"116",735,797,0,0,0
"117",747,787,83,32,27
"118",745,807,0,0,0
"119",745,813,0,0,0
"120",759,781,88,24,35
"121",740,794,0,0,0
"122",749,763,2,0,0
"123",751,791,0,0,0
"124",751,794,0,0,0
"125",749,798,81,18,23
"126",752,799,0,0,1
"127",739,787,0,0,0
"128",755,794,94,27,26
"129",0,1,0,0,0
"130",753,812,85,30,32
"131",734,796,0,0,0
"132",0,1,0,0,0
"133",1,1,0,0,0
"134",745,801,0,0,0
"135",741,790,0,0,1
"136",741,821,2,0,0
"137",0,1,0,0,0
"138",742,780,75,19,26
"139",0,1,0,0,0
"140",745,795,0,0,0
"141",745,806,0,0,0
"142",738,790,90,29,32
"143",761,784,0,0,0
"144",740,783,74,28,29
"145",733,815,0,0,0
"146",762,834,88,27,29
"147",751,802,0,0,0
"148",738,806,86,27,25
"149",0,1,0,0,0
"150",761,796,0,0,0
"151",746,811,0,0,0
"152",0,1,0,0,0
"153",750,839,0,0,0
"154",0,1,0,0,0
"155",748,810,0,1,0
"156",740,811,82,30,23
"157",744,786,0,1,0
"158",0,1,0,0,0
"159",748,804,0,0,0
"160",748,799,0,0,0
"161",750,806,0,0,0
"162",750,803,89,32,31
"163",748,791,0,0,0
"164",0,1,0,0,0
"165",747,812,89,27,31
"166",749,784,2,0,0
"167",738,809,0,0,0
"168",743,787,0,0,0
"169",750,803,0,0,0
"170",0,1,0,0,0
"171",731,787,0,0,0
"172",0,1,0,0,0
"173",738,800,85,28,24
"174",727,774,0,0,0
"175",743,788,0,1,0
"176",736,806,1,0,0
"177",0,1,0,0,0
"178",750,810,84,30,24
"179",0,1,0,0,0
"180",743,796,0,0,0
"181",734,789,0,0,0
"182",732,783,0,0,0
"183",748,808,1,0,0
"184",739,791,0,0,0
"185",755,787,87,25,25
"186",752,793,0,0,0
"187",0,1,0,0,0
"188",0,1,0,0,0
"189",747,799,77,25,28
"190",737,782,0,0,0
"191",746,804,80,24,36
"192",741,821,0,0,0
"193",740,834,0,0,0
"194",739,800,80,31,30
"195",0,1,0,0,0
"196",738,786,90,25,22
"197",0,1,0,0,0
"198",0,1,0,0,0
"199",744,801,86,24,22
"200",0,3,0,0,0
"201",0,1,0,0,0
"202",733,802,82,25,24
"203",755,795,0,0,0
"204",749,808,88,30,32
"205",0,1,0,0,0
"206",741,806,0,0,0
"207",756,812,0,0,0
"208",1,1,0,0,0
"209",740,793,0,0,0
"210",740,800,0,0,0
"211",752,813,77,29,20
"212",747,797,92,25,23
"213",744,805,0,0,0
"214",736,788,0,0,0
"215",750,794,87,30,28
"216",757,799,0,0,0
"217",747,799,87,31,30
"218",0,1,0,0,0
"219",747,793,0,0,0
"220",750,788,0,0,0
"221",750,792,85,28,34
"222",744,825,93,37,33
"223",762,798,0,0,0
"224",755,792,0,0,0
"225",746,778,0,0,0
"226",745,795,89,30,20
"227",750,794,0,0,0
"228",0,1,0,0,0
"229",748,826,0,0,0
"230",743,804,76,26,24
"231",757,810,89,29,32
"232",0,1,0,0,0
"233",0,1,0,0,0
"234",738,815,0,0,0
"235",752,791,87,29,25
"236",745,802,0,0,0
"237",751,772,0,0,0
"238",747,791,0,0,0
"239",746,774,86,20,26
"240",745,793,77,30,31
"241",743,812,2,1,0
"242",726,770,0,0,0
"243",751,783,0,0,0
"244",0,1,0,0,0
"245",0,1,0,0,0
"246",752,794,0,0,0
"247",746,805,0,0,0
"248",755,817,0,0,0
"249",738,803,0,0,0
"250",747,775,83,31,28
"251",753,816,88,25,21
"252",758,805,84,23,24
"253",0,1,0,0,0
"254",754,809,0,0,0
"255",756,796,81,34,30
"256",747,781,92,24,26
"257",742,811,0,0,0
"258",0,1,0,0,0
"259",750,799,0,0,0
"260",754,801,0,0,0
"261",760,801,0,0,0
"262",746,793,0,0,0
"263",754,824,0,0,0
"264",753,794,0,0,0
"265",728,793,0,0,0
"266",743,796,0,0,0
"267",754,800,96,31,27
"268",0,1,0,0,0
"269",745,813,0,0,0
"270",0,3,0,0,0
"271",739,790,0,0,0
"272",764,780,0,0,0
"273",725,800,90,27,25
"274",754,818,0,0,0
"275",752,789,0,0,0
"276",755,781,1,1,0
"277",0,1,0,0,0
"278",0,1,0,0,0
"279",738,789,88,24,29
"280",749,796,0,0,0
"281",739,787,73,21,28
"282",751,799,0,0,0
"283",739,802,88,31,27
"284",0,1,0,0,0
"285",749,792,83,29,28
"286",742,810,80,30,23
"287",735,815,0,0,0
"288",749,797,0,0,0
"289",0,1,0,0,0
"290",747,796,0,0,0
"291",731,815,80,29,27
"292",749,804,88,25,24
"293",745,789,0,0,0
"294",752,798,73,27,28
"295",761,796,87,27,29
"296",738,792,86,31,26
"297",741,803,80,35,21
"298",754,792,90,30,32
"299",742,821,0,0,0
"300",757,808,91,28,30
"301",739,798,6,2,2
"302",0,1,0,0,0
"303",753,817,0,0,0
"304",739,791,0,0,0
"305",740,805,91,27,32
"306",761,792,0,0,0
"307",768,805,0,0,0
"308",0,1,0,0,0
"309",742,799,0,0,0
"310",753,802,97,31,26
"311",733,807,93,25,26
"312",750,806,0,0,0
"313",743,807,71,25,26
"314",0,1,0,0,0
"315",746,801,0,0,0
"316",736,795,1,0,0
"317",755,809,90,28,32
"318",738,798,0,0,0
"319",734,793,0,0,0
"320",747,783,0,0,0
"321",739,794,86,29,28
"322",755,814,0,0,0
"323",742,787,0,0,0
"324",1,1,0,0,0
"325",729,801,85,30,18
"326",741,804,0,0,0
"327",744,780,1,1,0
"328",738,801,0,0,0
"329",746,791,0,0,0
"330",747,815,87,22,25
"331",746,793,0,0,0
"332",737,789,87,25,25
"333",747,810,86,23,25
"334",740,781,0,0,0
"335",754,799,78,27,21
"336",750,812,0,0,0
"337",759,813,0,0,0
"338",760,786,91,31,30
"339",738,809,92,28,27
"340",743,785,84,27,29
"341",734,812,76,29,23
"342",0,1,0,0,0
"343",0,1,0,0,0
"344",0,1,0,0,0
"345",739,796,77,28,31
"346",745,804,0,0,0
"347",0,1,0,0,0
"348",738,800,0,0,0
"349",750,797,0,0,0
"350",744,815,0,0,0
"351",0,1,0,0,0
"352",753,797,83,31,33
"353",741,802,0,0,0
"354",0,1,0,0,0
"355",742,809,0,0,0
"356",744,798,0,0,0
"357",0,1,0,0,0
"358",732,787,90,33,25
"359",739,818,0,0,1
"360",761,804,1,0,0
"361",748,793,92,32,30
"362",0,0,0,0,0
"363",735,806,89,26,29
"364",745,800,0,0,0
"365",0,1,0,0,0
"366",0,0,0,0,0
"367",757,775,73,25,24
"368",756,784,0,0,0
"369",754,802,78,25,26
"370",743,802,81,22,32
"371",0,1,0,0,0
"372",739,810,88,29,22
"373",751,817,92,33,21
"374",750,802,89,29,28
"375",752,803,81,27,24
"376",732,809,0,0,0
"377",742,789,0,0,0
"378",0,1,0,0,0
"379",748,793,0,0,0
"380",748,820,0,0,0
"381",748,781,88,26,29
"382",756,799,1,0,0
"383",751,794,83,19,23
"384",735,792,0,0,0
"385",737,803,93,22,37
"386",744,795,0,0,0
"387",738,813,0,0,0
"388",768,797,86,27,19
"389",750,811,0,0,0
"390",0,1,0,0,0
"391",748,792,87,29,29
"392",745,808,93,28,27
"393",735,809,0,0,0
"394",752,802,0,0,0
"395",748,780,0,0,0
"396",753,785,84,30,23
"397",743,786,0,0,0
"398",742,808,87,29,29
"399",751,826,84,28,27
"400",0,0,0,0,0
"401",735,787,83,25,23
"402",737,813,84,27,27
"403",751,816,85,27,23
"404",734,812,0,0,0
"405",736,802,89,33,23
"406",742,792,0,1,2
"407",757,815,2,1,1
"408",743,783,1,0,0
"409",0,1,0,0,0
"410",0,1,0,0,0
"411",0,1,0,0,0
"412",739,809,94,28,25
"413",755,804,0,0,0
"414",726,786,0,0,0
"415",0,1,0,0,0
"416",737,819,85,29,22
"417",758,795,88,27,27
"418",765,793,0,0,0
"419",756,792,89,29,22
"420",749,789,84,30,21
"421",752,794,0,0,0
"422",740,797,0,0,0
"423",755,804,87,23,22
"424",755,795,84,38,20
"425",746,811,91,27,24
"426",734,781,87,32,29
"427",748,806,0,0,0
"428",748,807,87,19,28
"429",751,808,77,32,28
"430",756,788,0,0,0
"431",0,1,0,0,0
"432",751,808,75,29,28
"433",759,805,0,0,0
"434",754,810,0,0,0
"435",748,769,87,31,27
"436",742,810,0,0,0
"437",726,794,0,0,0
"438",740,804,2,0,0
"439",0,1,0,0,0
"440",744,801,89,30,27
"441",753,787,0,1,0
"442",0,1,0,0,0
"443",738,809,2,0,0
"444",751,808,0,0,0
"445",746,815,2,1,0
"446",749,809,90,28,25
"447",746,797,92,28,29
"448",0,1,0,0,0
"449",737,789,81,26,28
"450",755,815,0,0,0
"451",759,804,77,29,28
"452",755,801,0,0,0
"453",763,808,85,26,22
"454",746,819,81,27,26
"455",753,803,87,24,30
"456",745,791,98,23,20
"457",0,1,0,0,0
"458",0,1,0,0,0
"459",750,815,0,0,0
"460",756,789,0,0,0
"461",722,797,0,0,0
"462",751,788,0,0,0
"463",759,809,0,0,0
"464",751,808,85,30,27
"465",732,788,92,28,25
"466",1,1,0,0,0
"467",751,795,0,0,0
"468",746,790,91,24,30
"469",736,787,0,0,0
"470",0,1,0,0,0
"471",744,810,0,0,0
"472",750,801,0,0,0
"473",0,1,0,0,0
"474",729,807,0,0,0
"475",747,788,85,31,27
"476",0,1,0,0,0
"477",748,815,89,32,21
"478",756,801,0,0,0
"479",758,786,84,23,24
"480",741,778,82,32,34
"481",0,1,0,0,0
"482",0,1,0,0,0
"483",0,0,0,0,0
"484",0,1,0,0,0
"485",750,798,1,1,0
"486",747,804,1,1,0
"487",750,814,0,0,0
"488",742,816,88,23,22
"489",739,805,0,0,0
"490",741,806,0,0,0
"491",748,794,0,0,0
"492",741,791,0,0,0
"493",761,787,81,32,27
"494",754,815,0,0,0
"495",742,795,0,0,0
"496",748,803,2,0,1
"497",753,814,0,0,0
"498",0,1,0,0,0
"499",734,799,0,0,0
"500",733,781,0,1,0
