"","age1_orange.D","age2_no_comorbid_orange.D","age2_comorbid_green.D","age3_no_comorbid_green.D","age3_comorbid_green.D"
"330",56,73,25,7,38
"331",55,80,0,0,0
"332",62,76,27,10,41
"333",57,82,26,8,40
"334",63,81,0,0,0
"335",51,74,32,10,42
"336",60,73,0,0,0
"337",45,72,0,0,0
"338",51,82,26,6,31
"339",57,66,28,8,34
"340",57,63,32,11,34
"341",70,68,44,9,40
"342",0,0,0,0,0
"343",0,0,0,0,0
"344",0,0,0,0,0
"345",62,76,43,8,36
"346",64,73,0,0,0
"347",0,0,0,0,0
"348",63,83,0,0,0
"349",57,79,0,0,0
"350",63,81,0,0,1
"351",0,0,0,0,0
"352",54,74,30,9,35
"353",59,72,0,0,0
"354",0,0,0,0,0
"355",64,72,0,0,0
"356",59,72,0,0,0
"357",0,0,0,0,0
"358",73,87,28,5,31
"359",66,63,0,0,0
"360",44,69,0,0,0
"361",52,65,29,9,40
"362",0,1,0,0,0
"363",70,74,27,9,35
"364",57,77,0,0,0
"365",0,0,0,0,0
"366",0,1,0,0,0
"367",47,88,28,4,38
"368",50,83,0,0,0
"369",48,78,38,6,41
"370",55,61,38,11,34
"371",0,0,0,0,0
"372",63,73,33,11,40
"373",50,61,24,6,36
"374",54,73,25,7,39
"375",53,73,40,10,43
"376",68,72,0,0,0
"377",62,79,1,0,0
"378",0,0,0,0,0
"379",58,77,0,0,0
"380",60,70,0,0,0
"381",60,83,28,8,34
"382",49,77,0,0,0
"383",53,76,29,9,31
"384",76,91,0,0,0
"385",63,73,28,15,30
"386",57,76,0,0,0
"387",65,67,0,0,0
"388",43,77,38,11,45
"389",57,71,0,0,0
"390",0,0,0,0,0
"391",58,77,31,9,38
"392",56,68,24,4,34
"393",65,54,0,0,0
"394",51,73,0,0,0
"395",59,80,0,0,0
"396",56,83,24,10,35
"397",57,76,0,0,0
"398",58,71,26,6,35
"399",57,65,33,8,35
"400",0,1,0,0,0
"401",63,89,31,8,39
"402",58,58,36,11,39
"403",51,63,35,9,39
"404",70,71,0,0,0
"405",66,79,29,7,40
"406",59,87,1,0,0
"407",48,68,0,0,1
"408",57,70,0,0,0
"409",0,0,0,0,0
"410",0,0,0,0,0
"411",0,0,0,0,0
"412",64,60,25,9,42
"413",48,76,0,0,0
"414",68,70,0,0,0
"415",0,0,0,0,0
"416",70,69,32,9,32
"417",49,75,28,9,33
"418",44,71,0,0,0
"419",49,81,22,7,30
"420",48,65,33,8,43
"421",54,88,0,0,0
"422",65,79,0,0,0
"423",52,66,27,11,33
"424",49,77,34,6,45
"425",59,58,23,9,38
"426",74,82,29,6,38
"427",54,69,0,0,0
"428",50,69,29,9,30
"429",59,77,41,4,35
"430",43,71,0,0,0
"431",0,0,0,0,0
"432",57,73,42,8,33
"433",42,76,0,0,0
"434",49,70,0,0,0
"435",61,91,30,7,40
"436",59,53,0,0,0
"437",60,67,0,0,0
"438",68,84,0,0,0
"439",0,0,0,0,0
"440",59,70,29,7,36
"441",54,77,0,0,0
"442",0,0,0,0,0
"443",64,69,0,0,0
"444",56,84,0,0,0
"445",59,74,0,0,1
"446",54,76,20,2,24
"447",58,73,26,10,37
"448",0,0,0,0,0
"449",70,86,34,7,33
"450",56,67,0,0,0
"451",49,68,30,7,34
"452",46,71,0,0,0
"453",41,74,36,9,38
"454",56,75,34,9,33
"455",52,73,27,14,33
"456",65,79,24,13,39
"457",0,0,0,0,0
"458",0,0,0,0,0
"459",56,72,0,0,0
"460",52,83,0,0,0
"461",75,80,0,0,0
"462",50,68,0,0,1
"463",42,69,0,0,0
"464",61,74,32,9,41
"465",70,88,24,8,38
"466",1,0,0,0,0
"467",51,84,0,0,0
"468",62,74,28,11,32
"469",65,71,0,0,0
"470",0,0,0,0,0
"471",55,70,0,0,0
"472",56,74,0,0,0
"473",0,0,0,0,0
"474",74,68,0,0,0
"475",58,80,30,7,36
"476",0,0,0,0,0
"477",54,69,35,11,46
"478",50,74,0,0,0
"479",49,75,34,7,36
"480",57,86,38,6,32
"481",0,0,0,0,0
"482",0,0,0,0,0
"483",0,1,0,0,0
"484",0,0,0,0,0
"485",55,73,0,0,0
"486",56,66,0,0,0
"487",54,74,0,0,0
"488",58,61,30,14,42
"489",66,75,0,0,0
"490",63,70,0,0,0
"491",51,83,0,0,0
"492",61,86,0,0,0
"493",44,80,29,10,43
"494",52,60,0,0,0
"495",56,68,0,0,0
"496",58,64,3,0,0
"497",54,78,0,0,0
"498",0,0,0,0,0
"499",70,76,0,0,0
"500",70,83,0,0,0
