"","age1_orange.H","age2_no_comorbid_orange.H","age2_comorbid_green.H","age3_no_comorbid_green.H","age3_comorbid_green.H"
"1",60.1495947905531,45.5875981879386,109.830180648217,119.083751412975,119.465174409379
"2",50.8433405339336,50.088031285059,0,0,0
"3",65.7523620035858,78.6281159189245,0,0,0
"4",0,0,0,0,0
"5",48.2138359625258,63.6740927679463,130.630580336179,78.4976940868903,111.204274241976
"6",60.5096242039838,62.0947107578856,0,0,0
"7",58.3552602617022,66.2225481915427,0,0,0
"8",0,0,0,0,0
"9",57.4689971722493,51.8747453662025,0,0,0
"10",57.0518664002726,58.2667073458879,0,0,0
"11",60.7033129473993,44.5172768429229,112.637070119095,108.291745416274,96.211030763254
"12",41.9968534663041,60.4632260138353,0,0,0
"13",52.3466462519814,51.4334152524242,107.330761322037,90.8741957294677,100.346110589645
"14",62.9556470772444,58.080724516661,138.968338295727,174.437685311288,141.421803790278
"15",55.2612337922672,56.9432678502076,97.1593075506349,86.0315670192915,104.066744763939
"16",56.2024214294089,53.949081554666,97.0176644092508,56.5657518536933,100.790804920338
"17",53.8313091087936,50.0272476594741,0,0,0
"18",48.1143973076849,51.6954486708433,0,0,0
"19",75.7182581566814,79.3919663137337,0,0,0
"20",54.0912532744322,56.2001133169653,0,0,0
"21",55.9538161673615,60.27063759254,109.470475232776,88.1866117563123,119.031348899137
"22",71.4377510381526,70.2201924924227,121.173203629957,93.8794453012045,113.837962255227
"23",0,0,0,0,0
"24",43.1033702593207,50.4318902337398,0,0,0
"25",64.6201762711697,57.6068926313994,0,0,0
"26",60.6255674025951,76.4663177103168,112.666665784875,124.185799837498,113.245519775889
"27",72.4260422977527,72.7376090007815,0,0,0
"28",0,0,0,0,0
"29",53.4289765547837,59.3917849880534,0,0,0
"30",0,0,0,0,0
"31",59.8648984521036,65.7929784709557,0,0,0
"32",54.3299324372195,64.6908149550287,0,0,0
"33",49.6499689687598,59.8127682356817,0,0,0
"34",66.8451900744092,63.4267889300332,115.928688395408,99.5527722467675,114.318983884626
"35",55.1186740137243,57.0998539153932,87.7510886894989,89.4446614428107,78.8602726296157
"36",85.1814389370667,90.7982025522207,84.4016845644638,93.6183323293192,99.7909887543949
"37",58.8381921851814,58.3613971722028,110.022140438002,101.336440204954,142.705739758421
"38",51.6329161606121,64.3416110975698,88.0603706250738,183.731631688045,138.891864036667
"39",61.7693514225643,64.518554280807,118.915174626211,133.388478684835,90.3171674074738
"40",47.3461024648843,61.8679382966948,0,0,0
"41",47.2348368392534,72.7423760492489,127.386232928728,71.4382968875619,143.900669806796
"42",60.3893698478745,64.6157126685267,0,0,0
"43",0,0,0,0,0
"44",58.9074477111979,55.6867552264731,135.320441320041,120.539902764184,124.229753079921
"45",47.3273777984316,51.6477650094592,65.9414971217038,85.4740059307288,55.060185259572
"46",0,0,0,0,0
"47",0,0,0,0,0
"48",9.53506201313969,0,0,0,0
"49",49.2560499443119,55.2370424706379,99.5466830782823,99.8860701335372,94.2613984257739
"50",39.0034997287912,57.6893384143442,0,0,0
"51",61.3511542570455,62.7096837917815,0,0,0
"52",65.9452019635545,71.5040652879228,0,0,0
"53",48.9525816494797,54.2570662751467,76.4226306264593,79.221721684002,99.1216535454085
"54",60.0448150789721,57.9102826918188,0,0,0
"55",62.5182191943298,59.0301529700188,0,0,0
"56",54.7217572493498,61.3361200156072,0,0,0
"57",58.7909380872,71.792501168127,0,0,0
"58",57.3150997647196,51.0900325715686,118.157717550638,115.267969721996,100.624534202513
"59",53.7302973060953,65.0838063259864,0,0,0
"60",80.722821069895,74.0944331511355,132.630448629661,109.332446119687,118.299907984099
"61",65.8205755486639,64.8928060051462,0,0,0
"62",51.1327933654673,45.1252632880772,0,0,0
"63",56.318182927949,67.7076964818893,0,0,0
"64",0,0,0,0,0
"65",61.6173236587214,62.0415927235681,0,0,0
"66",55.7379068757343,64.4213304803905,0,0,0
"67",62.643196904873,67.9967762721752,0,0,0
"68",80.4811979360898,82.7113271436568,0,0,0
"69",0,0,0,0,0
"70",60.1539497794442,63.4222187029221,116.112726725579,84.0827697735359,102.138182845446
"71",0,0,0,0,0
"72",70.2829826831287,66.6924810660676,110.603109672903,112.838155713432,135.889106258729
"73",0,0,0,0,0
"74",66.9246842501006,73.7912764321347,0,0,0
"75",75.5312341778132,72.8854033661329,0,0,0
"76",49.374254567502,45.9931152102313,0,0,0
"77",60.9113502260985,59.8858672151597,0,0,0
"78",54.3711612734237,65.1692778385929,0,0,0
"79",60.1415856297476,56.8368003801922,0,0,0
"80",59.2471835273096,56.7717982548069,0,0,0
"81",60.4017237907283,61.1945954825356,0,0,0
"82",51.0651730343698,57.9753804250363,155.681838949803,181.129777527094,152.662556869077
"83",58.1529399208754,65.0289893185218,0,0,0
"84",55.213909506354,61.2993760439677,88.1033568645208,103.056373626202,98.7747842859414
"85",70.2492885680391,58.5815539233942,130.652093815665,126.099126454888,172.906088091188
"86",49.5622028023235,50.51088465532,133.312776258388,95.208068053546,139.34955895773
"87",0,0,0,0,0
"88",56.5602414976858,57.67112160794,0,0,0
"89",49.6499352008959,56.1092569564564,85.2442370937895,74.6793097100074,105.363809644725
"90",40.9304590338429,53.7391456111096,112.425605204694,113.530517646664,121.191350096293
"91",0,0,0,0,0
"92",59.1359304990516,68.928518917515,0,0,0
"93",46.3274388775671,52.7410702679053,79.7350316885125,83.7606990823158,77.1408406808607
"94",52.0406471089359,53.0333581010272,0,0,0
"95",45.070774501565,52.1329280689786,112.277406103326,63.1923842412126,96.1915614242812
"96",62.7884510309023,55.3117596219027,0,0,0
"97",82.3216425799054,101.448745761605,0,0,0
"98",60.1662491498953,72.2512926963489,109.595261691437,145.119902313353,137.358758083517
"99",57.3207072011273,55.2646709913869,0,0,0
"100",56.8833808885447,60.0839262339873,150.574363849448,120.580357889908,152.689999034356
"101",55.2072518999496,52.7931246313307,0,0,0
"102",54.6565155113225,66.9877423711952,79.9772832175392,99.7818958367423,75.7694920725796
"103",48.2976927718737,45.7292387785125,0,0,0
"104",65.1747866370768,79.2807768554816,0,0,0
"105",59.6488924121641,59.8772838283944,0,0,0
"106",56.2903663750394,47.9813564689248,0,0,0
"107",0,0,0,0,0
"108",0,4.48810407901044,0,0,0
"109",61.4477641784645,58.8962633578464,0,0,0
"110",45.3173097648093,53.5028886761929,0,0,0
"111",60.023316239432,67.100818352414,0,0,0
"112",56.2498848106762,48.2038075120229,0,0,0
"113",0,0,0,0,0
"114",64.9775093039125,62.6683325180341,0,0,0
"115",51.8675835600177,56.5568767057076,107.166533306397,101.954022972024,96.5363214773061
"116",78.2202376815896,68.737920201633,0,0,0
"117",74.6754976333576,61.2234160174648,123.302694621818,99.8449296730234,143.190494208722
"118",110.731102194575,106.324426672039,0,0,0
"119",52.4691650478598,52.3930245424768,0,0,0
"120",74.9751113308997,71.4534220827902,121.441959278097,125.311291890679,116.91984675218
"121",52.795519516366,50.3054653886443,0,0,0
"122",42.3991614358754,49.1315258284765,0,0,0
"123",57.4923425733929,55.150041572866,0,0,0
"124",79.1983611760618,73.2839939862712,0,0,0
"125",74.8731381376242,84.2937412029669,122.769128145949,125.779298850576,127.184845286353
"126",50.1989431581809,61.1557529083605,0,0,57.903784430819
"127",72.8260801314327,72.4484724208648,0,0,0
"128",62.6655041109615,63.6664527015038,95.5251588919253,76.9770682031873,95.800909014955
"129",0,0,0,0,0
"130",42.3205668084124,62.2397115917676,108.587157863928,116.078663102766,114.344400015596
"131",58.0931294192507,55.853266704241,0,0,0
"132",0,0,0,0,0
"133",0,0,0,0,0
"134",52.2251703616491,49.6882855398426,0,0,0
"135",47.7458016286126,49.5538872480638,0,0,0
"136",60.4253280587714,53.1745329213552,0,0,0
"137",0,0,0,0,0
"138",53.1656177401449,58.8828600980496,97.2417173732831,96.3905999121476,78.98856880991
"139",0,0,0,0,0
"140",90.7061544613757,97.1889286694798,0,0,0
"141",59.8789277833359,61.5348163205476,0,0,0
"142",61.2964162298196,54.7864784518818,115.08393400191,139.693386123594,108.367776948346
"143",56.1704083017315,61.2055997917588,0,0,0
"144",64.7356928659158,59.3389834688837,115.24134145102,107.477982228801,147.427528005057
"145",52.2270381739285,65.3925828384522,0,0,0
"146",73.1903129819623,65.6297684397845,97.5640774997245,114.084518431298,114.480058728368
"147",70.147618540569,79.0955601955284,0,0,0
"148",45.1465539998897,47.0757981767926,90.484851967468,89.9923831773578,104.020904888474
"149",0,0,0,0,0
"150",65.7219388241579,67.8683857828151,0,0,0
"151",56.5521648781139,47.0282840357704,0,0,0
"152",0,0,0,0,0
"153",81.1815146281891,74.5609912439896,0,0,60.3899891951444
"154",0,0,0,0,0
"155",52.325659632395,49.1170041740573,0,0,0
"156",48.8574412845032,50.7789763349649,99.3291945282322,65.2301998460101,110.134004142392
"157",47.1228639112957,61.2300515453954,0,0,0
"158",0,0,0,0,0
"159",49.8859107869519,69.0305410485416,0,0,0
"160",58.9227943215882,53.6710957067632,0,0,0
"161",83.9030013008356,74.835416892818,0,0,0
"162",56.0703106582348,63.973364936512,94.152108617617,94.5688435319838,107.322648547772
"163",67.6885871477855,58.7025370306193,0,0,0
"164",0,0,0,0,0
"165",54.5182648297193,54.8182002986137,115.639999890174,129.226024396842,108.814944879525
"166",48.3948465018667,43.8098278949758,0,0,0
"167",65.860468033428,64.4018549721763,0,0,0
"168",65.5397449596971,67.9564944192954,0,0,0
"169",46.5038377443942,59.6478260040714,0,0,0
"170",0,0,0,0,0
"171",53.443100801613,56.7900559128287,0,0,0
"172",0,0,0,0,0
"173",62.0772604973196,78.7828562575442,81.3293550483588,92.1726090337307,92.546278013143
"174",54.5522519983528,55.7322928784176,0,0,0
"175",51.6042058758843,73.5674198363137,0,0,0
"176",50.8544740964736,51.1973518486825,0,0,0
"177",0,0,0,0,0
"178",73.6050281113497,77.1334230199002,139.415167992444,116.651781596481,129.307714458145
"179",0,0,0,0,0
"180",74.742971849231,73.2380140380927,0,0,0
