"","age1_orange.A","age2_no_comorbid_orange.A","age2_comorbid_green.A","age3_no_comorbid_green.A","age3_comorbid_green.A"
"1",4.2997542997543,3.71549893842887,9.58466453674121,9.09090909090909,6.70241286863271
"2",4.91400491400491,3.82165605095541,0,0,0
"3",5.28255528255528,3.60934182590234,0,0,0
"4",0,0,0,0,0
"5",3.80835380835381,3.39702760084926,3.19488817891374,6.81818181818182,8.04289544235925
"6",4.91400491400491,3.18471337579618,0,0,0
"7",4.79115479115479,5.52016985138004,0,0,0
"8",0,0,0,0,0
"9",3.80835380835381,4.35244161358811,0,0,0
"10",5.03685503685504,3.92781316348195,0,0,0
"11",4.05405405405405,5.20169851380042,4.79233226837061,4.54545454545455,4.02144772117963
"12",5.40540540540541,4.24628450106157,0,0,0
"13",5.52825552825553,4.24628450106157,7.18849840255591,2.27272727272727,4.02144772117963
"14",4.79115479115479,4.14012738853503,3.99361022364217,6.81818181818182,5.36193029490617
"15",3.19410319410319,4.35244161358811,5.59105431309904,4.54545454545455,2.68096514745308
"16",4.79115479115479,4.45859872611465,3.19488817891374,6.81818181818182,2.68096514745308
"17",4.54545454545455,3.71549893842887,0,0,0
"18",3.68550368550369,3.82165605095541,0,0,0
"19",4.2997542997543,2.9723991507431,0,0,0
"20",5.03685503685504,3.29087048832272,0,0,0
"21",5.03685503685504,3.82165605095541,3.19488817891374,11.3636363636364,2.68096514745308
"22",4.54545454545455,3.5031847133758,3.19488817891374,4.54545454545455,5.36193029490617
"23",0,0,0,0,0
"24",5.15970515970516,4.77707006369427,0,0,0
"25",6.14250614250614,3.5031847133758,0,0,0
"26",3.68550368550369,3.71549893842887,4.79233226837061,4.54545454545455,4.02144772117963
"27",4.17690417690418,3.82165605095541,0,0,0
"28",0,0,0,0,0
"29",5.15970515970516,4.35244161358811,0,0,0
"30",0,0,0,0,0
"31",4.42260442260442,3.82165605095541,0,0,0
"32",4.05405405405405,3.71549893842887,0,0,0
"33",4.54545454545455,4.45859872611465,0,0,0
"34",4.66830466830467,2.9723991507431,4.79233226837061,6.81818181818182,4.02144772117963
