"","age1_orange.E","age2_no_comorbid_orange.E","age2_comorbid_green.E","age3_no_comorbid_green.E","age3_comorbid_green.E"
"106",140,123,0,0,0
"107",0,1,0,0,0
"108",0,1,0,0,0
"109",120,106,0,1,0
"110",117,119,0,0,0
"111",112,102,0,0,0
"112",106,121,0,0,0
"113",0,1,0,0,0
"114",121,114,0,0,0
"115",116,107,13,5,8
"116",131,127,0,0,0
"117",114,112,16,6,8
"118",117,107,0,0,0
"119",120,98,0,0,0
"120",99,113,12,7,8
"121",101,97,0,0,0
"122",97,113,1,0,0
"123",123,106,0,0,0
"124",127,124,0,0,0
"125",97,113,15,8,8
"126",120,111,0,0,1
"127",122,102,0,0,0
"128",134,121,11,5,9
"129",0,1,0,0,0
"130",106,112,16,8,11
"131",113,106,0,0,0
"132",0,1,0,0,0
"133",1,1,0,0,0
"134",123,95,0,0,0
"135",115,104,0,0,1
"136",123,110,1,0,0
"137",0,1,0,0,0
"138",115,115,16,5,10
"139",0,1,0,0,0
"140",110,103,0,0,0
"141",118,113,0,0,0
"142",113,135,12,6,11
"143",109,116,0,0,0
"144",124,108,21,5,7
"145",119,112,0,0,0
"146",121,125,13,5,11
"147",112,107,0,0,0
"148",121,108,14,6,8
"149",0,1,0,0,0
"150",128,121,0,0,0
"151",110,115,0,0,0
"152",0,1,0,0,0
"153",103,110,0,0,1
"154",0,1,0,0,0
"155",115,111,0,1,0
"156",104,102,12,8,6
"157",127,99,0,1,0
"158",0,1,0,0,0
"159",113,115,0,0,0
"160",119,111,0,0,0
"161",116,116,0,0,0
"162",126,117,12,5,6
"163",106,100,0,0,0
"164",0,1,0,0,0
"165",121,113,13,7,9
"166",114,113,1,0,0
"167",114,99,0,0,0
"168",112,101,0,0,0
"169",122,128,0,0,0
"170",0,1,0,0,0
"171",109,116,0,0,0
"172",0,1,0,0,0
"173",123,114,13,5,10
"174",108,110,0,0,0
"175",117,122,0,1,0
"176",121,127,1,0,0
"177",0,1,0,0,0
"178",110,110,12,5,10
"179",0,1,0,0,0
"180",113,110,0,0,0
"181",109,127,0,0,0
"182",114,112,0,0,0
"183",123,121,1,0,0
"184",111,115,0,0,0
"185",114,129,10,5,10
"186",108,106,0,0,0
"187",0,1,0,0,0
"188",0,1,0,0,0
"189",120,94,10,5,9
"190",116,98,0,0,0
"191",119,124,11,7,9
"192",115,127,0,0,0
"193",116,123,0,0,0
"194",126,119,11,5,7
"195",0,1,0,0,0
"196",122,105,14,6,9
"197",0,1,0,0,0
"198",0,1,0,0,0
"199",112,102,9,5,7
"200",0,1,0,0,0
"201",0,1,0,0,0
"202",120,109,11,5,8
"203",99,98,0,0,0
"204",106,110,13,7,10
"205",0,1,0,0,0
"206",114,118,0,0,0
"207",110,108,0,0,0
"208",1,1,0,0,0
"209",105,101,0,0,0
"210",119,119,0,0,0
"211",114,110,12,4,7
"212",113,123,14,6,12
"213",114,107,0,0,0
"214",108,108,0,0,1
"215",106,124,16,5,9
"216",109,98,1,0,0
"217",116,130,13,5,8
"218",0,1,0,0,0
"219",104,105,0,0,0
"220",103,115,0,0,0
"221",124,104,15,8,8
"222",119,122,14,6,7
"223",117,114,0,0,0
"224",111,105,0,0,0
"225",125,125,0,0,0
"226",127,111,12,5,8
"227",121,114,0,0,0
"228",0,1,0,0,0
"229",105,101,0,0,0
"230",121,116,14,5,8
"231",115,112,13,6,9
"232",0,1,0,0,0
"233",0,1,0,0,0
"234",117,98,0,0,0
"235",118,114,13,4,6
"236",110,112,0,0,0
"237",101,121,0,0,0
"238",112,118,0,0,0
"239",110,111,12,6,8
"240",123,98,12,5,6
"241",118,108,1,1,1
"242",119,102,0,0,0
"243",106,116,0,0,0
"244",0,1,0,0,0
"245",0,1,0,0,0
"246",119,117,0,0,0
"247",126,120,0,0,0
"248",124,113,0,0,0
"249",119,127,0,0,0
"250",107,115,18,7,8
"251",108,115,14,5,9
"252",107,120,13,5,8
"253",0,1,0,0,0
"254",107,123,0,0,0
"255",104,115,14,6,8
"256",106,104,16,5,10
"257",128,112,0,0,0
"258",0,1,0,0,0
"259",113,113,0,0,0
"260",114,94,0,0,0
"261",119,124,0,0,0
"262",125,107,0,0,1
"263",110,116,0,0,0
"264",131,107,0,0,0
"265",111,110,0,0,0
"266",118,106,0,0,0
"267",121,106,11,7,5
"268",0,1,0,0,0
"269",105,105,0,0,0
"270",0,1,0,0,0
"271",105,106,0,0,0
"272",120,105,0,0,0
"273",117,132,16,5,8
"274",105,109,0,0,0
"275",131,116,0,0,0
"276",111,111,1,1,0
"277",0,1,0,0,0
"278",0,1,0,0,0
"279",106,125,13,5,8
"280",117,116,0,0,0
"281",100,108,14,4,8
"282",115,121,0,0,0
"283",122,109,14,6,11
"284",0,1,0,0,0
"285",119,121,12,5,9
"286",103,126,17,7,9
"287",115,110,0,0,0
"288",104,124,0,0,0
"289",0,1,0,0,0
"290",108,107,0,0,0
"291",113,121,12,6,7
"292",95,107,21,7,7
"293",121,107,0,0,0
"294",108,124,12,5,6
"295",107,111,20,4,6
"296",112,96,15,7,7
"297",108,110,12,5,10
"298",120,115,13,8,8
"299",127,127,0,0,0
"300",110,111,15,5,10
"301",100,117,2,1,1
"302",0,1,0,0,0
"303",122,102,0,0,0
"304",126,115,0,0,0
"305",110,99,16,7,9
"306",127,114,0,0,0
"307",115,107,0,0,0
"308",0,1,0,0,0
"309",113,135,0,0,0
"310",116,115,16,5,7
"311",125,101,16,4,10
"312",111,104,0,0,0
"313",108,112,10,4,6
"314",0,1,0,0,0
"315",103,107,0,0,0
"316",117,116,1,0,0
"317",106,113,12,6,8
"318",108,104,0,0,0
"319",106,106,0,0,0
"320",105,99,0,0,0
"321",114,108,12,5,10
"322",100,115,0,0,0
"323",132,123,0,0,0
"324",1,1,0,0,0
"325",100,108,14,8,8
"326",109,102,0,0,0
"327",106,107,1,1,0
"328",107,102,0,0,0
"329",114,113,0,0,0
"330",110,110,15,7,7
"331",113,123,0,0,0
"332",115,110,10,5,9
"333",125,106,10,3,6
"334",110,124,0,0,0
"335",101,98,15,6,8
"336",127,106,0,0,0
"337",106,110,0,0,0
"338",128,117,14,5,10
"339",111,107,13,5,9
"340",111,117,15,6,8
"341",104,108,12,5,12
"342",0,1,0,0,0
"343",0,1,0,0,0
"344",0,1,0,0,0
"345",120,102,13,7,8
"346",120,124,0,0,0
"347",0,1,0,0,0
"348",117,118,0,0,0
"349",121,115,0,0,0
"350",112,137,0,0,1
"351",0,1,0,0,0
"352",131,121,13,6,7
"353",100,107,0,0,0
"354",0,1,0,0,0
"355",124,123,0,0,0
"356",121,106,0,0,0
"357",0,1,0,0,0
"358",109,111,20,11,9
"359",116,110,0,0,1
"360",131,112,1,0,0
"361",110,96,14,7,10
"362",0,1,0,0,0
"363",120,113,14,5,10
"364",117,126,0,0,0
"365",0,1,0,0,0
"366",0,1,0,0,0
"367",112,115,10,5,5
"368",112,115,0,0,0
"369",116,126,11,5,11
"370",97,107,13,5,8
"371",0,1,0,0,0
"372",108,113,17,6,6
"373",108,106,15,5,8
"374",103,107,14,6,9
"375",126,119,10,5,7
"376",116,109,0,0,0
"377",132,106,1,0,0
"378",0,1,0,0,0
"379",109,118,0,0,0
"380",129,116,0,0,0
"381",107,110,15,4,10
"382",120,119,1,0,0
"383",110,109,10,4,8
"384",107,99,0,0,0
"385",119,105,17,5,7
"386",110,114,0,0,0
"387",108,117,0,0,0
"388",124,106,15,6,8
"389",113,123,0,0,0
"390",0,1,0,0,0
"391",121,116,12,4,9
"392",114,121,14,7,9
"393",102,102,0,0,0
"394",118,109,0,0,0
"395",116,103,0,0,0
"396",118,123,12,7,8
"397",105,95,0,0,0
"398",121,106,12,7,7
"399",112,117,14,7,7
"400",0,1,0,0,0
"401",104,121,14,5,10
"402",113,103,19,5,12
"403",108,119,13,6,9
"404",122,114,0,0,0
"405",122,125,17,8,10
"406",124,115,1,1,1
"407",121,131,1,1,1
"408",110,105,1,0,0
"409",0,1,0,0,0
"410",0,1,0,0,0
"411",0,1,0,0,0
"412",121,124,12,6,7
"413",105,101,0,0,0
"414",117,120,0,0,0
"415",0,1,0,0,0
"416",107,104,14,7,6
"417",115,110,17,7,9
"418",115,109,0,0,0
"419",102,121,9,5,7
"420",110,121,16,6,7
"421",119,114,0,0,0
"422",120,104,0,0,0
"423",123,109,14,5,7
"424",107,108,15,7,8
"425",95,97,15,5,9
"426",120,117,13,8,10
"427",115,114,0,0,0
"428",110,106,17,4,9
"429",111,119,15,5,9
"430",110,114,0,0,0
"431",0,1,0,0,0
"432",113,113,14,8,11
"433",124,118,0,0,0
"434",97,112,0,0,0
"435",109,120,13,6,8
"436",115,123,0,0,0
"437",98,101,0,0,0
"438",111,114,1,0,0
"439",0,1,0,0,0
"440",112,98,12,6,7
"441",104,105,0,1,0
"442",0,1,0,0,0
"443",110,113,1,0,0
"444",102,111,0,0,0
"445",115,120,1,1,1
"446",117,121,11,5,4
"447",130,111,14,5,8
"448",0,1,0,0,0
"449",102,119,13,4,9
"450",126,141,0,0,0
"451",113,116,14,3,8
"452",106,114,0,0,0
"453",118,118,13,7,9
"454",121,112,11,6,8
"455",118,105,13,5,12
"456",110,98,12,6,8
"457",0,1,0,0,0
"458",0,1,0,0,0
"459",117,113,0,0,0
"460",112,124,0,0,0
"461",101,116,0,0,0
"462",115,101,0,0,1
"463",122,110,0,0,0
"464",118,123,14,8,10
"465",111,116,12,4,7
"466",1,1,0,0,0
"467",109,107,0,0,0
"468",118,111,14,3,7
"469",95,97,0,0,0
"470",0,1,0,0,0
"471",101,107,0,0,0
"472",107,126,0,0,0
"473",0,1,0,0,0
"474",125,106,0,0,0
"475",124,104,14,10,8
"476",0,1,0,0,0
"477",109,121,12,7,10
"478",109,112,0,0,0
"479",111,96,15,4,7
"480",102,117,13,5,11
"481",0,1,0,0,0
"482",0,1,0,0,0
"483",0,1,0,0,0
"484",0,1,0,0,0
"485",111,106,1,1,0
"486",106,112,1,1,0
"487",114,104,0,0,0
"488",106,104,12,5,8
"489",134,108,0,0,0
"490",117,106,0,0,0
"491",113,95,0,0,0
"492",111,108,0,0,0
"493",125,120,16,8,8
"494",114,110,0,0,0
"495",116,117,0,0,0
"496",110,114,1,0,1
"497",109,112,0,0,0
"498",0,1,0,0,0
"499",122,112,0,0,0
"500",118,100,0,1,0
