"","age1_orange.P","age2_no_comorbid_orange.P","age2_comorbid_green.P","age3_no_comorbid_green.P","age3_comorbid_green.P"
"1",8.5995085995086,7.43099787685775,7.98722044728434,11.3636363636364,9.38337801608579
"2",10.9336609336609,9.23566878980892,0,0,0
"3",10.9336609336609,9.34182590233546,0,2.27272727272727,0
"4",0,0.106157112526539,0,0,0
"5",9.7051597051597,8.59872611464968,6.38977635782748,11.3636363636364,10.7238605898123
"6",10.0737100737101,9.66029723991507,0.798722044728434,0,0
"7",10.5651105651106,8.49256900212314,0,0,0
"8",0.122850122850123,0.212314225053079,0,0,0
"9",10.0737100737101,7.21868365180467,0,0,0
"10",10.8108108108108,9.55414012738854,0,0,0
"11",10.0737100737101,8.81104033970276,8.78594249201278,11.3636363636364,8.04289544235925
"12",9.33660933660934,9.34182590233546,0,0,0
"13",10.6879606879607,9.02335456475584,7.98722044728434,9.09090909090909,8.04289544235925
"14",10.0737100737101,10.0849256900212,8.78594249201278,11.3636363636364,6.70241286863271
"15",10.9336609336609,9.76645435244161,8.78594249201278,9.09090909090909,8.04289544235925
"16",10.5651105651106,8.70488322717622,7.18849840255591,9.09090909090909,6.70241286863271
"17",11.0565110565111,9.23566878980892,0,0,0
"18",9.45945945945946,8.81104033970276,0,0,0
"19",8.72235872235872,8.06794055201699,0,0,0
"20",11.0565110565111,9.02335456475584,0,0,0
"21",9.82800982800983,7.74946921443737,8.78594249201278,9.09090909090909,8.04289544235925
"22",9.7051597051597,8.9171974522293,9.58466453674121,6.81818181818182,6.70241286863271
"23",0,0.106157112526539,0,0,0
"24",10.0737100737101,8.70488322717622,0,0,0
"25",11.6707616707617,9.55414012738854,0,0,0
"26",9.09090909090909,8.81104033970276,7.98722044728434,11.3636363636364,8.04289544235925
"27",8.84520884520884,8.9171974522293,0,0,0
"28",0,0.106157112526539,0,0,0
"29",12.039312039312,10.2972399150743,0,0,0
"30",0,0.106157112526539,0,0,0
"31",10.6879606879607,8.59872611464968,0,0,0
"32",9.45945945945946,7.85562632696391,0.798722044728434,0,0
"33",9.58230958230958,9.23566878980892,0,0,0
"34",9.21375921375921,7.64331210191083,7.98722044728434,9.09090909090909,8.04289544235925
"35",10.5651105651106,8.70488322717622,7.98722044728434,9.09090909090909,9.38337801608579
"36",10.3194103194103,9.02335456475584,8.78594249201278,9.09090909090909,10.7238605898123
"37",8.84520884520884,8.3864118895966,9.58466453674121,6.81818181818182,8.04289544235925
"38",9.82800982800983,10.6157112526539,5.59105431309904,6.81818181818182,9.38337801608579
"39",8.84520884520884,8.59872611464968,7.18849840255591,9.09090909090909,6.70241286863271
"40",10.9336609336609,9.34182590233546,0,0,0
"41",9.58230958230958,7.32484076433121,7.98722044728434,9.09090909090909,9.38337801608579
"42",10.5651105651106,7.64331210191083,0.798722044728434,0,0
"43",0.122850122850123,0.106157112526539,0,0,0
"44",9.58230958230958,8.9171974522293,7.98722044728434,6.81818181818182,12.0643431635389
"45",9.09090909090909,7.43099787685775,9.58466453674121,18.1818181818182,12.0643431635389
"46",0.122850122850123,0.106157112526539,0,0,0
"47",0,0.106157112526539,0,0,0
"48",0.122850122850123,0.212314225053079,0,0,0
"49",9.21375921375921,7.85562632696391,11.1821086261981,13.6363636363636,9.38337801608579
"50",9.82800982800983,8.17409766454352,0,0,0
"51",9.95085995085995,8.9171974522293,0.798722044728434,0,0
"52",9.58230958230958,8.81104033970276,0,0,0
"53",9.95085995085995,9.66029723991507,6.38977635782748,13.6363636363636,8.04289544235925
"54",10.8108108108108,9.66029723991507,0,0,0
"55",11.7936117936118,9.97876857749469,0,0,0
"56",12.5307125307125,9.02335456475584,0,0,0
"57",8.5995085995086,9.12951167728238,0,0,0
