"","age1_orange.P","age2_no_comorbid_orange.P","age2_comorbid_green.P","age3_no_comorbid_green.P","age3_comorbid_green.P"
"286",69,77,14,5,7
"287",80,84,0,0,0
"288",63,84,0,0,0
"289",0,1,0,0,0
"290",81,81,0,0,0
"291",92,90,13,4,6
"292",81,91,10,6,7
"293",98,99,0,0,0
"294",67,110,11,4,5
"295",79,80,12,4,6
"296",70,74,9,6,5
"297",77,80,10,5,5
"298",76,98,9,7,7
"299",78,80,0,0,0
"300",84,74,11,4,5
"301",75,75,1,1,1
"302",0,1,0,0,0
"303",81,82,0,0,0
"304",84,76,0,0,0
"305",81,106,13,5,8
"306",82,79,0,0,0
"307",86,77,0,0,0
"308",0,1,0,0,0
"309",80,106,0,0,0
"310",86,91,12,4,7
"311",103,95,10,6,7
"312",99,87,0,0,0
"313",73,76,9,3,5
"314",0,1,0,0,0
"315",73,69,0,0,0
"316",81,77,1,0,0
"317",81,84,11,6,7
"318",78,74,0,0,0
"319",73,75,0,0,0
"320",74,78,0,0,0
"321",88,85,11,5,7
"322",86,81,0,0,0
"323",80,83,0,0,0
"324",1,1,0,0,0
"325",77,69,11,5,7
"326",85,79,0,0,0
"327",74,73,1,1,0
"328",75,80,0,0,0
"329",94,73,0,0,0
"330",78,76,8,3,7
"331",92,88,0,0,0
"332",77,86,9,3,7
"333",80,86,10,3,5
"334",72,86,0,0,0
"335",86,90,14,4,8
"336",86,82,0,0,0
"337",85,79,0,0,0
"338",84,76,11,4,7
"339",75,78,11,4,6
"340",81,98,8,6,6
"341",83,79,10,4,7
"342",0,1,0,0,0
"343",0,1,0,0,0
"344",0,1,0,0,0
"345",80,78,12,4,5
"346",76,89,0,0,0
"347",0,1,0,0,0
"348",80,82,0,0,0
"349",86,83,0,0,0
"350",85,92,0,0,1
"351",0,1,0,0,0
"352",89,77,7,4,5
"353",74,73,0,0,0
"354",0,1,0,0,0
"355",84,84,0,0,0
"356",82,92,0,0,0
"357",0,1,0,0,0
"358",88,81,17,9,9
"359",86,82,0,0,1
"360",75,78,1,0,0
"361",75,69,9,3,7
"362",0,1,0,0,0
"363",75,80,10,4,10
"364",90,83,0,0,0
"365",0,1,0,0,0
"366",0,1,0,0,0
"367",81,76,8,5,5
"368",69,72,0,0,0
"369",92,84,8,3,5
"370",69,70,9,4,9
"371",0,1,0,0,0
"372",78,71,14,4,8
"373",84,86,11,4,9
"374",74,79,12,6,6
"375",70,83,8,4,9
"376",87,85,0,0,0
"377",87,82,1,0,0
"378",0,1,0,0,0
"379",86,104,0,0,0
"380",100,101,0,0,0
"381",72,71,9,4,7
"382",87,92,1,0,0
"383",82,91,7,4,4
"384",97,80,0,0,0
"385",86,85,9,3,5
"386",85,67,0,0,0
"387",71,78,0,0,0
"388",72,85,13,5,5
"389",81,78,0,0,0
"390",0,1,0,0,0
"391",91,81,10,4,8
"392",79,76,11,5,7
"393",78,91,0,0,0
"394",72,82,0,0,0
"395",75,72,0,0,0
"396",83,87,10,4,7
"397",72,77,0,0,0
"398",89,81,12,5,6
"399",79,83,10,5,7
"400",0,1,0,0,0
"401",72,88,10,5,9
"402",74,73,12,4,6
"403",79,86,10,4,6
"404",84,97,0,0,0
"405",71,83,11,5,9
"406",93,87,1,1,1
"407",76,84,1,1,1
"408",71,75,1,0,0
"409",0,1,0,0,0
"410",0,1,0,0,0
"411",0,1,0,0,0
"412",85,85,8,4,6
"413",100,85,0,0,0
"414",82,78,0,0,0
"415",0,1,0,0,0
"416",72,82,9,5,5
"417",76,82,14,5,6
"418",83,78,0,0,0
"419",74,78,9,4,7
"420",82,81,11,6,5
"421",95,90,0,0,0
"422",76,81,0,0,0
"423",80,75,9,4,5
"424",82,93,10,6,6
"425",78,79,11,6,8
"426",78,77,9,6,7
"427",88,81,0,0,0
"428",71,74,14,4,5
"429",98,102,12,4,5
"430",81,94,0,0,0
"431",0,1,0,0,0
"432",74,79,12,6,8
"433",88,89,0,0,0
"434",75,76,0,0,0
"435",88,87,8,5,6
"436",79,80,0,0,0
"437",70,68,0,0,0
"438",91,84,1,0,0
"439",0,1,0,0,0
"440",72,83,12,3,7
"441",88,77,0,1,0
"442",0,1,0,0,0
"443",79,93,1,0,0
"444",77,96,0,0,0
"445",104,104,1,1,1
"446",73,76,9,4,6
"447",93,94,12,5,8
"448",0,1,0,0,0
"449",91,91,11,5,7
"450",102,84,0,0,0
"451",80,83,10,4,6
"452",67,77,0,0,0
"453",80,99,11,6,5
"454",84,87,12,4,6
"455",83,77,11,4,6
"456",80,85,11,5,4
"457",0,1,0,0,0
"458",0,1,0,0,0
"459",69,70,0,0,0
"460",87,84,0,0,0
"461",70,86,0,0,0
"462",76,74,0,0,1
"463",95,89,0,0,0
"464",78,73,15,7,6
"465",75,87,8,4,7
"466",1,1,0,0,0
"467",87,88,0,0,0
"468",73,71,9,3,5
"469",77,75,0,0,0
"470",0,1,0,0,0
"471",70,82,0,0,0
"472",70,91,0,0,0
"473",0,1,0,0,0
"474",78,66,0,0,0
"475",94,78,8,6,7
"476",0,1,0,0,0
"477",78,92,9,4,9
"478",83,97,0,0,0
"479",74,77,11,4,5
"480",83,78,11,5,6
"481",0,1,0,0,0
"482",0,1,0,0,0
"483",0,1,0,0,0
"484",0,1,0,0,0
"485",86,84,1,1,0
"486",87,88,1,1,0
"487",73,79,0,0,0
"488",76,79,11,4,9
"489",79,89,0,0,0
"490",78,80,0,0,0
"491",73,67,0,0,0
"492",80,92,0,0,0
"493",84,68,11,6,7
"494",80,89,0,0,0
"495",63,73,0,0,0
"496",76,78,2,0,1
"497",74,80,0,0,0
"498",0,1,0,0,0
"499",67,78,0,0,0
"500",83,82,0,1,0
