"","age1_orange.I","age2_no_comorbid_orange.I","age2_comorbid_green.I","age3_no_comorbid_green.I","age3_comorbid_green.I"
"1",20.7616707616708,16.7728237791932,17.5718849840256,15.9090909090909,20.1072386058981
"2",21.3759213759214,18.1528662420382,0,0,0
"3",21.4987714987715,18.2590233545648,0,2.27272727272727,0
"4",0,0.106157112526539,0,0,0
"5",21.4987714987715,18.5774946921444,19.1693290734824,18.1818181818182,12.0643431635389
"6",21.4987714987715,18.0467091295117,0.798722044728434,0,0
"7",23.3415233415233,16.7728237791932,0,0,0
"8",0.245700245700246,0.212314225053079,0,0,0
"9",21.3759213759214,16.5605095541401,0,0,0
"10",23.8329238329238,17.9405520169851,0,0,0
"11",21.4987714987715,19.0021231422505,15.1757188498403,15.9090909090909,13.4048257372654
"12",20.1474201474201,20.0636942675159,0,0,0
"13",23.5872235872236,20.1698513800425,18.370607028754,20.4545454545455,20.1072386058981
"14",21.8673218673219,20.0636942675159,17.5718849840256,13.6363636363636,16.0857908847185
"15",21.990171990172,18.7898089171975,19.1693290734824,13.6363636363636,16.0857908847185
"16",22.1130221130221,19.1082802547771,14.3769968051118,15.9090909090909,18.7667560321716
"17",23.0958230958231,16.4543524416136,0,0,0
"18",21.6216216216216,17.7282377919321,0,0,0
"19",20.8845208845209,18.0467091295117,0,0,0
"20",20.8845208845209,19.5329087048832,0,0,0
"21",20.8845208845209,18.0467091295117,13.5782747603834,15.9090909090909,10.7238605898123
"22",22.972972972973,16.6666666666667,18.370607028754,15.9090909090909,12.0643431635389
"23",0,0.106157112526539,0,0,0
"24",20.5159705159705,21.2314225053079,0,0,0
"25",22.4815724815725,21.3375796178344,0,0,0
"26",20.02457002457,17.7282377919321,15.9744408945687,20.4545454545455,16.0857908847185
"27",23.5872235872236,21.0191082802548,0,0,0
"28",0,0.106157112526539,0,0,0
"29",22.972972972973,19.2144373673036,0,0,0
"30",0,0.106157112526539,0,0,0
"31",21.7444717444717,19.8513800424628,0,0,0
"32",19.7788697788698,16.9851380042463,0.798722044728434,0,0
"33",20.6388206388206,19.5329087048832,0,0,0
"34",22.4815724815725,17.6220806794055,12.779552715655,11.3636363636364,14.745308310992
"35",22.1130221130221,21.1252653927813,19.1693290734824,25,18.7667560321716
"36",21.8673218673219,17.1974522292994,15.1757188498403,20.4545454545455,16.0857908847185
"37",22.3587223587224,18.5774946921444,14.3769968051118,18.1818181818182,12.0643431635389
"38",21.7444717444717,19.8513800424628,12.779552715655,11.3636363636364,12.0643431635389
"39",22.3587223587224,20.276008492569,13.5782747603834,13.6363636363636,16.0857908847185
"40",23.7100737100737,17.7282377919321,0,0,0
"41",17.8132678132678,17.0912951167728,12.779552715655,13.6363636363636,12.0643431635389
"42",20.7616707616708,18.895966029724,0.798722044728434,0,0
"43",0.122850122850123,0.106157112526539,0,0,0
"44",23.3415233415233,18.0467091295117,16.7731629392971,20.4545454545455,10.7238605898123
"45",19.6560196560197,18.0467091295117,20.7667731629393,22.7272727272727,21.4477211796247
"46",0.122850122850123,0.106157112526539,0,0,0
"47",0,0,0,0,0
"48",0.122850122850123,0.212314225053079,0,0,0
