"","age1_orange.R","age2_no_comorbid_orange.R","age2_comorbid_green.R","age3_no_comorbid_green.R","age3_comorbid_green.R"
"1",92.997542997543,85.1380042462845,72.6837060702875,63.6363636363636,32.171581769437
"2",92.6289926289926,85.6687898089172,0,0,0
"3",92.014742014742,86.8365180467091,0,2.27272727272727,0
"4",0,0.106157112526539,0,0,0
"5",92.3832923832924,85.031847133758,68.6900958466454,79.5454545454545,36.1930294906166
"6",90.4176904176904,85.3503184713376,0.798722044728434,0,0
"7",91.2776412776413,85.3503184713376,0,0,0
"8",0.245700245700246,0.424628450106157,0,0,0
"9",92.1375921375921,84.1825902335457,0,0,0
"10",91.4004914004914,86.5180467091295,0,0,0
"11",89.5577395577396,86.411889596603,66.2939297124601,56.8181818181818,41.5549597855228
"12",92.014742014742,84.5010615711253,0,0,0
"13",91.4004914004914,85.1380042462845,78.2747603833866,65.9090909090909,33.5120643431635
"14",93.3660933660934,84.9256900212314,71.8849840255591,59.0909090909091,46.916890080429
"15",91.8918918918919,85.3503184713376,68.6900958466454,72.7272727272727,18.7667560321716
"16",92.6289926289926,84.9256900212314,63.8977635782748,63.6363636363636,33.5120643431635
"17",89.9262899262899,84.3949044585987,0,0,0
"18",91.031941031941,87.3673036093418,0,0,0
"19",90.7862407862408,84.1825902335457,0,0,0
"20",92.997542997543,85.031847133758,0,0,0
"21",92.8746928746929,85.4564755838641,68.6900958466454,72.7272727272727,24.1286863270778
"22",92.8746928746929,84.3949044585987,71.8849840255591,52.2727272727273,40.2144772117963
"23",0,0.106157112526539,0,0,0
"24",90.7862407862408,83.3333333333333,0,0,0
"25",92.997542997543,88.1104033970276,0,0,0
"26",91.7690417690418,85.1380042462845,71.8849840255591,61.3636363636364,33.5120643431635
"27",92.2604422604423,85.3503184713376,0,0,0
"28",0,0.106157112526539,0,0,0
"29",91.6461916461916,84.2887473460722,0,0,0
"30",0,0.106157112526539,0,0,0
"31",91.031941031941,85.031847133758,0,0,0
"32",91.7690417690418,84.2887473460722,1.59744408945687,0,0
"33",90.6633906633907,84.8195329087049,0,0,0
"34",90.7862407862408,85.244161358811,72.6837060702875,72.7272727272727,37.5335120643432
"35",93.1203931203931,86.1995753715499,71.8849840255591,68.1818181818182,36.1930294906166
"36",90.9090909090909,84.5010615711253,73.482428115016,59.0909090909091,34.8525469168901
"37",92.1375921375921,84.0764331210191,66.2939297124601,72.7272727272727,41.5549597855228
"38",92.6289926289926,85.8811040339703,63.8977635782748,70.4545454545455,34.8525469168901
"39",91.6461916461916,85.4564755838641,68.6900958466454,54.5454545454545,41.5549597855228
"40",91.8918918918919,86.5180467091295,0,0,0
"41",91.1547911547912,84.7133757961784,69.4888178913738,61.3636363636364,38.8739946380697
"42",91.031941031941,84.1825902335457,0.798722044728434,0,0
"43",0.122850122850123,0.106157112526539,0,0,0
"44",91.8918918918919,83.7579617834395,69.4888178913738,63.6363636363636,29.4906166219839
"45",89.5577395577396,84.3949044585987,65.4952076677316,52.2727272727273,30.8310991957105
"46",0.122850122850123,0.318471337579618,0,0,0
"47",0,0.106157112526539,0,0,0
"48",0,0.530785562632696,0,0,0
"49",92.7518427518427,84.0764331210191,71.8849840255591,65.9090909090909,32.171581769437
"50",92.1375921375921,85.031847133758,0,0,0
"51",92.014742014742,85.1380042462845,0.798722044728434,0,0
"52",92.1375921375921,85.7749469214437,0,0,0
"53",91.5233415233415,84.8195329087049,68.6900958466454,65.9090909090909,33.5120643431635
"54",91.1547911547912,86.0934182590234,0,0,0
"55",91.031941031941,85.8811040339703,0,0,0
"56",91.8918918918919,83.9702760084926,0,0,0
"57",92.3832923832924,85.9872611464968,0,0,0
"58",90.6633906633907,85.3503184713376,71.8849840255591,59.0909090909091,30.8310991957105
"59",91.2776412776413,83.9702760084926,0,0,0
"60",92.2604422604423,85.031847133758,63.8977635782748,56.8181818181818,34.8525469168901
"61",92.014742014742,83.9702760084926,0,0,0
"62",91.7690417690418,84.9256900212314,0.798722044728434,4.54545454545455,0
"63",90.2948402948403,86.7303609341826,0,0,0
"64",0,0.106157112526539,0,0,0
"65",92.2604422604423,83.5456475583864,0,0,0
"66",91.4004914004914,84.5010615711253,0,0,0
"67",92.5061425061425,84.0764331210191,0,0,0
"68",92.1375921375921,86.411889596603,0,0,0
"69",0,0.106157112526539,0,0,0
