"","age1_orange.H","age2_no_comorbid_orange.H","age2_comorbid_green.H","age3_no_comorbid_green.H","age3_comorbid_green.H"
"1",14,14,6,4,11
"2",11,17,0,0,0
"3",19,19,0,0,0
"4",0,0,0,0,0
"5",16,14,5,1,8
"6",26,18,0,0,0
"7",20,16,0,0,0
"8",0,0,0,0,0
"9",14,15,0,0,0
"10",14,18,0,0,0
"11",20,12,5,2,4
"12",13,17,0,0,0
"13",18,21,6,3,10
"14",16,19,8,4,5
"15",17,24,8,2,8
"16",11,18,4,1,7
"17",17,16,0,0,0
"18",19,19,0,0,0
"19",13,16,0,0,0
"20",14,19,0,0,0
"21",14,19,5,2,8
"22",15,17,5,2,5
"23",0,0,0,0,0
"24",16,21,0,0,0
"25",15,14,0,0,0
"26",16,13,7,3,9
"27",11,17,0,0,0
"28",0,0,0,0,0
"29",15,16,0,0,0
"30",0,0,0,0,0
"31",20,13,0,0,0
"32",16,17,0,0,0
"33",15,17,0,0,0
"34",17,22,6,2,7
"35",17,21,10,3,6
"36",17,22,6,3,8
"37",12,17,7,2,5
"38",17,21,6,2,5
"39",19,17,6,3,6
"40",18,19,0,0,0
"41",18,18,4,2,4
"42",19,25,0,0,0
"43",0,0,0,0,0
"44",21,18,5,2,6
"45",16,17,4,3,6
"46",0,0,0,0,0
"47",0,0,0,0,0
"48",1,0,0,0,0
"49",20,20,11,3,9
"50",12,16,0,0,0
"51",18,16,0,0,0
"52",17,16,0,0,0
"53",15,18,5,2,8
"54",25,21,0,0,0
"55",18,20,0,0,0
"56",15,22,0,0,0
"57",11,12,0,0,0
"58",18,22,5,5,7
"59",18,15,0,0,0
"60",12,16,10,2,7
"61",13,18,0,0,0
"62",19,18,0,0,0
"63",22,16,0,0,0
"64",0,0,0,0,0
"65",13,15,0,0,0
"66",18,15,0,0,0
"67",14,23,0,0,0
"68",12,19,0,0,0
"69",0,0,0,0,0
"70",23,19,6,3,9
"71",0,0,0,0,0
"72",15,18,6,3,11
"73",0,0,0,0,0
"74",14,17,0,0,0
"75",17,16,0,0,0
"76",15,18,0,0,0
"77",21,18,0,0,0
"78",15,13,0,0,0
"79",14,15,0,0,0
"80",18,17,0,0,0
"81",18,19,0,0,0
"82",14,14,7,2,5
"83",19,17,0,0,0
"84",16,23,8,3,10
"85",16,14,4,1,5
"86",15,17,7,2,7
"87",0,0,0,0,0
"88",17,16,0,0,0
"89",22,25,7,3,7
"90",14,22,9,2,8
"91",0,0,0,0,0
"92",21,17,0,0,0
"93",17,21,6,4,7
"94",16,17,0,0,0
"95",16,13,6,1,5
"96",18,13,0,0,0
"97",15,15,0,0,0
"98",19,16,4,2,5
"99",17,14,0,0,0
"100",21,20,5,2,6
"101",17,17,0,0,0
"102",15,10,5,3,5
"103",16,14,0,0,0
"104",21,23,0,0,0
"105",19,17,0,0,0
"106",14,24,0,0,0
"107",0,0,0,0,0
"108",0,1,0,0,0
"109",16,23,0,0,0
"110",10,18,0,0,0
"111",11,17,0,0,0
"112",17,9,0,0,0
"113",0,0,0,0,0
"114",16,21,0,0,0
"115",19,18,7,2,8
"116",19,17,0,0,0
"117",19,21,9,1,7
"118",11,14,0,0,0
"119",15,17,0,0,0
"120",14,20,5,3,6
"121",17,16,0,0,0
"122",11,13,0,0,0
"123",16,15,0,0,0
"124",18,21,0,0,0
"125",17,17,5,3,9
"126",16,16,0,0,1
"127",17,19,0,0,0
"128",17,18,5,1,7
"129",0,0,0,0,0
"130",14,19,8,3,8
"131",18,18,0,0,0
"132",0,0,0,0,0
"133",0,0,0,0,0
"134",16,14,0,0,0
"135",19,17,0,0,0
"136",19,14,0,0,0
"137",0,0,0,0,0
"138",17,22,9,5,9
"139",0,0,0,0,0
"140",15,18,0,0,0
"141",17,12,0,0,0
"142",21,16,7,4,6
"143",10,16,0,0,0
"144",17,17,7,2,6
"145",20,16,0,0,0
"146",14,15,4,3,7
"147",11,18,0,0,0
"148",17,18,6,2,8
"149",0,0,0,0,0
"150",13,14,0,0,0
"151",13,17,0,0,0
"152",0,0,0,0,0
"153",18,14,0,0,1
"154",0,0,0,0,0
"155",19,17,0,0,0
"156",19,13,5,2,10
"157",13,17,0,0,0
"158",0,0,0,0,0
"159",15,16,0,0,0
"160",16,14,0,0,0
"161",15,21,0,0,0
"162",14,14,5,2,8
"163",15,19,0,0,0
"164",0,0,0,0,0
"165",16,17,4,4,7
"166",13,19,0,0,0
"167",20,14,0,0,0
"168",16,17,0,0,0
"169",15,15,0,0,0
"170",0,0,0,0,0
"171",22,15,0,0,0
"172",0,0,0,0,0
"173",20,20,8,4,10
"174",19,11,0,0,0
"175",17,21,0,0,0
"176",15,18,0,0,0
"177",0,0,0,0,0
"178",18,13,8,2,5
"179",0,0,0,0,0
"180",17,18,0,0,0
"181",17,22,0,0,0
"182",16,15,0,0,0
"183",12,11,0,0,0
"184",16,18,0,0,0
"185",15,22,9,3,6
"186",13,19,0,0,0
"187",0,0,0,0,0
"188",0,0,0,0,0
"189",20,14,6,3,5
"190",14,19,0,0,0
"191",14,24,10,4,6
"192",19,23,0,0,0
"193",18,16,0,0,0
"194",17,19,4,2,6
"195",0,0,0,0,0
"196",16,17,8,4,9
"197",0,0,0,0,0
"198",0,0,0,0,0
"199",19,14,8,4,7
"200",0,0,0,0,0
"201",0,0,0,0,0
"202",20,15,9,2,7
"203",17,16,0,0,0
"204",23,16,6,2,6
"205",0,0,0,0,0
"206",13,13,0,0,0
"207",12,14,0,0,0
"208",0,0,0,0,0
"209",17,20,0,0,0
"210",13,17,0,0,0
"211",15,14,7,2,12
"212",14,19,7,5,10
"213",9,24,0,0,0
"214",19,19,0,0,0
"215",18,21,5,2,5
"216",15,16,1,0,0
"217",13,15,7,2,5
"218",0,0,0,0,0
"219",22,17,0,0,0
"220",14,16,0,0,0
"221",11,18,5,3,6
"222",14,12,6,1,8
"223",14,17,0,0,0
"224",16,15,0,0,0
"225",17,20,0,0,0
"226",17,13,9,2,11
"227",15,17,0,0,0
"228",0,0,0,0,0
"229",17,20,0,0,0
"230",14,17,7,2,8
"231",11,18,7,4,7
"232",0,0,0,0,0
"233",0,0,0,0,0
"234",17,13,0,0,0
"235",17,28,5,2,7
"236",16,14,0,0,0
"237",17,28,0,0,0
"238",16,28,0,0,0
"239",14,21,6,4,9
"240",21,18,6,3,6
"241",15,13,0,1,1
"242",19,24,0,0,0
"243",15,16,0,0,0
"244",0,0,0,0,0
"245",0,0,0,0,0
"246",14,20,0,0,0
"247",19,14,0,0,0
"248",13,13,0,0,0
"249",17,21,0,0,0
"250",23,17,5,3,7
"251",20,21,5,2,10
"252",13,16,7,4,8
"253",0,0,0,0,0
"254",14,17,0,0,0
"255",14,12,9,2,7
"256",15,23,8,2,8
"257",28,14,0,0,0
"258",0,0,0,0,0
"259",16,16,0,0,0
"260",17,14,0,0,0
"261",11,12,0,0,0
"262",11,15,0,0,1
"263",11,16,0,0,0
"264",18,16,0,0,0
"265",28,9,0,0,0
"266",16,19,0,0,0
"267",16,14,4,4,9
"268",0,0,0,0,0
"269",14,15,0,0,0
"270",0,0,0,0,0
"271",15,20,0,0,0
"272",9,13,0,0,0
"273",18,16,3,2,6
"274",16,13,0,0,0
"275",13,22,0,0,0
"276",14,16,0,0,0
"277",0,0,0,0,0
"278",0,0,0,0,0
"279",19,14,5,2,6
"280",14,18,0,0,0
"281",14,21,5,4,3
"282",14,16,0,0,0
"283",12,18,9,3,10
"284",0,0,0,0,0
"285",16,17,8,3,6
"286",21,14,8,2,10
"287",16,18,0,0,0
"288",15,18,0,0,0
"289",0,0,0,0,0
"290",16,18,0,0,0
"291",19,19,6,2,7
"292",19,19,6,2,6
"293",16,20,0,0,0
"294",15,14,9,1,7
"295",9,20,4,1,5
"296",17,18,7,2,5
"297",25,22,9,1,12
"298",13,21,6,4,8
"299",18,19,0,0,0
"300",17,14,4,2,5
"301",20,19,0,0,0
"302",0,0,0,0,0
"303",17,16,0,0,0
"304",17,19,0,0,0
"305",19,16,7,5,8
"306",12,11,0,0,0
"307",10,17,0,0,0
"308",0,0,0,0,0
"309",24,18,0,0,0
"310",12,14,8,3,8
"311",20,17,7,2,10
"312",20,18,0,0,0
"313",16,16,6,1,6
"314",0,0,0,0,0
"315",14,16,0,0,0
"316",20,20,0,0,0
"317",12,21,7,4,5
"318",16,16,0,0,0
"319",20,22,0,0,0
"320",16,13,0,0,0
"321",22,29,7,3,7
"322",14,19,0,0,0
"323",15,16,0,0,0
"324",0,0,0,0,0
"325",14,16,9,2,10
"326",18,15,0,0,0
"327",14,17,0,0,0
"328",17,20,0,0,0
"329",19,19,0,0,0
"330",19,18,5,2,6
"331",14,21,0,0,0
"332",11,16,5,3,8
"333",17,23,5,2,7
"334",21,18,0,0,0
"335",16,21,8,4,7
"336",22,15,0,0,0
"337",16,22,0,0,0
"338",15,25,6,2,10
"339",17,15,4,2,6
"340",12,18,6,5,7
"341",19,18,8,5,6
"342",0,0,0,0,0
"343",0,0,0,0,0
"344",0,0,0,0,0
"345",16,21,6,1,6
"346",18,19,0,0,0
"347",0,0,0,0,0
"348",16,20,0,0,0
"349",15,19,0,0,0
"350",20,20,0,0,1
"351",0,0,0,0,0
"352",14,19,7,2,8
"353",14,14,0,0,0
"354",0,0,0,0,0
"355",15,20,0,0,0
"356",12,20,0,0,0
"357",0,0,0,0,0
"358",22,24,7,2,8
"359",21,13,0,0,0
"360",11,13,0,0,0
"361",13,12,7,2,9
"362",0,1,0,0,0
"363",22,17,9,2,9
"364",18,16,0,0,0
"365",0,0,0,0,0
"366",0,0,0,0,0
"367",11,26,4,2,5
"368",15,19,0,0,0
"369",15,18,6,2,4
"370",15,12,9,4,6
"371",0,0,0,0,0
"372",19,16,8,4,7
"373",14,18,6,2,7
"374",15,14,6,3,9
"375",16,16,6,2,9
"376",22,12,0,0,0
"377",13,14,1,0,0
"378",0,0,0,0,0
"379",13,20,0,0,0
"380",17,16,0,0,0
"381",19,20,5,3,5
"382",15,26,0,0,0
"383",18,17,5,2,3
"384",20,19,0,0,0
"385",19,19,8,5,4
"386",14,15,0,0,0
"387",12,14,0,0,0
"388",16,21,7,3,10
"389",16,17,0,0,0
"390",0,0,0,0,0
"391",22,15,6,5,8
"392",19,17,10,1,9
"393",21,11,0,0,0
"394",15,16,0,0,0
"395",14,14,0,0,0
"396",14,16,5,3,8
"397",20,17,0,0,0
"398",21,15,4,2,7
"399",18,18,6,1,7
"400",0,1,0,0,0
"401",16,21,8,3,7
"402",15,17,12,5,10
"403",21,15,6,1,7
"404",15,17,0,0,0
"405",18,21,9,2,7
"406",17,21,1,0,0
"407",15,16,0,0,1
"408",15,17,0,0,0
"409",0,0,0,0,0
"410",0,0,0,0,0
