"","age1_orange.A","age2_no_comorbid_orange.A","age2_comorbid_green.A","age3_no_comorbid_green.A","age3_comorbid_green.A"
"202",36,40,5,2,4
"203",26,38,0,0,0
"204",35,38,6,1,6
"205",0,0,0,0,0
"206",36,37,0,0,0
"207",32,42,0,0,0
"208",0,0,0,0,0
"209",28,29,0,0,0
"210",32,41,0,0,0
"211",32,38,7,1,3
"212",41,38,6,3,4
"213",30,40,0,0,0
"214",40,34,0,0,0
"215",37,44,4,4,4
"216",31,39,0,0,0
"217",41,41,3,2,4
"218",0,0,0,0,0
"219",23,40,0,0,0
"220",34,35,0,0,0
"221",36,37,6,4,5
"222",39,48,4,2,4
"223",37,33,0,0,0
"224",34,55,0,0,0
"225",34,38,0,0,0
"226",37,30,5,1,3
"227",38,27,0,0,0
"228",0,0,0,0,0
"229",35,42,0,0,0
"230",41,55,5,2,3
"231",50,37,7,1,3
"232",0,1,0,0,0
"233",0,0,0,0,0
"234",39,40,0,0,0
"235",33,49,5,2,3
"236",36,28,0,0,0
"237",40,46,0,0,0
"238",34,34,0,0,0
"239",50,37,5,2,3
"240",42,35,7,3,4
"241",40,39,1,1,0
"242",41,27,0,0,0
"243",32,33,0,0,0
"244",0,0,0,0,0
"245",0,1,0,0,0
"246",34,42,0,0,0
"247",31,45,0,0,0
"248",52,38,0,0,0
"249",30,44,0,0,0
"250",33,30,5,2,4
"251",39,52,8,1,3
"252",39,40,7,2,4
"253",0,0,0,0,0
"254",38,29,0,0,0
"255",31,36,4,4,4
"256",44,36,7,6,2
"257",30,50,0,0,0
"258",0,0,0,0,0
"259",28,35,0,0,0
"260",41,30,0,0,0
"261",37,41,0,0,0
"262",33,34,0,0,0
"263",30,36,0,0,0
"264",46,42,0,0,0
"265",40,35,0,0,0
"266",35,37,0,0,0
"267",35,43,6,1,3
"268",0,1,0,0,0
"269",35,36,0,0,0
"270",0,0,0,0,0
"271",39,28,0,0,0
"272",32,40,0,0,0
"273",40,30,6,2,4
"274",44,43,0,0,0
"275",44,34,0,0,0
"276",22,36,0,0,0
"277",0,1,0,0,0
"278",0,0,0,0,0
"279",32,33,3,2,4
"280",39,36,0,0,0
"281",26,37,5,1,3
"282",40,40,0,0,0
"283",33,41,7,1,4
"284",0,0,0,0,0
"285",42,41,3,2,3
"286",35,36,3,2,2
"287",35,35,0,0,0
"288",36,39,0,0,0
"289",0,0,0,0,0
"290",32,43,0,0,0
"291",36,35,3,4,2
"292",33,47,5,2,3
"293",33,34,0,0,0
"294",30,39,6,2,3
"295",40,41,6,4,5
"296",36,34,9,3,3
"297",38,37,4,2,2
"298",39,33,5,4,4
"299",39,39,0,0,0
"300",39,38,7,3,3
"301",42,48,0,0,1
"302",0,0,0,0,0
"303",37,36,0,0,0
"304",44,31,0,0,0
"305",36,28,8,3,4
"306",38,35,0,0,0
"307",33,40,0,0,0
"308",0,0,0,0,0
"309",37,41,0,0,0
"310",41,40,7,3,5
"311",36,44,7,4,4
"312",35,40,0,0,0
"313",37,33,3,3,3
"314",0,0,0,0,0
"315",25,36,0,0,0
"316",45,47,1,0,0
"317",39,35,6,4,5
"318",22,27,0,0,0
"319",31,29,0,0,0
"320",30,30,0,0,0
"321",49,37,7,2,3
"322",35,45,0,0,0
"323",31,36,0,0,0
"324",0,0,0,0,0
"325",38,34,5,1,4
"326",29,35,0,0,0
"327",31,38,0,0,0
"328",38,33,0,0,0
"329",40,37,0,0,0
"330",35,32,5,4,3
"331",44,36,0,0,0
"332",37,30,4,3,3
"333",43,43,7,2,3
"334",41,46,0,0,0
"335",37,34,8,2,3
"336",43,36,0,0,0
"337",34,34,0,0,0
"338",40,31,6,2,4
"339",35,33,6,3,2
"340",30,37,4,1,3
"341",44,32,4,2,4
"342",0,1,0,0,0
"343",0,0,0,0,0
"344",0,0,0,0,0
"345",30,43,6,2,3
"346",40,38,0,0,0
"347",0,0,0,0,0
"348",31,41,0,0,0
"349",38,35,0,0,0
"350",38,35,0,0,0
"351",0,0,0,0,0
"352",34,36,5,2,2
"353",59,44,0,0,0
"354",0,0,0,0,0
"355",44,39,0,0,0
"356",29,37,0,0,0
"357",0,0,0,0,0
"358",36,37,8,3,3
"359",32,27,0,0,0
"360",39,44,0,0,0
"361",38,33,5,2,7
"362",0,0,0,0,0
"363",41,29,5,2,4
"364",34,28,0,0,0
"365",0,0,0,0,0
"366",0,0,0,0,0
"367",36,27,6,3,2
"368",34,30,0,0,0
"369",34,33,4,3,3
"370",36,34,5,1,3
"371",0,1,0,0,0
"372",33,41,6,2,3
"373",36,34,7,4,4
"374",38,37,7,1,4
"375",35,38,7,2,2
"376",42,35,0,0,0
"377",41,29,0,0,0
"378",0,0,0,0,0
"379",43,40,0,0,0
"380",40,37,0,0,0
"381",30,51,6,2,4
"382",42,44,0,0,0
"383",38,39,4,1,2
"384",37,38,0,0,0
"385",41,35,4,1,4
"386",37,40,0,0,0
"387",40,33,0,0,0
"388",40,32,7,2,3
"389",38,38,0,0,0
"390",0,1,0,0,0
"391",44,31,6,3,5
"392",29,46,7,2,4
"393",38,42,0,0,0
"394",28,38,0,0,0
"395",33,37,0,0,0
"396",31,47,6,2,2
"397",32,34,0,0,0
"398",39,37,7,3,3
"399",35,42,4,3,3
"400",0,0,0,0,0
"401",28,48,8,2,6
"402",32,30,6,1,1
"403",39,41,5,4,2
"404",39,36,0,0,0
"405",36,50,7,1,2
"406",38,49,0,0,1
"407",39,40,1,0,0
"408",45,38,0,0,0
"409",0,0,0,0,0
"410",0,0,0,0,0
"411",0,0,0,0,0
"412",37,36,5,4,2
"413",32,40,0,0,0
"414",35,36,0,0,0
"415",0,0,0,0,0
"416",42,28,4,2,2
"417",36,32,6,2,6
"418",41,34,0,0,0
"419",47,36,6,3,3
"420",32,37,9,2,3
"421",38,34,0,0,0
"422",36,42,0,0,0
"423",35,40,8,2,2
"424",38,37,6,2,3
"425",38,44,6,2,4
"426",33,41,7,3,5
"427",39,39,0,0,0
"428",33,35,7,1,2
"429",38,42,7,3,3
"430",44,42,0,0,0
"431",0,0,0,0,0
"432",36,38,6,3,5
"433",40,39,0,0,0
"434",32,34,0,0,0
"435",31,37,6,1,3
"436",36,34,0,0,0
"437",35,33,0,0,0
"438",37,40,1,0,0
"439",0,0,0,0,0
"440",45,36,5,2,4
"441",43,33,0,0,0
"442",0,0,0,0,0
"443",46,44,1,0,0
"444",37,39,0,0,0
"445",40,28,0,0,0
"446",36,29,3,2,4
"447",40,30,7,2,3
"448",0,0,0,0,0
"449",35,44,5,1,3
"450",41,39,0,0,0
"451",40,41,6,3,3
"452",34,34,0,0,0
"453",39,36,5,2,2
"454",28,38,6,2,4
"455",43,37,6,4,4
"456",32,38,7,1,2
"457",0,0,0,0,0
"458",0,0,0,0,0
"459",44,44,0,0,0
"460",43,32,0,0,0
"461",42,37,0,0,0
"462",32,33,0,0,0
"463",39,37,0,0,0
"464",50,43,8,3,2
"465",35,39,7,2,4
"466",0,0,0,0,0
"467",34,38,0,0,0
"468",35,31,4,3,2
"469",30,37,0,0,0
"470",0,0,0,0,0
"471",28,48,0,0,0
"472",52,34,0,0,0
"473",0,0,0,0,0
"474",35,30,0,0,0
"475",34,40,6,3,2
"476",0,0,0,0,0
"477",37,27,4,3,1
"478",36,33,0,0,0
"479",35,37,6,2,3
"480",27,43,4,4,3
"481",0,0,0,0,0
"482",0,0,0,0,0
"483",0,0,0,0,0
"484",0,1,0,0,0
"485",46,24,0,0,0
"486",42,41,1,1,0
"487",34,41,0,0,0
"488",32,31,6,1,2
"489",40,36,0,0,0
"490",35,33,0,0,0
"491",36,37,0,0,0
"492",36,36,0,0,0
"493",44,33,7,3,4
"494",40,32,0,0,0
"495",35,42,0,0,0
"496",37,34,1,0,0
"497",36,41,0,0,0
"498",0,0,0,0,0
"499",45,39,0,0,0
"500",46,38,0,0,0
