"","age1_orange.H","age2_no_comorbid_orange.H","age2_comorbid_green.H","age3_no_comorbid_green.H","age3_comorbid_green.H"
"1",1.71990171990172,1.48619957537155,4.79233226837061,9.09090909090909,14.745308310992
"2",1.35135135135135,1.80467091295117,0,0,0
"3",2.33415233415233,2.01698513800425,0,0,0
"4",0,0,0,0,0
"5",1.96560196560197,1.48619957537155,3.99361022364217,2.27272727272727,10.7238605898123
"6",3.19410319410319,1.91082802547771,0,0,0
"7",2.45700245700246,1.69851380042463,0,0,0
"8",0,0,0,0,0
"9",1.71990171990172,1.59235668789809,0,0,0
"10",1.71990171990172,1.91082802547771,0,0,0
"11",2.45700245700246,1.27388535031847,3.99361022364217,4.54545454545455,5.36193029490617
"12",1.5970515970516,1.80467091295117,0,0,0
"13",2.21130221130221,2.22929936305732,4.79233226837061,6.81818181818182,13.4048257372654
"14",1.96560196560197,2.01698513800425,6.38977635782748,9.09090909090909,6.70241286863271
"15",2.08845208845209,2.54777070063694,6.38977635782748,4.54545454545455,10.7238605898123
"16",1.35135135135135,1.91082802547771,3.19488817891374,2.27272727272727,9.38337801608579
"17",2.08845208845209,1.69851380042463,0,0,0
"18",2.33415233415233,2.01698513800425,0,0,0
"19",1.5970515970516,1.69851380042463,0,0,0
"20",1.71990171990172,2.01698513800425,0,0,0
"21",1.71990171990172,2.01698513800425,3.99361022364217,4.54545454545455,10.7238605898123
"22",1.84275184275184,1.80467091295117,3.99361022364217,4.54545454545455,6.70241286863271
"23",0,0,0,0,0
"24",1.96560196560197,2.22929936305732,0,0,0
"25",1.84275184275184,1.48619957537155,0,0,0
"26",1.96560196560197,1.38004246284501,5.59105431309904,6.81818181818182,12.0643431635389
"27",1.35135135135135,1.80467091295117,0,0,0
"28",0,0,0,0,0
"29",1.84275184275184,1.69851380042463,0,0,0
"30",0,0,0,0,0
"31",2.45700245700246,1.38004246284501,0,0,0
"32",1.96560196560197,1.80467091295117,0,0,0
"33",1.84275184275184,1.80467091295117,0,0,0
"34",2.08845208845209,2.33545647558386,4.79233226837061,4.54545454545455,9.38337801608579
"35",2.08845208845209,2.22929936305732,7.98722044728434,6.81818181818182,8.04289544235925
"36",2.08845208845209,2.33545647558386,4.79233226837061,6.81818181818182,10.7238605898123
"37",1.47420147420147,1.80467091295117,5.59105431309904,4.54545454545455,6.70241286863271
"38",2.08845208845209,2.22929936305732,4.79233226837061,4.54545454545455,6.70241286863271
"39",2.33415233415233,1.80467091295117,4.79233226837061,6.81818181818182,8.04289544235925
"40",2.21130221130221,2.01698513800425,0,0,0
"41",2.21130221130221,1.91082802547771,3.19488817891374,4.54545454545455,5.36193029490617
"42",2.33415233415233,2.65392781316348,0,0,0
"43",0,0,0,0,0
"44",2.57985257985258,1.91082802547771,3.99361022364217,4.54545454545455,8.04289544235925
"45",1.96560196560197,1.80467091295117,3.19488817891374,6.81818181818182,8.04289544235925
"46",0,0,0,0,0
"47",0,0,0,0,0
"48",0.122850122850123,0,0,0,0
"49",2.45700245700246,2.12314225053079,8.78594249201278,6.81818181818182,12.0643431635389
"50",1.47420147420147,1.69851380042463,0,0,0
"51",2.21130221130221,1.69851380042463,0,0,0
"52",2.08845208845209,1.69851380042463,0,0,0
"53",1.84275184275184,1.91082802547771,3.99361022364217,4.54545454545455,10.7238605898123
"54",3.07125307125307,2.22929936305732,0,0,0
"55",2.21130221130221,2.12314225053079,0,0,0
"56",1.84275184275184,2.33545647558386,0,0,0
"57",1.35135135135135,1.27388535031847,0,0,0
"58",2.21130221130221,2.33545647558386,3.99361022364217,11.3636363636364,9.38337801608579
"59",2.21130221130221,1.59235668789809,0,0,0
"60",1.47420147420147,1.69851380042463,7.98722044728434,4.54545454545455,9.38337801608579
"61",1.5970515970516,1.91082802547771,0,0,0
"62",2.33415233415233,1.91082802547771,0,0,0
"63",2.7027027027027,1.69851380042463,0,0,0
"64",0,0,0,0,0
"65",1.5970515970516,1.59235668789809,0,0,0
"66",2.21130221130221,1.59235668789809,0,0,0
"67",1.71990171990172,2.4416135881104,0,0,0
"68",1.47420147420147,2.01698513800425,0,0,0
"69",0,0,0,0,0
"70",2.82555282555283,2.01698513800425,4.79233226837061,6.81818181818182,12.0643431635389
"71",0,0,0,0,0
"72",1.84275184275184,1.91082802547771,4.79233226837061,6.81818181818182,14.745308310992
"73",0,0,0,0,0
"74",1.71990171990172,1.80467091295117,0,0,0
"75",2.08845208845209,1.69851380042463,0,0,0
"76",1.84275184275184,1.91082802547771,0,0,0
"77",2.57985257985258,1.91082802547771,0,0,0
"78",1.84275184275184,1.38004246284501,0,0,0
"79",1.71990171990172,1.59235668789809,0,0,0
"80",2.21130221130221,1.80467091295117,0,0,0
"81",2.21130221130221,2.01698513800425,0,0,0
"82",1.71990171990172,1.48619957537155,5.59105431309904,4.54545454545455,6.70241286863271
"83",2.33415233415233,1.80467091295117,0,0,0
"84",1.96560196560197,2.4416135881104,6.38977635782748,6.81818181818182,13.4048257372654
"85",1.96560196560197,1.48619957537155,3.19488817891374,2.27272727272727,6.70241286863271
"86",1.84275184275184,1.80467091295117,5.59105431309904,4.54545454545455,9.38337801608579
"87",0,0,0,0,0
"88",2.08845208845209,1.69851380042463,0,0,0
"89",2.7027027027027,2.65392781316348,5.59105431309904,6.81818181818182,9.38337801608579
"90",1.71990171990172,2.33545647558386,7.18849840255591,4.54545454545455,10.7238605898123
"91",0,0,0,0,0
"92",2.57985257985258,1.80467091295117,0,0,0
"93",2.08845208845209,2.22929936305732,4.79233226837061,9.09090909090909,9.38337801608579
"94",1.96560196560197,1.80467091295117,0,0,0
"95",1.96560196560197,1.38004246284501,4.79233226837061,2.27272727272727,6.70241286863271
"96",2.21130221130221,1.38004246284501,0,0,0
"97",1.84275184275184,1.59235668789809,0,0,0
"98",2.33415233415233,1.69851380042463,3.19488817891374,4.54545454545455,6.70241286863271
"99",2.08845208845209,1.48619957537155,0,0,0
"100",2.57985257985258,2.12314225053079,3.99361022364217,4.54545454545455,8.04289544235925
"101",2.08845208845209,1.80467091295117,0,0,0
"102",1.84275184275184,1.06157112526539,3.99361022364217,6.81818181818182,6.70241286863271
"103",1.96560196560197,1.48619957537155,0,0,0
"104",2.57985257985258,2.4416135881104,0,0,0
"105",2.33415233415233,1.80467091295117,0,0,0
"106",1.71990171990172,2.54777070063694,0,0,0
"107",0,0,0,0,0
"108",0,0.106157112526539,0,0,0
"109",1.96560196560197,2.4416135881104,0,0,0
"110",1.22850122850123,1.91082802547771,0,0,0
"111",1.35135135135135,1.80467091295117,0,0,0
"112",2.08845208845209,0.955414012738854,0,0,0
"113",0,0,0,0,0
"114",1.96560196560197,2.22929936305732,0,0,0
"115",2.33415233415233,1.91082802547771,5.59105431309904,4.54545454545455,10.7238605898123
"116",2.33415233415233,1.80467091295117,0,0,0
"117",2.33415233415233,2.22929936305732,7.18849840255591,2.27272727272727,9.38337801608579
"118",1.35135135135135,1.48619957537155,0,0,0
"119",1.84275184275184,1.80467091295117,0,0,0
"120",1.71990171990172,2.12314225053079,3.99361022364217,6.81818181818182,8.04289544235925
"121",2.08845208845209,1.69851380042463,0,0,0
"122",1.35135135135135,1.38004246284501,0,0,0
"123",1.96560196560197,1.59235668789809,0,0,0
"124",2.21130221130221,2.22929936305732,0,0,0
"125",2.08845208845209,1.80467091295117,3.99361022364217,6.81818181818182,12.0643431635389
"126",1.96560196560197,1.69851380042463,0,0,1.34048257372654
"127",2.08845208845209,2.01698513800425,0,0,0
"128",2.08845208845209,1.91082802547771,3.99361022364217,2.27272727272727,9.38337801608579
"129",0,0,0,0,0
"130",1.71990171990172,2.01698513800425,6.38977635782748,6.81818181818182,10.7238605898123
"131",2.21130221130221,1.91082802547771,0,0,0
