"","age1_orange.D","age2_no_comorbid_orange.D","age2_comorbid_green.D","age3_no_comorbid_green.D","age3_comorbid_green.D"
"1",5.40540540540541,6.05095541401274,24.7603833865815,22.7272727272727,60.3217158176944
"2",5.52825552825553,7.85562632696391,0,0,0
"3",7.37100737100737,7.43099787685775,0,0,0
"4",0,0,0,0,0
"5",6.14250614250614,5.62632696390658,22.3642172523962,9.09090909090909,44.2359249329759
"6",8.23095823095823,7.21868365180467,0,0,0
"7",7.37100737100737,6.15711252653928,0,0,0
"8",0,0,0,0,0
"9",6.63390663390663,7.74946921443737,0,0,0
"10",7.49385749385749,6.4755838641189,0,0,0
"11",8.96805896805897,8.17409766454352,23.961661341853,22.7272727272727,48.2573726541555
"12",6.87960687960688,8.06794055201699,0,0,0
"13",7.37100737100737,8.06794055201699,19.9680511182109,13.6363636363636,57.6407506702413
"14",6.01965601965602,8.28025477707006,25.5591054313099,29.5454545454545,42.8954423592493
"15",6.75675675675676,9.02335456475584,28.7539936102236,9.09090909090909,67.0241286863271
"16",6.01965601965602,8.06794055201699,29.5527156549521,15.9090909090909,48.2573726541555
"17",7.86240786240786,8.06794055201699,0,0,0
"18",6.87960687960688,6.36942675159236,0,0,0
"19",7.002457002457,7.96178343949045,0,0,0
"20",5.8968058968059,8.81104033970276,0,0,0
"21",5.52825552825553,7.43099787685775,21.5654952076677,13.6363636363636,48.2573726541555
"22",6.75675675675676,7.43099787685775,22.3642172523962,27.2727272727273,42.8954423592493
"23",0,0,0,0,0
"24",7.12530712530713,9.02335456475584,0,0,0
"25",6.26535626535627,6.4755838641189,0,0,0
"26",7.002457002457,7.00636942675159,25.5591054313099,15.9090909090909,60.3217158176944
"27",6.14250614250614,8.06794055201699,0,0,0
"28",0,0,0,0,0
"29",6.87960687960688,7.74946921443737,0,0,0
"30",0,0,0,0,0
"31",7.49385749385749,6.79405520169851,0,0,0
"32",6.75675675675676,8.49256900212314,0,0,0
"33",7.24815724815725,6.79405520169851,0,0,0
"34",7.37100737100737,7.21868365180467,19.1693290734824,15.9090909090909,52.2788203753351
"35",5.52825552825553,7.32484076433121,25.5591054313099,22.7272727272727,46.916890080429
"36",7.86240786240786,8.59872611464968,23.1629392971246,27.2727272727273,52.2788203753351
"37",6.75675675675676,7.96178343949045,25.5591054313099,9.09090909090909,44.2359249329759
"38",6.63390663390663,7.11252653927813,31.1501597444089,13.6363636363636,54.9597855227882
"39",7.49385749385749,8.17409766454352,23.961661341853,22.7272727272727,41.5549597855228
"40",7.24815724815725,8.3864118895966,0,0,0
"41",7.24815724815725,8.17409766454352,23.961661341853,18.1818181818182,38.8739946380697
"42",7.98525798525798,9.12951167728238,0,0,0
"43",0,0,0,0,0
"44",7.61670761670762,8.70488322717622,22.3642172523962,18.1818181818182,48.2573726541555
"45",8.47665847665848,8.17409766454352,23.961661341853,25,46.916890080429
"46",0,0,0,0,0
"47",0,0,0,0,0
"48",0.122850122850123,0,0,0,0
"49",6.63390663390663,9.02335456475584,24.7603833865815,27.2727272727273,52.2788203753351
"50",6.38820638820639,8.28025477707006,0,0,0
"51",6.51105651105651,7.00636942675159,0,0,0
"52",6.63390663390663,6.26326963906582,0,0,0
