"","age1_orange.E","age2_no_comorbid_orange.E","age2_comorbid_green.E","age3_no_comorbid_green.E","age3_comorbid_green.E"
"1",37.9491288609075,42.9860912444146,104.799869154877,99.0942532332976,106.863448574686
"2",40.0688588588039,47.1235024427871,0,0,0
"3",57.7797284156767,64.6373699623821,0,74.3803588588598,0
"4",0,0,0,0,0
"5",36.2845179437349,42.752435599567,93.9760325632163,87.7019294226054,92.2617649785715
"6",43.6260780080103,51.7411504712547,62.0124501185244,0,0
"7",42.9549019750474,48.0703015155636,0,0,0
"8",8.75756341049606,4.84813347735111,0,0,0
"9",46.0654562233414,46.6999421746757,0,0,0
"10",35.92457867696,43.3835549153359,0,0,0
"11",44.0393794516278,44.0393794516278,106.566333097055,117.96267677033,119.742246262641
"12",39.5219128930689,38.9892410850288,0,0,0
"13",43.5036850681612,45.6270727822822,74.7366976631011,86.396357806579,80.4170015358095
"14",46.9418627662493,50.3254235877969,127.712707293704,102.52466224701,121.46866223352
"15",44.5202333264329,49.6142852175429,83.1346577623141,55.8523868159356,73.0102297915782
"16",40.2818725625904,45.0694873732233,57.2407265860017,59.5909637365282,82.4183351601162
"17",39.9405663002821,40.2080169442709,0,0,0
"18",37.3925450135844,38.8640811118185,0,0,0
"19",62.6996402814506,66.1422756538836,0,0,0
"20",46.1368971825567,48.5728519875086,0,0,0
"21",41.703378074822,44.1459150296889,94.9319172744067,94.3737952779924,101.393195590846
"22",53.7618534215321,55.8994392584736,91.6054020424712,86.9548922712179,93.1819894987751
"23",0,0,0,0,0
"24",34.0479809511864,31.2526586802656,0,0,0
"25",45.0297540084365,44.841166699932,0,0,0
"26",43.8395269403822,46.0531754175648,106.290136600413,113.144553072534,91.3749828550846
"27",55.2893072811174,58.0982967387162,0,0,0
"28",0,0,0,0,0
"29",46.3772829512084,48.7310077765716,0,0,0
"30",0,0,0,0,0
"31",46.4557432711938,46.1620864265111,0,0,0
"32",44.7909511510426,45.1941227236984,57.8637278887448,0,0
"33",41.2252921539651,38.6175688755271,0,0,0
"34",54.2629192430361,55.3399168471342,86.7075906536539,90.0207886139987,101.236152513448
"35",46.5566897067133,45.0749711926844,69.3028921753917,60.343739441357,78.8602726296157
"36",73.4770902234781,74.3043314537016,85.3603692732655,89.3334520359812,89.9106181940248
"37",45.3351556325594,44.9582738906933,100.639074320698,91.9377818083059,101.45503692681
"38",40.7530699406259,42.8531992665536,113.043360454874,132.729418894836,110.446866083375
"39",47.4238893441733,51.0503487615597,91.5655964694079,114.888607334796,93.8485601564087
"40",39.0628824259838,41.0540204975061,0,0,0
"41",40.5588233336764,48.6150763713034,92.6008975868636,107.979570207899,91.0320281347538
"42",45.8072529305227,48.3614216486342,39.036554909851,0,0
"43",7.38440923345528,0,0,0,0
"44",49.2931341112179,49.3769359621296,109.863676601784,124.598729506403,123.426837231009
"45",38.9321374853359,42.1533759225494,58.2757434228196,75.4746244675261,64.0884461878231
"46",6.85493519988528,0,0,0,0
"47",0,0,0,0,0
"48",3.39296141962785,5.9313184761158,0,0,0
"49",41.1743070118782,41.7969439573322,86.5540979949273,81.5036720195287,88.7119481023103
"50",36.6164104297251,36.6877579536816,0,0,0
"51",43.9963276438289,45.789280726864,58.9242793257049,0,0
"52",48.3806237657163,52.9340641722267,0,0,0
"53",31.107758840598,34.3100241659245,67.1174845677978,77.9428683199393,69.5154089241337
"54",48.1711631154126,50.2068701821245,0,0,0
"55",48.7853988528447,52.5711564456637,0,0,0
"56",46.8767756644429,53.8860631980087,0,0,0
"57",47.6706718609437,48.5812576341174,0,0,0
"58",42.5149626568045,42.0542162548395,80.2958452352177,102.140522571412,93.4417332349518
"59",41.097669655483,42.4899032227318,0,0,0
"60",59.43305306279,68.1193548547243,110.508443388483,120.087149137512,111.709734706095
"61",39.445524681043,48.4143478556464,0,0,0
"62",36.1943695804158,42.6387014147155,50.4877139584871,44.3531670696396,0
"63",44.2077268989816,48.4284225810389,0,0,0
"64",0,0,0,0,0
"65",48.550808957572,52.7394934028743,0,0,0
"66",47.0418240068379,50.1286355793919,0,0,0
"67",49.2610509642944,52.7318451226971,0,0,0
"68",69.2715045702773,71.1565583994334,0,0,0
"69",0,0,0,0,0
"70",47.1371955137453,50.2605997094061,82.9452928922227,76.2954779846585,85.9991438657237
"71",0,0,0,0,0
"72",52.6568751930358,52.7601215648026,112.039923003646,100.667697389111,106.047017203573
"73",0,0,0,0,0
"74",57.0017732915693,61.2164074514005,0,0,0
"75",66.1720468725325,65.4710741841244,62.7327080094944,0,0
"76",32.8048594563609,33.6345235669633,0,0,0
"77",46.1781308098539,45.0030560133896,0,0,0
"78",44.6305262340152,42.3783269086899,0,0,0
"79",42.9802612249317,45.9406540300375,0,0,0
"80",38.772048257767,43.4034458791176,49.2836688131647,0,0
"81",55.5695382067827,54.9618230621644,0,0,0
"82",42.658191378427,49.8089708049852,151.461568471061,154.259961761259,149.119422061512
"83",42.5681967044312,43.620659057109,0,0,0
"84",41.1568748102718,46.3872175259875,77.7474066688164,83.4779411782131,92.9620237698826
"85",54.9024190013108,58.2632008533075,128.243990443177,118.701653575868,121.407859282865
"86",44.6345063381353,46.6972785866865,122.829436157007,121.520376901827,125.366242344626
"87",0,0,0,0,0
"88",44.8261842441866,48.7576629389216,0,0,0
"89",43.9327143377902,45.8766038652508,76.245673267035,80.4523355862351,86.1363662657832
"90",35.331698053872,36.5424736075818,95.4873730686414,91.1107679721711,91.8704476411459
"91",0,0,0,0,0
"92",46.1601353130222,52.8229180264368,0,0,0
"93",31.4382737500241,33.5978342191683,68.7102784745841,75.2474998955966,68.789509895857
"94",39.4705210539159,44.6032985887539,0,0,0
"95",36.5734789256384,39.8900663488136,86.2496012839655,85.393314086912,84.507835302181
"96",46.2806034990797,51.6043085601971,0,0,0
"97",74.4347418589227,79.4526047928989,0,0,0
"98",43.2710308840663,48.7820978697931,113.010114281208,120.157162483759,126.473359338634
"99",40.2504086812483,40.9440923209872,0,0,0
"100",40.9290132336897,47.532497777378,127.831995158418,117.205567450186,133.194112330599
"101",46.4324281813985,44.6404706191149,0,0,0
"102",46.8138550713631,48.336060688597,95.2204796684292,80.001871725279,85.2016444637668
"103",43.1906358660369,42.8425785482934,0,0,0
"104",53.18280694322,60.0027450887415,60.5009440315673,57.8785248079112,0
"105",49.508900134127,50.4840218975661,0,0,0
"106",38.3866905271797,42.5557662074034,0,0,0
"107",0,0,0,0,0
"108",0,0,0,0,0
"109",42.8504053332635,43.6802448221712,0,58.7865865406843,0
"110",41.5158120605978,47.1762765416644,0,0,0
"111",48.5712916546538,54.6193913478603,0,0,0
"112",39.4138887047104,44.2089827942923,0,0,0
"113",0,0,0,0,0
"114",46.1512665855067,48.8221754632321,0,0,0
"115",41.6295410831096,44.1007706663363,91.2536759539278,83.8841227754405,102.571886832033
"116",60.4308282738068,63.0291717895708,0,0,0
