"","age1.P","age2_no_comorbid.P","age2_comorbid.P","age3_no_comorbid.P","age3_comorbid.P"
"1",1,2,0,1,0
"2",99,117,17,8,11
"3",120,109,17,7,15
"4",115,106,19,5,11
"5",107,105,19,9,13
"6",0,1,0,0,0
"7",130,99,19,8,11
"8",124,144,21,6,12
"9",114,116,25,7,14
"10",101,98,14,5,8
"11",0,1,0,0,0
"12",0,1,0,0,0
"13",96,110,15,5,12
"14",116,119,21,9,9
"15",107,118,16,8,11
"16",130,122,18,8,17
"17",138,126,17,7,11
"18",127,109,18,8,10
"19",95,107,22,6,7
"20",138,112,22,7,13
"21",131,124,18,5,15
"22",112,126,16,5,12
"23",118,120,23,6,10
"24",102,131,22,6,12
"25",144,136,20,8,10
"26",109,97,23,7,11
"27",116,144,17,6,12
"28",121,117,18,10,12
"29",112,133,25,7,11
"30",120,107,18,8,7
"31",135,125,18,7,14
"32",127,140,18,9,9
"33",107,136,22,6,10
"34",119,124,23,8,9
"35",105,99,18,7,11
"36",110,119,16,9,10
"37",0,1,0,0,0
"38",126,111,19,5,10
"39",107,118,19,7,8
"40",0,1,0,0,0
"41",119,105,20,7,11
"42",0,1,0,0,0
"43",108,105,21,8,10
"44",118,103,17,5,10
"45",96,98,18,6,13
"46",118,127,17,9,12
"47",121,133,15,8,12
"48",114,109,17,8,10
"49",140,121,19,10,13
"50",138,140,22,9,12
"51",102,104,21,7,10
"52",121,129,18,6,10
"53",129,127,23,8,11
"54",122,118,18,9,14
"55",125,125,23,9,16
"56",113,99,15,7,10
"57",121,119,22,8,9
"58",0,1,0,0,0
"59",119,132,15,9,10
"60",130,116,29,7,12
"61",119,119,19,8,15
"62",0,1,0,0,0
"63",121,115,22,10,10
"64",0,1,0,0,0
"65",103,111,17,8,9
"66",125,104,20,10,13
"67",109,112,19,7,9
"68",125,114,16,10,11
"69",0,1,0,0,0
"70",108,118,19,7,8
"71",103,110,18,9,10
"72",133,128,17,5,9
"73",107,115,21,8,9
"74",117,126,16,9,11
"75",122,141,21,11,13
"76",129,111,26,8,15
"77",120,116,17,5,8
"78",0,1,0,0,0
"79",126,119,19,8,10
"80",0,1,0,0,0
"81",135,121,21,7,12
"82",136,130,15,5,13
"83",109,114,20,7,9
"84",0,1,0,0,0
"85",127,103,18,8,10
"86",125,111,24,7,9
"87",96,125,16,9,14
"88",124,102,20,7,10
"89",113,112,19,6,13
"90",125,113,16,7,12
"91",122,124,22,7,13
"92",126,109,19,5,11
"93",137,133,26,9,12
"94",0,1,0,0,0
"95",107,102,13,5,10
"96",109,109,13,7,9
"97",119,107,16,8,11
"98",109,115,23,7,8
"99",122,120,20,6,13
"100",0,1,0,0,0
"101",0,1,0,0,0
"102",1,1,0,0,0
"103",110,123,15,6,11
"104",114,105,16,5,12
"105",114,124,17,8,13
"106",132,142,20,7,11
"107",120,111,15,5,7
"108",109,127,20,8,14
"109",114,114,15,5,12
"110",137,121,23,9,12
"111",105,127,20,7,14
"112",112,127,18,8,12
"113",128,110,16,8,13
"114",124,117,16,6,13
"115",144,138,23,6,9
"116",0,1,0,0,0
"117",90,100,18,6,11
"118",114,107,15,8,13
"119",100,112,16,7,9
"120",105,111,17,6,12
"121",0,1,0,0,0
"122",0,1,0,0,0
"123",119,106,22,6,11
"124",118,129,21,8,11
"125",99,111,15,5,10
"126",114,104,21,5,8
"127",116,103,19,8,10
"128",128,134,20,8,13
"129",137,127,20,7,13
"130",0,1,0,0,0
"131",116,109,16,8,10
"132",132,141,20,7,11
"133",0,1,0,0,0
"134",123,105,21,6,15
"135",137,120,19,6,12
"136",0,1,0,0,1
"137",118,113,19,4,10
"138",118,115,16,8,10
"139",104,105,18,8,12
"140",114,119,17,7,13
"141",0,1,0,0,0
"142",113,102,18,7,15
"143",116,128,22,6,9
"144",0,1,0,0,0
"145",125,108,18,6,11
"146",0,1,0,0,0
"147",115,125,24,8,11
"148",0,1,0,0,0
"149",130,116,16,7,10
"150",105,103,23,6,9
"151",0,1,0,0,0
"152",125,114,18,11,9
"153",138,129,22,8,14
"154",125,111,19,7,11
"155",97,113,14,7,14
"156",115,125,18,7,10
