"","age1.H","age2_no_comorbid.H","age2_comorbid.H","age3_no_comorbid.H","age3_comorbid.H"
"1",0,0,0,0,0
"2",21,24,10,4,6
"3",0,0,0,0,0
"4",14,18,5,3,10
"5",17,21,7,2,8
"6",18,18,13,4,8
"7",14,17,7,3,9
"8",17,17,10,2,10
"9",24,20,7,2,11
"10",15,18,6,7,6
"11",17,22,9,3,11
"12",16,22,8,4,11
"13",0,0,0,0,0
"14",20,18,7,3,9
"15",0,0,0,0,0
"16",17,14,7,4,7
"17",0,0,0,0,0
"18",0,0,0,0,0
"19",18,20,12,3,10
"20",19,21,12,5,9
"21",0,0,0,0,0
"22",20,16,9,2,11
"23",0,0,0,0,0
"24",19,19,9,2,11
"25",25,19,11,2,7
"26",15,18,10,2,7
"27",14,22,10,3,9
"28",19,17,7,3,10
"29",18,17,9,4,7
"30",15,17,4,3,12
"31",21,20,7,3,6
"32",19,20,5,3,14
"33",17,17,8,3,7
"34",18,16,15,2,11
"35",20,22,9,5,9
"36",17,16,7,1,10
"37",0,0,0,0,0
"38",20,17,9,3,10
"39",14,21,10,3,10
"40",16,15,9,3,10
"41",19,25,11,4,6
"42",15,19,10,2,10
"43",21,23,7,2,11
"44",22,23,12,2,12
"45",27,22,6,3,11
"46",16,22,8,3,7
"47",15,20,10,1,9
"48",24,22,7,3,8
"49",15,14,8,4,11
"50",21,23,7,5,10
"51",20,25,8,3,8
"52",25,21,11,2,13
"53",0,0,0,0,0
"54",19,18,11,5,7
"55",18,23,10,2,10
"56",0,0,0,0,0
"57",0,0,0,0,0
"58",18,22,10,3,11
"59",18,26,8,3,10
"60",0,0,0,0,0
"61",21,18,8,3,5
"62",21,22,9,4,8
"63",15,34,12,3,9
"64",23,19,11,2,9
"65",18,24,9,3,11
"66",20,18,11,3,15
"67",14,24,10,3,9
"68",28,26,8,4,12
"69",12,20,5,4,9
"70",21,23,6,2,9
"71",0,0,0,0,0
"72",17,21,6,2,10
"73",16,19,6,1,5
"74",14,18,7,3,9
"75",22,24,9,4,11
"76",15,21,5,2,7
"77",21,22,7,3,8
"78",14,16,9,4,7
"79",24,22,9,4,9
"80",15,22,8,4,8
"81",24,19,9,3,6
"82",12,20,8,3,11
"83",16,19,9,3,11
"84",18,23,5,5,10
"85",15,19,9,7,9
"86",18,22,9,4,8
"87",14,26,8,4,10
"88",18,16,6,1,7
"89",19,22,12,3,11
"90",24,20,7,3,6
"91",25,24,8,3,11
"92",15,28,8,3,14
"93",18,20,9,4,8
"94",18,16,5,5,6
"95",21,19,9,6,10
"96",0,0,0,0,0
"97",0,0,0,0,0
"98",24,17,6,1,6
"99",18,24,11,4,8
"100",24,21,11,3,12
"101",20,16,10,3,9
"102",18,20,10,2,10
"103",26,25,7,4,9
"104",22,16,7,4,12
"105",16,16,7,3,8
"106",14,19,8,2,13
"107",18,20,9,4,7
"108",18,19,7,3,11
"109",21,24,9,4,10
"110",16,22,8,2,12
"111",16,28,7,3,9
"112",12,23,14,3,11
"113",17,28,10,3,8
"114",17,16,11,4,11
"115",18,19,11,2,9
"116",16,18,12,2,8
"117",27,27,10,5,12
"118",19,14,7,3,10
"119",21,20,11,2,12
"120",19,20,11,5,11
"121",16,24,6,1,9
"122",16,18,5,3,11
"123",21,21,9,6,8
"124",26,30,7,5,14
"125",19,23,12,2,11
"126",0,0,0,0,0
"127",17,36,7,3,9
"128",21,13,10,3,10
"129",18,19,7,3,8
"130",27,25,6,2,10
"131",24,19,11,3,10
"132",23,20,14,3,8
"133",0,0,0,0,0
"134",17,25,8,4,10
"135",0,0,0,0,0
"136",13,25,10,4,7
"137",15,18,16,2,8
"138",21,22,7,3,11
"139",18,17,9,2,9
"140",21,20,8,2,12
"141",21,23,5,3,6
"142",19,18,5,4,11
"143",21,18,8,2,11
"144",19,22,7,2,8
"145",24,18,4,3,13
"146",0,0,0,0,0
"147",18,20,6,4,7
"148",17,22,15,4,10
"149",17,22,8,1,11
"150",23,26,11,2,13
"151",0,0,0,0,0
"152",19,27,7,2,9
"153",24,15,9,2,10
"154",19,16,5,3,9
"155",23,22,9,6,8
"156",21,19,13,2,7
"157",24,19,9,4,10
"158",16,24,5,5,10
"159",24,18,9,2,12
"160",17,17,9,3,8
"161",18,19,9,2,11
"162",17,20,11,2,9
"163",21,24,9,3,11
"164",23,19,7,4,14
"165",14,18,7,3,9
"166",0,0,0,0,0
"167",18,22,8,2,11
"168",21,20,9,3,10
"169",23,19,10,5,6
"170",21,14,7,3,10
"171",13,24,5,6,13
"172",22,13,9,2,11
"173",21,21,5,2,6
"174",23,30,7,2,8
"175",18,16,7,3,7
"176",0,0,0,0,0
"177",17,18,5,2,11
"178",0,0,0,0,0
"179",0,0,0,0,0
"180",30,27,11,5,9
"181",20,18,12,2,8
"182",15,22,11,2,8
"183",16,19,10,2,12
"184",18,19,8,2,10
"185",18,17,5,4,7
"186",17,17,7,2,7
"187",0,0,0,0,0
"188",19,23,9,3,14
"189",20,19,11,4,7
"190",0,0,0,0,0
"191",23,28,9,3,13
"192",18,20,9,4,8
"193",15,18,8,2,6
"194",14,17,11,2,10
"195",24,24,12,4,10
"196",28,18,11,4,10
"197",24,16,10,6,10
"198",24,30,6,3,14
"199",0,0,0,0,0
"200",20,26,12,4,12
"201",18,12,11,6,9
"202",22,18,7,4,9
"203",18,20,5,4,8
"204",12,21,11,5,5
"205",19,26,6,3,11
"206",15,21,10,3,6
"207",18,14,11,3,14
"208",0,0,0,0,0
