"","age1.D","age2_no_comorbid.D","age2_comorbid.D","age3_no_comorbid.D","age3_comorbid.D"
"1",6,4,4,2,4
"2",2,9,3,3,4
"3",6,9,3,1,11
"4",0,0,0,0,0
"5",0,0,0,0,0
"6",0,0,0,0,0
"7",6,8,7,0,8
"8",0,0,0,0,0
"9",0,0,0,0,0
"10",8,11,5,1,7
"11",2,7,9,0,6
"12",6,10,6,0,5
"13",0,0,0,0,0
"14",5,10,6,0,3
"15",6,8,7,0,7
"16",0,0,0,0,0
"17",0,0,0,0,0
"18",0,0,0,0,0
"19",0,0,0,0,0
"20",0,0,0,0,0
"21",0,0,0,0,0
"22",0,0,0,0,0
"23",5,9,7,1,6
"24",0,0,0,0,0
"25",7,12,8,3,6
"26",0,0,0,0,0
"27",0,0,0,0,0
"28",5,7,3,2,4
"29",4,10,5,0,4
"30",3,9,5,1,6
"31",0,0,0,0,0
"32",0,0,0,0,1
"33",5,12,5,1,2
"34",0,6,9,1,6
"35",0,0,0,0,0
"36",0,0,0,0,0
"37",4,11,10,0,2
"38",2,11,2,1,11
"39",0,0,0,0,0
"40",2,11,4,0,7
"41",0,0,0,0,0
"42",0,0,0,0,0
"43",0,0,0,0,0
"44",0,0,0,0,0
"45",0,0,0,0,0
"46",7,9,9,1,5
"47",1,8,4,0,5
"48",6,10,5,0,4
"49",0,0,0,0,0
"50",2,6,2,1,3
"51",0,0,1,0,1
"52",4,9,6,0,3
"53",3,10,7,0,4
"54",0,0,0,0,0
"55",6,10,2,4,7
"56",0,0,0,0,0
"57",0,0,0,0,0
"58",4,5,10,1,5
"59",0,0,0,0,0
"60",0,0,0,0,0
"61",0,9,8,1,5
"62",4,8,5,1,5
"63",0,11,8,2,7
"64",4,6,8,1,5
"65",0,0,0,0,0
"66",4,10,5,1,7
"67",5,15,6,1,4
"68",0,0,0,0,0
"69",0,0,0,0,0
"70",0,0,0,0,0
"71",4,7,4,0,7
"72",0,0,0,0,0
"73",2,13,6,0,3
"74",0,0,0,0,0
"75",2,9,7,1,11
"76",0,0,0,0,0
"77",0,0,0,0,0
"78",0,0,0,0,0
"79",0,0,0,0,0
"80",0,0,0,0,0
"81",5,8,6,3,9
"82",0,0,0,0,0
"83",7,13,3,1,8
"84",0,0,0,0,0
"85",0,0,0,0,0
"86",0,0,0,0,0
"87",0,0,0,0,0
"88",2,11,5,0,2
"89",0,0,0,0,0
"90",0,11,7,0,8
"91",3,17,1,1,2
"92",2,9,7,0,8
"93",2,15,7,2,4
"94",1,0,0,0,0
"95",0,0,0,0,0
"96",0,0,0,0,0
"97",0,0,0,0,0
"98",0,0,0,0,0
"99",0,0,0,0,0
"100",0,0,0,0,0
"101",0,0,0,0,0
"102",0,0,0,0,0
"103",0,0,0,0,0
"104",4,8,6,0,2
"105",6,12,9,1,2
"106",0,0,0,0,0
"107",0,0,0,0,0
"108",0,0,0,0,0
"109",0,0,0,0,0
"110",5,7,4,2,3
"111",0,0,0,0,0
"112",0,0,0,0,0
"113",3,12,9,1,5
"114",0,0,0,0,0
"115",1,7,6,0,4
"116",3,5,8,1,5
"117",0,0,0,0,0
"118",3,8,11,2,6
"119",5,10,4,0,7
"120",0,0,0,0,0
"121",1,9,6,1,3
"122",4,10,6,1,9
"123",9,6,5,1,5
"124",4,10,1,1,7
"125",0,0,0,0,0
"126",0,0,0,0,0
"127",6,15,5,1,6
"128",2,12,11,2,6
"129",4,7,6,0,6
"130",1,10,6,0,7
"131",4,8,11,1,5
"132",8,11,4,0,5
"133",3,9,3,1,5
"134",0,0,0,0,0
