"","age1.E","age2_no_comorbid.E","age2_comorbid.E","age3_no_comorbid.E","age3_comorbid.E"
"1",108,109,19,6,9
"2",104,106,19,5,9
"3",112,106,20,7,10
"4",100,94,14,8,9
"5",113,112,16,6,8
"6",99,97,14,6,8
"7",0,1,0,0,0
"8",111,108,13,6,10
"9",109,89,12,6,13
"10",104,97,22,6,9
"11",0,1,0,0,0
"12",109,108,16,11,12
"13",98,104,18,6,10
"14",90,110,16,6,11
"15",99,106,14,6,8
"16",0,1,0,0,0
"17",0,1,0,0,0
"18",109,113,16,8,9
"19",106,93,14,11,11
"20",0,1,0,0,0
"21",107,110,21,7,8
"22",100,97,15,6,8
"23",0,1,0,0,0
"24",106,92,17,5,9
"25",98,110,22,6,10
"26",98,104,18,9,12
"27",94,108,17,5,10
"28",104,97,21,7,11
"29",98,102,17,7,10
"30",102,96,20,5,12
"31",90,97,16,4,13
"32",98,111,19,7,9
"33",111,98,16,9,10
"34",117,94,21,6,10
"35",0,1,0,0,0
"36",0,1,0,0,0
"37",102,85,15,6,12
"38",1,1,0,0,0
"39",101,101,17,5,13
"40",110,103,16,6,10
"41",110,107,17,11,10
"42",96,87,15,5,9
"43",103,96,18,10,11
"44",0,1,0,0,0
"45",101,117,16,6,12
"46",0,1,0,0,0
"47",97,104,18,7,9
"48",103,99,24,6,9
"49",97,110,14,6,11
"50",116,112,16,6,10
"51",118,98,20,8,8
"52",0,1,0,0,0
"53",104,97,20,6,10
"54",102,116,17,8,9
"55",0,1,0,0,0
"56",120,111,16,7,8
"57",98,98,15,7,10
"58",0,1,0,0,0
"59",96,101,18,7,10
"60",1,1,0,0,0
"61",97,105,17,10,13
"62",119,112,16,5,8
"63",100,98,18,8,8
"64",106,113,15,7,10
"65",111,98,19,6,12
"66",108,88,16,8,12
"67",109,100,18,5,10
"68",0,1,0,0,0
"69",96,97,15,11,9
"70",101,94,14,5,11
"71",0,1,0,0,0
"72",108,95,16,6,14
"73",0,1,0,0,0
"74",0,1,0,0,0
"75",98,100,19,10,14
"76",107,103,18,7,13
"77",101,111,19,7,8
"78",114,96,21,7,7
"79",107,88,16,8,8
"80",103,93,18,6,8
"81",114,126,15,6,13
"82",1,1,0,1,0
"83",104,95,14,5,9
"84",99,102,15,7,9
"85",0,1,0,0,0
"86",118,105,17,6,9
"87",107,108,16,7,12
"88",107,90,15,7,11
"89",1,1,0,0,0
"90",104,97,18,5,10
"91",102,109,20,5,9
"92",101,93,17,8,10
"93",99,101,22,7,10
"94",104,103,14,7,10
"95",1,1,0,0,0
"96",113,118,20,7,13
"97",126,103,14,6,11
"98",103,103,18,7,11
"99",0,1,0,0,0
"100",118,91,17,6,9
"101",0,1,0,0,0
"102",107,111,20,9,9
"103",93,94,18,7,9
"104",112,90,15,5,10
"105",0,1,0,0,0
"106",0,1,0,0,0
"107",96,100,18,9,12
"108",0,1,0,0,0
"109",110,106,14,7,12
"110",93,103,16,7,9
"111",108,92,15,6,10
"112",99,123,16,5,11
"113",95,92,21,7,9
"114",102,110,17,6,11
"115",104,93,23,8,10
"116",0,1,0,0,0
"117",101,110,18,6,9
"118",0,1,0,0,0
"119",96,106,17,9,8
"120",0,1,0,0,0
"121",104,107,19,4,9
"122",113,103,21,7,8
"123",93,102,13,7,9
"124",109,112,23,7,11
"125",103,104,18,4,12
"126",0,1,0,0,0
"127",99,108,17,7,16
"128",110,105,14,7,8
"129",109,95,19,8,11
"130",102,108,17,6,13
"131",109,110,18,6,11
"132",110,88,18,10,9
"133",110,106,17,7,8
"134",113,102,17,4,11
"135",0,1,0,0,0
"136",100,98,19,6,9
"137",95,101,16,6,11
