"","age1.R","age2_no_comorbid.R","age2_comorbid.R","age3_no_comorbid.R","age3_comorbid.R"
"1",1,3,0,1,0
"2",800,875,106,38,53
"3",804,879,113,40,44
"4",806,882,109,36,54
"5",807,891,108,35,58
"6",0,2,0,0,0
"7",801,882,106,36,46
"8",804,886,110,39,54
"9",804,898,110,39,52
"10",806,877,105,34,49
"11",0,1,0,0,0
"12",0,1,0,0,0
"13",801,870,108,33,50
"14",802,889,108,33,52
"15",808,880,103,36,47
"16",808,877,103,37,56
"17",806,887,110,34,52
"18",803,877,111,37,46
"19",801,871,105,32,47
"20",812,895,99,40,48
"21",809,889,102,36,55
"22",796,882,109,34,58
"23",802,884,115,34,54
"24",809,872,111,35,55
"25",801,877,111,30,45
"26",800,881,107,35,50
"27",801,878,106,32,49
"28",807,885,110,37,50
"29",808,883,107,36,49
"30",799,885,110,36,45
"31",801,897,107,37,57
"32",805,875,114,32,49
"33",799,876,109,36,50
"34",797,888,108,37,49
"35",801,877,114,30,46
"36",803,873,106,38,58
"37",0,1,0,0,0
"38",802,875,110,36,50
"39",800,863,108,38,48
"40",0,1,0,0,0
"41",803,889,108,37,55
"42",0,1,0,0,0
"43",802,879,104,37,47
"44",805,871,108,37,51
"45",805,886,113,36,60
"46",809,889,101,37,55
"47",808,886,115,36,47
"48",798,874,108,34,54
"49",800,877,103,40,50
"50",805,899,103,37,52
"51",805,893,107,38,57
"52",809,885,108,35,59
"53",799,887,106,38,48
"54",803,886,104,38,46
"55",805,889,110,35,55
"56",805,871,113,33,49
"57",810,889,116,38,47
"58",0,1,0,0,0
"59",802,879,114,36,49
"60",802,881,114,38,54
"61",805,888,111,37,59
"62",0,1,0,0,0
"63",807,880,111,36,56
"64",0,1,0,0,0
"65",803,857,109,37,43
"66",805,884,104,39,60
"67",802,872,111,38,52
"68",809,869,105,31,56
"69",0,1,0,0,0
"70",792,877,109,37,49
"71",808,880,106,36,52
"72",797,882,115,35,54
"73",802,868,106,32,51
"74",805,881,108,39,44
"75",797,883,107,42,56
"76",808,871,111,39,56
"77",805,884,105,37,52
"78",0,1,0,0,0
"79",803,895,104,39,53
"80",0,1,0,0,0
"81",807,880,108,35,50
"82",803,884,107,41,54
"83",805,871,104,29,47
"84",0,1,0,0,0
"85",809,887,109,33,56
"86",800,875,114,36,55
"87",803,883,107,37,52
"88",803,874,111,32,52
"89",804,872,109,34,59
"90",808,875,106,33,49
"91",805,888,107,38,56
"92",808,884,101,37,55
"93",810,873,110,40,51
"94",0,1,0,0,0
"95",798,873,111,35,58
"96",803,885,105,33,50
"97",804,882,111,35,55
"98",804,880,108,37,57
"99",804,891,100,37,52
"100",0,1,0,0,0
"101",0,1,0,0,0
"102",3,1,0,0,0
"103",806,887,109,38,55
"104",809,883,109,41,50
"105",805,880,106,39,49
"106",807,900,112,37,49
"107",798,881,106,35,47
"108",802,869,106,36,49
"109",805,877,107,38,61
"110",801,886,113,39,54
"111",803,880,115,37,53
"112",806,871,112,35,57
"113",804,870,106,34,57
"114",800,888,105,35,56
"115",805,895,104,36,56
"116",0,1,0,0,0
"117",802,875,106,34,39
"118",805,872,107,37,54
"119",803,878,104,35,50
"120",808,892,104,34,48
"121",0,1,0,0,0
"122",0,1,0,0,0
"123",805,891,103,38,52
"124",797,896,112,36,49
"125",804,898,105,33,51
"126",799,888,106,33,53
"127",805,880,105,38,52
"128",801,886,114,38,55
"129",811,898,108,37,55
"130",0,1,0,0,0
"131",802,870,107,33,52
"132",799,878,107,38,55
"133",0,1,0,0,0
"134",801,868,105,32,60
"135",799,895,113,33,55
"136",0,1,0,0,1
"137",801,889,107,36,55
"138",805,885,111,30,50
"139",802,882,104,35,56
"140",807,885,108,41,53
"141",0,1,0,0,0
"142",800,871,105,36,52
"143",804,905,112,34,52
"144",0,1,0,0,0
"145",802,883,105,31,53
"146",0,2,0,0,0
"147",802,892,110,35,54
"148",0,1,0,0,0
"149",808,880,107,36,54
"150",805,881,110,38,52
"151",0,1,0,0,0
"152",806,891,109,33,45
"153",808,884,112,34,50
"154",802,853,100,31,51
"155",803,890,109,33,53
"156",806,880,102,34,57
"157",804,869,106,33,53
"158",0,1,0,0,0
"159",0,1,0,0,0
"160",1,1,0,0,0
"161",806,886,104,35,51
"162",807,888,104,41,55
"163",0,1,0,0,0
"164",807,887,111,42,50
"165",808,864,107,36,52
"166",802,870,108,38,53
"167",2,2,0,0,0
"168",805,871,106,34,52
"169",808,884,99,36,51
"170",800,872,103,33,54
"171",805,883,112,32,47
"172",807,886,110,35,53
"173",798,887,117,30,51
"174",802,877,108,36,55
"175",803,884,105,41,57
"176",799,880,113,35,54
"177",808,871,112,32,55
"178",803,886,116,40,52
"179",805,892,110,38,57
"180",798,883,102,33,51
"181",803,879,105,37,53
"182",0,2,0,0,0
"183",799,887,110,35,51
"184",810,887,110,32,54
"185",807,874,110,35,46
"186",801,884,103,30,55
"187",799,884,113,31,47
"188",802,880,112,39,53
"189",804,888,105,39,50
"190",803,881,101,37,59
"191",799,877,111,34,53
"192",804,880,108,35,55
"193",806,881,102,35,51
"194",0,2,0,0,0
"195",0,1,0,0,0
"196",0,1,0,0,0
"197",0,1,0,0,0
"198",810,893,111,38,47
"199",807,883,113,33,43
"200",0,1,0,0,0
"201",798,871,110,37,48
"202",806,870,105,31,51
"203",804,889,102,33,58
"204",791,869,116,36,47
"205",806,872,111,38,43
"206",801,887,106,37,37
"207",808,892,105,40,52
"208",804,896,105,36,53
"209",807,878,107,34,47
"210",0,1,0,0,0
"211",807,875,105,30,57
"212",796,878,110,34,57
"213",0,2,0,0,0
"214",807,886,108,34,60
"215",806,892,110,37,54
"216",812,897,113,35,51
"217",798,875,108,38,56
"218",808,888,117,36,48
"219",806,899,111,40,51
"220",805,880,108,34,51
"221",0,1,0,0,0
"222",806,874,101,38,49
"223",807,886,110,35,48
"224",810,873,105,34,53
"225",809,879,109,36,52
"226",803,865,109,36,61
"227",799,883,106,31,50
"228",805,886,107,35,48
"229",802,875,106,38,55
"230",807,871,103,34,56
"231",802,864,110,39,50
"232",804,884,111,34,48
"233",803,879,103,38,48
"234",805,883,105,32,51
"235",810,886,110,35,42
"236",803,879,105,37,45
"237",801,871,104,37,52
"238",795,875,111,38,50
"239",805,873,109,40,54
"240",810,885,110,34,55
"241",800,886,109,35,51
"242",801,882,108,33,56
"243",807,884,106,36,52
"244",0,1,0,0,0
"245",802,887,108,37,50
