"","age1_orange.O","age1_green.O","age2_no_comorbid_orange.O","age2_no_comorbid_green.O","age2_comorbid_green.O","age3_no_comorbid_green.O","age3_comorbid_green.O"
"1",38,0,36,0,0,0,0
"2",44,0,36,0,1,0,1
"3",35,7,35,5,10,3,7
"4",50,1,47,1,1,0,0
"5",0,0,1,0,0,0,0
"6",40,4,45,8,12,3,6
"7",37,4,39,7,7,2,4
"8",46,8,40,7,7,3,4
"9",35,4,34,5,10,4,6
"10",40,4,40,6,5,2,2
"11",38,6,35,10,6,2,4
"12",43,5,37,5,9,2,6
"13",0,0,1,0,0,0,0
"14",43,5,36,6,7,3,7
"15",39,0,45,0,0,0,0
"16",47,0,34,1,0,0,0
"17",39,0,39,0,0,0,0
"18",1,0,1,0,0,0,0
"19",40,4,35,7,6,3,3
"20",35,5,39,5,6,3,5
"21",41,6,41,7,6,3,4
"22",1,0,1,0,0,0,0
"23",1,0,2,0,0,0,0
"24",42,6,37,7,7,3,4
"25",0,0,1,0,0,0,0
"26",0,0,1,0,0,0,0
"27",45,5,38,4,8,3,4
"28",36,0,41,0,0,0,0
"29",0,0,1,0,0,0,0
"30",38,5,32,6,6,4,2
"31",39,4,34,4,6,3,5
"32",43,4,39,6,9,5,6
"33",38,0,41,0,0,0,0
"34",39,0,36,0,1,0,1
"35",33,5,36,4,7,3,4
"36",42,6,40,10,7,3,5
"37",42,8,36,6,7,3,5
"38",0,0,0,0,0,0,0
"39",42,4,36,7,7,2,5
"40",0,0,1,0,0,0,0
"41",38,0,35,0,0,0,0
"42",42,0,40,0,0,0,0
"43",37,1,35,1,0,0,0
"44",1,0,2,0,0,0,0
"45",42,6,38,11,10,5,5
"46",2,0,1,0,0,0,0
"47",39,6,32,5,7,5,5
"48",31,7,33,6,9,4,6
"49",42,4,35,5,5,2,4
"50",0,0,1,0,0,0,0
"51",35,7,37,6,7,4,4
"52",48,5,37,6,5,2,3
"53",43,5,42,6,8,2,5
"54",38,6,43,7,8,3,4
"55",45,8,39,7,8,3,6
"56",40,4,31,5,6,3,4
"57",41,5,45,4,8,2,3
"58",43,0,37,0,0,0,0
"59",45,0,37,1,0,0,1
"60",47,5,35,9,11,4,3
"61",0,0,1,0,0,0,0
"62",2,0,2,0,0,0,0
"63",1,0,1,0,0,0,0
"64",38,5,42,5,9,3,6
"65",1,0,1,0,0,0,0
"66",0,0,1,0,0,0,0
"67",40,7,35,5,8,4,4
"68",36,0,46,0,0,0,0
"69",0,0,1,0,0,0,0
"70",2,0,1,0,0,0,0
"71",51,5,32,9,9,4,5
"72",0,0,1,0,0,0,0
"73",37,5,31,7,6,3,6
"74",0,0,1,0,0,0,0
"75",36,4,36,5,7,4,4
"76",38,6,38,7,7,2,5
"77",35,8,35,9,6,3,4
"78",37,4,36,6,8,4,4
"79",0,0,0,0,0,0,0
"80",0,0,1,0,0,0,0
"81",41,7,42,4,6,2,6
"82",40,0,43,0,1,0,0
"83",42,5,39,7,8,3,4
"84",39,5,40,5,7,4,4
"85",39,4,35,4,5,2,4
"86",0,0,1,0,0,0,0
"87",32,4,30,5,9,2,5
"88",0,0,1,0,0,0,0
"89",42,0,42,0,0,0,0
"90",0,0,1,0,0,0,0
"91",39,1,40,1,1,0,1
"92",35,6,34,6,7,4,4
"93",0,0,0,0,0,0,0
"94",38,0,35,0,0,0,0
"95",0,0,1,0,0,0,0
"96",0,0,0,0,0,0,0
"97",0,0,1,0,0,0,0
"98",0,0,1,0,0,0,0
"99",45,0,35,0,0,0,1
"100",47,0,43,0,0,0,0
"101",44,5,36,4,4,3,4
"102",37,4,41,7,9,4,4
"103",0,0,1,0,0,0,0
"104",36,3,40,5,6,2,2
"105",45,0,39,0,0,0,0
"106",0,0,1,0,0,0,0
"107",0,0,1,0,0,0,0
"108",38,3,41,5,3,2,2
"109",39,6,33,5,7,2,5
"110",0,0,1,0,0,0,0
"111",0,0,1,0,0,0,0
