"","age1_orange.P","age2_no_comorbid_orange.P","age2_comorbid_orange.P","age3_no_comorbid_green.P","age3_comorbid_green.P"
"215",129,131,18,5,6
"216",123,118,21,3,6
"217",126,129,22,5,6
"218",130,118,17,0,1
"219",0,1,0,0,0
"220",99,97,15,0,0
"221",120,115,20,4,5
"222",116,123,23,7,8
"223",110,121,17,0,0
"224",137,120,21,5,8
"225",116,119,21,0,0
"226",0,1,0,0,0
"227",0,1,0,0,0
"228",110,106,17,4,8
"229",134,139,17,0,0
"230",126,140,18,0,0
"231",0,1,0,0,0
"232",113,115,19,4,6
"233",109,110,17,0,0
"234",109,109,24,0,0
"235",112,123,21,0,0
"236",108,112,17,0,0
"237",117,112,18,5,7
"238",0,1,0,0,0
"239",107,130,25,0,0
"240",111,125,17,7,9
"241",115,107,20,0,0
"242",0,1,0,0,0
"243",120,132,22,6,8
"244",114,113,20,0,0
"245",120,116,19,0,0
"246",111,108,16,5,8
"247",129,125,26,0,0
"248",102,110,23,0,0
"249",133,141,22,0,0
"250",105,125,22,5,7
"251",104,100,19,0,0
"252",107,109,16,1,1
"253",126,118,21,5,6
"254",108,112,19,0,0
"255",115,112,14,0,0
"256",105,107,18,0,1
"257",114,110,20,0,0
"258",102,114,23,6,7
"259",113,116,20,0,0
"260",0,1,0,0,0
"261",127,112,28,0,0
"262",0,1,0,0,0
"263",109,110,15,4,7
"264",122,121,18,0,0
"265",119,114,27,0,0
"266",123,120,17,0,0
"267",111,120,19,0,0
"268",111,117,18,5,6
"269",130,122,17,5,9
"270",0,1,0,0,0
"271",0,1,0,0,0
"272",136,128,18,0,1
"273",112,116,21,4,7
"274",110,102,18,5,8
"275",105,117,16,1,0
"276",130,123,22,0,0
"277",110,117,20,0,0
"278",117,120,20,5,8
"279",107,112,25,6,7
"280",124,115,20,4,5
"281",106,114,27,6,7
"282",87,95,13,0,1
"283",112,112,16,0,0
"284",112,117,18,0,0
"285",114,112,20,5,6
"286",110,121,16,0,0
"287",119,117,19,5,5
"288",140,129,20,4,7
"289",0,1,0,0,0
"290",107,99,18,0,0
"291",132,110,22,7,11
"292",128,125,17,0,1
"293",111,102,16,0,0
"294",103,113,19,0,0
"295",136,125,21,0,0
"296",0,1,0,0,0
"297",115,115,19,7,9
"298",126,131,19,6,8
"299",88,87,19,5,7
"300",0,1,0,0,0
"301",117,116,17,0,0
"302",131,130,19,0,0
"303",108,115,13,0,0
"304",0,1,0,0,0
"305",118,118,15,5,8
"306",0,1,0,0,0
"307",125,107,16,0,0
"308",116,114,16,4,7
"309",114,104,23,3,5
"310",130,106,17,5,7
"311",102,106,13,0,0
"312",110,106,18,4,5
"313",131,112,23,6,7
"314",132,130,15,6,8
"315",118,107,16,6,12
"316",110,104,20,0,0
"317",108,109,14,0,0
"318",103,109,21,0,0
"319",0,1,0,0,0
"320",0,1,0,0,0
"321",113,130,17,0,0
"322",117,103,22,0,1
"323",106,118,23,0,0
"324",113,121,20,0,0
"325",104,108,20,7,10
"326",132,126,17,0,0
"327",104,130,19,0,0
"328",116,119,16,0,0
"329",0,1,0,0,0
"330",117,115,20,5,7
"331",105,108,17,0,0
"332",0,1,0,0,0
"333",103,98,17,4,6
"334",92,95,17,0,0
"335",124,125,22,6,7
"336",109,104,17,0,1
"337",135,145,20,4,8
"338",128,133,21,0,1
"339",120,103,13,7,7
"340",1,1,0,0,0
"341",107,107,17,0,0
"342",103,102,16,5,8
"343",115,113,18,0,0
"344",0,2,0,0,0
"345",0,1,0,0,0
"346",122,140,26,0,2
"347",123,116,22,6,9
"348",119,128,21,0,0
"349",118,109,20,0,0
"350",109,97,13,1,3
"351",0,1,0,0,0
"352",109,133,19,0,1
"353",122,113,17,1,0
"354",112,124,22,5,9
"355",108,138,19,0,0
"356",114,103,18,0,0
"357",0,1,0,0,0
"358",95,107,18,0,0
"359",126,118,22,6,10
"360",0,1,0,0,0
"361",0,1,0,0,0
"362",107,101,14,4,5
"363",96,101,16,7,12
"364",127,116,17,0,0
"365",118,95,17,0,0
"366",124,127,23,0,0
"367",115,136,21,0,0
"368",153,137,17,0,0
"369",0,1,0,0,0
"370",119,123,27,0,0
"371",0,1,0,0,0
"372",137,122,19,6,8
"373",104,119,20,0,0
"374",105,99,17,4,6
"375",104,107,16,4,6
"376",118,115,18,4,5
"377",110,113,15,5,7
"378",115,132,16,0,0
"379",1,1,0,0,0
"380",106,120,19,5,6
"381",0,1,0,0,0
"382",119,134,23,4,7
"383",138,126,22,0,1
"384",112,106,19,0,0
"385",0,1,0,0,0
"386",137,148,24,4,6
"387",118,117,19,3,3
"388",132,131,22,0,0
"389",116,124,22,4,8
"390",0,1,0,0,0
"391",109,102,18,4,9
"392",118,127,20,5,7
"393",111,109,19,6,7
"394",0,1,0,0,0
"395",124,119,16,5,10
"396",100,106,16,0,0
"397",105,111,19,5,8
"398",132,121,19,0,0
"399",119,120,19,6,7
"400",0,1,0,0,0
"401",0,1,0,0,0
"402",0,1,0,0,0
"403",137,116,18,0,0
"404",107,101,17,0,0
"405",118,119,22,8,7
"406",110,99,18,0,0
"407",108,108,22,1,0
"408",119,117,16,1,0
"409",122,100,15,1,1
"410",0,1,0,0,0
"411",94,94,15,1,0
"412",129,110,17,4,6
"413",0,1,0,0,0
"414",117,127,19,0,0
"415",115,105,20,0,0
"416",105,124,15,3,8
"417",101,115,16,0,1
"418",122,109,18,0,0
"419",1,1,0,0,0
"420",125,137,22,5,8
"421",131,127,17,0,0
"422",101,124,16,0,0
"423",133,124,18,4,4
"424",113,113,20,0,1
"425",106,110,17,1,1
"426",126,104,21,0,0
"427",123,114,20,6,5
"428",106,119,14,0,0
"429",110,120,19,6,9
"430",114,108,20,0,0
"431",0,1,0,0,0
"432",125,114,22,3,4
"433",109,101,21,4,6
"434",129,108,14,0,0
"435",115,126,21,0,0
"436",147,111,16,0,0
"437",140,113,22,5,6
"438",133,119,19,4,7
"439",109,121,18,5,7
"440",105,124,21,5,8
"441",114,109,15,0,0
"442",0,1,0,0,0
"443",104,127,20,0,0
"444",99,100,20,0,0
"445",128,103,20,0,0
"446",135,135,14,7,9
"447",129,112,22,0,0
"448",0,1,0,0,0
"449",0,1,0,0,0
"450",113,138,17,0,0
"451",1,1,0,0,0
"452",113,104,20,0,0
"453",125,118,22,4,6
"454",112,117,17,5,5
"455",0,1,0,0,0
"456",109,107,19,0,0
"457",107,110,22,1,0
"458",112,124,25,0,0
"459",126,132,16,5,7
"460",140,127,16,0,0
"461",120,113,21,0,0
"462",121,121,25,5,6
"463",119,128,23,0,0
"464",143,129,18,0,0
"465",110,112,16,0,0
"466",104,132,18,4,9
"467",0,1,0,0,0
"468",132,127,23,5,12
"469",124,118,16,0,0
"470",124,136,22,0,0
"471",110,89,15,4,7
"472",118,107,16,5,12
"473",0,1,0,0,0
"474",116,113,20,0,0
"475",111,101,18,0,0
"476",124,106,17,0,0
"477",98,106,16,1,0
"478",0,1,0,0,0
"479",116,108,18,0,0
"480",114,119,13,0,0
"481",119,134,20,2,4
"482",110,114,17,3,7
"483",118,110,16,0,0
"484",98,113,15,0,0
"485",107,96,21,1,1
"486",106,108,15,4,7
"487",0,1,0,0,0
"488",128,118,18,0,1
"489",112,109,23,0,0
"490",130,119,23,5,11
"491",101,90,15,0,0
"492",2,1,0,0,0
"493",110,126,19,0,0
"494",121,120,19,4,8
"495",127,123,25,2,5
"496",147,121,17,0,1
"497",0,1,0,0,0
"498",114,125,16,0,0
"499",123,133,19,0,0
"500",103,110,19,0,0
"501",108,121,18,7,8
"502",108,110,19,6,6
"503",101,113,20,0,0
"504",118,112,20,0,0
"505",1,1,0,0,0
"506",103,128,16,0,0
"507",0,1,0,0,0
"508",114,117,17,0,0
"509",119,114,14,5,6
"510",109,128,24,7,11
"511",145,136,17,0,0
"512",125,133,23,0,0
"513",119,104,17,0,0
"514",123,137,22,8,9
"515",0,1,0,0,0
"516",126,110,21,4,6
"517",121,110,21,0,0
"518",110,115,21,0,0
"519",123,130,24,0,0
"520",120,129,24,0,0
"521",111,109,20,3,6
"522",101,119,19,0,0
"523",105,131,19,0,0
"524",106,115,20,0,0
"525",111,123,20,0,0
"526",116,123,17,0,0
"527",114,118,17,0,0
"528",0,1,0,0,0
"529",105,101,14,5,8
"530",118,134,21,4,8
"531",103,115,21,7,8
"532",2,1,0,0,0
"533",112,114,16,4,8
"534",95,110,17,0,0
"535",114,111,21,0,0
"536",0,1,0,0,0
"537",125,106,20,4,9
"538",0,1,0,0,0
"539",136,122,18,5,8
"540",102,114,19,7,9
"541",126,131,16,0,0
"542",113,117,17,0,0
"543",126,135,19,0,0
"544",124,126,18,4,8
"545",111,124,24,0,0
"546",123,117,25,7,8
"547",99,130,16,0,0
"548",113,140,20,3,4
"549",94,109,19,0,0
"550",117,132,16,0,0
"551",121,134,23,0,0
"552",122,114,23,0,0
"553",119,123,18,0,0
"554",110,113,26,1,1
"555",105,120,16,6,7
"556",0,1,0,0,0
"557",0,1,0,0,0
"558",108,113,18,6,7
"559",122,114,18,0,0
"560",102,97,17,0,0
"561",125,112,20,0,0
"562",136,133,23,0,0
"563",113,113,21,0,0
"564",126,93,16,4,6
"565",111,113,22,5,6
"566",128,111,18,0,0
"567",111,106,19,0,0
"568",0,1,0,0,0
"569",0,1,0,0,0
"570",105,112,21,0,0
"571",112,136,20,0,1
"572",115,125,19,0,1
"573",116,117,19,7,6
"574",115,119,17,4,6
"575",0,1,0,0,0
"576",129,116,23,0,0
"577",123,119,18,0,0
"578",116,121,18,0,0
"579",145,143,20,4,7
"580",0,1,0,0,0
"581",113,121,18,1,0
"582",110,101,18,0,0
"583",123,124,20,0,0
"584",121,119,20,5,8
"585",0,1,0,0,0
"586",129,114,19,0,1
"587",0,1,0,0,0
"588",124,123,20,0,0
"589",89,106,18,1,1
"590",127,113,20,1,0
"591",0,1,0,0,0
"592",0,1,0,0,0
"593",135,126,18,0,0
"594",130,124,21,0,0
"595",119,104,15,6,7
"596",113,108,18,0,0
"597",108,112,21,0,0
"598",91,90,15,1,0
"599",0,1,0,0,0
"600",106,119,19,0,0
"601",0,1,0,0,0
"602",123,118,21,0,0
"603",108,102,14,0,0
"604",110,106,20,0,0
"605",0,1,0,0,0
"606",1,1,0,0,0
"607",116,114,15,0,0
"608",136,117,20,0,0
"609",1,1,0,0,0
"610",126,140,21,1,0
"611",103,100,22,5,8
"612",127,122,16,0,0
"613",141,128,22,0,1
"614",0,1,0,0,0
"615",114,110,22,0,0
"616",111,116,18,5,6
"617",99,115,14,0,0
"618",135,131,22,3,4
"619",1,1,0,0,0
"620",110,105,18,1,0
"621",106,103,15,6,10
"622",122,120,21,0,0
"623",113,127,17,0,0
"624",125,118,19,0,0
"625",131,118,26,0,0
"626",122,137,19,1,1
"627",101,107,18,0,0
"628",128,133,23,0,0
"629",122,114,21,4,4
"630",117,107,19,7,12
"631",120,114,17,1,1
"632",121,109,17,8,9
"633",120,124,22,1,1
"634",114,122,17,0,0
"635",101,116,22,5,8
"636",118,124,17,0,1
"637",116,129,18,0,0
"638",0,1,0,0,0
"639",117,109,23,6,8
"640",111,123,18,0,1
"641",114,117,18,0,0
"642",109,126,18,0,0
"643",139,136,16,7,8
"644",102,110,19,0,0
"645",138,139,23,1,0
"646",116,136,22,0,0
"647",123,111,26,0,0
"648",124,126,21,4,7
"649",138,123,21,3,5
"650",104,108,18,0,0
"651",123,121,22,4,7
"652",122,124,18,0,0
"653",130,126,18,0,0
"654",107,117,16,0,0
"655",121,112,19,0,0
"656",100,113,18,0,1
"657",116,114,19,0,0
"658",101,108,19,4,7
"659",114,117,16,7,10
"660",109,111,16,0,0
"661",119,125,19,6,8
"662",97,99,15,0,0
"663",129,123,17,0,0
"664",98,101,15,1,1
"665",1,1,1,0,0
"666",125,112,18,0,0
"667",111,133,23,1,0
"668",121,136,24,0,0
"669",112,113,18,0,0
"670",120,118,16,0,0
"671",0,1,0,0,0
"672",119,129,19,5,9
"673",108,105,15,0,0
"674",128,131,22,0,0
"675",113,109,18,6,10
"676",98,114,14,0,0
"677",132,117,19,1,0
"678",101,111,22,1,0
"679",0,1,0,0,0
"680",93,106,24,0,1
"681",110,116,18,8,10
"682",129,123,18,5,6
"683",118,116,16,4,7
"684",106,101,20,0,0
"685",119,111,24,0,1
"686",139,130,16,5,7
"687",76,102,17,0,0
"688",146,127,26,3,2
"689",0,1,0,0,0
"690",133,126,21,9,10
"691",1,1,0,0,0
"692",112,114,19,0,0
"693",138,118,15,0,0
"694",0,1,0,0,0
"695",109,105,20,1,0
"696",116,111,16,0,0
"697",104,121,19,4,9
"698",115,121,18,6,6
"699",113,124,27,6,7
"700",0,1,0,0,0
"701",114,108,14,0,0
"702",92,124,18,5,7
"703",136,149,23,4,4
"704",123,112,14,5,8
"705",113,123,23,0,0
"706",126,122,20,5,7
"707",108,121,14,0,0
"708",117,107,15,0,0
"709",111,105,18,0,0
"710",111,124,19,4,7
"711",0,1,0,0,0
"712",108,103,20,4,7
"713",136,147,25,0,1
"714",117,116,17,0,0
"715",115,109,19,0,0
"716",107,103,14,1,0
"717",129,129,23,4,6
"718",122,123,20,1,1
"719",122,129,21,0,0
"720",133,123,27,0,0
"721",120,136,19,5,8
"722",130,126,18,4,13
"723",118,104,19,0,0
"724",131,139,27,0,0
"725",106,108,19,0,0
"726",128,109,20,7,8
"727",137,133,22,0,0
"728",123,137,23,6,10
"729",95,89,14,0,1
"730",118,116,17,0,0
"731",127,118,20,5,9
"732",129,109,24,0,0
"733",0,1,0,0,0
"734",106,91,23,4,5
"735",121,137,20,7,10
"736",0,1,0,0,0
"737",128,114,15,0,0
"738",106,94,19,9,10
"739",126,128,20,0,0
"740",116,124,20,0,0
"741",104,106,17,0,0
"742",99,129,19,0,1
"743",114,114,16,5,9
"744",0,1,0,0,0
"745",119,122,16,1,1
"746",101,109,18,0,0
"747",123,146,21,0,0
"748",109,108,19,0,0
"749",108,117,19,4,5
"750",122,121,19,0,0
"751",0,1,0,0,0
"752",119,126,19,1,1
"753",0,1,0,0,0
"754",111,120,16,0,0
"755",120,109,17,0,0
"756",119,133,18,5,8
"757",122,100,15,0,0
"758",116,115,20,0,0
"759",0,1,0,0,0
"760",114,121,17,7,8
"761",88,102,17,5,5
"762",0,1,0,0,0
"763",111,122,22,0,0
"764",0,1,0,0,0
"765",109,107,21,0,0
"766",108,106,22,4,8
"767",115,131,23,0,1
"768",96,105,17,6,6
"769",1,2,0,0,0
"770",0,1,0,0,0
"771",115,117,18,3,6
"772",105,113,20,0,0
"773",118,135,17,0,1
"774",0,1,0,0,0
"775",123,112,19,4,8
"776",126,119,22,0,0
"777",125,113,15,5,7
"778",99,99,20,4,5
"779",126,127,20,0,0
"780",104,112,18,0,0
"781",97,116,16,0,1
"782",121,118,21,0,1
"783",109,113,19,0,0
"784",0,1,0,0,0
"785",0,1,0,0,0
"786",113,121,18,1,2
"787",2,1,0,0,0
"788",110,106,18,0,0
"789",118,105,19,1,2
"790",102,127,18,0,0
"791",123,125,19,3,5
"792",0,1,0,0,0
"793",0,1,0,0,0
"794",116,120,15,0,0
"795",95,104,15,0,0
"796",133,161,20,1,1
"797",1,1,0,0,0
"798",116,116,19,0,0
"799",126,126,22,0,0
"800",112,114,13,5,9
"801",124,145,20,0,0
"802",0,1,0,0,0
"803",0,1,0,0,0
"804",110,134,20,0,0
"805",128,126,21,0,0
"806",92,111,17,6,7
"807",121,121,19,0,0
"808",94,103,17,0,0
"809",119,120,20,0,0
"810",122,133,22,5,7
"811",118,127,22,0,0
"812",103,98,16,0,1
"813",133,112,21,0,1
"814",130,121,23,0,0
"815",108,100,15,0,0
"816",0,1,0,0,0
"817",0,1,0,0,0
"818",112,133,15,4,6
"819",111,101,15,0,0
"820",0,1,0,0,0
"821",125,137,24,1,0
"822",113,105,19,0,0
"823",97,112,18,6,8
"824",103,113,19,1,0
"825",111,108,15,0,0
"826",107,117,21,0,1
"827",105,106,14,0,0
"828",120,125,24,0,0
"829",105,108,24,1,1
"830",94,106,17,0,0
"831",130,110,17,0,0
"832",151,129,17,8,8
"833",110,111,15,0,0
"834",0,1,0,0,0
"835",134,133,23,5,7
"836",0,1,0,0,0
"837",130,126,21,4,7
"838",127,112,23,0,0
"839",115,130,16,3,5
"840",0,1,0,0,0
"841",116,117,17,6,9
"842",107,111,14,1,0
"843",128,150,27,0,0
"844",106,127,18,0,0
"845",117,118,21,5,8
"846",102,101,15,0,0
"847",127,124,19,3,4
"848",109,118,17,5,6
"849",108,106,21,0,0
"850",129,121,20,0,0
"851",108,106,19,0,1
"852",0,1,0,0,0
"853",118,112,17,5,11
"854",0,1,0,0,0
"855",115,116,18,8,9
"856",97,101,20,4,9
"857",112,110,23,6,10
"858",0,1,0,0,0
"859",114,122,21,0,0
"860",103,119,20,0,0
"861",116,124,19,0,0
"862",0,1,0,0,0
"863",103,108,17,0,0
"864",134,136,29,4,6
"865",0,1,0,0,0
"866",0,1,0,0,0
"867",136,106,19,5,9
"868",108,101,22,0,0
"869",127,121,20,0,0
"870",128,131,16,0,1
"871",112,127,23,5,6
"872",0,1,0,0,0
"873",0,1,0,0,0
"874",103,133,23,4,10
"875",126,113,17,0,0
"876",97,112,20,1,1
"877",0,1,0,0,0
"878",94,103,17,6,10
"879",106,107,18,0,0
"880",121,127,25,6,7
"881",110,124,16,0,0
"882",126,135,19,5,6
"883",135,116,21,0,0
"884",0,1,0,0,0
"885",111,120,20,5,7
"886",104,105,21,4,9
"887",110,123,17,0,1
"888",126,126,15,0,0
"889",0,1,0,0,0
"890",134,134,25,0,0
"891",107,121,18,6,4
"892",122,107,19,5,5
"893",100,109,17,4,6
"894",114,114,20,0,0
"895",0,1,0,0,0
"896",112,112,16,5,9
"897",98,109,17,8,13
"898",109,115,21,5,6
"899",123,116,24,0,0
"900",112,124,18,0,0
"901",134,148,27,6,6
"902",100,110,20,0,0
"903",124,111,19,4,10
"904",122,114,16,0,0
"905",161,148,18,1,0
"906",114,101,17,3,6
"907",103,112,19,0,0
"908",139,127,20,4,5
"909",130,130,23,0,0
"910",110,121,18,0,0
"911",125,123,24,3,4
"912",1,1,0,0,0
"913",123,119,23,0,0
"914",126,135,19,6,9
"915",117,109,18,0,0
"916",129,115,18,1,1
"917",134,132,24,0,1
"918",121,114,22,0,0
"919",129,105,15,1,1
"920",0,1,1,0,0
"921",1,2,0,0,0
"922",108,133,26,4,7
"923",127,117,23,6,8
"924",111,137,24,5,8
"925",117,137,21,1,2
"926",130,144,21,0,0
"927",126,147,18,7,5
"928",111,118,20,0,0
"929",132,146,25,8,13
"930",101,101,19,4,6
"931",127,106,17,0,0
"932",0,1,0,0,0
"933",123,160,18,4,9
"934",115,117,19,4,5
"935",111,125,17,6,9
"936",99,104,15,0,0
"937",100,109,21,1,0
"938",118,115,21,0,0
"939",140,120,16,6,7
"940",0,1,0,0,0
"941",108,140,19,4,9
"942",126,113,15,7,6
"943",104,103,16,0,0
"944",115,139,15,0,0
"945",136,107,15,0,0
"946",115,103,18,3,7
"947",117,139,14,0,0
"948",133,121,25,0,0
"949",0,1,0,0,0
"950",123,132,17,0,0
"951",114,120,19,4,7
"952",151,113,16,0,1
"953",0,1,0,0,0
"954",110,123,17,5,10
"955",117,110,16,1,1
"956",122,114,19,0,0
"957",94,86,17,0,0
"958",119,122,20,0,0
"959",2,1,0,0,0
"960",107,118,18,5,9
"961",124,115,17,6,8
"962",125,114,17,0,0
"963",99,112,16,1,2
"964",102,119,17,0,0
"965",117,123,20,0,0
"966",118,135,20,0,0
"967",116,120,20,0,0
"968",116,118,14,3,7
"969",0,1,0,0,0
"970",116,119,19,0,0
"971",0,1,0,0,0
"972",112,124,23,0,0
"973",123,102,19,1,1
"974",102,109,19,7,9
"975",121,128,19,0,0
"976",133,134,25,5,7
"977",116,121,21,3,6
"978",114,108,20,6,10
"979",0,1,0,0,0
"980",134,127,20,0,0
"981",111,108,19,0,0
"982",112,129,23,0,0
"983",124,133,25,5,8
"984",135,129,16,0,0
"985",146,118,19,7,6
"986",132,122,19,0,0
"987",126,125,21,1,0
"988",127,126,16,1,1
"989",117,99,18,0,0
"990",144,124,19,2,2
"991",135,118,18,0,0
"992",91,116,17,0,0
"993",120,120,19,0,0
"994",112,124,19,0,0
"995",106,111,20,0,0
"996",109,123,18,3,6
"997",102,96,16,0,0
"998",102,116,18,0,0
"999",111,116,20,8,8
"1000",137,148,22,5,6
"1001",127,112,14,0,1
"1002",104,120,16,0,0
"1003",90,99,15,0,2
"1004",0,1,0,0,0
"1005",0,1,0,0,0
"1006",114,108,19,4,6
"1007",138,167,15,0,0
"1008",125,118,21,7,7
"1009",111,139,23,6,5
"1010",105,108,16,0,1
"1011",139,130,17,4,5
"1012",104,118,16,4,8
"1013",123,138,25,0,0
"1014",0,1,0,0,0
"1015",0,1,0,0,0
"1016",0,1,0,0,0
"1017",117,129,18,0,0
"1018",0,1,0,0,0
"1019",123,126,17,0,0
"1020",98,108,18,6,7
"1021",117,101,20,1,1
"1022",109,130,15,0,0
"1023",98,128,22,0,0
"1024",117,113,19,0,0
"1025",122,130,19,7,9
"1026",112,93,18,5,7
"1027",95,126,16,0,0
"1028",96,99,18,0,0
"1029",123,123,16,4,6
"1030",108,108,17,0,0
"1031",126,111,21,0,0
"1032",103,118,21,5,3
"1033",131,120,16,6,10
"1034",112,108,17,7,6
"1035",0,1,0,0,0
"1036",141,120,18,4,6
"1037",111,133,22,4,5
"1038",115,93,22,0,0
"1039",0,1,0,0,0
"1040",0,1,0,0,0
"1041",0,1,0,0,0
"1042",113,124,19,0,0
"1043",95,113,17,0,0
"1044",95,104,16,0,0
"1045",117,112,19,0,0
"1046",0,1,0,0,0
"1047",140,127,21,5,11
"1048",119,131,19,0,0
"1049",142,120,25,4,5
"1050",108,130,18,8,8
"1051",114,152,19,0,0
"1052",95,102,18,0,0
"1053",119,133,16,0,0
"1054",120,111,17,0,0
"1055",136,129,16,4,7
"1056",107,95,20,0,0
"1057",131,126,18,7,8
"1058",95,112,20,0,0
"1059",99,97,17,0,0
"1060",0,1,0,0,0
"1061",106,106,14,6,9
"1062",121,127,19,0,0
