"","age1_orange.H","age2_no_comorbid_orange.H","age2_comorbid_orange.H","age3_no_comorbid_green.H","age3_comorbid_green.H"
"1",109.69935704119,126.194767617388,108.267181442315,0,0
"2",0,0,0,0,0
"3",0,0,0,0,0
"4",115.352184929384,132.988957483033,103.408099171521,0,0
"5",0,0,0,0,0
"6",0,0,0,0,0
"7",72.5122339174445,74.2820431343004,83.5390970848829,0,0
"8",93.6466944423618,74.7441233603068,80.644220022705,0,0
"9",0,0,0,0,0
"10",0,0,0,0,0
"11",0,0,0,0,0
"12",61.3274075849218,73.0296979321693,46.9912202595096,0,0
"13",99.4270785281099,159.383680023613,86.6574015810468,0,0
"14",83.0029033588111,90.7178254934041,88.2901170133194,0,0
"15",0,0,0,0,0
"16",0,0,0,0,0
"17",148.567485107898,157.357885620264,135.28213183288,0,0
"18",0,11.9303241808826,0,0,0
"19",136.659864103566,133.131978154506,149.428438466648,0,0
"20",94.5601351401647,101.232232531897,114.966249470124,0,0
"21",89.2342938298364,99.5613064835583,67.7435991743635,0,0
"22",0,0,0,0,0
"23",71.1584124159558,64.2120496553577,87.6108982164213,0,0
"24",103.951671562503,80.8175196002721,97.4642782746258,0,0
"25",0,0,0,0,0
"26",106.701367462991,99.34682202607,124.501996821926,0,0
"27",51.5091747129779,29.4419737336097,0,0,0
"28",0,0,0,0,0
"29",136.292066520875,133.666194579721,99.6587626815872,0,0
"30",0,0,0,0,0
"31",0,0,0,0,0
"32",122.289382707133,139.720301863194,143.920447884882,0,0
"33",109.501609845629,89.1470556756421,90.8404838109562,0,0
"34",0,0,0,0,0
"35",104.024433541501,109.545984270675,84.2506625057591,0,0
"36",140.657860104499,140.954365044909,136.338303577737,0,0
"37",0,0,0,0,0
"38",84.5179248185972,84.45121219744,76.5194620630118,0,0
"39",0,0,0,0,0
"40",0,0,0,0,0
"41",48.6333262709126,82.201145998287,87.1693423497276,0,0
"42",92.6151360330574,96.3064002793407,102.260332229639,0,0
"43",0,0,0,0,0
"44",108.786970797894,120.314925465547,95.2161906449176,0,0
"45",56.3645543019912,92.4453006944438,39.953436313568,0,0
