"","age1_orange.A","age2_no_comorbid_orange.A","age2_comorbid_orange.A","age3_no_comorbid_green.A","age3_comorbid_green.A"
"166",17,9,2,0,0
"167",0,0,0,0,0
"168",12,14,4,0,0
"169",0,0,0,0,0
"170",13,14,3,0,0
"171",16,17,2,0,0
"172",12,14,1,0,0
"173",0,0,0,0,0
"174",0,1,0,0,0
"175",18,15,3,0,0
"176",15,16,2,0,0
"177",17,14,4,0,0
"178",0,0,0,0,0
"179",10,15,3,0,0
"180",1,0,0,0,0
"181",20,10,4,0,0
"182",0,1,0,0,0
"183",13,14,3,0,0
"184",0,1,0,0,0
"185",16,15,3,0,0
"186",0,0,0,0,0
"187",0,0,0,0,0
"188",0,0,0,0,0
"189",0,1,0,0,0
"190",1,0,0,0,0
"191",20,12,4,0,0
"192",0,1,0,0,0
"193",12,12,2,0,0
"194",15,7,3,0,0
"195",0,1,1,0,0
"196",21,12,2,0,0
"197",16,17,5,0,0
"198",15,11,1,0,0
"199",0,0,0,0,0
"200",0,1,0,0,0
"201",0,1,0,0,0
"202",0,0,0,0,0
"203",15,12,3,0,0
"204",15,13,3,0,0
"205",1,0,0,0,0
"206",18,12,3,0,0
"207",0,2,0,0,0
"208",15,14,4,0,0
"209",20,16,5,0,0
"210",0,0,0,0,0
"211",0,1,0,0,0
"212",0,0,0,0,0
"213",15,16,1,0,0
"214",17,22,4,0,0
"215",0,0,0,0,0
"216",17,10,5,0,0
"217",0,0,0,0,0
"218",17,16,2,0,0
"219",0,0,0,0,0
"220",19,12,4,0,0
"221",0,0,0,0,0
"222",0,0,0,0,0
"223",1,1,0,0,0
"224",25,18,3,0,0
"225",0,1,0,0,0
"226",0,0,0,0,0
"227",16,18,2,1,0
"228",0,0,0,0,0
"229",20,14,4,0,0
"230",15,17,2,0,0
"231",1,0,0,0,0
"232",20,12,4,0,0
"233",0,1,0,0,0
"234",0,0,0,0,0
"235",21,7,3,0,0
"236",0,0,0,0,0
"237",0,0,0,0,0
"238",22,19,4,0,0
"239",14,17,4,0,0
"240",13,11,2,0,0
"241",18,14,3,0,0
"242",0,0,0,0,0
"243",1,1,0,0,0
"244",0,1,0,0,0
"245",0,0,0,0,0
"246",14,10,2,0,0
"247",15,14,2,0,0
"248",17,15,2,0,1
"249",0,0,0,0,0
"250",14,11,2,0,0
"251",0,0,0,0,0
"252",19,17,3,0,0
"253",0,0,0,0,0
"254",16,12,3,0,0
"255",0,0,0,0,0
"256",0,0,0,0,0
"257",0,0,0,0,0
"258",15,19,2,0,0
"259",16,17,3,0,0
"260",0,0,0,0,0
"261",11,15,2,0,0
"262",13,13,4,0,0
"263",14,10,2,0,0
"264",14,14,3,0,0
"265",14,14,4,0,0
"266",0,0,0,0,0
"267",0,0,0,0,0
"268",15,23,3,0,0
"269",16,14,2,0,0
"270",15,14,2,0,0
"271",0,0,0,0,0
"272",13,9,3,0,0
"273",14,13,3,0,0
"274",0,1,0,0,0
"275",16,16,2,0,0
"276",12,8,5,0,0
"277",18,15,3,0,0
"278",0,0,0,0,0
"279",0,0,0,0,0
"280",0,0,0,0,0
"281",0,0,0,0,0
"282",0,0,0,0,0
"283",16,13,3,0,0
"284",14,16,3,0,0
"285",16,11,3,0,0
"286",0,0,0,0,0
"287",0,0,0,0,0
"288",14,18,5,0,0
"289",0,0,0,0,0
"290",0,0,0,0,0
"291",0,0,0,0,0
"292",18,15,4,0,0
"293",17,14,3,0,0
"294",13,13,3,0,0
"295",16,10,3,0,0
"296",11,10,2,0,0
"297",1,0,0,0,0
"298",1,1,0,0,0
"299",0,0,0,0,0
"300",11,9,3,0,0
"301",0,0,0,0,0
"302",1,0,0,0,0
"303",17,16,3,0,0
"304",1,0,0,0,0
"305",14,13,3,0,0
"306",14,21,4,0,0
"307",18,18,4,0,0
"308",16,13,4,0,0
"309",10,8,2,0,0
"310",0,0,0,0,0
"311",12,17,3,0,0
"312",0,0,0,0,0
"313",13,18,5,0,0
"314",0,0,0,0,0
"315",18,12,4,0,0
"316",0,0,0,0,0
"317",15,13,3,0,0
"318",20,15,3,0,0
"319",0,0,0,0,0
"320",21,17,5,0,0
"321",0,0,0,0,0
"322",16,11,3,0,0
"323",0,1,0,0,0
"324",0,1,0,0,0
"325",13,16,2,0,0
"326",0,0,0,0,0
"327",0,0,0,0,0
"328",12,12,2,0,0
"329",0,1,0,0,0
"330",21,17,3,0,0
"331",18,17,2,0,0
"332",13,16,4,0,0
"333",0,0,0,0,0
"334",19,15,3,0,0
"335",0,0,0,0,0
"336",16,14,3,0,0
"337",23,14,2,0,0
"338",0,0,0,0,0
"339",0,0,0,0,0
"340",13,14,3,0,0
"341",15,17,5,0,0
"342",16,10,6,0,0
"343",0,0,0,0,0
"344",0,0,0,0,0
"345",19,16,3,0,0
"346",0,0,0,0,0
"347",15,15,2,0,0
"348",12,11,3,0,1
"349",0,0,0,0,0
"350",0,0,0,0,0
"351",17,10,3,0,0
"352",0,0,0,0,0
"353",14,15,3,0,0
"354",15,12,5,0,0
"355",0,1,0,0,0
"356",14,13,3,0,0
"357",13,14,2,0,0
"358",14,10,2,0,0
"359",23,17,2,0,0
"360",0,0,0,0,0
"361",15,10,2,0,0
"362",2,1,0,0,0
"363",0,0,0,0,0
"364",0,0,0,0,0
"365",14,16,5,0,0
"366",18,12,6,0,0
"367",0,0,0,0,0
"368",0,0,0,0,0
"369",0,0,0,0,0
"370",15,17,4,0,0
"371",0,1,0,0,0
"372",13,15,3,0,0
"373",0,0,0,0,0
"374",0,0,0,0,0
"375",15,20,2,0,0
"376",21,14,3,0,0
"377",0,0,0,0,0
"378",13,13,4,0,1
"379",12,9,2,0,0
"380",0,0,0,0,0
"381",22,13,3,0,0
"382",0,0,0,0,0
"383",14,13,2,0,0
"384",0,0,0,0,0
"385",1,2,0,0,0
"386",15,20,3,0,0
"387",0,0,0,0,0
"388",22,14,4,0,0
"389",0,0,0,0,0
"390",0,0,0,0,0
"391",18,16,2,0,0
"392",0,1,0,0,0
"393",0,0,0,0,0
"394",20,11,4,0,0
"395",0,0,0,0,0
"396",14,12,3,0,1
"397",14,11,2,0,0
"398",17,14,3,0,0
"399",0,0,0,0,0
"400",0,0,0,0,0
"401",14,17,3,0,0
"402",22,18,5,0,0
"403",13,17,3,0,0
"404",16,14,3,0,0
"405",15,13,3,0,0
"406",1,1,0,0,0
"407",24,25,3,0,0
"408",0,0,0,0,0
"409",19,16,2,0,0
"410",21,15,2,0,0
"411",21,21,4,0,0
"412",0,0,0,0,0
"413",0,0,0,0,0
"414",17,15,4,0,0
"415",20,11,3,0,0
"416",10,11,1,0,0
"417",15,15,4,0,0
"418",0,0,0,0,0
"419",17,17,6,0,0
"420",16,11,3,0,0
"421",0,0,0,0,0
"422",0,0,0,0,0
"423",1,1,0,0,0
"424",13,18,2,0,0
"425",17,14,3,0,0
"426",1,2,0,0,0
"427",0,1,0,0,0
"428",0,0,0,0,0
"429",0,0,0,0,0
"430",0,0,1,0,0
"431",22,20,4,0,0
"432",0,0,0,0,0
"433",0,0,0,0,0
"434",0,1,0,0,0
"435",11,10,2,0,0
"436",0,0,0,0,0
"437",18,19,4,0,0
"438",0,0,0,0,0
"439",11,11,2,0,0
"440",8,8,2,0,0
"441",10,8,3,0,0
"442",0,0,0,0,0
"443",0,1,0,0,0
"444",15,10,2,0,0
"445",14,9,4,0,0
"446",15,10,3,0,0
"447",0,0,0,0,0
"448",15,10,1,0,0
"449",0,0,0,0,0
"450",17,19,5,0,0
"451",0,0,0,0,0
"452",0,0,0,0,0
"453",18,13,4,0,0
"454",2,3,0,0,0
"455",13,18,3,0,0
"456",0,0,0,0,0
"457",18,13,4,0,0
"458",0,0,0,0,0
"459",13,11,3,0,0
"460",0,0,0,0,0
"461",12,14,2,0,0
"462",1,0,0,0,0
"463",15,10,3,0,0
"464",16,21,2,0,0
"465",2,1,0,0,0
"466",0,0,0,0,0
"467",10,9,3,0,0
"468",0,1,0,0,0
"469",0,0,0,0,0
"470",0,1,0,0,0
"471",0,0,0,0,0
"472",0,0,0,0,0
"473",0,0,1,0,0
"474",14,14,2,0,0
"475",14,11,3,0,0
"476",0,0,0,0,0
"477",0,0,0,0,0
"478",10,13,3,0,0
"479",0,0,0,0,0
"480",0,0,0,0,0
"481",10,12,4,0,0
"482",1,0,0,0,0
"483",0,0,0,0,0
"484",12,9,2,0,0
"485",1,1,0,0,0
"486",0,0,0,0,0
"487",10,16,1,0,0
"488",0,0,0,0,0
"489",0,0,0,0,0
"490",0,0,0,0,0
"491",19,13,5,0,0
"492",19,14,2,0,0
"493",15,19,3,0,0
"494",11,10,2,0,0
"495",15,17,3,0,0
"496",18,15,6,0,0
"497",0,0,0,0,0
"498",13,16,3,0,0
"499",17,10,3,0,0
"500",19,14,3,0,0
"501",0,1,0,0,0
"502",16,16,3,0,0
"503",0,0,0,0,0
"504",0,0,0,0,0
"505",19,16,6,0,0
"506",12,11,3,0,0
"507",0,0,0,0,0
"508",0,0,0,0,0
"509",12,13,2,0,0
"510",0,0,0,0,0
"511",15,18,2,0,0
"512",20,14,3,0,0
"513",0,0,0,0,0
"514",11,14,3,0,0
"515",0,0,0,0,0
"516",0,0,0,0,0
"517",14,11,4,0,0
"518",14,12,3,0,0
"519",0,0,0,0,0
"520",14,18,3,0,0
"521",16,16,5,0,0
"522",0,1,0,0,0
"523",18,13,2,0,0
"524",19,14,4,0,0
"525",14,13,3,0,0
"526",0,0,0,0,0
"527",17,10,5,0,0
"528",18,13,3,0,0
"529",0,0,0,0,0
"530",14,17,3,0,0
"531",18,15,5,0,0
"532",1,1,0,0,0
"533",15,13,5,0,0
"534",0,0,0,0,0
"535",0,0,0,0,0
"536",22,12,2,0,0
"537",13,14,3,0,0
"538",0,1,0,0,0
"539",16,17,4,0,0
"540",0,0,0,0,0
"541",0,1,0,0,0
"542",0,0,0,0,0
"543",0,0,0,0,0
"544",0,1,0,0,0
"545",1,0,0,0,0
"546",18,18,4,0,0
"547",13,10,2,0,1
"548",13,15,5,0,0
"549",0,0,0,0,0
"550",16,13,3,0,0
"551",0,0,0,0,0
"552",0,0,0,0,0
"553",27,18,3,0,0
"554",14,15,3,0,0
"555",13,15,3,0,0
"556",0,0,0,0,0
"557",12,17,3,0,0
"558",0,0,0,0,0
"559",0,0,0,0,0
"560",0,0,0,0,0
"561",0,0,0,0,0
"562",12,12,2,0,0
"563",0,0,0,0,0
"564",0,0,0,0,0
"565",0,0,0,0,0
"566",0,0,0,0,0
"567",0,1,0,0,0
"568",15,13,5,0,0
"569",0,1,0,0,0
"570",21,17,2,0,0
"571",14,14,5,0,1
"572",16,13,5,0,0
"573",0,0,0,0,0
"574",21,13,2,0,0
"575",17,14,3,0,0
"576",0,0,0,0,0
"577",14,11,3,0,0
"578",12,15,2,0,0
"579",20,14,2,0,0
"580",0,1,0,0,0
"581",0,1,0,0,0
"582",0,0,0,0,0
"583",15,14,4,0,0
"584",24,20,4,0,0
"585",0,0,0,0,0
"586",12,16,4,0,0
"587",0,0,0,0,0
"588",0,0,0,0,0
"589",0,0,0,0,0
"590",1,0,0,0,0
"591",16,14,3,0,0
"592",1,0,0,0,0
"593",0,0,0,0,0
"594",20,14,5,0,0
"595",15,14,2,0,0
"596",0,1,0,0,0
"597",0,0,0,0,0
"598",0,0,0,0,0
"599",1,0,0,0,0
"600",16,13,2,0,0
"601",15,13,2,0,0
"602",0,1,0,0,0
"603",0,1,0,0,0
"604",15,11,3,0,0
"605",0,0,0,0,0
"606",22,13,3,0,0
"607",17,13,2,0,0
"608",0,1,0,0,0
"609",13,12,3,0,0
"610",0,0,0,0,0
"611",21,16,1,0,0
"612",20,12,3,0,0
"613",0,0,0,0,0
"614",1,0,0,0,0
"615",18,12,2,0,0
"616",0,0,0,0,0
"617",15,10,3,0,0
"618",15,14,2,0,0
"619",2,1,0,0,0
"620",0,1,0,0,0
"621",1,2,0,0,0
"622",23,13,3,0,0
"623",17,12,4,0,0
"624",16,12,4,0,0
"625",0,0,0,0,0
"626",24,11,4,0,0
"627",13,14,4,0,0
"628",0,0,0,0,0
"629",0,1,0,0,0
"630",0,0,0,0,0
"631",11,8,3,0,0
"632",18,14,2,0,0
"633",14,16,4,0,0
"634",19,17,3,0,0
"635",0,0,0,0,0
"636",0,0,0,0,0
"637",0,0,0,0,0
"638",11,11,3,0,0
"639",17,13,3,0,0
"640",16,13,3,0,0
"641",16,14,3,0,0
"642",12,9,3,0,0
"643",22,13,4,0,0
"644",12,12,3,0,0
"645",0,1,0,0,0
"646",0,0,0,0,0
"647",13,13,3,0,0
"648",0,1,0,0,0
"649",15,11,3,0,1
"650",24,13,3,0,0
"651",0,0,0,0,0
"652",0,0,0,0,0
"653",16,10,2,0,0
"654",0,0,0,0,0
"655",11,11,5,0,0
"656",0,0,0,0,0
"657",0,0,0,0,0
"658",0,1,0,0,0
"659",17,18,2,0,1
"660",14,19,4,0,0
"661",14,19,1,0,0
"662",0,0,0,0,0
"663",0,0,0,0,0
"664",0,0,0,0,0
"665",15,11,3,0,0
"666",0,0,0,0,0
"667",21,14,4,0,0
"668",23,15,3,1,0
"669",12,17,4,0,0
"670",0,1,0,0,0
"671",14,10,4,0,0
"672",11,9,4,0,0
"673",0,1,0,0,0
"674",21,11,3,0,1
"675",10,14,3,0,0
"676",1,0,0,0,0
"677",0,0,0,0,0
"678",14,12,3,0,0
"679",1,0,0,0,0
"680",12,14,3,0,0
"681",0,0,0,0,0
"682",14,14,5,0,0
"683",0,1,0,0,0
"684",0,0,0,0,0
"685",21,14,2,0,0
"686",0,0,0,0,0
"687",0,1,0,0,0
"688",1,0,0,0,0
"689",0,0,0,0,0
"690",0,1,0,0,0
"691",0,0,0,0,0
"692",1,0,0,0,0
"693",16,17,3,0,0
"694",17,12,4,0,0
"695",0,0,0,0,0
"696",17,17,3,0,0
"697",0,1,0,0,0
"698",10,12,2,0,1
"699",14,18,2,0,0
"700",0,0,0,0,0
"701",0,0,0,0,0
"702",0,0,0,0,0
"703",12,12,3,0,0
"704",17,19,4,0,0
"705",0,0,0,0,0
"706",9,15,3,0,0
"707",0,0,0,0,0
"708",0,0,0,0,0
"709",19,20,3,0,0
"710",17,14,3,0,0
"711",15,16,4,0,0
"712",2,0,0,0,0
"713",0,0,0,0,0
"714",0,0,0,0,0
"715",14,10,4,0,0
"716",0,0,0,0,0
"717",11,13,5,0,0
"718",15,14,3,0,0
"719",0,0,0,0,0
"720",0,0,0,0,0
"721",16,15,5,0,0
"722",16,11,3,0,0
"723",0,0,0,0,0
"724",14,11,2,0,0
"725",0,0,0,0,0
"726",20,11,4,0,0
"727",14,13,2,0,0
"728",15,16,3,0,0
"729",0,1,0,0,0
"730",0,1,0,0,0
"731",0,0,0,0,0
"732",14,12,3,0,0
"733",1,0,0,0,0
"734",15,16,4,0,0
"735",0,0,0,0,0
"736",0,0,0,0,0
"737",16,15,3,0,0
"738",13,10,2,0,0
"739",0,1,0,0,0
"740",16,14,5,1,0
"741",19,15,4,0,0
"742",0,0,0,0,0
"743",13,9,2,0,0
"744",0,0,0,0,0
"745",20,14,2,0,0
"746",0,0,0,0,0
"747",0,0,0,0,0
"748",0,0,0,0,0
"749",0,1,0,0,0
"750",0,0,0,0,0
"751",0,0,0,0,0
"752",11,10,3,0,0
"753",18,18,4,0,0
"754",0,0,0,0,0
"755",0,0,0,0,0
"756",0,1,0,0,0
"757",0,0,1,0,0
"758",13,11,4,0,0
"759",15,11,4,0,0
"760",0,0,0,0,0
"761",21,23,4,0,0
"762",0,0,0,0,0
"763",18,14,3,0,0
"764",18,12,3,0,0
"765",16,17,4,0,0
"766",0,0,0,0,0
"767",13,14,4,0,0
"768",0,0,0,0,0
"769",15,13,2,0,0
"770",18,19,2,0,0
"771",0,0,0,0,0
"772",22,8,4,0,0
"773",10,9,4,0,0
"774",14,15,4,0,0
"775",0,0,0,0,0
"776",13,14,4,0,0
"777",0,1,0,0,0
"778",0,0,0,0,0
"779",13,9,4,0,0
"780",0,1,0,0,0
"781",18,20,4,0,0
"782",17,15,4,0,0
"783",12,16,3,0,0
"784",0,0,0,0,0
"785",15,18,3,0,0
"786",16,14,2,0,0
"787",0,0,0,0,0
"788",15,13,3,0,0
"789",20,18,4,0,0
"790",0,1,0,0,0
"791",0,0,0,0,0
"792",0,0,0,0,0
"793",19,15,3,0,0
"794",18,15,1,0,0
"795",14,12,4,0,0
"796",0,0,0,0,0
"797",16,16,4,0,0
"798",14,14,3,0,0
"799",16,19,5,0,0
"800",0,0,0,0,0
"801",20,20,3,0,0
"802",0,0,0,0,0
"803",0,0,0,0,0
"804",13,11,3,0,0
"805",18,12,5,0,0
"806",15,12,4,0,0
"807",19,14,3,0,0
"808",0,1,0,0,0
"809",17,15,4,0,0
"810",12,11,2,0,0
"811",0,1,0,0,0
"812",18,12,5,0,0
"813",0,1,0,0,0
"814",0,1,0,0,0
"815",19,17,6,0,0
"816",21,20,6,0,0
"817",0,0,0,0,0
"818",2,2,1,0,0
"819",19,21,3,0,0
"820",0,0,0,0,0
"821",15,18,4,0,0
"822",14,13,3,0,0
"823",1,1,0,0,0
"824",17,17,4,0,0
"825",15,14,3,0,0
"826",0,0,0,0,0
"827",13,10,2,0,0
"828",0,0,0,0,0
"829",0,0,0,0,0
"830",0,0,0,0,0
"831",13,14,2,0,0
"832",17,14,4,0,0
"833",0,0,0,0,0
"834",0,0,0,0,0
"835",14,13,2,0,0
"836",15,17,5,0,0
"837",20,19,2,0,0
"838",0,0,0,0,0
"839",19,16,2,0,0
"840",0,1,0,0,0
"841",0,0,0,0,0
"842",11,16,2,0,0
"843",0,0,0,0,0
"844",0,1,0,0,0
"845",0,0,0,0,0
"846",0,0,0,0,0
"847",0,0,0,0,0
"848",12,15,5,0,0
"849",0,0,0,0,0
"850",0,0,0,0,0
"851",10,10,2,0,0
"852",15,25,2,0,0
"853",0,0,0,0,0
"854",17,11,3,0,0
"855",0,0,0,0,0
"856",0,0,0,0,0
"857",19,20,3,0,0
"858",0,0,0,0,0
"859",20,18,3,0,0
"860",18,17,3,0,0
"861",14,15,3,0,0
"862",14,12,3,0,0
"863",0,0,0,0,0
"864",1,0,0,0,0
"865",19,10,3,0,1
"866",18,13,4,0,0
"867",20,16,4,0,0
"868",0,0,0,0,0
"869",0,2,0,0,0
"870",0,0,0,0,0
"871",14,11,4,0,0
"872",15,14,3,0,0
"873",10,11,4,0,0
"874",15,13,2,0,0
"875",12,13,3,0,0
"876",0,0,0,0,0
"877",15,16,4,0,0
"878",24,14,3,0,0
"879",9,9,3,0,0
"880",22,14,2,0,1
"881",0,0,0,0,0
"882",19,12,5,0,0
"883",0,0,0,0,0
"884",0,1,0,0,0
"885",0,1,0,0,0
"886",15,10,5,1,0
"887",0,0,0,0,0
"888",1,0,0,0,0
"889",1,0,0,0,0
"890",0,1,0,0,0
"891",14,10,3,0,0
"892",17,15,4,0,0
"893",11,9,2,0,0
"894",0,1,0,0,0
"895",19,10,3,0,0
"896",0,1,0,0,0
"897",10,10,2,0,0
"898",0,0,0,0,0
"899",18,12,3,0,0
"900",0,0,0,0,0
"901",1,0,0,0,0
"902",18,12,3,0,0
"903",9,10,3,0,0
"904",22,18,3,0,0
"905",14,15,5,0,0
"906",15,11,4,0,0
"907",15,17,3,0,0
"908",1,1,0,0,0
"909",0,1,0,0,0
"910",0,1,0,0,0
"911",19,12,1,0,0
"912",0,0,0,0,0
"913",0,0,0,0,0
"914",14,16,3,0,0
"915",16,9,2,0,0
"916",0,0,0,0,0
"917",0,0,0,0,0
"918",16,15,3,0,0
"919",20,13,2,0,0
"920",19,15,5,0,0
"921",1,1,0,0,0
"922",18,19,3,0,0
"923",0,0,0,0,0
"924",9,9,2,0,0
"925",1,0,0,0,0
"926",0,0,0,0,0
"927",0,0,0,0,0
"928",13,10,2,0,0
"929",12,16,3,0,0
"930",17,10,3,0,0
"931",15,16,3,0,0
"932",1,0,0,0,0
"933",0,0,0,0,0
"934",0,0,0,0,0
"935",0,0,0,0,0
"936",19,21,2,0,1
"937",0,0,0,0,0
"938",0,0,0,0,0
"939",16,13,3,0,0
"940",0,0,0,0,0
"941",2,1,0,0,0
"942",18,17,5,0,0
"943",0,0,0,0,0
"944",0,0,0,0,0
"945",0,0,0,0,0
"946",16,15,4,0,0
"947",0,0,0,0,0
"948",18,14,2,0,0
"949",0,0,0,0,0
"950",21,15,3,0,0
"951",18,13,3,1,0
"952",1,0,0,0,0
"953",15,15,2,0,0
"954",0,1,0,0,0
"955",0,0,0,0,0
"956",18,14,4,0,0
"957",0,0,0,0,0
"958",0,0,0,0,0
"959",0,0,0,0,0
"960",0,1,0,0,0
"961",0,0,0,0,0
"962",18,18,4,0,0
"963",0,0,0,0,0
"964",0,1,0,0,0
"965",0,0,0,0,0
"966",15,15,2,0,0
"967",0,1,0,0,0
"968",12,8,3,0,0
"969",16,15,3,0,0
"970",0,1,0,0,0
"971",19,14,3,0,0
"972",0,0,0,0,0
"973",21,20,4,0,0
"974",0,0,0,0,0
"975",0,0,0,0,0
"976",0,0,0,0,0
"977",14,13,3,0,0
"978",0,0,0,0,0
"979",0,0,0,0,0
"980",15,18,2,0,0
"981",14,16,2,0,0
"982",16,20,3,0,0
"983",0,0,0,0,0
"984",0,1,0,0,0
"985",0,1,0,0,0
"986",11,12,2,0,0
"987",0,1,0,0,0
"988",0,0,0,0,0
"989",14,13,3,0,0
"990",0,0,0,0,0
"991",18,14,5,0,0
"992",0,0,0,0,0
"993",21,22,2,0,0
"994",14,10,4,0,0
"995",13,15,3,0,1
"996",13,11,5,0,0
"997",14,12,2,0,0
"998",9,13,2,0,0
"999",14,13,2,0,0
"1000",12,14,2,0,0
"1001",10,10,4,0,0
"1002",16,12,3,0,0
"1003",12,17,3,0,0
"1004",11,20,2,0,0
"1005",1,1,0,0,0
"1006",0,0,0,0,0
"1007",15,13,2,0,0
"1008",18,12,3,0,0
"1009",0,0,0,0,0
"1010",23,14,3,0,0
"1011",16,15,5,0,0
"1012",13,16,5,0,0
"1013",13,21,4,0,0
"1014",17,10,2,0,0
"1015",0,0,0,0,0
"1016",1,0,0,0,0
"1017",20,21,3,0,0
"1018",0,1,0,0,0
"1019",0,0,0,0,0
"1020",0,0,0,0,0
"1021",14,10,4,0,0
"1022",15,13,3,0,0
"1023",0,1,0,0,0
"1024",17,13,3,0,0
"1025",16,13,4,0,0
"1026",1,1,0,0,0
"1027",16,13,4,0,0
"1028",0,0,0,0,0
"1029",18,19,4,0,0
"1030",15,14,2,0,0
"1031",0,0,0,0,0
"1032",0,0,0,0,0
"1033",0,1,0,0,0
"1034",15,13,4,0,0
"1035",0,0,0,0,0
"1036",0,1,0,0,0
"1037",0,1,0,0,0
"1038",0,1,0,0,0
"1039",0,1,0,0,0
"1040",13,17,3,0,0
"1041",17,11,2,0,0
"1042",19,17,3,0,0
"1043",19,17,4,0,0
"1044",0,0,0,0,0
"1045",14,13,2,0,0
"1046",0,1,1,0,0
"1047",2,1,0,0,0
"1048",0,1,0,0,0
"1049",0,0,0,0,0
"1050",0,0,0,0,0
"1051",16,11,3,0,0
"1052",14,13,2,0,0
"1053",11,12,2,0,0
"1054",0,0,0,0,0
"1055",14,12,3,0,0
"1056",1,0,0,0,0
"1057",13,16,2,0,0
"1058",15,14,3,0,0
"1059",1,0,0,0,0
"1060",1,1,0,0,0
"1061",12,10,4,0,0
"1062",19,18,5,0,0
