"","age1_orange.E","age2_no_comorbid_orange.E","age2_comorbid_orange.E","age3_no_comorbid_green.E","age3_comorbid_green.E"
"1",31.1085770411634,32.158438467936,33.3896013757347,0,0
"2",35.4371064824126,37.4165821963657,34.7814744004366,61.4571812880941,62.9650799486711
"3",26.5235278877458,29.6058674548308,23.5128053513375,63.407367610167,67.5680470728232
"4",30.7040604340065,32.7567214109231,31.8559713445319,0,0
"5",26.200812839023,28.7940736340099,24.9779867764118,0,0
"6",22.1221326205717,24.9321969370793,23.6827221284295,0,0
"7",25.7614716563084,25.5811621920725,27.0333676351568,0,0
"8",30.5094154823288,31.7418111331587,29.6652680914863,0,12.6678724770149
"9",33.0219306053812,34.2495711078348,32.6846357093498,0,0
"10",30.9511715358206,35.0217750532035,29.2098766123374,87.2433026680451,98.4191597804011
"11",28.5090389225102,31.1590963034744,31.3219301026221,55.1295473251796,48.4073012672627
"12",27.774413940772,27.9008777181619,27.4728715555771,44.1525198076038,52.4520640333503
"13",31.2897863631909,33.9098719273297,31.2366418488796,0,0
"14",42.1542281503019,43.286102628126,42.5759510555027,0,0
"15",30.4974896784248,33.0406809247249,33.1434298587581,32.3907381002165,0
"16",33.3680100406001,37.277063492725,36.6722347558258,0,0
"17",0,0,0,0,0
"18",29.5599311416543,29.4081417466187,31.0604893542354,0,0
"19",26.9735974300527,29.3961940412084,27.0517735279091,61.3262220992046,57.8664105614809
"20",28.3139780826763,27.4535614032816,24.0209307133477,0,0
"21",35.9412893406759,36.88608334035,36.5242962665414,91.5945058715791,81.1918549554889
"22",37.7049576265091,38.9426403976988,35.9260791148372,96.0727049980869,93.0453461952744
"23",28.3507128055598,30.676098984279,25.7912838960687,0,0
"24",0,0,0,0,0
"25",24.2561060636492,26.0173096857798,23.8669546010634,34.6133472547627,50.9856673752879
"26",35.6054653752697,38.479330811061,33.069142983176,64.3281358666585,78.7300268933741
"27",26.3417102151103,29.6907517423472,28.4642978719683,72.2639851637649,62.9497263767025
"28",23.5575776999468,23.9318711167466,20.4804176202287,0,0
"29",34.9035511724231,36.5991520854317,35.1995121901858,53.6056312222367,54.8323573912426
"30",39.3123291976747,38.3543706187178,38.557075720138,0,0
"31",27.2094833372563,27.2094833372563,28.97425715507,86.1884548355794,99.3004885457019
"32",31.9514896030085,32.8184540413686,35.712889750885,0,43.8294618102068
"33",32.0659396506596,36.7426918944967,30.9177068230576,0,23.7725724153327
"34",33.5068999805464,36.6865309793918,36.1108836942444,52.2746337003365,62.512429737143
"35",32.5110181644503,34.2792151780257,30.8992567157145,0,0
"36",22.897847089887,23.6293612946045,24.1103055197639,41.5021414472,36.4559455312139
"37",21.9740988959778,25.7696305258719,23.4274752146418,99.5782087200346,108.159993545786
"38",35.1913789006071,40.5729601637332,39.326438779295,0,0
"39",40.2141810074293,42.4154644738617,43.4413805710213,0,0
"40",23.6728104225562,25.3467943302041,27.9803399162949,0,0
"41",0,0,0,0,0
"42",18.1157324723952,18.6237521612787,21.1678325369656,88.9067027901351,130.928084768688
"43",61.3476217227271,60.0369337111269,61.1074691516151,0,0
"44",25.8890938221085,29.9918823077397,25.1512383817002,73.1701301948301,64.8200262355722
"45",8.12218123286031,0,0,0,0
"46",30.6997191895608,31.8933616955124,29.035810985571,0,0
"47",0,0,0,0,0
"48",38.0960768313259,41.6850084670003,42.1436194686561,0,0
"49",44.7479047558889,46.2622040413918,45.4333896229992,0,0
"50",32.4546876922652,34.1689013334034,38.8848798383191,0,0
"51",23.4453134387605,24.9037022918072,29.9503067012517,0,0
"52",62.4659129727578,64.7792578016336,60.0968888948684,0,0
"53",29.1054903946816,30.1886869583447,30.0839731788095,70.2343884034537,72.6057616352638
"54",55.5954782371807,55.8564542605911,55.2240555009043,100.260105485966,103.339290841362
"55",36.8165217561627,39.4083433570068,36.8505802948356,0,0
"56",25.6188638211207,28.0165799598854,24.5870997381323,0,0
"57",28.0543396942478,27.8319856200622,30.4427555648873,26.5130351983706,37.0324421938192
"58",36.0148924868861,35.652611878874,35.8676166865033,0,0
"59",24.3926003609415,25.9594426037789,20.8294085803555,42.3741110034213,56.6064477848929
"60",28.2674750378602,30.3975894013759,32.2650703318888,0,0
"61",21.2151334456768,23.1341214179864,23.1341214179864,23.7766653495758,24.2175642207863
"62",38.0107235112581,40.9767237682091,38.9657484357922,82.1049833771921,80.4401815142186
"63",26.4761886095068,31.8538437091898,26.4761886095068,72.8355963363498,78.4845891145879
"64",26.272845549288,30.0956295943079,30.1414967866757,0,32.0707691793174
"65",0,0,0,0,0
"66",42.6326702363473,44.5213284110874,44.3597476575278,0,0
"67",32.2433001124176,35.2008445679201,34.9311308025545,52.0095705429871,63.0788430266561
"68",0,0,0,0,0
"69",0,0,0,0,0
"70",43.0898919448078,44.9949030571093,47.5491641919839,0,0
"71",0,0,0,0,0
"72",21.5739009185211,24.3021166935118,24.6826140767702,33.0676215171195,40.2836045501353
"73",31.3127773576006,32.558492058327,33.3501441295815,0,0
"74",30.9235307600109,32.774611507276,34.1633448502061,0,0
"75",34.8172545643584,37.5089467174093,34.1607977783926,0,0
"76",27.492311948841,30.6292223179467,30.4993568989713,41.9477567096248,66.3917209929181
"77",30.1234470184488,32.3946690554876,29.9765350150448,58.5250939205115,63.9432593105468
"78",24.6130392272902,30.1718094964706,24.4121122161457,0,0
"79",0,0,0,0,0
"80",23.6689869059048,23.1695160257954,27.4076626494933,69.8283590111545,65.0027423238265
"81",1.41911375421498,0,0,0,0
"82",0,0,0,0,0
"83",40.7136027688705,40.6029042549271,44.594371626605,0,0
"84",25.1490846882018,30.6947904395124,30.3945557951334,58.9072904617995,53.2703550830376
"85",23.6534069584662,26.9074247132657,27.281664909347,0,0
"86",36.8124037309867,37.6134474694075,35.1042297349224,71.4820542035527,80.4274168033794
"87",23.3380075808725,26.5343827198998,29.4420036537375,0,0
"88",29.2769271583836,29.9577639545123,34.0860082996591,0,0
"89",34.0260587045259,37.990372266558,33.360411464753,65.8707066332417,63.0824012019624
"90",22.2439273296538,25.9803707875653,24.45305462374,49.901267866182,53.0956877675975
"91",29.5051917620073,33.033881518466,28.9224376073214,36.6497213775439,0
"92",0,0,0,0,0
"93",22.7938497193272,21.3367219915276,22.7938497193272,0,0
"94",0,0,0,0,0
"95",51.6968368179427,57.4030386486746,57.6204924445761,0,0
"96",44.3468234328136,45.8779771021117,43.0581528730696,72.7967390643969,59.588304836191
"97",36.1260435506462,36.2709467354808,36.3416810607413,0,0
"98",32.7501996449783,32.7501996449783,39.3042631926165,0,0
"99",19.6233618604383,21.7057019348501,23.0288210402619,0,0
"100",35.4840177826993,36.2734806941185,35.5469009575234,0,0
"101",0,0,0,0,0
"102",33.8287162295935,33.4249484294607,33.7901220455354,0,46.707574317177
"103",44.8939247005937,45.2917501818153,42.8133491804791,62.917392783924,70.9561168804957
"104",38.212384377007,38.212384377007,36.6832842610269,91.3980639155765,89.823715445116
"105",27.534572360588,28.0583845342871,23.2197590030977,0,35.7202278222572
"106",0,0,0,0,0
"107",0,0,0,0,0
"108",26.7674344895479,27.2520725131582,28.0936858754692,0,0
"109",0,0,0,0,0
"110",49.9706513127296,49.0924655640929,47.7687464746712,63.868538190099,58.4345873024967
"111",0,0,0,0,0
"112",45.6157371850625,45.8142797729521,48.4224256555961,47.592749345283,0
"113",33.9853616611164,34.9320776694241,36.811231397673,0,0
"114",25.8573845487394,25.7858723795472,28.828324351724,0,0
"115",28.3968921108508,29.0160597819779,28.1697790553657,0,0
"116",49.2337710085085,53.0153102786745,53.0153102786745,0,49.0255622123212
"117",26.7234354067671,29.4169808800448,23.7583068525524,0,0
"118",29.3779024738532,28.205955607733,27.6341740351423,0,0
"119",24.9262426039206,30.7274257412095,31.018228349814,62.0861130899595,83.5880860768991
"120",30.8258098695148,34.3955219245483,32.6697283750945,0,0
"121",32.4829124258474,33.6383414125123,37.7795211367678,84.8123665181376,81.731000891682
"122",31.8783169875087,31.3502255068444,32.3060094909991,0,0
"123",28.3903493222427,30.3056579793892,32.0206081763635,0,0
"124",1.89997682859579,0,0,0,0
"125",31.6257550989191,31.4245789358866,31.3476251984484,52.8302995665065,52.6504130610088
"126",32.9955935194799,31.6911584932068,32.8531361669401,0,0
"127",2.87482093923705,0,0,0,0
"128",26.4970066043388,27.0346727424986,24.1114771447059,0,0
"129",0,0,0,0,0
"130",23.0974109126838,26.8741181258256,26.2090335539248,86.4591159823441,92.3201366852202
"131",20.0147733587209,22.6507395748684,24.5588475652265,52.2473604739044,40.4638618501829
"132",36.8220648777657,38.335562919028,39.5275268468502,0,0
"133",31.777968767542,35.7982898036349,36.5408580278689,47.6768319799946,51.8869358880811
"134",35.4131031646237,38.0485191958549,37.0823572503638,85.9535022267032,77.9690603308217
"135",29.6238181977476,29.8285695298904,29.3026682516307,32.2513927282626,0
"136",30.5250129775668,30.8292218958157,31.5274833901817,49.2467802601798,51.3266814692415
"137",4.51000977431949,0,0,0,0
"138",32.5969635588356,37.8280758879264,37.6829667291515,73.7966540027376,68.5785405067449
"139",0,0,0,0,0
"140",23.4982212453688,29.1612251034956,26.2615185735303,38.5087306427696,36.1444936557604
"141",32.8397753761041,37.4606959162945,30.1154637200548,0,0
"142",25.6343816023917,24.2977727585617,24.8302433850216,41.5836242936898,31.6840169281908
"143",34.4499259342379,35.7887625293936,36.1390542133854,0,37.143384049457
"144",0,0,0,0,0
"145",20.3877651139474,23.3743615616444,22.3873162744327,91.8714032689609,90.7396191556151
"146",0,0,0,0,0
"147",33.3561163066963,34.8761613043821,38.2430640987023,0,0
"148",31.4171239419707,34.199765570784,33.2119398132993,0,0
"149",43.8020446889152,43.7375423786464,46.7645457035926,0,0
"150",24.0561436756533,26.0722956651499,27.7595921780384,0,0
"151",50.0148756771311,53.2095594199116,53.3720156633464,69.8536293613199,68.1936910112229
"152",33.0997454593364,32.6727901599816,34.1594551005774,0,0
"153",27.6246611252505,30.3501702743059,27.4419039604464,0,0
"154",33.8331923747814,34.9241888344508,36.5060885068746,81.7711521479904,82.0246599297311
"155",0,0,0,0,0
"156",31.3695604520377,31.4805495710957,37.0682959813756,0,0
"157",48.9431431464441,49.7454807771643,51.4225025727473,0,0
"158",34.8189569137999,37.4837583538756,37.6992870691723,68.756145971979,70.6515166683129
"159",24.8302769081125,25.9705841760113,25.4965676537186,15.4376501348808,0
"160",20.2433103442767,20.5064127961751,25.6769251151295,0,0
"161",0,0,0,0,0
"162",52.2150875723307,52.7352941710856,52.4867185038216,0,0
"163",25.1709328674554,26.997661155658,29.1341029000047,0,0
"164",25.0108276650781,25.8062913013396,23.8857264376063,0,0
"165",33.7213800064308,35.4602089321111,33.159377003054,63.0938619327675,65.7431735949978
"166",23.8038466032135,23.4168278269451,26.4431185238959,28.4674194196737,0
"167",26.1019052370649,27.8577797841456,23.7246854390585,0,0
"168",29.3760507938217,30.8424896476394,28.5120298503841,0,0
"169",30.0381706854651,32.3637139416297,29.8710340355695,58.3051998734902,51.5758384564171
"170",32.0626756609385,34.4012365169736,32.2973632613011,79.1959085358993,86.3998828875942
"171",0,0,0,0,0
"172",31.7242309144086,30.9387877382403,30.0762325490347,0,0
"173",32.1621923378208,34.896048218848,34.6202986680762,37.6978828308982,45.9279197921284
"174",32.7708157803478,34.0250730707765,35.0619232870288,0,0
"175",23.7673320051037,25.9060881868737,22.8298091621403,0,0
"176",0,0,0,0,0
"177",32.1897106967032,32.3025984846367,34.5476887273242,54.8065253183396,44.542405984442
"178",27.0715565031635,28.971974835382,25.0542523542426,0,0
"179",36.1614090052737,36.3786793145353,36.1614090052737,0,0
"180",36.3089254006095,36.3842620776361,36.9678881476016,54.0959484227582,84.68911771772
"181",26.7505384210017,28.9635348655121,32.477383680951,0,0
"182",26.5966720050389,26.8248866178302,23.8887475724353,0,21.709522843093
"183",28.97384122576,31.6075606183534,28.028381501647,58.9385935416458,48.6664862077621
"184",38.6254566137754,41.6677492039793,40.6124333574429,0,0
"185",37.4999720056119,40.5222196108121,38.0460679235999,76.8392687149747,58.0297294316024
"186",39.4487894680711,40.545187564071,40.0058425643531,53.9147797744993,0
"187",28.1468813239849,30.8533616929966,28.4760897054539,0,0
"188",26.8316647246182,26.964406255696,29.035575358336,63.374357476019,53.8759307479715
"189",0,0,0,0,0
"190",0,0,0,0,0
"191",53.560742957047,58.9889495169529,56.9640708792849,98.0855738682907,84.4025871840296
"192",47.6944092404409,47.4773449397213,48.7212153603073,79.0064507317455,78.2016294571802
"193",32.7724581479901,33.225922817735,29.8602688046747,0,0
"194",0,0,0,0,0
"195",34.4074854612238,34.8869036470256,38.8361150238276,86.5390062969947,86.3287110600379
"196",38.1137704426747,42.3811087374608,41.7493828122692,41.0581552212991,0
"197",22.5623754960868,26.5863812742343,24.1295542607394,0,0
"198",25.2530731860853,25.4614549119633,27.5763374851174,0,0
"199",25.3533726783294,26.6444875924778,27.2507208619549,37.6648943741612,48.845829221207
"200",0,0,0,0,0
"201",29.5225218860833,31.6257859297723,30.1844021696999,0,0
"202",37.0686229549342,35.3193671849309,43.6140898041899,0,0
"203",52.420424812137,55.3412743704365,52.4805618169289,100.051984900293,97.7850571630327
"204",25.2983072790344,25.406428297757,27.9275641184634,0,29.6945992461265
"205",31.7867167367158,36.9237028362827,36.7854040086038,44.7236085188645,42.6842631099687
"206",35.9704055179455,39.1569898872839,40.4178440412422,84.1367577966938,80.3457524051189
"207",28.526132283039,28.2363180762707,32.1022213336769,0,34.3513323344251
"208",34.0395699669194,36.8186831398582,39.4681463812428,0,0
"209",25.1698264714175,27.6045547175044,25.4088080274921,0,0
"210",0,0,0,0,0
"211",49.2032661043558,56.1820141089624,53.3205412172468,0,0
"212",0,0,0,0,0
"213",32.3423785178141,33.1675875673042,33.0152625799904,59.4511588304846,72.6379823071897
"214",0,0,0,0,0
"215",29.6973641903558,32.6737375164438,29.3299651616128,47.2574668004872,33.7255599015968
"216",27.7403542965122,30.2475087121193,29.4863803656989,51.4351313522628,55.1758789852631
