"","age1_orange.D","age2_no_comorbid_orange.D","age2_comorbid_orange.D","age3_no_comorbid_green.D","age3_comorbid_green.D"
"1043",61,93,29,9,36
"1044",57,73,36,0,0
"1045",0,0,0,0,0
"1046",65,81,41,0,0
"1047",55,78,33,0,0
"1048",59,73,38,0,0
"1049",53,73,41,11,37
"1050",0,0,0,0,0
"1051",65,81,30,0,0
"1052",0,0,0,0,0
"1053",49,75,41,6,29
"1054",69,97,37,0,1
"1055",70,77,39,0,0
"1056",53,76,38,0,0
"1057",64,82,34,11,33
"1058",51,83,38,0,0
"1059",52,86,43,0,1
"1060",0,0,0,0,0
"1061",62,93,34,0,0
"1062",65,91,35,0,0
"1063",0,0,0,0,0
"1064",54,67,39,0,0
"1065",46,70,33,10,40
"1066",67,99,33,0,0
"1067",62,84,36,11,34
"1068",67,87,44,0,0
"1069",0,0,0,0,0
"1070",74,84,33,5,37
"1071",60,90,35,0,0
"1072",61,94,37,6,26
"1073",60,86,41,4,34
"1074",0,0,0,0,0
"1075",66,76,28,11,35
"1076",56,61,35,5,39
"1077",0,0,0,0,0
"1078",58,75,29,0,0
"1079",50,91,42,0,0
"1080",48,78,32,0,0
"1081",68,94,35,0,0
"1082",0,0,0,0,0
"1083",49,69,32,10,35
"1084",57,77,30,0,0
"1085",48,81,33,0,0
"1086",0,0,0,0,0
"1087",74,76,32,0,1
"1088",0,0,0,0,0
"1089",54,94,26,0,0
"1090",62,95,36,0,0
"1091",55,83,32,0,0
"1092",57,97,23,0,0
"1093",48,74,31,0,0
"1094",56,85,30,0,0
"1095",63,64,36,9,45
"1096",56,64,35,0,0
"1097",60,79,33,0,4
"1098",61,91,31,14,43
"1099",56,69,33,0,0
"1100",69,83,31,5,27
"1101",54,87,40,8,37
"1102",56,76,38,0,1
"1103",0,1,0,0,0
"1104",75,69,32,0,0
"1105",54,80,32,0,0
"1106",58,80,23,0,0
"1107",54,77,32,7,45
"1108",52,66,38,0,0
"1109",0,0,0,0,0
"1110",66,100,39,0,0
"1111",62,82,37,0,0
"1112",63,87,38,0,0
"1113",63,76,41,0,0
"1114",53,82,26,0,0
"1115",53,93,35,9,47
"1116",58,74,34,11,41
"1117",52,80,33,0,0
"1118",47,85,33,3,36
"1119",0,0,0,0,0
"1120",69,79,38,0,0
"1121",54,79,22,0,2
"1122",62,90,30,6,37
"1123",0,0,0,0,0
"1124",67,86,36,9,39
"1125",47,66,26,0,0
"1126",0,0,0,0,0
"1127",57,81,29,0,0
"1128",62,73,32,4,40
"1129",67,85,33,7,44
"1130",76,66,26,0,0
"1131",57,78,33,0,0
"1132",62,75,31,0,1
"1133",0,0,0,0,0
"1134",60,84,30,10,40
"1135",67,76,31,6,35
"1136",65,73,37,17,40
"1137",63,75,23,0,0
"1138",62,63,36,0,0
"1139",48,78,35,8,33
"1140",0,0,0,0,0
"1141",66,84,35,0,0
"1142",67,86,36,8,39
"1143",62,75,30,0,0
"1144",56,90,39,0,0
"1145",61,98,28,0,0
"1146",47,77,31,0,0
"1147",66,69,37,0,0
"1148",45,79,38,9,38
"1149",59,74,48,0,0
"1150",58,81,43,0,0
"1151",57,85,34,5,28
"1152",58,83,33,0,0
"1153",0,0,0,0,0
"1154",61,85,33,12,38
"1155",67,77,42,0,0
"1156",0,1,0,0,0
"1157",0,0,0,0,0
"1158",58,85,38,0,0
"1159",0,0,0,0,0
"1160",61,82,33,0,0
"1161",58,81,37,0,0
"1162",0,0,0,0,0
"1163",62,91,39,0,0
"1164",0,0,0,0,0
"1165",56,78,36,0,0
"1166",55,96,35,9,36
"1167",57,92,35,12,45
"1168",63,78,40,9,30
"1169",51,87,28,0,0
"1170",59,85,35,10,38
"1171",45,76,28,4,34
"1172",61,91,36,0,0
"1173",60,83,35,0,0
"1174",61,95,38,5,39
"1175",54,81,44,0,0
"1176",57,70,40,0,0
"1177",58,105,40,6,40
"1178",57,68,38,0,0
"1179",58,73,36,1,0
"1180",0,0,0,0,0
"1181",57,82,32,0,1
"1182",57,60,35,0,0
"1183",0,0,0,0,0
"1184",57,84,28,0,0
"1185",57,78,32,0,0
"1186",42,82,32,10,44
"1187",50,79,42,10,35
"1188",57,76,35,0,0
"1189",59,79,35,8,32
"1190",66,76,39,0,0
"1191",51,75,38,8,36
"1192",61,84,29,0,0
"1193",66,70,35,12,41
"1194",50,88,32,0,0
"1195",52,74,21,0,0
"1196",61,79,24,14,37
"1197",62,84,36,0,0
"1198",54,81,37,6,35
"1199",56,92,27,0,0
"1200",46,86,30,0,0
"1201",51,92,32,12,41
"1202",59,67,23,8,28
"1203",72,85,44,10,37
"1204",60,57,31,11,34
"1205",66,78,35,0,1
"1206",63,77,40,12,30
"1207",65,66,29,0,0
"1208",0,0,0,0,0
"1209",0,0,0,0,0
"1210",53,66,30,0,1
"1211",42,84,39,0,0
"1212",61,76,32,0,0
"1213",0,0,0,0,0
"1214",66,85,41,0,0
"1215",61,79,42,0,0
"1216",65,74,38,8,40
"1217",66,80,31,0,0
"1218",59,76,33,0,0
"1219",65,88,37,7,41
"1220",57,96,37,0,0
"1221",68,88,28,0,0
"1222",64,90,35,0,0
"1223",57,78,37,7,41
"1224",53,82,31,0,1
"1225",69,82,25,10,35
"1226",61,95,33,0,0
"1227",59,60,30,0,1
"1228",58,75,36,7,42
"1229",57,71,32,0,0
"1230",61,83,31,0,0
"1231",54,80,30,0,0
"1232",62,74,33,0,0
"1233",60,84,39,13,38
"1234",56,79,28,6,31
"1235",59,84,45,5,44
"1236",60,68,40,0,0
"1237",70,71,25,0,0
"1238",53,80,41,0,0
"1239",69,75,24,8,36
"1240",56,92,32,0,3
"1241",0,0,0,0,0
"1242",57,90,37,8,41
"1243",56,81,40,0,2
"1244",0,0,0,0,0
"1245",57,82,29,3,41
"1246",45,70,42,0,0
"1247",59,87,35,0,0
"1248",68,95,41,15,36
"1249",54,84,33,7,39
"1250",53,77,33,0,0
"1251",55,89,30,4,24
"1252",51,60,34,17,34
"1253",55,67,30,0,0
"1254",52,60,37,0,0
"1255",59,75,34,0,0
"1256",49,99,38,0,0
"1257",58,73,32,1,1
"1258",51,78,30,0,0
"1259",0,0,0,0,0
"1260",57,104,34,0,1
"1261",51,79,34,6,42
"1262",52,87,34,0,0
"1263",51,80,34,7,33
"1264",63,87,35,0,0
"1265",59,67,32,0,0
"1266",65,75,36,0,0
"1267",57,98,36,2,11
"1268",62,84,34,0,0
"1269",0,0,0,0,0
"1270",0,1,0,0,0
"1271",64,99,30,0,0
"1272",59,72,25,7,39
"1273",65,96,26,9,40
"1274",62,80,29,10,28
"1275",50,78,44,10,23
"1276",0,0,0,0,0
"1277",71,80,30,0,0
"1278",74,77,39,0,0
"1279",54,89,37,0,0
"1280",79,70,37,0,0
"1281",57,79,31,7,39
"1282",0,0,0,0,0
"1283",66,79,37,7,33
"1284",60,88,22,0,0
"1285",55,77,31,8,34
"1286",67,68,33,0,0
"1287",0,0,0,0,0
"1288",53,69,36,0,0
"1289",0,0,0,0,0
"1290",57,82,29,2,28
"1291",0,0,0,0,0
"1292",0,0,0,0,0
"1293",64,82,28,6,34
"1294",59,72,33,6,36
"1295",61,76,30,6,32
"1296",49,92,33,0,0
"1297",57,86,45,0,0
"1298",44,64,25,8,41
"1299",56,82,39,4,47
"1300",64,76,30,13,32
"1301",60,58,30,1,0
"1302",0,0,0,0,0
"1303",60,86,33,5,43
"1304",63,69,40,3,18
"1305",53,72,31,0,0
"1306",58,83,28,0,0
"1307",55,78,40,0,0
"1308",76,75,39,10,35
"1309",57,93,34,0,0
"1310",54,80,34,0,0
"1311",59,92,40,8,35
"1312",60,95,38,7,40
"1313",0,0,0,0,0
"1314",69,94,36,12,35
"1315",72,89,41,14,37
"1316",52,64,41,0,0
"1317",63,87,31,8,39
"1318",55,68,35,8,41
"1319",58,73,37,0,0
"1320",0,0,0,0,0
"1321",58,75,39,0,0
"1322",0,0,0,0,0
"1323",52,80,32,0,0
"1324",52,90,40,0,0
"1325",71,86,37,0,0
"1326",56,77,31,0,0
"1327",61,78,37,7,41
"1328",40,83,43,0,0
"1329",70,75,31,1,13
"1330",49,89,27,0,0
"1331",45,88,41,5,40
"1332",0,0,0,0,0
"1333",51,73,34,0,0
"1334",63,66,34,0,0
"1335",51,87,40,0,0
"1336",64,77,30,0,0
"1337",55,85,36,0,0
"1338",50,77,30,13,41
"1339",59,80,32,6,41
"1340",60,94,36,0,2
"1341",55,90,36,7,39
"1342",0,0,0,0,0
"1343",58,59,33,0,0
"1344",0,0,0,0,0
"1345",60,94,36,0,0
"1346",68,74,30,0,0
"1347",0,0,0,0,0
"1348",65,83,31,0,0
"1349",0,0,0,0,0
"1350",61,77,41,0,0
"1351",58,93,32,9,40
"1352",55,70,36,0,0
"1353",56,87,41,0,2
"1354",0,0,0,0,0
"1355",0,0,0,0,0
"1356",46,76,38,10,34
"1357",60,77,35,0,0
"1358",64,83,34,0,0
"1359",62,74,34,0,0
"1360",69,76,34,0,1
"1361",61,84,23,0,0
"1362",48,88,35,0,0
"1363",62,64,36,0,0
"1364",54,82,42,0,0
"1365",62,82,35,0,0
"1366",0,1,0,0,0
"1367",44,92,34,6,51
"1368",48,87,21,7,35
"1369",0,0,0,0,0
"1370",71,82,35,8,40
"1371",51,83,28,12,37
"1372",0,0,0,0,0
"1373",0,0,0,0,0
"1374",61,75,38,0,0
"1375",0,0,0,0,0
"1376",60,89,42,0,0
"1377",60,70,34,0,0
"1378",65,81,42,7,37
"1379",67,65,32,0,0
"1380",66,76,41,8,35
"1381",56,94,31,0,0
"1382",46,77,48,0,1
"1383",50,78,38,0,0
"1384",58,59,34,9,23
"1385",60,79,34,0,1
"1386",0,0,0,0,0
"1387",48,85,26,12,49
"1388",55,86,32,0,3
"1389",66,88,30,7,31
"1390",76,76,33,12,37
"1391",68,77,38,8,46
"1392",61,86,35,5,38
"1393",52,82,39,0,0
"1394",0,0,0,0,0
"1395",45,78,41,11,29
"1396",0,0,0,0,0
"1397",0,0,0,0,0
"1398",0,0,0,0,0
"1399",52,72,39,10,29
"1400",57,82,39,0,0
"1401",63,91,32,0,0
"1402",57,68,29,6,43
"1403",69,73,38,0,0
"1404",52,82,37,9,33
"1405",0,0,0,0,0
"1406",74,90,39,0,0
"1407",0,0,0,0,0
"1408",47,74,36,0,0
"1409",54,72,30,5,34
"1410",59,80,46,8,34
"1411",66,82,31,0,0
"1412",62,84,45,8,34
"1413",0,0,0,0,0
"1414",76,87,37,9,45
"1415",58,69,31,0,1
"1416",59,85,30,5,39
"1417",59,79,40,0,0
"1418",64,76,38,0,0
"1419",64,82,33,9,41
"1420",53,77,35,12,36
"1421",0,0,0,0,0
"1422",33,72,29,9,34
"1423",46,78,32,0,0
"1424",52,85,26,0,0
"1425",52,62,51,0,0
"1426",54,90,38,6,35
"1427",55,93,41,0,0
"1428",56,89,32,11,34
"1429",60,83,31,11,37
"1430",70,92,36,0,0
"1431",65,77,38,0,0
"1432",64,72,38,8,37
"1433",50,88,37,10,51
"1434",66,86,38,0,0
"1435",61,101,30,0,0
"1436",54,75,31,15,30
"1437",58,83,41,0,0
"1438",71,84,40,0,0
"1439",0,0,0,0,0
"1440",56,82,40,5,34
"1441",44,73,28,15,32
"1442",61,67,39,0,0
"1443",64,74,30,0,0
"1444",64,68,35,0,0
"1445",56,93,33,0,0
"1446",0,0,0,0,0
"1447",0,0,0,0,0
"1448",49,69,28,3,36
"1449",56,79,33,8,37
"1450",0,0,0,0,0
"1451",54,77,35,0,0
"1452",60,74,42,0,0
"1453",59,75,33,0,0
"1454",50,84,30,0,0
"1455",0,0,0,0,0
"1456",0,0,0,0,0
"1457",55,86,29,0,0
"1458",0,0,0,0,0
"1459",71,71,44,0,0
"1460",59,78,39,12,43
"1461",58,99,43,0,0
"1462",77,79,33,2,36
"1463",52,89,35,0,0
"1464",63,99,38,0,0
"1465",62,76,37,0,0
"1466",52,78,31,0,0
"1467",59,73,33,0,0
"1468",0,0,0,0,0
"1469",0,0,0,0,0
"1470",68,87,36,0,0
"1471",43,69,37,0,1
"1472",60,89,33,0,0
"1473",45,61,29,0,0
"1474",66,89,47,0,0
"1475",56,74,32,0,0
"1476",64,91,37,10,29
"1477",55,103,31,0,0
"1478",70,74,46,0,0
"1479",62,73,42,17,33
"1480",64,87,37,0,0
"1481",58,82,30,0,0
"1482",57,90,31,0,1
"1483",55,72,32,0,0
"1484",52,87,36,10,33
"1485",72,78,35,0,0
"1486",59,98,30,0,0
"1487",0,0,0,0,0
"1488",52,76,28,9,40
"1489",66,78,38,13,42
"1490",0,0,0,0,0
"1491",56,60,42,0,0
"1492",0,0,0,0,0
"1493",61,62,37,0,0
"1494",62,78,33,0,0
"1495",52,89,33,6,39
"1496",58,67,36,0,0
"1497",52,84,37,11,36
"1498",0,0,0,0,0
"1499",65,64,35,0,0
"1500",0,0,0,0,0
"1501",56,85,35,0,0
"1502",61,82,38,0,0
"1503",0,0,0,0,0
"1504",0,0,0,0,0
"1505",42,73,32,0,0
"1506",47,72,34,12,39
"1507",64,83,30,0,0
"1508",57,73,33,7,36
"1509",55,80,31,0,1
"1510",55,75,33,0,0
"1511",64,81,30,0,0
"1512",62,87,38,0,0
"1513",62,64,32,0,1
"1514",0,0,0,0,0
"1515",63,74,35,0,0
"1516",64,86,32,0,0
"1517",62,86,35,10,27
"1518",44,79,33,11,33
"1519",62,83,34,11,39
"1520",50,65,34,0,0
"1521",68,85,35,9,38
"1522",54,86,30,1,0
"1523",56,73,39,3,29
"1524",61,75,34,0,2
"1525",58,77,29,8,29
"1526",56,89,29,1,0
"1527",51,95,29,0,0
"1528",56,78,38,0,0
"1529",57,79,32,6,39
"1530",49,73,30,9,39
"1531",54,78,37,10,27
"1532",54,75,40,0,0
"1533",0,0,0,0,0
"1534",56,84,31,6,34
"1535",62,65,36,1,0
"1536",57,72,25,6,35
"1537",57,98,38,0,0
"1538",69,68,35,0,0
"1539",68,77,42,10,44
"1540",56,85,35,0,0
"1541",56,80,35,0,0
"1542",71,75,41,9,32
"1543",0,0,0,0,0
"1544",60,73,32,9,41
"1545",73,64,44,0,0
"1546",48,74,34,7,42
"1547",0,0,0,0,0
"1548",57,75,33,8,39
"1549",52,83,29,0,0
"1550",52,78,39,1,3
"1551",62,71,27,0,1
"1552",0,0,0,0,0
"1553",67,81,33,12,31
"1554",57,80,29,0,0
"1555",0,0,0,0,0
"1556",57,75,30,13,42
"1557",65,68,35,0,3
"1558",57,73,29,0,0
"1559",59,79,35,0,0
"1560",58,77,41,0,0
"1561",75,87,31,0,0
"1562",0,0,0,0,0
"1563",0,0,0,0,0
"1564",62,75,33,0,0
"1565",68,75,34,0,1
"1566",64,82,37,0,0
"1567",63,108,26,4,42
"1568",0,0,0,0,0
"1569",0,0,0,0,0
"1570",51,84,35,0,0
"1571",0,0,0,0,0
"1572",68,99,32,8,38
"1573",51,76,37,0,0
"1574",52,76,30,0,0
"1575",65,90,36,7,32
"1576",49,93,42,4,39
"1577",70,87,29,0,0
"1578",58,79,30,9,27
"1579",0,0,0,0,0
"1580",58,69,33,0,0
"1581",55,78,41,0,0
"1582",73,83,35,1,0
"1583",54,84,35,0,0
"1584",76,97,32,0,1
"1585",57,71,39,0,0
"1586",52,77,37,0,0
"1587",65,91,41,18,41
"1588",58,90,35,0,0
"1589",72,85,38,12,31
"1590",58,90,37,0,0
"1591",44,76,24,12,40
"1592",59,74,30,0,0
"1593",0,0,0,0,0
"1594",58,75,33,0,4
"1595",55,99,38,10,30
"1596",60,82,34,11,42
"1597",48,79,34,0,1
"1598",61,81,31,0,0
"1599",0,0,0,0,0
"1600",53,76,36,0,0
"1601",63,78,35,1,1
"1602",66,78,35,8,30
"1603",61,77,36,12,39
"1604",57,76,36,0,0
"1605",63,79,39,9,43
"1606",0,0,0,0,0
"1607",73,74,34,0,0
"1608",56,97,37,9,42
"1609",56,76,30,7,40
"1610",59,93,32,10,38
"1611",61,107,29,10,38
"1612",58,88,38,0,0
"1613",0,0,0,0,0
"1614",63,76,31,5,38
"1615",56,88,39,1,1
"1616",57,75,28,0,0
"1617",52,80,25,0,0
"1618",70,74,24,0,0
"1619",62,90,36,10,38
"1620",69,81,36,0,1
"1621",45,84,39,0,0
"1622",0,0,0,0,0
"1623",40,89,28,0,0
"1624",0,0,0,0,0
"1625",0,0,0,0,0
"1626",57,88,36,0,0
"1627",0,0,0,0,0
"1628",57,70,38,0,0
"1629",59,74,34,0,1
"1630",65,69,24,0,0
"1631",62,81,33,1,0
"1632",0,1,0,0,0
"1633",50,83,36,10,38
"1634",0,0,0,0,0
"1635",63,71,30,0,0
"1636",57,83,22,0,0
"1637",0,0,0,0,0
"1638",47,85,31,0,0
"1639",62,88,33,0,0
"1640",58,79,28,0,0
"1641",0,0,0,0,0
"1642",68,79,36,0,0
"1643",47,80,27,7,31
"1644",51,77,31,0,0
"1645",57,78,43,6,43
"1646",64,71,33,6,37
"1647",54,71,32,6,34
"1648",0,0,0,0,0
"1649",0,0,0,0,0
"1650",66,85,41,0,0
"1651",58,80,25,13,43
"1652",59,90,37,13,39
"1653",63,75,24,0,0
"1654",0,1,0,0,0
"1655",0,0,0,0,0
"1656",71,89,29,0,0
"1657",61,82,37,10,35
"1658",70,93,31,6,31
"1659",53,74,37,0,1
"1660",54,78,26,0,1
"1661",58,78,32,0,0
"1662",66,73,36,0,0
"1663",62,74,41,8,37
"1664",59,85,30,0,0
"1665",50,74,35,0,0
"1666",44,83,39,0,0
"1667",65,74,37,0,0
"1668",72,77,28,0,1
"1669",0,0,0,0,0
"1670",66,79,32,0,0
"1671",73,81,37,9,41
"1672",58,77,29,0,0
"1673",0,1,0,0,0
"1674",59,78,37,0,0
"1675",56,82,27,0,0
"1676",56,82,27,0,0
"1677",59,75,37,0,0
"1678",44,82,37,10,39
"1679",59,73,36,0,0
"1680",56,65,24,6,29
"1681",63,77,43,4,35
"1682",73,85,28,7,41
"1683",61,67,43,1,2
"1684",68,64,34,8,39
"1685",62,91,38,0,0
"1686",62,78,39,0,0
"1687",0,0,0,0,0
"1688",51,76,25,0,0
"1689",64,83,27,8,34
"1690",65,74,29,8,39
"1691",61,87,41,0,0
"1692",75,77,28,13,36
"1693",51,83,43,0,0
"1694",61,81,39,0,0
"1695",54,89,30,0,0
"1696",56,74,35,10,37
"1697",53,88,35,11,41
"1698",57,82,35,7,32
"1699",68,92,35,10,45
"1700",0,0,0,0,0
"1701",59,70,22,0,0
"1702",0,0,0,0,0
"1703",52,74,26,0,0
"1704",64,79,38,7,40
"1705",0,0,0,0,0
"1706",56,77,36,0,0
"1707",71,100,32,8,39
"1708",58,84,36,12,45
"1709",59,78,35,11,38
"1710",47,91,38,0,2
"1711",60,89,21,12,45
"1712",0,0,0,0,0
"1713",61,76,31,0,0
"1714",0,1,0,0,0
"1715",0,0,0,0,0
"1716",71,85,37,1,0
"1717",56,61,37,6,38
"1718",0,0,0,0,0
"1719",64,84,30,0,0
"1720",0,0,0,0,0
"1721",57,108,44,4,30
"1722",60,97,39,0,0
"1723",52,77,36,7,44
"1724",55,79,32,0,0
"1725",73,82,39,0,0
"1726",73,82,38,0,0
"1727",55,88,32,0,0
"1728",46,80,33,6,35
"1729",58,69,36,0,0
"1730",59,72,30,0,0
"1731",49,76,41,0,0
"1732",63,78,28,8,32
"1733",64,77,37,0,1
"1734",65,74,43,0,0
"1735",0,0,0,0,0
"1736",59,77,27,0,0
"1737",57,82,35,0,0
"1738",0,0,0,0,0
"1739",55,74,32,7,42
"1740",60,72,33,0,0
"1741",56,93,34,0,0
"1742",63,91,25,0,0
"1743",58,75,35,7,37
"1744",48,83,37,4,33
"1745",59,94,38,13,34
"1746",63,96,48,0,0
"1747",52,88,40,7,27
"1748",0,0,0,0,0
"1749",71,80,28,9,39
"1750",52,72,43,0,1
"1751",0,0,0,0,0
"1752",70,90,34,11,38
"1753",56,76,29,8,33
"1754",0,0,0,0,0
"1755",57,81,33,0,1
"1756",0,0,0,0,0
"1757",57,65,33,14,38
"1758",68,74,24,0,0
"1759",55,82,36,0,0
"1760",66,78,33,0,0
"1761",72,80,44,0,0
"1762",55,80,35,9,40
"1763",47,80,39,0,0
"1764",54,95,37,8,36
"1765",55,70,33,0,0
"1766",63,81,41,0,0
"1767",50,72,36,0,0
"1768",53,83,36,7,37
"1769",56,92,37,6,30
"1770",58,68,34,15,34
"1771",60,82,36,0,0
"1772",66,76,34,6,33
"1773",56,75,38,5,38
"1774",0,0,0,0,0
"1775",54,78,41,0,0
"1776",64,79,37,10,44
"1777",57,81,43,8,37
"1778",54,88,38,10,41
"1779",52,85,36,11,30
"1780",62,85,29,12,41
"1781",67,78,39,0,0
"1782",58,82,32,0,0
"1783",0,1,0,0,0
"1784",0,0,0,0,0
"1785",59,87,34,0,0
"1786",0,0,0,0,0
"1787",54,84,30,0,1
"1788",59,72,34,6,32
"1789",0,0,0,0,0
"1790",60,80,34,5,40
"1791",44,82,25,0,0
"1792",69,83,30,5,39
"1793",59,86,41,0,0
"1794",0,0,0,0,0
"1795",50,88,30,0,0
"1796",0,0,0,0,0
"1797",54,73,36,0,0
"1798",54,86,29,9,45
"1799",55,75,24,0,0
"1800",75,68,33,0,0
"1801",54,88,41,0,0
"1802",55,85,42,0,0
"1803",56,82,33,0,0
"1804",67,82,39,10,44
"1805",0,0,0,0,0
"1806",71,76,33,0,1
"1807",0,0,0,0,0
"1808",67,63,31,10,39
"1809",56,98,31,0,0
"1810",0,0,0,0,0
"1811",62,73,42,0,0
"1812",58,76,27,0,0
"1813",53,75,24,0,0
"1814",63,81,36,7,42
"1815",76,75,35,0,0
"1816",71,92,32,7,35
"1817",1,0,0,0,0
"1818",46,90,35,8,33
"1819",64,82,43,4,37
"1820",48,68,27,0,1
"1821",0,0,0,0,0
"1822",54,68,38,0,0
"1823",53,88,36,0,0
"1824",59,82,38,15,39
"1825",0,0,0,0,0
"1826",57,79,36,13,33
"1827",0,0,0,0,0
"1828",0,0,0,0,0
"1829",54,83,38,0,1
"1830",69,78,29,13,33
"1831",64,80,39,10,38
"1832",61,77,33,10,43
"1833",54,95,29,0,0
"1834",52,81,38,0,0
"1835",65,80,36,0,0
"1836",49,72,39,9,34
"1837",52,83,32,0,0
"1838",53,83,37,7,35
"1839",55,78,30,8,40
"1840",0,0,0,0,0
"1841",50,84,33,0,0
"1842",64,84,31,0,0
"1843",53,76,30,0,0
"1844",69,82,27,10,42
"1845",64,88,35,10,36
"1846",58,92,30,0,0
"1847",68,91,20,0,0
"1848",71,89,39,0,1
"1849",55,90,37,0,0
"1850",41,88,33,0,0
"1851",54,71,41,10,32
"1852",0,0,0,0,0
"1853",78,79,40,0,0
"1854",69,90,30,0,0
"1855",69,64,32,0,1
"1856",61,77,38,12,33
"1857",0,0,0,0,0
"1858",61,85,43,8,36
"1859",0,0,0,0,0
"1860",0,0,0,0,0
"1861",72,80,37,9,34
"1862",64,79,42,0,0
"1863",46,75,37,0,0
"1864",59,71,27,8,39
"1865",48,94,36,8,35
"1866",55,85,31,11,36
"1867",0,0,0,0,0
"1868",0,0,0,0,0
"1869",48,78,34,8,26
"1870",66,81,40,12,34
"1871",58,81,39,0,3
"1872",55,70,34,8,42
"1873",73,81,27,8,36
"1874",59,70,22,9,44
"1875",47,84,29,9,41
"1876",60,67,38,7,31
"1877",72,74,36,0,0
"1878",58,78,31,0,1
"1879",59,76,32,7,33
"1880",54,83,31,0,0
"1881",0,1,0,0,0
"1882",49,70,38,0,0
"1883",60,79,29,1,0
"1884",0,0,0,0,0
"1885",57,83,31,0,0
"1886",50,71,36,9,37
"1887",42,75,27,0,0
"1888",0,0,0,0,0
"1889",49,76,42,0,0
"1890",56,73,34,0,0
"1891",57,75,35,0,0
"1892",0,0,0,0,0
"1893",54,82,37,9,30
"1894",60,77,32,0,0
"1895",68,63,40,0,0
"1896",0,0,0,0,0
"1897",0,0,0,0,0
"1898",0,0,0,0,0
"1899",66,72,41,0,0
"1900",55,65,25,0,0
"1901",63,71,34,0,0
"1902",58,74,37,10,40
"1903",48,78,33,0,0
"1904",64,61,34,0,0
"1905",66,80,38,7,44
"1906",61,95,37,0,2
"1907",58,74,30,0,0
"1908",63,72,25,11,42
"1909",50,81,30,0,0
"1910",0,0,0,0,0
"1911",69,77,39,0,0
"1912",50,71,34,14,40
"1913",61,98,27,0,0
"1914",0,0,0,0,0
"1915",51,75,30,7,27
"1916",0,0,0,0,0
"1917",58,78,31,0,0
"1918",46,62,32,10,45
"1919",59,79,45,11,34
"1920",59,84,41,0,1
"1921",66,67,37,17,41
"1922",73,83,36,11,43
"1923",56,93,38,0,0
"1924",63,70,32,0,0
"1925",0,0,0,0,0
"1926",0,0,0,0,0
"1927",0,0,0,0,0
"1928",70,87,29,0,0
"1929",68,72,40,8,39
"1930",0,0,0,0,0
"1931",68,85,42,0,0
"1932",57,112,34,5,37
"1933",62,67,34,0,0
"1934",50,84,25,10,35
"1935",67,95,31,0,0
"1936",48,76,28,0,0
"1937",46,69,31,0,0
"1938",59,88,37,9,39
"1939",51,86,35,9,37
"1940",52,85,31,0,0
"1941",60,79,35,14,37
"1942",56,65,20,0,0
"1943",65,87,29,11,30
"1944",64,98,40,7,43
"1945",53,80,38,11,28
"1946",61,66,31,0,0
"1947",64,95,40,0,0
"1948",62,86,30,11,39
"1949",0,0,0,0,0
"1950",58,91,42,0,0
"1951",0,0,0,0,0
"1952",51,65,36,7,36
"1953",68,102,38,0,0
"1954",0,0,0,0,0
"1955",62,74,36,0,0
"1956",0,0,0,0,0
"1957",68,65,31,9,34
"1958",46,77,32,12,33
"1959",60,81,33,9,43
"1960",58,81,28,0,0
"1961",70,78,40,0,0
"1962",73,82,31,4,27
"1963",55,90,32,0,0
"1964",63,88,31,0,2
"1965",50,72,32,0,0
"1966",56,74,44,12,34
"1967",62,61,41,0,0
"1968",62,65,38,0,0
"1969",0,0,0,0,0
"1970",60,75,30,0,0
"1971",71,86,30,0,0
"1972",50,88,37,0,0
"1973",49,90,24,10,38
"1974",62,74,28,0,0
"1975",59,91,40,0,0
"1976",0,0,0,0,0
"1977",47,79,34,9,44
"1978",59,68,38,7,44
"1979",62,77,27,8,42
"1980",48,74,38,11,41
"1981",70,86,32,0,0
"1982",57,71,30,12,41
"1983",0,0,0,0,0
"1984",53,87,38,9,40
"1985",64,68,41,0,0
"1986",60,80,29,0,0
"1987",67,89,33,0,0
"1988",0,0,0,0,0
"1989",56,74,36,0,0
"1990",59,82,24,8,38
"1991",69,65,32,0,0
"1992",62,87,32,0,0
"1993",62,80,28,7,24
"1994",63,69,37,7,38
"1995",54,76,35,0,0
"1996",0,0,0,0,0
"1997",59,88,39,4,41
"1998",0,0,0,0,0
"1999",62,77,30,0,0
"2000",0,0,0,0,0
"2001",62,85,33,0,0
"2002",50,81,35,10,40
"2003",73,64,32,0,0
"2004",61,78,43,0,0
"2005",70,81,33,11,42
"2006",64,68,31,0,0
"2007",63,86,34,0,0
"2008",52,73,45,11,37
"2009",47,94,44,9,39
"2010",60,81,43,0,0
"2011",59,68,28,7,38
"2012",0,0,0,0,0
"2013",73,84,33,11,39
"2014",63,69,36,1,0
"2015",71,97,39,0,0
"2016",0,0,0,0,0
"2017",45,83,31,12,39
"2018",56,90,29,0,0
"2019",61,73,26,0,0
"2020",57,61,38,0,0
"2021",55,73,32,0,0
"2022",65,93,32,0,0
"2023",56,87,36,7,36
"2024",68,99,34,9,32
"2025",62,77,28,0,0
"2026",66,77,28,0,0
"2027",58,79,38,0,0
"2028",0,0,0,0,0
"2029",0,0,0,0,0
"2030",61,80,31,8,32
"2031",0,0,0,0,0
"2032",65,66,43,0,0
"2033",66,68,44,0,0
"2034",63,107,36,0,0
"2035",58,84,32,0,0
"2036",63,61,34,0,0
"2037",65,80,32,6,41
