"","age1_orange.P","age2_no_comorbid_orange.P","age2_comorbid_orange.P","age3_no_comorbid_green.P","age3_comorbid_green.P"
"1",13.7592137592138,10.2972399150743,9.58466453674121,0,1.34048257372654
"2",0,0.106157112526539,0,0,0
"3",12.4078624078624,9.02335456475584,12.779552715655,0,0
"4",11.1793611793612,9.97876857749469,9.58466453674121,0,0
"5",0,0.106157112526539,0,0,0
"6",9.82800982800983,9.55414012738854,12.779552715655,0,1.34048257372654
"7",10.5651105651106,7.53715498938429,12.779552715655,0,0
"8",10.3194103194103,9.66029723991507,11.1821086261981,0,0
"9",10.9336609336609,8.3864118895966,11.1821086261981,2.27272727272727,1.34048257372654
"10",11.1793611793612,9.447983014862,11.1821086261981,2.27272727272727,1.34048257372654
"11",11.5479115479115,9.02335456475584,12.779552715655,2.27272727272727,1.34048257372654
"12",0.122850122850123,0.106157112526539,0,0,0
"13",10.8108108108108,9.87261146496815,10.3833865814696,0,0
"14",9.45945945945946,7.64331210191083,9.58466453674121,0,0
"15",10.0737100737101,9.34182590233546,12.779552715655,0,0
"16",8.84520884520884,7.74946921443737,11.9808306709265,9.09090909090909,8.04289544235925
"17",10.5651105651106,8.81104033970276,10.3833865814696,0,0
"18",10.1965601965602,9.34182590233546,10.3833865814696,0,0
"19",10.9336609336609,8.81104033970276,10.3833865814696,0,0
"20",9.33660933660934,9.87261146496815,11.1821086261981,0,0
"21",7.37100737100737,6.4755838641189,9.58466453674121,0,0
"22",9.82800982800983,7.64331210191083,10.3833865814696,0,0
"23",10.3194103194103,8.3864118895966,10.3833865814696,4.54545454545455,5.36193029490617
"24",9.95085995085995,8.9171974522293,11.1821086261981,9.09090909090909,9.38337801608579
"25",9.7051597051597,7.96178343949045,11.1821086261981,0,0
"26",9.82800982800983,8.3864118895966,10.3833865814696,11.3636363636364,5.36193029490617
"27",13.022113022113,8.49256900212314,14.3769968051118,0,0
"28",8.5995085995086,8.3864118895966,11.9808306709265,0,0
"29",11.7936117936118,9.55414012738854,11.9808306709265,0,0
"30",12.1621621621622,9.87261146496815,10.3833865814696,0,0
"31",12.039312039312,9.97876857749469,15.1757188498403,0,0
"32",9.82800982800983,8.3864118895966,8.78594249201278,0,0
"33",10.1965601965602,10.1910828025478,10.3833865814696,0,0
"34",9.33660933660934,10.6157112526539,13.5782747603834,0,0
"35",11.5479115479115,9.02335456475584,11.1821086261981,0,0
"36",11.3022113022113,8.9171974522293,10.3833865814696,2.27272727272727,1.34048257372654
"37",9.82800982800983,7.53715498938429,11.1821086261981,11.3636363636364,8.04289544235925
"38",11.5479115479115,10.0849256900212,13.5782747603834,0,0
"39",8.47665847665848,9.23566878980892,10.3833865814696,9.09090909090909,9.38337801608579
