"","age1_orange.H","age2_no_comorbid_orange.H","age2_comorbid_orange.H","age3_no_comorbid_green.H","age3_comorbid_green.H"
"1",1.96560196560197,1.38004246284501,7.98722044728434,0,0
"2",3.19410319410319,2.33545647558386,7.98722044728434,9.09090909090909,14.745308310992
"3",2.94840294840295,2.4416135881104,8.78594249201278,4.54545454545455,10.7238605898123
"4",2.45700245700246,2.4416135881104,6.38977635782748,0,0
"5",2.45700245700246,1.69851380042463,6.38977635782748,0,0
"6",2.94840294840295,1.91082802547771,8.78594249201278,0,0
"7",2.82555282555283,2.01698513800425,8.78594249201278,0,0
"8",2.08845208845209,1.48619957537155,7.18849840255591,0,0
"9",2.33415233415233,2.12314225053079,6.38977635782748,0,0
"10",2.21130221130221,1.59235668789809,5.59105431309904,4.54545454545455,5.36193029490617
"11",1.71990171990172,3.07855626326964,7.18849840255591,0,0
"12",2.45700245700246,2.01698513800425,7.18849840255591,6.81818181818182,12.0643431635389
"13",2.08845208845209,2.33545647558386,7.18849840255591,0,0
"14",2.7027027027027,2.65392781316348,7.98722044728434,0,0
"15",2.33415233415233,1.80467091295117,7.18849840255591,0,0
"16",1.96560196560197,2.12314225053079,8.78594249201278,0,0
"17",0,0,0,0,0
"18",2.08845208845209,3.39702760084926,8.78594249201278,0,0
"19",1.5970515970516,1.80467091295117,8.78594249201278,11.3636363636364,8.04289544235925
"20",2.82555282555283,2.65392781316348,7.98722044728434,0,0
"21",2.33415233415233,2.01698513800425,7.98722044728434,6.81818181818182,6.70241286863271
"22",2.21130221130221,1.69851380042463,5.59105431309904,4.54545454545455,9.38337801608579
"23",2.33415233415233,2.22929936305732,8.78594249201278,0,0
"24",0,0,0,0,0
"25",2.08845208845209,2.54777070063694,3.99361022364217,4.54545454545455,8.04289544235925
"26",2.45700245700246,2.54777070063694,7.18849840255591,6.81818181818182,6.70241286863271
"27",2.82555282555283,2.12314225053079,3.99361022364217,2.27272727272727,9.38337801608579
"28",2.57985257985258,2.01698513800425,7.18849840255591,0,0
"29",1.5970515970516,3.29087048832272,6.38977635782748,11.3636363636364,9.38337801608579
"30",1.96560196560197,2.76008492569002,5.59105431309904,0,0
"31",2.08845208845209,1.38004246284501,9.58466453674121,2.27272727272727,10.7238605898123
"32",2.33415233415233,1.91082802547771,6.38977635782748,0,0
"33",2.08845208845209,1.48619957537155,7.98722044728434,0,1.34048257372654
"34",2.57985257985258,1.80467091295117,4.79233226837061,6.81818181818182,6.70241286863271
"35",2.21130221130221,1.59235668789809,4.79233226837061,0,0
"36",1.96560196560197,1.80467091295117,4.79233226837061,0,0
"37",2.7027027027027,2.22929936305732,4.79233226837061,2.27272727272727,5.36193029490617
"38",2.7027027027027,1.80467091295117,8.78594249201278,0,0
"39",2.08845208845209,2.4416135881104,11.1821086261981,0,0
"40",2.45700245700246,1.91082802547771,6.38977635782748,0,0
"41",0,0,0,0,0
"42",2.57985257985258,2.01698513800425,9.58466453674121,2.27272727272727,8.04289544235925
"43",3.07125307125307,1.80467091295117,9.58466453674121,0,0
"44",2.82555282555283,1.69851380042463,7.98722044728434,4.54545454545455,9.38337801608579
"45",0,0,0,0,0
"46",1.96560196560197,1.91082802547771,5.59105431309904,0,0
"47",0,0,0,0,0
"48",2.33415233415233,2.01698513800425,11.9808306709265,0,0
"49",1.71990171990172,2.01698513800425,4.79233226837061,0,0
"50",2.08845208845209,1.91082802547771,8.78594249201278,0,0
"51",1.35135135135135,2.22929936305732,7.18849840255591,0,0
"52",2.45700245700246,2.76008492569002,6.38977635782748,0,0
"53",2.45700245700246,2.86624203821656,7.98722044728434,9.09090909090909,8.04289544235925
"54",2.45700245700246,1.80467091295117,6.38977635782748,6.81818181818182,6.70241286863271
"55",2.45700245700246,1.91082802547771,11.9808306709265,0,0
"56",2.57985257985258,2.54777070063694,6.38977635782748,0,0
"57",1.96560196560197,2.01698513800425,8.78594249201278,2.27272727272727,0
"58",1.96560196560197,2.22929936305732,7.18849840255591,0,0
"59",2.82555282555283,3.60934182590234,7.18849840255591,9.09090909090909,10.7238605898123
"60",1.84275184275184,2.54777070063694,5.59105431309904,0,0
"61",2.21130221130221,2.12314225053079,6.38977635782748,2.27272727272727,0
"62",1.96560196560197,2.01698513800425,4.79233226837061,4.54545454545455,9.38337801608579
"63",2.33415233415233,1.48619957537155,7.18849840255591,6.81818181818182,16.0857908847185
"64",2.08845208845209,2.01698513800425,5.59105431309904,0,2.68096514745308
"65",0,0,0,0,0
"66",1.96560196560197,2.12314225053079,6.38977635782748,0,0
"67",1.96560196560197,2.33545647558386,5.59105431309904,2.27272727272727,13.4048257372654
"68",0,0,0,0,0
"69",0,0,0,0,0
"70",2.45700245700246,2.22929936305732,6.38977635782748,0,0
"71",0,0,0,0,0
"72",2.7027027027027,2.54777070063694,6.38977635782748,0,1.34048257372654
"73",2.08845208845209,1.48619957537155,9.58466453674121,0,0
"74",2.45700245700246,1.91082802547771,7.18849840255591,0,0
"75",1.71990171990172,2.54777070063694,7.18849840255591,0,0
"76",2.45700245700246,2.22929936305732,6.38977635782748,6.81818181818182,12.0643431635389
"77",2.45700245700246,2.54777070063694,7.98722044728434,11.3636363636364,10.7238605898123
"78",2.33415233415233,1.80467091295117,3.99361022364217,0,0
"79",0,0,0,0,0
"80",3.07125307125307,1.91082802547771,5.59105431309904,4.54545454545455,8.04289544235925
"81",0,0,0,0,0
"82",0,0,0,0,0
"83",3.43980343980344,3.07855626326964,7.18849840255591,0,0
"84",2.45700245700246,2.12314225053079,3.99361022364217,4.54545454545455,8.04289544235925
"85",2.33415233415233,2.12314225053079,6.38977635782748,0,0
"86",2.08845208845209,2.4416135881104,4.79233226837061,6.81818181818182,12.0643431635389
"87",2.7027027027027,1.80467091295117,3.99361022364217,0,0
"88",1.96560196560197,2.22929936305732,8.78594249201278,0,0
"89",2.45700245700246,2.22929936305732,7.98722044728434,9.09090909090909,8.04289544235925
"90",2.08845208845209,2.22929936305732,7.18849840255591,4.54545454545455,16.0857908847185
"91",2.33415233415233,2.01698513800425,8.78594249201278,0,0
"92",0,0,0,0,0
"93",2.33415233415233,2.86624203821656,7.18849840255591,0,0
"94",0,0,0,0,0
"95",2.33415233415233,1.91082802547771,7.98722044728434,0,0
"96",1.96560196560197,1.80467091295117,8.78594249201278,6.81818181818182,8.04289544235925
"97",1.96560196560197,1.80467091295117,5.59105431309904,0,0
"98",2.45700245700246,2.22929936305732,7.18849840255591,0,0
"99",2.45700245700246,2.54777070063694,5.59105431309904,0,0
"100",1.96560196560197,2.22929936305732,7.98722044728434,0,0
"101",0,0,0,0,0
"102",2.57985257985258,2.22929936305732,7.98722044728434,0,1.34048257372654
"103",2.33415233415233,2.12314225053079,9.58466453674121,4.54545454545455,16.0857908847185
"104",2.82555282555283,2.65392781316348,5.59105431309904,9.09090909090909,6.70241286863271
"105",2.33415233415233,2.22929936305732,7.18849840255591,0,0
"106",0,0,0,0,0
"107",0,0,0,0,0
"108",2.33415233415233,2.54777070063694,7.18849840255591,0,0
"109",0,0,0,0,0
"110",2.57985257985258,2.76008492569002,7.98722044728434,0,0
"111",0,0,0,0,0
"112",2.33415233415233,2.12314225053079,7.18849840255591,0,0
"113",2.33415233415233,2.4416135881104,7.98722044728434,0,0
"114",2.08845208845209,2.33545647558386,5.59105431309904,0,0
"115",1.71990171990172,2.4416135881104,6.38977635782748,0,0
"116",1.5970515970516,2.01698513800425,8.78594249201278,0,1.34048257372654
"117",2.57985257985258,2.12314225053079,7.98722044728434,0,0
"118",2.33415233415233,3.29087048832272,3.99361022364217,0,0
"119",2.33415233415233,1.80467091295117,7.18849840255591,6.81818181818182,5.36193029490617
"120",2.08845208845209,1.80467091295117,11.9808306709265,0,0
"121",2.94840294840295,2.01698513800425,5.59105431309904,4.54545454545455,4.02144772117963
"122",2.82555282555283,2.33545647558386,6.38977635782748,0,0
"123",2.08845208845209,1.69851380042463,11.1821086261981,0,0
"124",0,0,0,0,0
"125",2.21130221130221,2.54777070063694,7.18849840255591,6.81818181818182,12.0643431635389
"126",2.08845208845209,1.91082802547771,7.18849840255591,0,0
"127",0,0.106157112526539,0,0,0
"128",2.45700245700246,1.59235668789809,5.59105431309904,0,0
"129",0,0,0,0,0
"130",2.33415233415233,2.12314225053079,7.18849840255591,6.81818181818182,8.04289544235925
