"time" "healthy.S" "vulnerable.S" "healthy.E" "vulnerable.E" "healthy.A" "vulnerable.A" "healthy.I" "vulnerable.I" "healthy.R" "vulnerable.R" "healthy.Q" "vulnerable.Q" "healthy.D" "vulnerable.D"
0 1900 100 0 0 0 0 1 0 0 0 0 0 0 0
1 1899.54337218704 99.9879666387366 0.358692695859097 0.0094541211770686 0.0883537389649458 0.0012247052017954 0.865358194414141 0.00120414332766354 0.0977103299074093 0.000107653199127859 0 0 0.0465128538136216 4.27383577532415e-05
2 1899.07186470227 99.9754628218497 0.590087033102353 0.0156163632375941 0.289137370304351 0.00401630850907349 0.756035995076352 0.00388279925543055 0.205919426531658 0.000732903047706929 0 0 0.0869554727183954 0.000288804100449957
3 1898.53456057878 99.9611060289857 0.783504036864077 0.0208471535729577 0.553296468145883 0.00770925630106122 0.6667490340872 0.00733430024787852 0.339440637082238 0.00215870665601083 0 0 0.122449245043582 0.000844554236397845
4 1897.89685084851 99.9439577145715 0.980843180219569 0.0262440155327576 0.865800024435414 0.0121073298943229 0.59438007228603 0.0113505992379397 0.508214132455154 0.00456607290853508 0 0 0.153911742092474 0.00177426785497277
5 1897.12840332566 99.9231942729674 1.20440901886848 0.0323892025387781 1.22711761895662 0.0172260447102877 0.536951702842995 0.015940864813205 0.72098244036654 0.0081159162535119 0 0 0.182135893310276 0.00313369871686487
6 1896.19743396726 99.8979503338143 1.46900276402143 0.0396723023676298 1.64551286720059 0.023187053155092 0.49317561183061 0.0212181269459087 0.987040605822413 0.0129869062355561 0 0 0.207834183868499 0.00498527748157979
7 1895.06756678715 99.867232676526 1.7872957430939 0.048432430263781 2.13401675557801 0.0301777165574768 0.462254430374865 0.0273555530082802 1.31719880276878 0.0193956768460292 0 0 0.231667481037701 0.00740594679840858
8 1893.69567048061 99.8298605839471 2.17235267819717 0.0590245669308332 2.70945973401733 0.0384390340012313 0.443797358921717 0.0345727596672525 1.72445258720764 0.0276107230066953 0 0 0.254267161045972 0.0104923324468914
9 1892.02995744555 99.7844129938936 2.63897111775863 0.0718548703754241 3.39244496319131 0.0482664118003782 0.43778997176814 0.043135468669851 2.22458196838185 0.037964955662941 0 0 0.276254533355568 0.0143652995978227
10 1890.00802031642 99.7291734166055 3.20455245158551 0.0874041198685906 4.20779251701209 0.0600168600738768 0.444592882208863 0.0533615941438877 2.83678233964404 0.0508691904986327 0 0 0.298259493130301 0.0191748188095406
11 1887.55462432481 99.6620674188429 3.88982193417375 0.106247775981954 5.18526703673787 0.0741201639490745 0.464958648521126 0.0656310771591769 3.58438837624893 0.0668279013527487 0 0 0.320939679509922 0.0251056627142154
12 1884.579172571 99.5805900868425 4.71952762853602 0.129076182249935 6.36051250650976 0.0910931070984906 0.500062647449759 0.0803984376723687 4.49572386564863 0.0864579722460256 0 0 0.345000780857847 0.0323842138907158
13 1880.97277352595 99.4817210464215 5.72317812022491 0.156716640867455 7.77617280733826 0.11155661304891 0.551546267139224 0.0982078323657913 5.6051105625007 0.110511205301497 0 0 0.371218716850741 0.0412866619948717
14 1876.60489714705 99.3618260484007 6.93582704734497 0.190157807455693 9.48318549991221 0.136255777042414 0.621571442002993 0.119710554007403 6.95405474759688 0.139901054061574 0 0 0.40046411609241 0.052148759032195
15 1871.31950333892 99.2165407616651 8.39892221609166 0.230577296402752 11.5422815994449 0.166083549876987 0.712887722848766 0.14568559916206 8.59267478956148 0.175735106991149 0 0 0.433730333133557 0.0653776859020255
16 1864.93084941309 99.0406413664575 10.1611407691241 0.279370787372624 14.0256062739961 0.202107074607227 0.828907756574998 0.177062392704446 10.5813315424411 0.21935261366795 0 0 0.472164244771394 0.0814657651902438
17 1857.21883917344 98.827895971028 12.2791887499499 0.338182990486024 17.0185207539331 0.245597966473191 0.97379328632164 0.214946763798943 12.9925562638525 0.272369430491835 0 0 0.517101772502956 0.101006877722028
18 1847.92419985403 98.5709021966672 14.8184498310099 0.408938132369225 20.6214494516395 0.298065208487198 1.15254496040306 0.26064890588109 15.9132483844711 0.336730091794988 0 0 0.570107518448346 0.124715464800365
19 1836.74370637787 98.2609134043769 17.8533204286228 0.493866939849085 24.9517007177543 0.361290314505276 1.37109173056931 0.315712948026491 19.4471617688166 0.41476795331203 0 0 0.63301897636871 0.153448439930272
20 1823.32589269416 97.8876610507795 21.4670125841035 0.595525835127219 30.1450722932494 0.437363007266623 1.63636982467869 0.381946442831659 23.7176576333389 0.509273606887554 0 0 0.707994970469376 0.188230057107506
21 1807.26789709552 97.4391850561837 25.750517937296 0.716801736661202 36.3569666055364 0.528714827650115 1.9563766895595 0.461447324645438 28.8706741524923 0.623571415393506 0 0 0.79756751959997 0.230279639466061
22 1788.11437970169 96.9016910607632 30.8003121856371 0.860893085821664 43.7626277636261 0.638146555141757 2.34017937047712 0.556624488765257 35.077805633514 0.761603090536946 0 0 0.904695345052117 0.281041718971148
23 1765.35976041925 96.2594613881728 36.7142988573168 1.03125497230008 52.5559590922202 0.768843439295331 2.79784875150267 0.670206435902365 42.5393167848213 0.928016072398833 0 0 1.03281609488968 0.3422176919306
24 1738.45543704035 95.4948578643815 43.5853835593598 1.23149233220626 62.9461905338292 0.924369610763553 3.34028112410829 0.805230053938663 51.486815127048 1.12825271482626 0 0 1.18589261530203 0.415797423883715
25 1706.82386706542 94.5884643528 51.4920991628321 1.46518335441183 75.1515402525237 1.10863062208285 3.97886197531114 0.96499949996286 62.1851849728174 1.36863384752685 0 0 1.36844657109203 0.50408832321561
26 1669.88150616759 93.5194257764669 60.4858267638979 1.73561455876616 89.388915811065 1.32579061600339 4.72492169379603 1.15300303685568 74.9332590104415 1.656427614144 0 0 1.58557055320986 0.609738397763903
27 1627.0730528739 92.2660618728606 70.5742643955076 2.04540503861496 105.858418937356 1.58012501918759 5.58891811011531 1.37277079865148 90.0624403409872 1.99988939788002 0 0 1.84290534213817 0.735747872805377
28 1577.9170831985 90.8067959632347 81.7022332242518 2.3960249496501 124.722204195871 1.87579554840465 6.57932211497452 1.62766213138635 107.932586578436 2.40825770123857 0 0 2.14657068796257 0.885463706085626
29 1522.0637386901 89.121469482476 93.7306577778649 2.78720028974274 146.077325215145 2.21653055046603 7.70118708822141 1.92056860646534 128.924060199214 2.89168281713725 0 0 2.50303102946021 1.06254825371265
30 1459.3608933981 87.1930362818622 106.417310083743 3.21625363045327 169.923326057751 2.60520308615601 8.95444194781826 2.25352754015152 153.425145886553 3.46106570953167 0 0 2.91888262602979 1.27091375184539
31 1389.92236371757 85.0095753800363 119.403953171715 3.67746064600729 196.126873286608 3.04331178174429 10.3320286177808 2.62725304521248 181.814229360412 4.12778467611679 0 0 3.40055184591839 1.51461447088287
32 1314.18804995589 82.5664773736435 132.214851305508 4.16152124384945 224.388585573054 3.53040214577153 11.8181553043378 3.04062403831668 214.436457983675 4.90328687195041 0 0 3.9538998775307 1.79768832646842
33 1232.96287028583 79.8685367405923 144.273511690891 4.65533203756053 254.21707316104 4.06347109165549 13.38692936561 3.49016966791274 251.575864984777 5.79854249077354 0 0 4.58375051185132 2.12394797150543
34 1147.42032192918 76.9316070036034 154.940804817779 5.14219942357354 284.919157200432 4.6364557674073 15.0018418632238 3.96965023918325 293.424506922913 6.82336429261839 0 0 5.29336726647615 2.49672327361415
35 1059.0603126826 73.7834229657968 163.574383572519 5.60263895606039 315.613065153063 5.23990887781032 16.6164614747775 4.46982687859301 340.051842546214 7.98563124150034 0 0 6.08393457082213 2.91857108023921
36 969.618694124948 70.4632664288057 169.602801724986 6.01578049873864 345.269566835125 5.86097703009115 18.1765990469425 4.97852539672623 391.378229547812 9.29047507588755 0 0 6.95410872018693 3.39097556975082
37 880.935654780704 67.020273930481 172.602118736461 6.36128825897823 372.781430191527 6.48377493951622 19.6239627314698 5.48107222916013 447.15711736228 10.7395173038093 0 0 7.89971619755731 3.91407333805513
38 794.803124318854 63.5104868380846 172.358180406753 6.62150713281824 397.054319509471 7.09018733946313 20.9009417301087 5.96112011480613 506.969769690277 12.3302571249567 0 0 8.91366434453701 4.48644144987122
39 712.81657016419 59.9929871543441 168.900221337586 6.78347439553384 417.106309984213 7.66104574479607 21.9558435834831 6.40179880947709 570.234949316718 14.0557086880569 0 0 9.98610561380936 5.10498520779198
40 636.257312656077 56.5256833746631 162.496244444094 6.84038440860523 432.160031502263 8.17755524526625 22.7477435690047 6.78706046382795 636.233808303232 15.9043636853685 0 0 11.1048595253289 5.76495282226894
41 566.022660354337 53.1613917583812 153.612282409041 6.79223440851619 441.711601443595 8.6227654468411 23.2501125059373 7.10301791810226 704.147296501792 17.8605059689347 0 0 12.2560467852979 6.46008449922452
42 502.611000322984 49.9447746894369 142.844711583254 6.64551989227219 445.564917273688 8.98287337770117 23.4526214251942 7.33907472611492 773.101885068382 19.9048683229596 0 0 13.424864326498 7.18288899151529
43 446.15333322529 46.9104449006292 130.84265265018 6.41213113613304 443.829065418839 9.24817603725231 23.3610050185708 7.48868549190455 842.217545124568 22.0155491892238 0 0 14.5963985625519 7.92501324485717
44 396.478396061658 44.0823312492444 118.235195358727 6.10768810356808 436.882154392409 9.41356167677606 22.9951579682431 7.54965686113517 910.65270873205 24.169095378047 0 0 15.7563874869125 8.67766673122929
45 353.192714698668 41.4741222417216 105.576078959619 5.74969411092767 425.311710357351 9.47851620949003 22.3859977410795 7.52398727966491 977.641644051281 26.3416278861906 0 0 16.8918541920021 9.43205227200523
46 315.76090523909 39.0904959669157 93.3103384280253 5.35580624558987 409.843900605513 9.44670969105744 21.5717393967317 7.41732694948394 1042.52155019067 28.5099001748215 0 0 17.9915661399709 10.1797609721317
47 283.575565668222 36.9287887593995 81.7625358335512 4.9424539010766 391.272904183482 9.32527634588147 20.594178155891 7.23818081037932 1104.74851056918 30.6522012535718 0 0 19.0463055896735 10.9130989296913
48 256.01176526605 34.9807944737223 71.1418150543606 4.52390514474344 370.398918325092 9.12392724531712 19.4954264980459 6.99699500806967 1163.90311002781 32.7490505367988 0 0 20.0489648286445 11.6253275913487
49 232.465239612285 33.2344719935093 61.5577761641289 4.11177923364677 347.979713493748 8.85402348998056 18.3153643555369 6.70525031572155 1219.68741142242 34.7836629317916 0 0 20.9944949518808 12.3108120353502
50 212.376093185561 31.6754213471034 53.0414054274991 3.71493655260162 324.697292304352 8.52771198673277 17.0898842585952 6.37465535057582 1271.91557788708 36.7421919132006 0 0 21.8797469369173 12.9650828497858
51 195.241169849968 30.2880726779212 45.566604265041 3.33963784627509 301.138646629283 8.15719023527319 15.8498784985797 6.01649462190472 1320.5004564919 38.6137795606272 0 0 22.7032442652233 13.5848250579986
