"time" "healthy.S" "vulnerable.S" "healthy.E" "vulnerable.E" "healthy.A" "vulnerable.A" "healthy.I" "vulnerable.I" "healthy.R" "vulnerable.R" "healthy.Q" "vulnerable.Q" "healthy.D" "vulnerable.D"
10 1889.48916276447 99.4467980402351 3.43113372008857 0.180585985267819 4.41611306677088 0.122330001849609 0.455557121748234 0.10886821106188 2.90855730891784 0.102697873492278 0 0 0.299476018008005 0.0387198880933355
11 1886.82019902352 99.3063262643955 4.19895486265796 0.220997624350419 5.48236919675755 0.151866182735666 0.480595602604161 0.134630794028205 3.69506574676925 0.135325503690759 0 0 0.322815567695724 0.0508536307994067
12 1883.5571656055 99.1345876634475 5.1359991773688 0.270315746177305 6.77582889202942 0.187696091191951 0.521921400073702 0.165890122757536 4.66127813809819 0.175681290210685 0 0 0.347806786927581 0.0658290862150331
13 1879.57060864999 98.9247688763151 6.27835892774236 0.330439943565387 8.34740541979206 0.231230067030251 0.581611146774547 0.203883763080436 5.84670236425834 0.225421436519187 0 0 0.375313491446339 0.0842559134896674
14 1874.70425731063 98.6686451216123 7.66918326828891 0.403641224646785 10.2583941984261 0.284166044277731 0.66237189475167 0.250097748961682 7.29947463579868 0.286570321547106 0 0 0.40631869210073 0.106879538954385
15 1868.77010484456 98.3563213076082 9.35977141619726 0.492619548220908 12.5823967353093 0.348542845853443 0.767630619265396 0.306312665921982 9.07813786210677 0.361595179313741 0 0 0.441958522565653 0.134608453081734
16 1861.5430358935 97.9759492575526 11.410640592922 0.600560031206421 15.4074246525251 0.426798466828951 0.901635034500589 0.374653600350346 11.2537034461597 0.453492766426593 0 0 0.483560380392773 0.168545877635066
17 1852.75495402737 97.5134186330197 13.8925091756567 0.731184693455617 18.8382036435385 0.521833895942896 1.06956606435306 0.457644273405639 13.9120801639125 0.565891472497805 0 0 0.532686925165135 0.210027031678354
18 1842.08877954929 96.9520410289098 16.8870116170771 0.888790085109321 22.9985123519615 0.637077904486467 1.27765352926994 0.558260987494479 17.1568573149342 0.703168266251932 0 0 0.591185637470622 0.260661727747973
19 1829.17271826111 96.2722483295319 20.486896373749 1.07825770388153 28.0334139737905 0.776548863539904 1.53328716071791 0.679982698607777 21.1124401947892 0.870580262096103 0 0 0.661244035846431 0.322382142342743
20 1813.57550555027 95.4513423973825 24.7953461280257 1.30501821726451 34.1110819116394 0.944905316111895 1.84510716895301 0.826829380376296 25.9275091587369 1.0744095327147 0 0 0.745450082377442 0.397495156150099
21 1794.80367526542 94.4633513297592 29.9239354514645 1.57494397112971 41.4237808160482 1.14747315279912 2.22305111795642 1.00337740978175 31.7787012337066 1.32211666664333 0 0 0.84685611539971 0.488737469886902
22 1772.30233092468 93.2790700486674 35.9885755517016 1.89413555535271 50.1873856854544 1.3902322904558 2.6783245205366 1.21473623123632 38.8743399324118 1.62249539091094 0 0 0.969043385214761 0.599330483376808
23 1745.46140512816 91.8663897435872 43.1026664158352 2.26856139030712 60.6385743159863 1.67973890071984 3.22324954931894 1.46646439813112 47.4579222995417 1.98581554979384 0 0 1.11618229116048 0.733030017460853
24 1713.62988089244 90.19104636276 51.3666032724417 2.70350543539167 73.0285867909061 2.02295254268438 3.87093355607981 1.76439728953242 57.8109147429074 2.42393496393567 0 0 1.29308074522538 0.894163405695878
25 1676.14053920398 88.2179231159987 60.8529605250179 3.20278739605358 87.612338046344 2.42693457192089 4.63469343324327 2.11435654899683 70.2542582646494 2.95035426954145 0 0 1.50521052676901 1.0876440974885
26 1632.34854945983 85.9130815505175 71.5866783764283 3.76771991454886 104.631262411074 2.89837291997434 5.52715045943097 2.52170185249401 85.1476632436492 3.58017505497889 0 0 1.75869604958533 1.31894870748641
27 1581.68489395843 83.246573366233 83.5212166288027 4.39585350677909 124.288943694617 3.44290702755171 6.55894572696498 2.99070361575941 102.885750409964 4.32992100980953 0 0 2.06024958122451 1.59404147386728
28 1523.72531827942 80.1960693831273 96.511935095753 5.07957553135542 146.718883517555 4.06423500048628 7.73704207755469 3.52372507404898 123.889789278489 5.21716877662714 0 0 2.41703175122889 1.91922623435482
29 1458.27142824951 76.751127802606 110.290544020625 5.80476547476975 171.945164070398 4.76302393546809 9.06265228969847 4.12023959506298 148.593795004166 6.25993630896859 0 0 2.83641636559818 2.30090688312456
30 1385.43554674531 72.9176603550165 124.447210963287 6.54985320859407 199.838454599404 5.53569126314139 10.5289223962509 4.77575158468591 177.42421872297 7.47579777180768 0 0 3.32564657277302 2.74524581675439
31 1305.71638819141 68.7219151679687 138.42703832768 7.28563359619369 230.073779355662 6.37323488519838 12.1187078837641 5.48079681834639 210.772712644728 8.88070513250663 0 0 3.89137359676053 3.2577143997862
32 1220.04793541889 64.2130492325729 151.550024484285 7.97631707812024 262.097092575513 7.26030727355991 13.8028135669329 6.22020313656521 248.963037808415 10.4875664251376 0 0 4.53909614596955 3.84255685404411
33 1129.80238200744 59.4632832635494 163.059704473572 8.58208970913538 295.111973430085 8.17484690942062 15.5392925371072 6.97290530256399 292.214113172182 12.3046707097837 0 0 5.27253437961408 4.50220410554679
34 1036.73378054988 54.5649358184148 172.199736526283 9.06314402769911 328.095959054784 9.08853072173917 17.2743051182309 7.71254589514895 340.603212408166 14.3341364461009 0 0 6.09300634265361 5.23670709089703
35 942.858634261471 49.6241386453405 178.309643123487 9.38471805913091 359.853440687801 9.96823935423271 18.9449022918686 8.40901822069472 394.034485022412 16.5706090070663 0 0 6.99889461296116 6.04327671353477
36 850.286710749109 44.7519321446899 180.921513845532 9.52218493923852 389.104205649581 10.7785098517889 20.4836852999691 9.03089215024423 452.218583299043 19.0004562601426 0 0 7.98530115676629 6.91602465389577
37 761.029570596126 40.0541879261118 179.835300167696 9.46501579829976 414.598255994626 11.4847162325381 21.824848299832 9.54844451602538 514.668055554396 21.6016587161405 0 0 9.04396938732566 7.8459768108844
38 676.821983810722 35.6222096742485 175.152434725828 9.2185491960962 435.239642574268 12.056499794301 22.9106955754417 9.93681292400791 580.711715481164 24.3445245909365 0 0 10.1635278325769 8.82140382040987
39 598.990527768434 31.5258172509702 167.258980314707 8.80310422708985 450.195570784686 12.4707914344788 23.6973836255115 10.1786427014452 649.527490516551 27.1931961062535 0 0 11.3300469901105 9.82844827976237
40 528.388405669915 27.8099160878902 156.762282732171 8.25064645958794 458.972927191721 12.7139315011557 24.158948605132 10.2657838199286 720.189596809474 30.1077546782713 0 0 12.5278389915879 10.8519674531661
41 465.40017949426 24.4947462891716 144.398628453881 7.59992781336217 461.447560697799 12.7824809057562 24.2888472033848 10.1996877543384 791.724380017606 33.0466696401743 0 0 13.7404041330694 11.8764875971974
42 410.000752311747 21.5789869637761 130.934446775706 6.89128667240555 457.847612647087 12.6827593531049 24.0990790762722 9.99060202484436 863.166722199404 35.9692344073367 0 0 14.9513869897851 12.8871305785324
43 361.848002752337 19.0446317238072 117.080663109633 6.1621401636649 448.69779130652 12.4293016982415 23.6172537493585 9.65579109328263 933.610851429638 38.8377238395131 0 0 16.1454376525143 13.8704114814906
44 320.385239184745 16.8623810097234 103.433973739275 5.44389335469868 434.739150753331 12.0426357549399 22.882368302899 9.21720953088233 1002.25037766945 41.6190537063024 0 0 17.3088903503 14.8148266434533
45 284.93593531884 14.9966281746758 90.4478100511366 4.76041105532298 416.840816597003 11.5468370248477 21.9401612272552 8.69907838096926 1068.40505963768 44.2858443621686 0 0 18.430217168082 15.7112010020157
46 254.780392458628 13.4094943399278 78.4290032321842 4.12784227537811 395.91747036351 10.9672429463576 20.8387693838864 8.12572578166815 1131.53411095127 46.8168917013289 0 0 19.5002536105243 16.5528029553395
47 229.21097538766 12.0637355467189 67.5526980977194 3.55540516303786 372.861191183688 10.3285648527337 19.6251406294943 7.51989697270194 1191.23776946936 49.1971311285977 0 0 20.5122252320789 17.3352663362098
48 207.567326439769 10.9245961284089 57.8870895367931 3.04668892298911 348.491840445207 9.65351358573978 18.3424223990238 6.9016158711521 1247.24970224516 51.4172146901357 0 0 21.4616189340494 18.0563708015744
49 189.25527026368 9.9608036980884 49.4210492105122 2.60110785318485 323.526244714516 8.96194583696719 17.0283396828753 6.28757468836936 1299.42314801395 53.4728331553932 0 0 22.3459481144717 18.715734767997
50 173.753983533922 9.14494650178537 42.0900155578083 2.21526397672675 298.56351598065 8.27045750638917 15.714422346758 5.69095412810156 1347.71360334798 55.363907570676 0 0 23.1644592328852 19.3144703163212
51 160.615451336566 8.45344480718768 35.7976446102975 1.88408655843671 274.082948198544 7.59232543486269 14.4258943705898 5.12156086579786 1392.16024453998 57.0937456080201 0 0 23.9178169440223 19.854836725695
52 149.459403620689 7.86628440108889 30.4324044260203 1.60170549610633 250.450624014752 6.93769041592109 13.1820215254256 4.58616732081002 1432.86775038903 58.6682335007775 0 0 24.6077960240796 20.3399188652962
53 139.966050726727 7.36663424877509 25.8793062893334 1.36206875207018 227.931309486289 6.31388668937088 11.9967373721443 4.0889575126056 1469.98959786649 60.0951073036924 0 0 25.2369982590176 20.7733454934859
54 131.868101057344 6.94042637143917 22.0275570272965 1.15934510669982 206.702896974107 5.7258420214434 10.8794033800418 3.63200554525999 1503.7134369893 61.3833265973224 0 0 25.8086045719087 21.1590543578353
55 124.94295631131 6.57594506901633 18.7750358959625 0.988159783998024 186.871477046558 5.17649520904591 9.83560215589125 3.21573874254779 1534.24876251236 62.5425567799194 0 0 26.3261660779151 21.5011044154725
56 119.005566604788 6.26345087393621 16.0304676574364 0.843708824075598 168.485726553263 4.66719464136463 8.86789468605024 2.83935470979558 1561.81690996485 63.5827582302287 0 0 26.7934345336129 21.8035327205993
57 113.902142301862 5.99484959483483 13.7140860287158 0.721794001511356 151.549874433855 4.19805746354168 7.97650272594954 2.50117866587848 1586.64316589045 64.5138705062594 0 0 27.2142286191739 22.0702497679742
58 109.504770470262 5.76340897211906 11.7573069463846 0.618805628757086 136.034929996871 3.76828060933159 7.1598997436504 2.19895776025315 1608.95076071433 65.3455795598847 0 0 27.5923321285058 22.3049674696544
59 105.706884818666 5.56352025361399 10.101868999678 0.531677315772524 121.888058965597 3.3764005253628 6.41530438002488 1.93009419227254 1628.95646352635 66.087154201461 0 0 27.931419309686 22.5111535115171
60 102.419501354949 5.39050007131311 8.69870910107758 0.457826794793556 109.040212895356 3.02050451233672 5.73908198333295 1.69182417711676 1646.86749216733 66.7473382495249 0 0 28.2350024979553 22.692006194915
61 99.5681178126299 5.2404272532963 7.50676537449819 0.395092914447273 97.4121694454489 2.6983980455803 5.12706250648601 1.48135020788849 1662.87948708289 67.3342867246678 0 0 28.5063977780525 22.8504448541199
62 97.0901672715859 5.11000880376768 6.49181347392088 0.341674393364256 86.9192200425082 2.40773462721629 4.57478721601376 1.295935540699 1677.17530741374 67.8555352045853 0 0 28.748704582237 22.9891114303675
63 94.9329420742245 4.99647063548549 5.62539954752188 0.296073660395888 77.47469654464 2.14611347769086 4.07769429724163 1.13296781841425 1689.92447132915 68.317994391191 0 0 28.9647962072237 23.1103800168225
64 93.0518928348254 4.89746804393817 4.88389390058053 0.257047047398975 68.9925783427175 1.91115175464591 3.63125606262021 0.989999576916217 1701.28306065906 68.7279621383931 0 0 29.1573182002032 23.2163714387076
65 91.4092439882141 4.81101284148495 4.24767527527001 0.223561856593158 61.389336241869 1.70053562996867 3.23107599165443 0.864770610352563 1711.39397582127 69.0911480412965 0 0 29.3286926817238 23.3089710203042
66 89.9728598344664 4.73541367549823 3.70043750706695 0.194759868792997 54.5851946738646 1.51205525412367 2.87295515756156 0.755217496635516 1720.38742616859 69.4127058393401 0 0 29.4811266584539 23.3898478656094
67 88.7153172505047 4.66922722371077 3.22860937949167 0.16992680944693 48.5049350238297 1.34362700897035 2.55293450283218 0.659473756557935 1728.38158078812 69.6972705878824 0 0 29.6166230552227 23.4604746134316
68 87.6131440995613 4.61121811050322 2.82087278324877 0.14846698859204 43.0783553416192 1.19330624215012 2.26731903043888 0.575863719581428 1735.48331536999 69.9489980737377 0 0 29.7369933751402 23.5221468654355
69 86.646192509884 4.56032592157284 2.4677653885996 0.129882388873663 38.2404727132573 1.05929287294342 2.01268845141316 0.502892279038113 1741.78900971896 70.1716047547027 0 0 29.8438712178876 23.5760017828693
70 85.7971215494247 4.51563797628551 2.16135454744442 0.113755502497075 33.9315385704102 0.939931816354851 1.78589798755096 0.439232217602857 1747.38536127597 70.3684069657568 0 0 29.9387260692019 23.6230355215029
71 85.0509683151292 4.47636675342785 1.89497006360481 0.099735266505516 30.0969221998474 0.833709756228459 1.5840722376998 0.383710318620579 1752.35019023593 70.5423585695112 0 0 30.0228769477878 23.6641193357064
72 84.3947916962976 4.4418311419104 1.66298597784527 0.0875255777813298 26.6869035154794 0.739249404860924 1.40459426876055 0.335293116864434 1756.75321892578 70.6960864969381 0 0 30.0975056158441 23.7000142616448
73 83.8173746675163 4.41144077197454 1.46064192448632 0.0768758907624381 23.6564081654986 0.655302165249269 1.24509167200771 0.293072882045146 1760.65681440436 70.8319238966754 0 0 30.1636691661307 23.7313843932932
74 83.308975339471 4.38468291260373 1.28389732590784 0.0675735434688334 20.9647080291325 0.580739834602008 1.10342079808428 0.256254224344425 1764.11668665119 70.9519407111713 0 0 30.2223118562156 23.7588087738096
75 82.861117259576 4.36111143471452 1.12931173890508 0.0594374599423725 18.575105413253 0.514545856322797 0.977650134325437 0.224141548367421 1767.18253931536 71.0579716985008 0 0 30.2742761385835 23.7827920021521
76 82.4664122546903 4.34033748708896 0.993946655561096 0.0523129818716366 16.454612161745 0.455806431073268 0.866043414532181 0.196127460660983 1769.89867263349 71.1516419868758 0 0 30.3203128799851 23.8037736524294
77 82.1184122091427 4.32202169521804 0.875285843285301 0.0460676759623843 14.5736390572889 0.40370191294429 0.767043270638108 0.171682363105406 1772.30452901073 71.2343898771177 0 0 30.3610906089135 23.8221364756522
78 81.8114811731501 4.30586743016579 0.771167752322444 0.0405877764380234 12.9056914757624 0.357498378829984 0.679255213592237 0.150344909870157 1774.4352002718 71.3074877612821 0 0 30.3972041133781 23.838213743414
79 81.5406857617775 4.29161504009355 0.679730464465417 0.035775287603443 11.4270793005716 0.316539592813619 0.601432364892285 0.131713435558291 1776.3218898337 71.3720609436345 0 0 30.4291822745985 23.8522957002966
80 81.3017041472304 4.27903706038054 0.599367369057987 0.0315456510030519 10.1166515962337 0.280239656405364 0.532461491367336 0.115438536846004 1777.99232041851 71.4291040416339 0 0 30.4574949776061 23.8646350537311
81 81.0907459712464 4.26793399848665 0.528687983721242 0.0278256833537496 8.95554580304561 0.248076061026194 0.471349804304463 0.101216367677705 1779.47111093837 71.4794959937546 0 0 30.4825594993157 23.875451895701
82 80.9044834777314 4.25813070935428 0.466486565382251 0.0245519244938026 7.92695509346341 0.219583243586244 0.417212714539468 0.0887827136537114 1780.78011588778 71.5240134242008 0 0 30.5047462611016 23.8849379847111
83 80.7399928847845 4.24947330972549 0.411715700400845 0.0216692473895181 7.01591796083299 0.194346757917811 0.369262757747143 0.0779078628088528 1781.93872675857 71.5633423928415 0 0 30.5243839376645 23.8932604293168
84 80.5947044390062 4.24182654942137 0.363464029452174 0.0191296857606407 6.20912975123044 0.171998054050705 0.326799674697017 0.0683921876850562 1782.96413813832 71.5980886757202 0 0 30.5417639672934 23.900564847362
85 80.4663559593611 4.23507136628216 0.320936275116527 0.0168913829008698 5.49475929242723 0.152209398682195 0.28920075980684 0.0600619995411386 1783.87160283713 71.6287875396599 0 0 30.5571448761564 23.9069783129337
86 80.3529560902409 4.22910295211794 0.283438619040995 0.0149178220547892 4.86229606649251 0.134689641731095 0.255912817331162 0.0527662569339174 1784.67464059116 71.6559116491724 0 0 30.5707558157349 23.9126116779899
87 80.2527517225177 4.22382903802724 0.25036493424588 0.0131771018024147 4.30241067100327 0.119180350997321 0.226444816980042 0.046373641946565 1785.38522807186 71.6798782231571 0 0 30.5827997833939 23.9175616440693
88 80.1641977198042 4.21916830104232 0.221183790818914 0.0116412521483639 3.80682259011056 0.105452149310542 0.200360934285737 0.0407698663875528 1786.01397830159 71.7010557526026 0 0 30.5934566633944 23.9219126785085
89 80.0859319480038 4.21504904989493 0.195430008461343 0.0102857899190181 3.36818517405825 0.0933015283672646 0.177274496720541 0.0358554292697938 1786.57029257094 71.7197696271373 0 0 30.6028858018187 23.9257385754116
90 80.0167531621058 4.21140806116346 0.172695498995762 0.00908923678925063 2.97998309243582 0.0825480081007153 0.156842586346821 0.0315436768367572 1787.06249733325 71.7363071800163 0 0 30.611228326866 23.9291038370934
91 79.9556016687526 4.2081895615133 0.152621678878967 0.00803271994099828 2.6364403836401 0.073031589574518 0.13876120018407 0.0277591201544833 1787.49796585773 71.7509221392575 0 0 30.6186092108115 23.9320648695592
92 79.9015423395121 4.20534433365853 0.134893856454213 0.00709967665548488 2.33243713706301 0.0646104470100557 0.122760864948207 0.0244359401681338 1787.88322669361 71.7638385751703 0 0 30.6251391084178 23.9346710273374
93 79.8537497791789 4.20282893574626 0.11923512474366 0.00627553288124526 2.06343673145073 0.0571589122285521 0.108602807394446 0.0215167397953105 1788.22405957476 71.7752543664031 0 0 30.6309159824698 23.9369655129455
94 79.8114952757617 4.20060501451377 0.10540177379449 0.00554746177865739 1.82542010441174 0.050565653861821 0.096075494734224 0.0189514367285114 1788.52558080037 71.7853442705546 0 0 30.6360265509293 23.9389861625626
95 79.7741353365112 4.19863870192164 0.0931794523699705 0.00490418170368266 1.61482707585989 0.0447320519628779 0.0849915463235263 0.0166962979489542 1788.79231901753 71.7942626363436 0 0 30.6405475714108 23.9407661301192
96 79.7411016038528 4.1969000844133 0.0823791911797712 0.00433574690419848 1.42850474721208 0.0395707686208333 0.0751850177690663 0.014713124540886 1789.02828245916 71.8021457956206 0 0 30.6445469808264 23.9423344799002
97 79.7118920335568 4.19536273860825 0.0728344602670467 0.00383339264563403 1.26366133998527 0.0350044692516696 0.066508971327847 0.0129685323701528 1789.23701829354 71.8091141661228 0 0 30.648084901327 23.9437167010014
98 79.6860630647088 4.1940033191952 0.0643985736631377 0.00338939861384935 1.11782487856763 0.0309646780766657 0.0588333012701244 0.0114333217874799 1789.42166564285 71.8152741226728 0 0 30.6512145389371 23.944935159654
99 79.6632227736572 4.19280119861354 0.0569420546632167 0.00299695024543246 0.988807112944183 0.0273907787519164 0.0520428350360911 0.0100819490107363 1789.58500224918 71.8207196350985 0 0 30.653982974516 23.9460094882799
100 79.6430248179101 4.19173814831106 0.0503506774537129 0.00265003565545857 0.874671024821621 0.0242291142609867 0.0460356229979661 0.00889205297320146 1789.72948598941 71.8255337212775 0 0 30.6564318674113 23.9469569275218
101 79.625163099037 4.19079805784405 0.0445237249759897 0.00234335394610472 0.773702027989742 0.0214321891409901 0.0407214226603064 0.00784404519322632 1789.85729164663 71.8297897294197 0 0 30.658598078713 23.9477926244558
102 79.6093670703778 4.18996668791462 0.039372219433312 0.00207222207543747 0.684382735521989 0.0189579705130745 0.0360203705927795 0.00692076342784494 1789.97034338244 71.8335524652804 0 0 30.6605142216389 23.9485298907886
103 79.5953975850083 4.18923145184254 0.0348176071708389 0.00183250564057047 0.605370282746125 0.016769259909865 0.0318617888806512 0.00610716099863209 1790.07034358569 71.8368791914784 0 0 30.6622091505035 23.9491804301299
104 79.5830432339322 4.18858122283854 0.0307905730735584 0.0016205564775557 0.535476265522278 0.0148331375490936 0.0281831292260459 0.00539003776447943 1790.15879840477 71.8398205090816 0 0 30.6637083934746 23.9497545362887
105 79.5721171223788 4.18800616433573 0.0272298439476043 0.00143314968145286 0.473649156153215 0.0131204752397012 0.0249290474535002 0.00475781218226623 1790.23704029532 71.8424211331562 0 0 30.6650345347434 23.9502612654046
106 79.5624540153202 4.18749757975369 0.0240812982616195 0.00126743675061155 0.418958518687249 0.0116054991326108 0.0220505727226262 0.00420031631403189 1790.30624804114 71.8447205803321 0 0 30.6662075538661 23.9507085877169
107 79.5539078185274 4.18704777992249 0.02129715382331 0.00112090283280579 0.370581062955521 0.0102654034059701 0.0195043735181897 0.00370861833018313 1790.36746446522 71.8467537753624 0 0 30.6672451259548 23.9511035201461
108 79.5463493591089 4.18664996626889 0.0188351544174477 0.000991323916707772 0.327788416275129 0.00908001153116702 0.0172521140453112 0.00327487166510345 1790.42161206939 71.848551584997 0 0 30.6681628867595 23.951452241621
109 79.5396644192264 4.18629812732771 0.0166579633752342 0.000876734914486012 0.289936155779774 0.00803147245927351 0.0152598769749073 0.00289217900666754 1790.46950691668 71.8501412913557 0 0 30.668974667965 23.9517601949361
110 79.5337520003074 4.1859869473846 0.0147326043219903 0.000775400227473174 0.256454128660753 0.00710399248367737 0.0134976539751128 0.00255447453092263 1790.51187090747 71.8515470095418 0 0 30.6696927052645 23.9520321758315
111 79.5285227926297 4.18571172592788 0.0130299062328612 0.00068578453857164 0.226837960249919 0.00628360000692295 0.0119388987617578 0.00225642350078675 1790.54934262003 71.8527900553928 0 0 30.6703278220984 23.952272410633
112 79.5238978190198 4.1854683062642 0.0115240884447757 0.000606530970777668 0.200641442860835 0.00555793470528628 0.0105601265054468 0.00199333152917006 1790.58248693046 71.8538892716038 0 0 30.6708895927071 23.9524846249267
113 79.5198072372724 4.18525301248802 0.0101923743869726 0.000536440757209083 0.177469824199148 0.00491606161216477 0.00934056058516776 0.00176106601585847 1790.61180351728 71.8548613154459 0 0 30.6713864862773 23.9526721036808
114 79.5161892837213 4.18506259388007 0.00901461194039766 0.000474453260020929 0.156973915836854 0.00434830791791841 0.00826182250383246 0.00155598894706511 1790.63773437176 71.8557209122534 0 0 30.6718259942377 23.9528377437414
115 79.5129893368014 4.18489417562113 0.00797298850006842 0.000419630973687812 0.138844815955131 0.0038461167854607 0.00730765413431998 0.00137489604753461 1790.66067046141 71.8564810802446 0 0 30.6722147432002 23.9529841003275
116 79.5101590900892 4.18474521526785 0.0070517636124756 0.000371145453288189 0.122809259114458 0.00340191853502653 0.00646367296745516 0.00121496409910657 1790.68095761944 71.8571533288745 0 0 30.6725585947825 23.9531134277702
117 79.5076558225092 4.18461346434259 0.00623700876957647 0.000328263619451393 0.108625531560347 0.00300901749474645 0.00571715712544835 0.00107370572865557 1790.69890174627 71.8577478336693 0 0 30.6728627337702 23.9532277151452
118 79.505441751356 4.18449693428189 0.00551641128008534 0.000290337435793965 0.0960798144385641 0.00266149070466937 0.0050568528972563 0.000948928409559237 1790.71477342371 71.8582735913022 0 0 30.6731317463237 23.9533287178658
119 79.5034834609158 4.18439386636399 0.00487908895751973 0.000256794155658933 0.0849829633916451 0.00235409870890984 0.00447280524169793 0.000838698968711141 1790.72881199241 71.8587385564169 0 0 30.6733696890882 23.9534179853857
120 79.5017513980494 4.18430270516049 0.00431541153481543 0.000227126922885023 0.0751676778918059 0.00208220714381734 0.00395620880328516 0.000741313025777167 1790.74122915348 71.8591497622807 0 0 30.6735801502392 23.9534968854663
121 79.5002194249946 4.18422207499971 0.0038168654157716 0.000200887653461663 0.0664859684328033 0.00184171657708597 0.0034992746050763 0.000655267251661502 1790.75221216293 71.8595134278071 0 0 30.6737663036248 23.9535666257109
122 79.4988644244111 4.18415075917953 0.00337592512695704 0.000177680269839844 0.058806927062422 0.00162900074965158 0.0030951127070281 0.000579235355089653 1790.76192665409 71.8598350519857 0 0 30.6739309566054 23.9536282724601
123 79.4976659506112 4.18408768161111 0.00298593063229836 0.000157154243805177 0.0520147663897007 0.00144085225456235 0.00273762899477186 0.0005120473401996 1790.77051913106 71.8601194971841 0 0 30.6740765923144 23.9536827673662
124 79.4966059203526 4.18403189054487 0.0026409939379313 0.000138999680943753 0.0460070658205236 0.00127443395624719 0.00242143287529558 0.000452670665702329 1790.77811917988 71.8603710630415 0 0 30.6742054071367 23.9537309421107
125 79.4956683397521 4.18398254419747 0.00233590987952138 0.000122942625237967 0.0406932284571514 0.00112723624535046 0.00214175606033123 0.000400193938224515 1790.78484142203 71.8605935516684 0 0 30.6743193438194 23.9537735313252
126 79.4948390630735 4.1839388980565 0.00206607178026161 0.000108740620013769 0.0359931229006786 0.000997039415531262 0.00189438108158621 0.000353812783753257 1790.79078724044 71.8607903251851 0 0 30.6744201207253 23.953811183939
127 79.4941055788841 4.18390029362548 0.00182740688966957 9.61793099826087e-05 0.0318358691796263 0.00088188003267663 0.00167557739165662 0.000312817010999148 1790.79604630988 71.8609643567602 0 0 30.6745092577732 23.9538444732606
128 79.4934568211934 4.18386614848386 0.00161631445710337 8.50691819528089e-05 0.0281587708706202 0.000780021353756793 0.00148204515934316 0.000276579502896222 1790.80069794897 71.8611182756454 0 0 30.6745880993527 23.9538739058321
129 79.4928830025985 4.18383594750518 0.0014296077194149 7.52425115481528e-05 0.0249063745556365 0.000689927273009321 0.00131086576696269 0.000244546563885935 1790.80481231479 71.8612544069324 0 0 30.6746578345724 23.9538999292139
130 79.4923754663699 4.1838092350721 0.00126446923574839 6.65510124078102e-05 0.0220296294958733 0.000610239044207017 0.00115945758227999 0.000216229150464294 1790.8084514621 71.8613748068171 0 0 30.6747195152125 23.9539229389036
131 79.4919265558192 4.18378560820101 0.00111840790017396 5.88635736933663e-05 0.0194851486941383 0.000539754811471976 0.0010255370667298 0.00019119528329329 1790.81167027894 71.8614812937158 0 0 30.6747740715825 23.9539432844147
132 79.4915294988659 4.18376471046663 0.000989219023637751 5.2064159138829e-05 0.0172345576522552 0.000477411569314548 0.000907084499211372 0.000169063435635874 1790.81451731342 71.8615754757435 0 0 30.6748223265355 23.9539612746257
