"","age1_orange.I","age1_green.I","age2_no_comorbid_orange.I","age2_no_comorbid_green.I","age2_comorbid_green.I","age3_no_comorbid_green.I","age3_comorbid_green.I"
"1",143,12,161,21,28,10,12
"2",172,13,159,23,19,6,11
"3",159,14,163,16,23,7,13
"4",174,12,157,20,29,6,14
"5",171,14,149,25,25,10,11
"6",1,0,1,0,0,0,0
"7",182,16,174,17,31,13,13
"8",0,0,0,0,0,0,0
"9",163,14,166,20,24,8,11
"10",168,10,159,21,24,5,13
"11",159,16,140,23,22,8,13
"12",187,16,157,18,19,7,12
"13",179,16,163,13,18,9,13
"14",161,21,161,20,22,11,11
"15",174,15,172,16,28,6,12
"16",161,18,177,17,20,5,11
"17",151,14,169,15,22,7,10
"18",167,14,169,19,23,8,11
"19",169,13,163,17,18,6,9
"20",180,14,154,20,22,8,12
"21",179,15,181,18,20,8,10
"22",155,14,160,17,19,5,13
"23",180,19,167,25,21,9,11
"24",173,12,141,15,25,5,14
"25",156,16,148,14,23,8,18
"26",176,15,149,12,24,11,12
"27",0,0,1,0,0,0,0
"28",148,18,145,17,27,6,20
"29",177,14,164,14,23,8,11
"30",158,17,167,15,22,7,14
"31",177,17,168,16,25,4,11
"32",0,0,1,0,0,0,0
"33",0,0,1,0,0,0,0
"34",168,13,161,18,15,10,8
"35",183,23,159,17,24,7,11
"36",167,17,165,18,27,9,19
"37",0,0,1,0,0,0,0
"38",189,13,163,18,29,8,14
"39",191,14,159,16,22,6,9
"40",151,14,147,19,24,9,16
"41",0,0,1,0,0,0,0
"42",1,0,0,0,0,0,0
"43",155,13,149,20,19,10,8
"44",165,16,157,19,18,5,13
"45",177,18,160,14,25,8,14
"46",0,0,1,0,0,0,0
"47",156,12,160,19,22,5,14
"48",163,15,173,21,23,10,14
"49",153,13,145,15,22,7,9
"50",160,16,150,19,24,9,15
"51",164,14,165,17,12,6,10
"52",158,24,157,21,28,9,15
"53",0,0,1,0,0,0,0
"54",151,17,164,16,27,8,13
"55",159,12,152,17,18,6,13
"56",172,14,182,11,22,12,10
"57",139,11,160,19,21,7,7
"58",0,0,1,0,0,0,0
"59",0,0,1,0,0,0,0
"60",169,11,181,14,18,5,9
"61",176,14,165,16,20,7,12
"62",166,13,159,14,19,7,10
"63",162,12,154,18,17,9,12
"64",0,0,1,0,0,0,0
"65",160,13,158,14,19,9,13
"66",0,0,1,0,0,0,0
"67",169,12,153,17,23,9,14
"68",144,18,159,21,27,10,14
"69",169,15,157,19,22,9,13
"70",146,14,152,20,16,6,11
"71",182,16,158,19,36,11,10
"72",168,11,151,20,16,7,9
"73",0,0,0,0,0,0,0
"74",169,20,145,20,28,10,11
"75",173,12,156,20,24,7,13
"76",163,13,135,14,24,12,11
"77",167,17,184,22,26,9,14
"78",156,18,165,16,25,8,13
"79",0,0,1,0,0,0,0
"80",135,19,151,17,25,6,12
"81",171,13,140,16,23,7,14
"82",172,16,168,21,22,7,13
"83",165,15,167,26,33,10,12
"84",0,0,1,0,0,0,0
"85",157,17,163,22,23,8,12
"86",170,8,164,18,22,9,8
"87",168,17,163,18,23,9,10
"88",170,15,143,20,24,9,9
"89",177,14,152,17,18,8,11
"90",0,0,1,0,0,0,0
"91",138,9,138,13,20,8,6
"92",159,15,174,11,20,6,16
"93",165,12,161,14,21,9,14
"94",172,12,183,24,16,8,12
"95",173,15,150,15,23,9,9
"96",1,0,0,0,0,0,0
"97",0,0,1,0,0,0,0
"98",142,18,134,18,19,9,11
"99",175,12,166,13,20,9,14
"100",177,14,154,20,21,7,16
"101",151,17,154,21,18,6,13
"102",166,13,179,20,23,6,14
"103",0,0,1,0,0,0,0
"104",160,15,152,22,26,9,14
"105",162,16,158,23,27,10,12
"106",166,13,168,21,20,10,14
"107",147,17,157,19,24,13,17
"108",162,12,159,17,23,8,11
"109",172,14,166,20,19,8,15
"110",149,16,147,22,28,5,11
"111",0,0,1,0,0,0,0
"112",153,19,163,20,26,5,13
"113",177,17,146,18,25,7,11
"114",0,0,1,0,0,0,0
"115",158,13,166,18,23,8,12
"116",161,22,178,24,19,4,9
"117",155,12,164,17,20,8,16
"118",164,12,149,22,27,7,11
"119",165,16,156,21,32,6,15
"120",162,14,152,18,21,8,11
"121",145,12,154,14,19,8,12
"122",148,11,152,13,18,7,6
"123",163,16,148,18,23,6,10
"124",172,11,175,18,20,5,10
"125",150,18,146,15,21,8,12
"126",165,15,165,22,22,7,10
"127",146,16,147,17,21,10,16
"128",164,15,162,17,24,6,12
"129",165,17,173,18,25,12,18
"130",156,16,160,14,24,6,11
"131",157,13,163,21,18,8,11
"132",159,16,127,17,25,8,16
"133",0,0,1,0,0,0,0
"134",182,19,152,17,19,8,13
"135",165,15,184,18,26,8,12
"136",148,15,152,19,27,10,12
"137",0,0,1,0,0,0,0
"138",141,16,143,19,22,7,12
"139",1,0,1,0,0,0,0
"140",164,14,157,19,25,8,9
"141",151,17,176,18,23,8,12
"142",153,10,130,15,19,7,9
"143",160,14,163,29,24,7,12
"144",168,21,139,18,22,8,13
"145",152,12,157,17,18,7,9
"146",179,15,141,23,19,9,12
"147",0,0,1,0,0,0,0
"148",165,14,154,13,19,8,9
"149",148,13,149,14,19,6,10
"150",193,15,170,17,28,10,9
"151",156,12,137,18,25,7,10
"152",186,14,169,14,22,5,11
"153",165,13,168,19,23,8,10
"154",164,16,151,19,23,7,12
"155",150,21,171,17,24,9,12
"156",175,14,178,17,21,12,9
"157",164,16,151,18,22,11,9
"158",158,14,157,19,21,7,8
"159",153,19,163,18,27,9,9
"160",163,18,166,17,22,6,12
"161",0,0,1,0,0,0,0
"162",0,0,1,0,0,0,0
"163",159,15,145,17,20,8,12
"164",156,17,173,19,15,6,14
"165",156,21,147,13,22,6,15
"166",174,14,151,16,21,10,11
"167",162,14,142,21,26,8,10
"168",145,13,156,18,22,14,14
"169",0,0,1,0,0,0,0
"170",173,15,159,19,22,7,7
"171",166,12,146,25,21,9,13
"172",150,15,164,19,21,7,15
"173",174,17,150,15,19,9,16
"174",154,16,163,23,25,6,11
"175",149,18,167,21,18,7,11
"176",171,16,156,18,23,9,14
"177",168,13,158,18,22,6,13
"178",0,0,1,0,0,0,0
"179",159,12,149,20,22,7,8
"180",195,16,177,15,23,9,9
"181",152,13,145,23,22,10,15
"182",162,13,151,15,29,9,14
"183",0,0,1,0,0,0,0
"184",165,13,148,22,24,8,11
"185",181,13,167,14,19,10,13
"186",189,13,168,21,20,8,9
"187",154,17,152,16,18,8,10
"188",160,14,150,20,20,11,14
"189",163,14,153,17,20,8,12
"190",0,0,1,0,0,0,0
"191",162,18,155,21,31,7,11
"192",0,0,1,0,0,0,0
"193",187,15,155,21,29,8,11
"194",1,0,0,0,0,0,0
"195",0,0,1,0,0,0,0
"196",155,13,162,16,16,8,17
"197",135,13,154,15,18,9,13
"198",163,16,164,22,22,8,10
"199",0,0,1,0,0,0,0
"200",0,0,1,0,0,0,0
"201",184,18,155,22,20,8,14
"202",170,10,176,19,22,8,10
"203",0,0,1,0,0,0,0
"204",156,17,155,17,24,8,13
"205",150,18,144,20,18,8,10
"206",0,0,1,0,0,0,0
"207",163,17,164,21,24,11,14
"208",159,13,142,21,18,9,9
"209",162,14,141,16,25,7,13
"210",176,13,160,18,24,8,12
"211",177,15,183,20,22,8,10
"212",164,12,158,17,19,5,12
"213",184,11,174,22,23,7,12
"214",157,13,164,19,23,11,13
"215",146,12,148,24,25,7,12
"216",0,0,1,0,0,0,0
"217",168,16,179,16,18,8,13
"218",176,17,178,19,27,8,14
"219",161,10,162,16,20,5,8
"220",170,16,144,22,16,7,12
"221",161,14,151,16,24,8,13
"222",175,13,172,18,29,9,14
"223",177,10,144,19,24,6,14
"224",188,16,172,17,24,7,15
"225",160,15,155,17,16,6,7
"226",161,15,148,15,27,11,11
"227",151,10,154,12,18,8,10
"228",165,16,157,19,24,10,15
"229",164,17,160,13,24,7,14
"230",0,0,0,0,0,0,0
"231",139,10,147,13,20,9,12
"232",155,13,157,21,26,7,13
"233",170,13,157,21,28,10,13
"234",176,14,149,21,24,10,10
"235",179,13,169,19,19,9,12
"236",137,12,151,12,14,8,11
"237",176,14,171,20,22,8,11
"238",172,12,151,14,21,6,10
"239",173,13,167,16,23,8,7
"240",186,15,148,21,25,9,16
"241",175,17,145,15,22,5,11
"242",147,15,162,23,17,5,9
"243",160,16,151,14,23,8,14
"244",170,18,151,17,20,9,14
"245",176,13,161,20,20,6,13
"246",0,0,1,0,0,0,0
"247",165,12,175,12,20,5,10
"248",173,13,148,18,27,9,10
"249",150,14,151,16,25,10,11
"250",156,19,155,15,20,6,13
"251",0,0,1,0,0,0,0
"252",153,9,169,15,24,6,8
"253",0,0,1,0,0,0,0
"254",166,18,176,21,29,8,9
"255",160,12,167,13,15,5,14
"256",155,11,163,23,19,6,10
"257",1,0,0,0,0,0,0
"258",142,13,151,19,23,6,12
"259",178,17,159,17,20,9,15
"260",1,0,1,0,0,0,0
"261",177,12,165,20,19,9,11
"262",179,15,150,18,25,9,9
"263",152,19,154,18,23,7,11
"264",164,15,151,15,24,8,17
"265",167,11,153,17,22,7,11
"266",163,14,159,15,21,12,9
"267",171,13,146,14,25,7,12
"268",0,0,1,0,0,0,0
"269",172,11,150,19,20,5,7
"270",0,0,1,0,0,0,0
"271",149,15,162,18,25,8,17
"272",0,0,0,0,0,0,0
