"","age1.O","age2_no_comorbid.O","age2_comorbid.O","age3_no_comorbid.O","age3_comorbid.O"
"1",14,17,4,3,3
"2",14,12,5,2,2
"3",14,18,4,2,3
"4",16,15,4,2,2
"5",0,1,0,0,0
"6",15,11,4,3,3
"7",19,15,4,2,2
"8",14,15,4,3,3
"9",17,14,5,2,2
"10",1,1,0,0,0
"11",1,1,0,0,0
"12",16,13,4,2,2
"13",20,15,3,3,3
"14",15,12,4,2,4
"15",14,17,5,2,4
"16",16,13,3,2,3
"17",15,12,4,2,3
"18",13,13,5,2,3
"19",0,1,0,0,0
"20",14,14,4,2,2
"21",0,1,0,0,0
"22",14,13,4,2,2
"23",16,15,4,2,2
"24",0,1,0,0,0
"25",15,17,3,2,3
"26",0,1,0,0,0
"27",16,14,3,2,3
"28",16,16,4,2,3
"29",11,11,3,3,3
"30",0,1,0,0,0
"31",0,0,0,0,0
"32",0,1,0,0,0
"33",13,13,4,2,2
"34",1,1,0,0,0
"35",0,1,0,0,0
"36",0,1,0,0,0
"37",0,1,0,0,0
"38",15,14,4,2,3
"39",0,1,0,0,0
"40",0,1,0,0,0
"41",14,11,4,3,2
"42",13,13,3,3,3
"43",0,1,0,0,0
"44",0,1,0,0,0
"45",13,14,4,2,6
"46",15,15,4,3,5
"47",18,16,5,2,3
"48",15,18,3,2,2
"49",16,15,4,2,3
"50",0,1,0,0,0
"51",0,1,0,0,0
"52",1,1,1,0,0
"53",12,12,3,3,3
"54",16,15,4,2,3
"55",16,14,3,3,3
"56",0,0,0,0,0
"57",12,17,4,2,4
"58",0,1,0,0,0
"59",15,17,5,3,2
"60",0,1,0,0,0
"61",18,14,6,2,4
"62",11,15,4,2,2
"63",12,14,4,2,2
"64",0,1,0,0,0
"65",0,1,0,0,0
"66",17,16,5,2,3
"67",14,17,3,3,3
"68",17,12,4,1,5
"69",14,15,4,2,3
"70",16,15,4,2,3
"71",13,13,3,2,2
"72",0,1,0,0,0
"73",17,16,5,3,2
"74",15,15,4,2,2
"75",0,1,0,0,0
"76",2,1,1,0,1
"77",12,16,5,3,3
"78",0,1,0,0,0
"79",1,1,0,0,0
"80",16,11,4,3,3
"81",18,13,4,2,4
"82",0,1,0,0,0
"83",15,15,5,2,5
"84",14,14,4,2,3
"85",16,16,4,3,2
"86",13,16,4,3,2
"87",0,1,0,0,0
"88",0,1,0,0,0
"89",0,1,0,0,0
"90",14,13,4,3,2
"91",14,14,5,2,2
"92",13,16,5,2,2
"93",18,13,4,3,2
"94",0,1,0,0,0
"95",1,1,0,0,0
"96",0,1,0,0,0
"97",0,0,0,0,0
"98",14,16,4,3,2
"99",14,13,4,2,3
"100",16,12,3,2,3
"101",13,14,5,2,3
"102",18,15,4,2,3
"103",15,15,4,2,3
"104",0,1,0,0,0
"105",15,14,4,4,3
"106",17,17,4,4,3
"107",13,15,6,3,3
"108",14,12,3,2,3
"109",18,16,4,2,4
"110",0,1,0,0,0
"111",16,15,4,3,3
"112",13,19,4,2,2
"113",15,16,3,2,2
"114",15,13,3,2,2
"115",16,16,3,2,3
"116",12,14,3,2,2
"117",18,17,4,2,3
"118",14,15,3,2,3
"119",17,16,4,2,2
"120",0,0,0,0,0
"121",0,1,0,0,0
"122",11,12,5,3,2
"123",21,14,4,2,3
