"","age1.E","age2_no_comorbid.E","age2_comorbid.E","age3_no_comorbid.E","age3_comorbid.E"
"1",92,81,16,6,8
"2",118,88,18,6,10
"3",105,99,14,5,11
"4",94,96,16,4,7
"5",0,1,0,0,0
"6",101,96,15,8,9
"7",108,89,16,6,6
"8",93,95,18,5,9
"9",112,98,12,7,10
"10",1,1,0,0,0
"11",1,1,0,0,0
"12",104,88,13,6,11
"13",105,85,16,6,7
"14",107,96,13,5,8
"15",93,100,16,4,9
"16",93,90,15,7,7
"17",80,69,11,4,6
"18",103,89,16,10,8
"19",0,1,0,0,0
"20",97,108,18,4,12
"21",0,1,0,0,0
"22",89,88,16,4,6
"23",101,87,20,8,8
"24",0,1,0,0,0
"25",118,109,18,6,9
"26",1,1,0,0,0
"27",113,82,15,6,7
"28",92,106,17,6,9
"29",93,92,12,7,9
"30",0,1,0,0,0
"31",0,1,0,0,0
"32",0,1,0,0,0
"33",110,86,15,5,6
"34",1,1,0,0,0
"35",0,1,0,0,0
"36",0,1,0,0,0
"37",0,1,0,0,0
"38",82,88,16,6,9
"39",0,1,0,0,0
"40",0,1,0,0,0
"41",93,72,10,9,5
"42",85,88,17,7,9
"43",0,1,0,0,0
"44",0,1,0,0,0
"45",91,95,16,4,8
"46",94,98,14,7,7
"47",110,96,14,4,11
"48",116,103,17,8,9
"49",106,90,16,6,10
"50",0,1,0,0,0
"51",0,1,0,0,0
"52",1,1,1,0,0
"53",95,79,18,7,7
"54",101,92,17,4,7
"55",105,91,14,5,9
"56",0,1,0,0,0
"57",119,101,15,5,9
"58",0,1,0,0,0
"59",109,99,17,10,9
"60",0,1,0,0,0
"61",103,109,13,5,9
"62",77,70,15,5,8
"63",82,77,16,7,7
"64",0,1,0,0,0
"65",0,1,0,0,0
"66",114,92,14,6,12
"67",98,110,14,6,13
"68",99,89,19,4,9
"69",98,100,17,9,8
"70",113,99,14,6,8
"71",97,82,15,8,6
"72",0,1,0,0,0
"73",112,94,16,8,8
"74",82,81,14,5,9
"75",0,1,0,0,0
"76",1,3,1,0,1
"77",86,85,18,4,10
"78",0,1,0,0,0
"79",1,1,0,0,0
"80",93,80,13,5,10
"81",109,99,14,6,10
"82",0,1,0,0,0
"83",113,96,16,8,11
"84",96,91,15,6,11
"85",109,93,18,6,9
"86",108,106,16,6,7
"87",0,1,0,0,0
"88",0,1,0,0,0
"89",0,1,0,0,0
"90",99,111,11,6,8
"91",96,108,14,6,8
"92",111,99,18,7,11
"93",100,88,16,5,7
"94",0,1,0,0,0
"95",1,1,0,0,0
"96",0,1,0,0,0
"97",0,1,0,0,0
"98",102,98,17,6,7
"99",105,93,16,5,10
"100",94,80,14,4,7
"101",109,90,16,5,7
"102",114,104,15,6,9
"103",113,98,17,6,11
"104",0,1,0,0,0
"105",100,91,16,5,7
"106",110,102,14,9,9
"107",113,99,15,6,7
"108",91,89,15,5,10
"109",103,95,17,6,8
"110",0,1,0,0,0
"111",94,76,13,7,9
"112",99,94,17,5,8
"113",95,86,15,9,10
"114",109,90,14,6,6
"115",110,110,17,7,10
"116",84,78,13,6,7
"117",104,118,17,8,11
"118",101,83,15,3,9
"119",122,98,15,6,6
"120",0,1,0,0,0
"121",0,1,0,0,0
"122",80,89,16,5,7
"123",96,83,17,5,8
"124",94,94,17,8,9
"125",0,1,0,0,0
"126",96,96,16,6,6
"127",0,1,0,0,0
"128",0,1,0,0,0
"129",97,102,20,7,8
"130",83,89,13,5,8
"131",94,91,14,7,5
"132",0,1,0,0,0
"133",102,96,16,5,6
"134",98,106,16,8,8
"135",1,1,0,0,0
"136",97,93,17,5,5
"137",0,1,0,0,0
"138",0,1,0,0,0
"139",0,1,0,0,0
"140",113,90,12,3,9
"141",105,93,14,4,8
"142",0,1,0,0,0
"143",101,98,15,7,7
"144",101,89,17,8,8
"145",117,99,16,9,9
"146",100,106,14,4,10
"147",119,90,16,6,9
"148",94,86,16,4,10
"149",89,91,13,7,9
"150",0,1,0,0,0
"151",1,1,0,0,0
"152",104,114,16,8,9
"153",99,93,14,6,12
"154",1,1,0,0,0
"155",1,1,0,0,0
"156",101,80,15,6,11
"157",0,1,0,0,0
"158",95,90,17,5,10
"159",0,1,0,0,0
"160",92,84,17,7,7
"161",0,1,0,0,0
"162",79,80,16,6,9
"163",94,97,17,4,9
"164",1,1,0,0,0
"165",1,1,0,0,0
"166",1,1,0,0,0
"167",94,81,15,4,6
"168",136,107,18,8,13
"169",0,1,0,0,0
"170",1,1,0,0,0
"171",109,107,15,6,9
"172",98,99,15,7,13
"173",123,89,18,5,7
"174",98,104,16,7,5
"175",0,1,0,0,0
"176",104,89,13,5,9
"177",92,104,15,5,12
"178",96,84,13,5,10
"179",114,100,18,5,9
"180",109,96,19,5,8
"181",0,1,0,0,0
"182",1,1,0,0,0
"183",87,82,12,6,8
"184",3,1,0,0,0
"185",0,1,0,0,0
"186",89,89,12,5,7
"187",96,97,16,7,8
"188",96,93,15,4,9
"189",1,1,0,0,0
"190",92,94,19,4,13
"191",104,93,16,4,10
"192",80,80,9,3,6
"193",98,90,13,6,11
"194",0,1,0,0,0
"195",95,91,20,7,8
"196",94,96,18,6,9
"197",0,1,0,0,0
"198",0,1,0,0,0
"199",116,99,16,8,12
"200",94,83,14,9,10
"201",0,1,0,0,0
"202",101,101,14,6,8
"203",0,1,0,0,0
"204",0,1,0,0,0
"205",99,95,15,4,8
"206",100,81,15,5,7
"207",78,92,13,4,10
"208",95,101,14,6,8
"209",97,97,16,9,8
"210",83,92,14,6,7
"211",110,95,18,5,8
"212",92,77,20,6,9
"213",100,101,17,6,7
"214",0,1,0,0,0
"215",97,88,14,6,9
"216",106,102,19,7,9
"217",112,110,22,6,10
"218",102,108,19,4,6
"219",78,91,13,6,11
"220",0,1,0,0,0
"221",0,1,0,0,0
"222",107,85,14,7,9
"223",0,1,0,0,0
"224",0,1,0,0,0
"225",3,2,0,0,0
"226",78,85,12,4,8
"227",87,81,20,4,8
"228",81,76,15,5,6
"229",0,1,0,0,0
"230",1,1,0,0,0
"231",0,1,0,0,0
"232",0,1,0,0,0
"233",85,88,18,6,9
"234",94,95,15,9,7
"235",105,116,18,8,7
"236",0,1,0,0,0
"237",0,1,0,0,0
"238",0,1,0,0,0
"239",118,98,16,5,11
"240",112,104,17,7,8
"241",115,125,15,6,8
"242",110,112,19,5,8
"243",0,1,0,0,0
"244",104,100,16,5,7
"245",92,101,17,6,7
"246",97,65,14,5,7
"247",0,1,0,0,0
"248",87,88,18,6,7
"249",0,1,0,0,0
"250",105,97,12,6,7
"251",94,83,13,3,7
"252",116,113,20,8,9
"253",2,1,0,0,0
"254",83,90,13,7,6
"255",0,1,0,0,0
"256",0,1,0,0,0
"257",95,107,15,5,11
"258",122,113,15,5,7
"259",122,95,14,7,10
"260",124,105,15,6,10
"261",0,1,0,0,0
"262",97,95,15,4,9
"263",2,1,0,0,0
"264",91,82,12,4,7
"265",1,1,0,0,0
"266",101,96,15,4,8
"267",1,1,0,0,0
"268",1,1,0,0,0
"269",108,102,18,7,10
"270",97,88,17,6,5
"271",91,84,13,6,7
"272",120,87,15,4,7
"273",2,1,0,0,0
"274",0,1,0,0,0
"275",0,1,0,0,0
"276",101,100,15,5,9
"277",97,84,13,7,7
"278",110,98,16,5,8
"279",84,82,13,5,8
"280",0,1,0,0,0
"281",0,1,0,0,0
"282",83,83,13,6,9
"283",99,86,12,6,8
