"","age1_orange.A","age2_no_comorbid_orange.A","age2_comorbid_green.A","age3_no_comorbid_green.A","age3_comorbid_green.A"
"1",5.03685503685504,4.77707006369427,3.19488817891374,9.09090909090909,2.68096514745308
"2",6.14250614250614,5.52016985138004,7.98722044728434,11.3636363636364,4.02144772117963
"3",5.65110565110565,5.4140127388535,3.19488817891374,4.54545454545455,5.36193029490617
"4",6.87960687960688,4.14012738853503,5.59105431309904,4.54545454545455,5.36193029490617
"5",6.14250614250614,5.9447983014862,0,0,0
"6",0.122850122850123,0,0,0,0
"7",5.65110565110565,4.88322717622081,3.19488817891374,9.09090909090909,8.04289544235925
"8",0,0,0,0,0
"9",5.15970515970516,5.4140127388535,8.78594249201278,9.09090909090909,6.70241286863271
"10",6.75675675675676,6.05095541401274,5.59105431309904,9.09090909090909,5.36193029490617
"11",6.14250614250614,5.30785562632696,6.38977635782748,4.54545454545455,5.36193029490617
"12",6.87960687960688,4.98938428874735,3.99361022364217,4.54545454545455,2.68096514745308
"13",5.40540540540541,5.30785562632696,0.798722044728434,2.27272727272727,0
"14",7.002457002457,5.52016985138004,3.99361022364217,11.3636363636364,4.02144772117963
"15",0,0.106157112526539,0,0,0
"16",6.87960687960688,5.4140127388535,4.79233226837061,6.81818181818182,6.70241286863271
"17",6.26535626535627,5.83864118895966,5.59105431309904,4.54545454545455,5.36193029490617
"18",0,0,0,0,0
"19",6.26535626535627,5.30785562632696,3.19488817891374,9.09090909090909,2.68096514745308
"20",6.87960687960688,4.67091295116773,6.38977635782748,6.81818181818182,4.02144772117963
"21",6.63390663390663,5.52016985138004,0,0,0
"22",4.2997542997543,4.67091295116773,7.18849840255591,4.54545454545455,5.36193029490617
"23",7.37100737100737,4.98938428874735,7.98722044728434,6.81818181818182,5.36193029490617
"24",5.65110565110565,4.88322717622081,4.79233226837061,9.09090909090909,6.70241286863271
"25",0,0,0,0,0
"26",6.01965601965602,5.09554140127389,0,0,0
"27",7.12530712530713,5.83864118895966,0,0,0
"28",5.40540540540541,4.35244161358811,5.59105431309904,6.81818181818182,2.68096514745308
"29",0,0.106157112526539,0,0,0
"30",5.15970515970516,5.20169851380042,0.798722044728434,0,0
"31",6.87960687960688,5.52016985138004,5.59105431309904,2.27272727272727,2.68096514745308
"32",5.40540540540541,4.67091295116773,2.3961661341853,9.09090909090909,5.36193029490617
"33",7.12530712530713,4.98938428874735,4.79233226837061,6.81818181818182,9.38337801608579
"34",0,0.106157112526539,0,0,0
"35",4.2997542997543,6.36942675159236,6.38977635782748,18.1818181818182,4.02144772117963
"36",4.79115479115479,4.35244161358811,7.18849840255591,6.81818181818182,9.38337801608579
"37",4.42260442260442,5.62632696390658,3.99361022364217,4.54545454545455,4.02144772117963
"38",7.24815724815725,4.98938428874735,3.99361022364217,11.3636363636364,6.70241286863271
"39",4.66830466830467,4.77707006369427,3.99361022364217,6.81818181818182,2.68096514745308
"40",5.77395577395577,4.24628450106157,4.79233226837061,2.27272727272727,4.02144772117963
"41",5.52825552825553,5.83864118895966,1.59744408945687,0,0
"42",4.66830466830467,5.20169851380042,7.98722044728434,9.09090909090909,8.04289544235925
"43",6.38820638820639,5.52016985138004,5.59105431309904,4.54545454545455,6.70241286863271
"44",5.52825552825553,3.82165605095541,5.59105431309904,6.81818181818182,5.36193029490617
"45",6.26535626535627,4.88322717622081,6.38977635782748,2.27272727272727,6.70241286863271
"46",0,0,0,0,0
"47",6.01965601965602,4.24628450106157,0,0,0
"48",4.54545454545455,5.52016985138004,4.79233226837061,6.81818181818182,1.34048257372654
"49",5.77395577395577,5.30785562632696,0,0,0
"50",5.8968058968059,5.62632696390658,3.99361022364217,4.54545454545455,4.02144772117963
"51",6.01965601965602,5.30785562632696,7.98722044728434,6.81818181818182,4.02144772117963
"52",6.75675675675676,5.62632696390658,0.798722044728434,0,0
"53",5.52825552825553,6.36942675159236,5.59105431309904,4.54545454545455,5.36193029490617
"54",6.51105651105651,5.4140127388535,3.99361022364217,4.54545454545455,5.36193029490617
"55",6.38820638820639,5.52016985138004,6.38977635782748,6.81818181818182,5.36193029490617
"56",6.75675675675676,6.58174097664544,7.98722044728434,4.54545454545455,5.36193029490617
"57",0,0,0,0,0
"58",8.72235872235872,5.73248407643312,0,0,0
"59",5.8968058968059,5.73248407643312,0,0,0
"60",5.52825552825553,5.52016985138004,0,0,1.34048257372654
"61",5.8968058968059,5.62632696390658,0,0,0
"62",4.42260442260442,6.15711252653928,5.59105431309904,4.54545454545455,6.70241286863271
"63",0,0,0,0,0
"64",4.91400491400491,5.73248407643312,7.98722044728434,4.54545454545455,5.36193029490617
"65",5.65110565110565,5.09554140127389,7.98722044728434,9.09090909090909,6.70241286863271
"66",6.75675675675676,4.56475583864119,0,0,0
"67",6.26535626535627,4.56475583864119,3.99361022364217,4.54545454545455,5.36193029490617
"68",7.24815724815725,5.83864118895966,4.79233226837061,6.81818181818182,4.02144772117963
"69",0,0,0,0,0
"70",5.77395577395577,5.73248407643312,3.99361022364217,9.09090909090909,4.02144772117963
"71",5.77395577395577,6.36942675159236,7.98722044728434,6.81818181818182,4.02144772117963
"72",0,0,0,0,0
"73",0,0,0,0,0
"74",6.01965601965602,4.88322717622081,3.99361022364217,6.81818181818182,4.02144772117963
"75",5.8968058968059,4.88322717622081,0,0,0
"76",5.8968058968059,5.62632696390658,0.798722044728434,0,0
"77",5.65110565110565,5.62632696390658,4.79233226837061,4.54545454545455,5.36193029490617
"78",5.15970515970516,4.88322717622081,0,0,1.34048257372654
"79",6.87960687960688,4.88322717622081,5.59105431309904,9.09090909090909,4.02144772117963
"80",5.52825552825553,4.98938428874735,5.59105431309904,9.09090909090909,5.36193029490617
"81",5.77395577395577,4.77707006369427,0,0,1.34048257372654
"82",5.40540540540541,4.98938428874735,0,0,0
"83",5.15970515970516,4.67091295116773,0,0,0
"84",4.91400491400491,5.52016985138004,4.79233226837061,11.3636363636364,5.36193029490617
"85",6.01965601965602,4.98938428874735,5.59105431309904,9.09090909090909,8.04289544235925
"86",5.8968058968059,4.35244161358811,0.798722044728434,0,0
"87",5.40540540540541,6.15711252653928,4.79233226837061,6.81818181818182,4.02144772117963
"88",5.52825552825553,5.83864118895966,0,0,0
"89",5.8968058968059,5.52016985138004,3.19488817891374,2.27272727272727,4.02144772117963
"90",5.40540540540541,5.52016985138004,3.99361022364217,2.27272727272727,6.70241286863271
"91",0,0,0,0,0
"92",6.26535626535627,4.88322717622081,5.59105431309904,4.54545454545455,5.36193029490617
"93",5.77395577395577,4.77707006369427,4.79233226837061,13.6363636363636,6.70241286863271
"94",6.14250614250614,6.05095541401274,0,0,0
"95",0,0,0,0,0
"96",4.79115479115479,5.4140127388535,5.59105431309904,9.09090909090909,4.02144772117963
"97",6.38820638820639,5.09554140127389,0,0,0
"98",5.15970515970516,5.62632696390658,0,0,0
"99",5.65110565110565,5.20169851380042,7.18849840255591,13.6363636363636,1.34048257372654
"100",6.01965601965602,5.4140127388535,6.38977635782748,6.81818181818182,5.36193029490617
"101",5.28255528255528,5.20169851380042,7.98722044728434,6.81818181818182,5.36193029490617
"102",6.26535626535627,4.14012738853503,6.38977635782748,4.54545454545455,5.36193029490617
"103",0,0,0,0,0
"104",6.14250614250614,4.56475583864119,6.38977635782748,9.09090909090909,5.36193029490617
"105",4.17690417690418,5.4140127388535,7.18849840255591,9.09090909090909,4.02144772117963
"106",6.01965601965602,5.09554140127389,5.59105431309904,4.54545454545455,4.02144772117963
"107",6.01965601965602,3.82165605095541,0,0,0
"108",0,0,0,0,0
"109",4.66830466830467,4.98938428874735,0,0,0
"110",7.002457002457,5.20169851380042,4.79233226837061,6.81818181818182,5.36193029490617
"111",7.49385749385749,5.30785562632696,3.99361022364217,6.81818181818182,5.36193029490617
"112",6.51105651105651,6.05095541401274,4.79233226837061,6.81818181818182,5.36193029490617
"113",5.40540540540541,4.67091295116773,4.79233226837061,4.54545454545455,8.04289544235925
"114",5.77395577395577,5.4140127388535,4.79233226837061,6.81818181818182,5.36193029490617
"115",5.65110565110565,5.30785562632696,0,0,0
"116",6.26535626535627,5.83864118895966,4.79233226837061,4.54545454545455,4.02144772117963
