"","age1_orange.D","age2_no_comorbid_orange.D","age2_comorbid_green.D","age3_no_comorbid_green.D","age3_comorbid_green.D"
"1",5.8968058968059,9.66029723991507,23.1629392971246,18.1818181818182,52.2788203753351
"2",6.51105651105651,9.02335456475584,28.7539936102236,25,53.6193029490617
"3",7.002457002457,8.28025477707006,23.1629392971246,18.1818181818182,48.2573726541555
"4",8.47665847665848,8.59872611464968,27.1565495207668,15.9090909090909,52.2788203753351
"5",8.72235872235872,10.0849256900212,0,0,0
"6",0,0,0,0,0
"7",5.65110565110565,8.28025477707006,16.7731629392971,15.9090909090909,46.916890080429
"8",0,0,0,0,0
"9",7.49385749385749,8.28025477707006,23.1629392971246,18.1818181818182,53.6193029490617
"10",6.75675675675676,8.9171974522293,23.961661341853,22.7272727272727,42.8954423592493
"11",7.24815724815725,7.32484076433121,25.5591054313099,18.1818181818182,50.9383378016086
"12",8.47665847665848,7.85562632696391,27.1565495207668,27.2727272727273,61.6621983914209
"13",6.87960687960688,8.28025477707006,0,0,2.68096514745308
"14",7.73955773955774,7.74946921443737,25.5591054313099,18.1818181818182,48.2573726541555
"15",0,0,0,0,0
"16",7.002457002457,7.85562632696391,33.5463258785942,13.6363636363636,63.0026809651475
"17",7.12530712530713,6.36942675159236,24.7603833865815,27.2727272727273,56.3002680965147
"18",0,0,0,0,0
"19",7.73955773955774,9.76645435244161,23.1629392971246,18.1818181818182,46.916890080429
"20",7.24815724815725,7.85562632696391,27.1565495207668,22.7272727272727,53.6193029490617
"21",7.49385749385749,6.68789808917197,0,0,0
"22",8.10810810810811,8.3864118895966,34.3450479233227,25,45.5764075067024
"23",6.75675675675676,7.53715498938429,21.5654952076677,27.2727272727273,44.2359249329759
"24",7.61670761670762,10.1910828025478,30.3514376996805,22.7272727272727,44.2359249329759
"25",0,0,0,0,0
"26",9.33660933660934,9.02335456475584,0,0,0
"27",8.5995085995086,8.81104033970276,0,0,0
"28",7.49385749385749,8.9171974522293,20.7667731629393,18.1818181818182,58.9812332439678
"29",0,0,0,0,0
"30",7.12530712530713,7.21868365180467,0,0,2.68096514745308
"31",9.7051597051597,7.43099787685775,19.1693290734824,29.5454545454545,57.6407506702413
"32",7.37100737100737,7.85562632696391,31.1501597444089,15.9090909090909,44.2359249329759
"33",7.37100737100737,9.66029723991507,27.9552715654952,27.2727272727273,44.2359249329759
"34",0,0,0,0,0
"35",6.26535626535627,5.52016985138004,24.7603833865815,18.1818181818182,54.9597855227882
"36",8.47665847665848,8.81104033970276,28.7539936102236,15.9090909090909,45.5764075067024
"37",6.63390663390663,8.3864118895966,34.3450479233227,29.5454545454545,61.6621983914209
"38",6.51105651105651,9.97876857749469,20.7667731629393,15.9090909090909,46.916890080429
"39",7.002457002457,9.02335456475584,37.5399361022364,20.4545454545455,45.5764075067024
"40",6.63390663390663,8.9171974522293,22.3642172523962,20.4545454545455,53.6193029490617
"41",7.002457002457,9.23566878980892,0,0,0
"42",5.77395577395577,9.34182590233546,27.9552715654952,25,52.2788203753351
"43",8.35380835380835,7.96178343949045,27.9552715654952,22.7272727272727,58.9812332439678
"44",7.86240786240786,7.32484076433121,25.5591054313099,15.9090909090909,48.2573726541555
"45",6.75675675675676,8.59872611464968,27.9552715654952,20.4545454545455,50.9383378016086
"46",0,0,0,0,0
"47",7.002457002457,7.00636942675159,0,0,0
"48",6.63390663390663,7.85562632696391,28.7539936102236,15.9090909090909,54.9597855227882
"49",6.63390663390663,8.81104033970276,0,0,1.34048257372654
"50",7.49385749385749,7.53715498938429,26.3578274760383,22.7272727272727,54.9597855227882
"51",7.12530712530713,8.17409766454352,24.7603833865815,13.6363636363636,46.916890080429
"52",5.65110565110565,9.55414012738854,0,0,0
"53",6.26535626535627,8.3864118895966,23.961661341853,22.7272727272727,44.2359249329759
"54",6.87960687960688,7.85562632696391,32.7476038338658,20.4545454545455,45.5764075067024
"55",5.65110565110565,8.49256900212314,17.5718849840256,20.4545454545455,44.2359249329759
"56",7.61670761670762,6.90021231422505,22.3642172523962,20.4545454545455,40.2144772117963
"57",0,0,0,0,0
"58",6.51105651105651,9.02335456475584,0,0,0
"59",9.09090909090909,9.34182590233546,0.798722044728434,0,0
"60",6.87960687960688,6.58174097664544,0,0,1.34048257372654
"61",6.01965601965602,9.23566878980892,0,0,0
"62",8.10810810810811,8.70488322717622,19.1693290734824,20.4545454545455,37.5335120643432
"63",0,0.106157112526539,0,0,0
"64",6.63390663390663,8.49256900212314,29.5527156549521,27.2727272727273,57.6407506702413
"65",8.10810810810811,8.17409766454352,31.9488817891374,27.2727272727273,49.597855227882
"66",8.96805896805897,9.12951167728238,0,0,1.34048257372654
"67",8.10810810810811,8.49256900212314,24.7603833865815,6.81818181818182,56.3002680965147
"68",6.01965601965602,7.96178343949045,32.7476038338658,18.1818181818182,58.9812332439678
"69",0.122850122850123,0,0,0,0
"70",7.002457002457,7.64331210191083,24.7603833865815,22.7272727272727,49.597855227882
"71",6.26535626535627,9.12951167728238,29.5527156549521,27.2727272727273,56.3002680965147
"72",0,0,0,0,0
"73",0,0,0,0,0
"74",6.75675675675676,8.49256900212314,28.7539936102236,29.5454545454545,61.6621983914209
"75",7.37100737100737,8.3864118895966,0,0,0
"76",6.01965601965602,8.59872611464968,0,0,0
"77",7.12530712530713,7.53715498938429,31.9488817891374,29.5454545454545,56.3002680965147
"78",7.12530712530713,8.59872611464968,0,0,0
"79",7.002457002457,9.34182590233546,25.5591054313099,15.9090909090909,53.6193029490617
"80",7.12530712530713,7.74946921443737,31.1501597444089,13.6363636363636,61.6621983914209
"81",7.37100737100737,7.53715498938429,0,0,0
"82",5.40540540540541,6.79405520169851,0,0,0
"83",7.73955773955774,7.21868365180467,0,0,0
"84",7.98525798525798,8.70488322717622,25.5591054313099,13.6363636363636,49.597855227882
