"","age1_orange.R","age2_no_comorbid_orange.R","age2_comorbid_green.R","age3_no_comorbid_green.R","age3_comorbid_green.R"
"1035",751,814,0,1,0
"1036",759,833,87,25,23
"1037",741,828,0,0,0
"1038",747,823,94,28,26
"1039",758,806,0,0,0
"1040",762,818,96,27,23
"1041",746,827,88,27,23
"1042",0,1,0,0,0
"1043",754,807,88,26,18
"1044",748,823,1,0,0
"1045",752,820,88,30,36
"1046",759,834,82,27,20
"1047",740,824,1,0,0
"1048",749,804,0,0,0
"1049",762,812,0,0,2
"1050",739,810,88,36,29
"1051",746,831,0,1,0
"1052",754,831,80,22,29
"1053",756,843,81,34,27
"1054",765,835,95,29,24
"1055",764,815,81,27,28
"1056",755,827,91,27,29
"1057",757,836,84,24,29
"1058",758,814,86,28,20
"1059",748,813,79,31,23
"1060",763,827,85,25,25
"1061",735,818,78,27,25
"1062",747,811,0,0,0
"1063",754,818,0,0,0
"1064",753,844,77,27,29
"1065",743,810,86,25,25
"1066",768,825,89,29,27
"1067",750,823,0,0,0
"1068",748,808,76,24,30
"1069",745,822,90,28,32
"1070",0,1,0,0,0
"1071",737,806,78,23,27
"1072",755,807,83,31,23
"1073",735,802,80,29,20
"1074",754,816,75,27,30
"1075",754,824,1,0,0
"1076",744,805,77,29,27
"1077",0,1,0,0,0
"1078",763,827,84,30,25
"1079",1,1,0,0,0
"1080",746,803,82,29,24
"1081",768,821,2,1,0
"1082",751,814,1,0,0
"1083",757,813,83,25,25
"1084",752,825,92,22,21
"1085",763,814,79,28,27
"1086",0,2,0,0,0
"1087",754,823,1,0,0
"1088",757,817,80,29,24
"1089",751,816,84,24,29
"1090",750,830,87,31,29
"1091",752,828,88,24,26
"1092",747,807,0,0,0
"1093",749,811,0,0,0
"1094",745,829,0,0,0
"1095",0,1,0,0,0
"1096",735,827,0,0,0
"1097",755,812,85,18,26
"1098",759,818,82,29,21
"1099",751,811,0,0,0
"1100",768,828,84,29,25
"1101",744,819,90,29,21
"1102",759,845,0,0,0
"1103",748,818,86,22,23
"1104",761,819,81,25,30
"1105",761,830,0,0,0
"1106",750,815,80,29,21
"1107",744,833,88,29,26
"1108",765,823,79,26,27
"1109",737,827,92,30,26
"1110",749,809,0,1,0
"1111",746,798,75,30,26
"1112",750,822,85,28,26
"1113",0,1,0,0,0
"1114",753,813,1,0,0
"1115",745,810,84,28,27
"1116",759,800,83,23,30
"1117",761,822,85,28,24
"1118",738,839,88,27,26
"1119",738,816,77,25,24
"1120",737,828,73,29,20
"1121",761,828,89,33,28
"1122",0,1,0,0,0
"1123",1,1,0,0,0
"1124",757,831,85,28,27
"1125",0,1,0,0,0
"1126",747,819,88,29,29
"1127",0,1,0,0,0
"1128",757,841,76,22,32
"1129",2,1,0,0,0
"1130",736,821,77,25,27
"1131",757,811,0,0,0
"1132",738,799,74,29,26
"1133",766,826,0,0,1
"1134",756,811,83,29,26
"1135",753,826,78,28,27
"1136",0,1,0,0,0
"1137",764,821,85,33,32
"1138",766,817,80,30,25
"1139",0,1,0,0,0
"1140",762,813,87,25,25
"1141",746,826,0,0,0
"1142",0,1,0,0,0
"1143",750,831,90,30,33
"1144",748,811,1,0,1
"1145",741,812,0,0,0
"1146",747,824,84,31,31
"1147",747,823,92,28,24
"1148",754,806,78,21,35
"1149",748,821,77,34,30
"1150",750,810,0,0,0
"1151",0,1,0,0,0
"1152",1,1,0,0,0
"1153",749,814,90,23,24
"1154",742,828,83,27,27
"1155",768,816,79,25,31
"1156",749,834,87,26,24
"1157",751,818,83,30,27
"1158",749,826,89,30,24
"1159",0,1,0,0,0
"1160",0,1,0,0,0
"1161",0,1,0,0,0
"1162",739,814,90,24,24
"1163",0,1,0,0,0
"1164",754,805,0,0,0
"1165",747,837,70,29,25
"1166",762,805,83,26,24
"1167",760,816,81,30,16
"1168",747,824,0,0,0
"1169",740,814,85,29,26
"1170",751,828,83,25,32
"1171",745,806,83,27,23
"1172",751,817,75,31,26
"1173",0,2,0,0,0
"1174",742,811,0,0,0
"1175",766,820,80,27,20
"1176",752,819,84,33,24
"1177",753,852,91,30,25
"1178",734,831,85,28,24
"1179",741,819,84,29,25
"1180",752,818,0,0,0
"1181",744,825,0,0,0
"1182",746,838,88,32,21
"1183",0,1,0,0,0
"1184",747,830,96,21,33
"1185",0,1,0,0,0
"1186",0,1,0,0,0
"1187",762,808,0,0,0
"1188",749,828,88,28,28
"1189",754,831,0,0,0
"1190",747,796,85,28,24
"1191",753,825,92,32,24
"1192",743,821,88,29,24
"1193",0,1,0,0,0
"1194",765,824,0,0,0
"1195",754,833,74,27,32
"1196",753,791,82,34,25
"1197",745,817,2,0,0
"1198",753,820,88,34,27
"1199",753,791,0,0,0
"1200",761,820,77,30,25
"1201",751,819,85,24,18
"1202",770,821,80,22,28
"1203",750,810,90,23,26
"1204",760,814,82,31,24
"1205",755,800,0,0,0
"1206",747,819,91,28,23
"1207",747,832,93,31,28
"1208",0,1,0,0,0
"1209",764,821,80,24,26
"1210",753,808,80,25,23
"1211",758,807,82,22,16
"1212",755,817,85,26,27
"1213",752,828,0,0,0
"1214",750,810,0,0,0
"1215",762,833,83,27,26
"1216",754,846,81,27,31
"1217",0,1,0,0,0
"1218",752,824,88,30,27
"1219",760,815,0,0,0
"1220",765,832,81,28,28
"1221",764,803,79,29,31
"1222",753,828,80,29,31
"1223",749,813,0,0,0
"1224",0,1,0,0,0
"1225",747,801,81,23,24
"1226",749,801,85,31,32
"1227",752,829,79,32,24
"1228",740,817,79,31,25
"1229",1,1,0,0,0
"1230",748,825,85,30,34
"1231",756,820,87,33,26
"1232",746,829,0,0,0
"1233",0,1,0,0,0
"1234",0,1,0,0,0
"1235",0,1,0,0,0
"1236",742,835,86,28,31
"1237",754,827,83,25,22
"1238",754,795,1,0,0
"1239",0,1,0,0,0
"1240",755,810,81,29,31
"1241",749,811,79,29,23
"1242",759,838,82,28,23
"1243",737,837,87,35,22
"1244",746,812,0,0,0
"1245",752,804,87,29,34
"1246",745,826,0,0,0
"1247",754,827,88,30,19
"1248",740,812,89,28,30
"1249",745,819,85,27,24
"1250",758,809,77,31,28
"1251",0,1,0,0,0
"1252",0,0,0,0,0
"1253",760,831,0,0,0
"1254",737,833,89,25,24
"1255",761,820,75,27,19
"1256",753,817,86,28,21
"1257",765,820,73,30,20
"1258",747,825,82,32,21
"1259",746,830,0,2,0
"1260",752,829,77,31,16
"1261",753,824,79,29,19
"1262",746,800,84,29,24
"1263",753,812,90,29,21
"1264",747,812,83,27,25
"1265",748,804,0,0,0
"1266",750,818,91,27,27
"1267",754,820,89,32,30
"1268",743,826,0,0,0
"1269",2,1,0,0,0
"1270",766,810,93,26,34
"1271",757,812,77,31,25
"1272",742,812,85,25,30
"1273",751,807,88,27,22
"1274",753,826,80,28,22
"1275",749,836,0,0,0
"1276",745,808,89,32,26
"1277",757,821,0,0,0
"1278",765,806,90,27,27
"1279",756,811,92,27,35
"1280",760,832,89,28,30
"1281",1,1,0,0,0
"1282",753,828,81,24,22
"1283",757,829,85,26,23
"1284",751,807,0,0,0
"1285",750,817,0,0,0
"1286",741,817,0,1,0
"1287",759,828,91,25,27
"1288",761,817,2,0,1
"1289",745,833,86,31,25
"1290",762,816,1,0,0
"1291",746,794,89,29,25
"1292",756,818,85,26,28
"1293",744,807,79,30,28
"1294",758,845,0,0,0
"1295",750,826,0,0,0
"1296",1,1,0,0,0
"1297",754,819,0,0,0
"1298",756,828,82,32,24
"1299",768,828,93,31,30
"1300",761,836,86,27,28
"1301",742,804,75,30,22
"1302",758,830,0,0,0
"1303",759,821,82,30,18
"1304",761,826,79,30,32
"1305",750,804,77,24,29
"1306",744,825,87,26,26
"1307",760,815,84,34,26
"1308",742,824,82,31,26
"1309",744,830,80,25,32
"1310",751,819,0,0,0
"1311",752,795,82,21,25
"1312",0,1,0,0,0
"1313",735,832,79,23,29
"1314",757,820,0,0,0
"1315",759,838,86,22,25
"1316",746,829,72,25,22
"1317",747,815,0,0,0
"1318",746,815,0,1,0
"1319",763,786,0,0,0
"1320",766,832,89,21,35
"1321",760,812,89,27,29
"1322",0,1,0,0,0
"1323",751,820,80,23,22
"1324",745,833,90,23,25
"1325",745,808,0,0,0
"1326",768,798,91,35,29
"1327",0,1,0,0,0
"1328",746,813,87,27,26
"1329",749,816,78,26,20
"1330",757,801,0,0,1
"1331",748,808,0,0,0
"1332",750,827,88,27,18
"1333",752,831,90,25,21
"1334",747,847,81,20,21
"1335",748,848,90,31,26
"1336",767,836,93,30,29
"1337",755,843,0,0,0
"1338",742,806,84,26,25
"1339",754,819,0,1,0
"1340",0,1,0,0,0
"1341",0,1,0,0,0
"1342",742,822,85,24,26
"1343",753,835,1,0,0
"1344",730,832,81,25,22
"1345",748,819,84,27,23
"1346",755,849,86,28,21
"1347",0,1,0,0,0
"1348",764,836,1,0,0
"1349",2,1,0,0,0
"1350",744,814,73,26,29
"1351",749,797,0,0,0
"1352",740,794,79,27,35
"1353",2,2,0,0,0
"1354",743,823,89,31,27
"1355",0,1,0,0,0
"1356",744,796,0,0,0
"1357",1,2,0,0,0
"1358",747,830,77,21,26
"1359",748,806,0,0,0
"1360",752,836,82,28,20
"1361",753,828,91,26,28
"1362",748,835,95,31,26
"1363",0,1,0,0,0
"1364",743,819,77,26,24
"1365",761,819,82,29,25
"1366",741,829,92,25,21
"1367",747,848,88,29,21
"1368",743,810,83,26,28
"1369",758,807,87,27,19
"1370",756,817,0,0,0
"1371",746,828,0,0,0
"1372",0,1,0,0,0
"1373",756,811,86,24,28
"1374",745,822,82,26,19
"1375",0,1,0,0,0
"1376",741,817,0,0,0
"1377",738,834,82,31,20
"1378",755,796,90,24,27
"1379",744,845,82,28,21
"1380",752,825,0,0,0
"1381",744,811,79,26,25
"1382",755,841,78,24,27
"1383",734,804,0,0,0
"1384",0,1,0,0,0
"1385",736,830,83,27,24
"1386",0,1,0,0,0
"1387",0,1,0,0,0
"1388",752,828,86,29,33
"1389",764,825,89,30,26
"1390",758,829,83,26,26
"1391",758,829,0,0,0
"1392",758,823,69,25,22
"1393",0,0,0,0,0
"1394",741,825,0,0,0
"1395",746,822,0,0,1
"1396",743,826,90,30,21
"1397",757,812,83,32,29
"1398",749,830,2,0,0
"1399",762,812,0,0,0
"1400",740,824,79,29,20
"1401",739,790,84,21,22
"1402",754,826,91,31,28
"1403",754,832,75,24,26
"1404",0,1,0,0,0
"1405",739,812,80,30,29
"1406",0,3,0,0,0
"1407",743,826,77,25,18
"1408",762,798,84,29,23
"1409",758,835,91,30,26
"1410",751,821,0,0,1
"1411",747,815,72,30,21
"1412",734,795,92,28,28
"1413",746,808,93,27,25
"1414",0,0,0,0,0
"1415",738,808,90,29,32
"1416",753,807,90,26,24
"1417",752,823,0,0,0
"1418",0,1,0,0,0
"1419",746,836,91,25,25
"1420",757,829,92,28,21
"1421",754,829,0,0,0
"1422",747,814,0,0,0
"1423",753,820,78,25,33
"1424",741,813,80,28,35
"1425",747,821,81,28,22
"1426",742,813,0,0,0
"1427",750,827,89,31,21
"1428",751,835,82,27,26
"1429",743,808,77,31,24
"1430",756,818,73,26,22
"1431",742,790,80,26,23
"1432",753,828,85,30,30
"1433",742,819,87,34,22
"1434",756,790,2,1,2
"1435",751,818,86,29,18
"1436",750,836,0,0,0
"1437",742,828,86,29,23
"1438",735,803,78,30,26
"1439",745,810,83,22,18
"1440",1,1,0,0,0
"1441",749,806,95,28,20
"1442",0,1,0,0,0
"1443",760,823,91,26,24
"1444",756,823,83,30,30
"1445",745,827,88,24,25
"1446",0,1,0,0,0
"1447",744,831,76,30,23
"1448",749,813,1,0,0
"1449",741,828,0,0,0
"1450",0,1,0,0,0
"1451",750,820,84,26,25
"1452",738,824,93,27,29
"1453",750,811,0,0,0
"1454",753,813,77,29,25
"1455",0,1,0,0,0
"1456",764,825,78,28,27
"1457",746,802,85,25,34
"1458",747,833,0,0,0
"1459",753,805,85,29,30
"1460",759,823,95,27,19
"1461",744,827,90,32,27
"1462",750,826,91,31,24
"1463",754,826,82,34,26
"1464",748,819,0,0,1
"1465",764,825,83,33,27
"1466",759,828,0,0,0
"1467",755,813,90,24,28
"1468",748,816,87,22,25
"1469",0,1,0,0,0
"1470",763,828,93,25,29
"1471",752,820,87,25,42
"1472",0,1,0,0,0
"1473",757,825,81,26,27
"1474",740,827,84,31,28
"1475",754,823,90,32,30
"1476",751,835,0,0,0
"1477",756,799,0,0,0
"1478",744,797,0,0,0
"1479",761,807,85,31,27
"1480",760,810,0,0,0
"1481",761,820,0,0,0
"1482",765,824,85,27,26
"1483",749,823,76,24,25
"1484",0,1,0,0,0
"1485",767,825,0,0,0
"1486",742,831,92,29,34
"1487",0,1,0,0,0
"1488",748,811,86,33,29
"1489",750,849,92,31,28
"1490",752,815,90,21,21
"1491",747,821,83,33,21
"1492",751,821,78,30,26
"1493",759,836,0,0,0
"1494",744,804,0,0,0
"1495",749,800,75,28,28
"1496",752,831,87,29,25
"1497",740,811,89,28,19
"1498",746,794,91,32,29
"1499",757,835,76,33,23
"1500",747,819,0,0,0
"1501",746,827,0,0,0
"1502",0,1,0,0,0
"1503",750,810,0,0,0
"1504",740,827,1,0,0
"1505",0,1,0,0,0
"1506",749,813,0,0,0
"1507",751,818,0,0,0
"1508",745,823,91,20,25
"1509",754,820,89,24,27
"1510",0,1,0,0,0
"1511",754,839,78,28,28
"1512",751,802,93,27,24
"1513",732,804,85,27,18
"1514",0,1,0,0,0
"1515",767,819,87,34,21
"1516",0,1,0,0,0
"1517",760,824,2,1,0
"1518",756,797,1,1,1
"1519",752,807,85,30,20
"1520",744,819,0,0,0
"1521",758,825,0,0,0
"1522",760,833,0,0,0
"1523",753,809,89,30,22
"1524",0,1,0,0,0
"1525",738,803,0,0,0
"1526",741,806,0,1,0
"1527",748,806,0,1,0
"1528",738,807,87,29,30
"1529",743,818,0,0,0
"1530",739,824,87,29,20
"1531",756,807,85,31,25
"1532",0,1,0,0,0
"1533",746,826,83,22,22
"1534",751,826,91,32,23
"1535",0,1,0,0,0
"1536",0,1,0,0,0
"1537",755,814,81,25,26
"1538",756,811,0,0,0
"1539",744,822,79,29,24
"1540",0,2,0,0,0
"1541",751,816,97,31,26
"1542",741,838,88,27,29
"1543",764,835,0,0,0
"1544",746,826,88,30,29
"1545",742,804,0,0,0
"1546",754,834,0,0,0
"1547",751,816,0,0,0
"1548",762,820,79,27,29
"1549",747,822,74,27,25
"1550",755,819,94,29,20
"1551",740,818,80,26,27
"1552",762,822,79,29,23
"1553",771,819,94,29,22
"1554",753,824,89,24,22
"1555",748,835,1,0,0
"1556",735,797,87,30,26
"1557",0,1,0,0,0
"1558",757,813,83,32,24
"1559",757,825,87,29,31
"1560",0,1,0,0,0
"1561",754,807,1,0,0
"1562",757,806,79,24,28
"1563",757,836,71,23,23
"1564",744,817,77,29,22
"1565",0,1,0,0,0
"1566",753,820,88,28,26
"1567",747,837,82,27,25
"1568",734,836,93,26,31
"1569",728,839,86,29,27
"1570",759,815,83,27,23
"1571",756,821,75,25,26
"1572",747,821,81,31,29
"1573",750,834,79,27,26
"1574",763,829,82,31,27
"1575",748,820,0,0,1
"1576",749,827,88,26,24
"1577",0,1,0,0,0
"1578",757,822,82,25,23
"1579",0,1,0,0,0
"1580",748,823,1,0,0
"1581",743,833,86,24,25
"1582",752,804,85,27,24
"1583",754,830,2,0,0
"1584",756,817,85,27,26
"1585",0,1,0,0,0
"1586",763,819,89,31,21
"1587",755,821,79,27,22
"1588",0,1,0,0,0
"1589",749,828,84,31,22
"1590",0,1,0,0,0
"1591",743,821,0,0,0
"1592",753,803,83,29,25
"1593",736,815,86,20,22
"1594",743,796,2,0,1
"1595",749,815,86,29,29
"1596",759,813,0,0,0
"1597",749,812,89,25,29
"1598",766,819,85,33,21
"1599",750,824,79,33,25
"1600",734,810,0,0,0
"1601",747,826,84,28,22
"1602",751,828,80,30,29
"1603",740,834,85,29,23
"1604",762,805,82,31,26
"1605",739,814,80,30,19
"1606",751,819,77,25,24
"1607",744,815,78,26,26
"1608",764,805,92,25,21
"1609",761,825,1,0,0
"1610",755,819,87,29,21
"1611",755,816,83,23,21
"1612",761,814,80,27,25
"1613",742,829,83,29,30
"1614",746,800,0,0,0
"1615",746,802,83,30,28
"1616",757,820,0,1,0
"1617",749,822,84,25,32
"1618",757,822,94,27,24
"1619",739,823,0,0,0
"1620",764,819,81,29,29
"1621",745,813,84,26,28
"1622",0,1,0,0,0
"1623",0,1,0,0,0
"1624",0,1,0,0,0
"1625",751,842,90,32,24
"1626",761,835,0,0,1
"1627",742,808,0,0,0
"1628",758,809,80,28,27
"1629",758,826,86,28,32
"1630",747,818,94,30,24
"1631",0,1,0,0,0
"1632",760,816,84,24,17
"1633",759,820,87,24,23
"1634",755,828,86,31,28
"1635",743,819,83,24,21
"1636",751,830,0,0,0
"1637",759,844,89,30,28
"1638",746,828,0,0,0
"1639",740,826,92,28,25
"1640",758,823,83,22,30
"1641",747,808,86,28,24
"1642",740,833,80,28,31
"1643",756,825,79,20,25
"1644",752,812,87,30,23
"1645",753,799,84,26,28
"1646",756,821,89,22,25
"1647",0,1,0,0,0
"1648",748,826,0,0,0
"1649",0,1,0,0,0
"1650",0,1,0,0,0
"1651",758,831,0,0,0
"1652",750,821,84,27,27
"1653",752,843,0,0,0
"1654",747,801,84,21,25
"1655",747,818,85,29,21
"1656",746,824,0,0,0
"1657",747,805,0,0,0
"1658",754,817,82,29,26
"1659",758,834,84,27,22
"1660",747,821,84,30,28
"1661",759,820,0,0,0
"1662",744,816,0,0,0
"1663",746,810,86,28,21
"1664",755,822,0,0,0
"1665",747,807,76,24,22
"1666",0,1,0,0,0
"1667",752,819,0,0,0
"1668",760,824,85,33,24
"1669",749,813,0,0,0
"1670",756,814,76,31,34
"1671",754,827,78,27,29
"1672",742,808,0,0,0
"1673",754,817,85,26,30
"1674",752,822,85,34,28
"1675",0,1,0,0,0
"1676",753,793,85,17,25
"1677",0,1,0,0,0
"1678",754,814,0,0,0
"1679",753,812,76,27,20
"1680",760,831,78,31,26
"1681",0,1,0,0,0
"1682",752,818,0,0,0
"1683",746,836,89,29,31
"1684",746,828,84,29,32
"1685",759,827,0,0,0
"1686",759,814,76,22,23
"1687",754,815,0,0,0
"1688",745,832,96,27,23
"1689",754,835,0,0,0
"1690",0,1,0,0,0
"1691",743,839,78,24,30
"1692",0,1,0,0,0
"1693",0,1,0,0,0
"1694",757,814,75,28,21
"1695",750,816,88,28,24
"1696",746,835,87,25,29
"1697",747,835,0,1,0
"1698",757,809,83,31,35
"1699",741,808,80,29,23
"1700",747,826,0,0,1
"1701",760,807,0,0,0
"1702",741,832,85,32,33
"1703",751,813,84,34,25
"1704",750,823,89,28,20
"1705",737,813,0,0,0
"1706",754,828,88,26,34
"1707",755,816,88,26,28
"1708",761,813,79,28,19
"1709",0,1,0,0,0
"1710",746,804,0,0,0
"1711",757,830,76,30,22
"1712",1,2,0,0,0
"1713",753,817,75,30,26
"1714",756,807,76,33,29
"1715",758,827,88,25,23
"1716",763,811,82,25,20
"1717",746,815,81,32,35
"1718",745,825,90,34,22
"1719",0,1,0,0,0
"1720",749,800,84,26,26
"1721",752,838,81,22,27
"1722",753,812,88,30,29
"1723",750,810,71,33,24
"1724",728,827,80,32,22
"1725",750,809,84,23,20
"1726",741,806,87,30,33
"1727",0,1,0,0,0
"1728",751,825,0,0,0
"1729",0,1,0,0,0
"1730",749,817,91,35,24
"1731",749,827,0,0,0
"1732",749,829,84,22,24
"1733",747,819,80,26,26
"1734",757,825,1,0,0
"1735",747,810,79,30,21
"1736",740,796,88,28,27
"1737",750,842,87,20,24
"1738",736,822,90,26,21
"1739",739,821,0,0,0
"1740",757,819,74,30,24
"1741",752,811,1,0,0
"1742",751,803,1,0,0
"1743",0,1,0,0,0
"1744",761,835,0,0,0
"1745",752,817,88,23,30
"1746",743,813,87,22,23
"1747",757,807,0,0,0
"1748",748,816,0,0,0
"1749",741,817,85,28,23
"1750",761,806,0,0,0
"1751",0,1,0,0,0
"1752",0,1,0,0,0
"1753",747,826,91,31,26
"1754",751,796,2,0,0
"1755",759,813,0,0,0
"1756",758,823,85,30,25
"1757",0,1,0,0,0
"1758",744,820,80,30,26
"1759",762,829,1,0,1
"1760",747,829,89,27,27
"1761",749,838,0,1,0
"1762",756,821,77,24,35
"1763",768,815,0,0,0
"1764",735,816,75,28,33
"1765",752,817,83,26,24
"1766",755,815,0,0,0
"1767",742,814,85,28,26
"1768",756,809,79,29,22
"1769",0,1,0,0,0
"1770",759,825,91,27,22
"1771",760,800,91,27,26
"1772",749,817,93,28,28
"1773",749,819,0,0,1
"1774",748,819,84,31,20
"1775",756,825,0,0,0
"1776",0,1,0,0,0
"1777",751,814,96,29,22
"1778",761,824,89,35,32
"1779",754,844,74,33,21
"1780",753,806,86,29,30
"1781",761,825,0,0,0
"1782",0,1,0,0,0
"1783",0,1,0,0,0
"1784",750,827,0,0,0
"1785",738,820,78,26,32
"1786",748,848,86,29,26
"1787",0,1,0,0,0
"1788",749,821,72,32,32
"1789",766,819,88,25,33
"1790",742,810,87,32,23
"1791",749,808,85,29,30
"1792",758,819,93,31,26
"1793",738,831,87,31,27
"1794",0,1,0,0,0
"1795",749,824,90,29,26
"1796",0,1,0,0,0
"1797",746,809,1,0,0
"1798",753,838,0,0,0
"1799",732,816,79,29,29
"1800",762,823,78,27,22
"1801",744,835,84,33,24
"1802",748,804,82,24,23
"1803",747,804,92,27,28
"1804",751,816,79,29,38
"1805",755,807,88,28,21
"1806",741,818,80,29,25
"1807",738,832,0,0,0
"1808",752,807,81,33,18
"1809",0,1,0,0,0
"1810",761,829,91,32,22
"1811",750,831,72,24,22
"1812",755,817,88,30,28
"1813",756,831,0,1,0
"1814",759,838,0,0,0
"1815",748,823,86,31,27
"1816",0,1,0,0,0
"1817",0,2,0,0,0
"1818",736,816,92,27,22
"1819",760,827,1,0,0
"1820",752,813,84,31,22
"1821",735,811,80,28,28
"1822",754,829,83,28,27
"1823",745,824,86,25,32
"1824",743,826,85,27,17
"1825",753,821,87,24,20
"1826",0,1,0,0,0
"1827",766,813,83,31,27
"1828",743,832,91,28,20
"1829",763,826,79,33,20
"1830",0,0,0,0,0
"1831",0,0,0,0,0
"1832",0,1,0,0,0
"1833",750,822,84,31,21
"1834",0,1,0,0,0
"1835",747,812,86,24,29
"1836",750,828,76,26,28
"1837",0,1,0,0,0
"1838",766,805,0,1,0
"1839",0,1,0,0,0
"1840",762,827,86,25,18
"1841",768,825,83,30,19
"1842",738,815,0,0,0
"1843",743,817,84,30,24
"1844",746,827,0,0,0
"1845",755,843,83,31,21
"1846",754,801,0,0,0
"1847",737,814,0,1,0
"1848",0,0,0,0,0
"1849",728,813,87,27,27
"1850",750,815,80,28,22
"1851",752,834,86,30,25
"1852",743,819,84,28,27
"1853",756,821,90,30,25
"1854",758,809,1,0,0
"1855",738,816,0,0,1
"1856",755,822,80,26,23
"1857",747,839,87,29,30
"1858",741,821,88,27,30
"1859",0,1,0,0,0
"1860",748,835,83,27,27
"1861",750,825,90,28,31
"1862",751,820,84,31,23
"1863",742,809,86,19,26
"1864",755,829,74,27,25
"1865",762,796,86,25,28
"1866",747,833,89,22,23
"1867",747,812,79,27,30
"1868",755,813,80,29,21
"1869",747,819,0,0,0
"1870",2,1,0,0,0
"1871",757,817,68,25,26
"1872",752,817,2,0,0
"1873",757,821,83,25,18
"1874",759,820,1,0,0
"1875",759,813,82,28,21
"1876",760,812,81,27,25
"1877",752,833,82,30,28
"1878",751,821,90,29,23
"1879",746,832,86,25,22
"1880",747,817,88,27,27
"1881",752,816,86,29,28
"1882",753,820,78,33,16
"1883",739,828,88,25,26
"1884",751,812,83,32,26
"1885",758,799,82,24,22
"1886",740,829,0,0,0
"1887",767,818,0,1,0
"1888",748,824,0,0,0
"1889",743,851,86,25,24
"1890",0,1,0,0,0
"1891",756,840,0,0,0
"1892",0,1,0,0,0
"1893",751,832,84,28,27
"1894",754,822,87,23,18
"1895",0,1,0,0,0
"1896",764,810,83,33,19
"1897",749,824,0,0,0
"1898",756,832,0,0,0
"1899",756,824,0,0,0
"1900",754,813,82,25,26
"1901",748,838,85,28,24
"1902",761,816,0,0,0
"1903",745,820,96,31,22
"1904",0,1,0,0,0
"1905",751,833,0,0,0
"1906",747,805,85,33,25
"1907",1,1,0,0,0
"1908",749,811,85,26,28
"1909",747,839,77,28,20
"1910",746,819,84,30,23
"1911",758,800,75,26,26
"1912",748,823,80,29,31
"1913",759,811,0,0,0
"1914",752,809,86,28,21
"1915",0,1,0,0,0
"1916",756,821,83,31,24
"1917",759,818,83,29,29
"1918",744,813,89,27,30
"1919",748,791,0,0,0
"1920",763,836,80,31,21
"1921",759,838,87,30,29
"1922",744,835,78,37,28
"1923",0,1,0,0,0
"1924",749,818,0,0,0
"1925",2,1,0,0,0
"1926",760,822,82,26,27
"1927",764,844,79,34,22
"1928",771,813,0,0,0
"1929",751,829,0,0,0
"1930",748,819,84,28,29
"1931",0,1,0,0,0
"1932",0,1,0,0,0
"1933",732,832,89,21,26
"1934",741,810,84,32,27
"1935",738,824,86,29,30
"1936",761,823,83,32,31
"1937",758,819,85,30,30
"1938",0,1,0,0,0
"1939",763,818,88,30,26
"1940",756,811,1,0,1
"1941",754,796,85,28,25
"1942",747,827,77,23,24
"1943",0,1,0,0,0
"1944",743,805,1,0,0
"1945",752,818,80,30,26
"1946",749,829,77,27,24
"1947",741,819,86,28,22
"1948",753,808,88,32,25
"1949",743,798,3,0,0
"1950",757,837,87,28,24
"1951",752,822,0,0,0
"1952",755,817,0,0,0
"1953",746,814,78,32,26
"1954",745,834,86,31,25
"1955",753,800,78,28,25
"1956",741,822,0,0,0
"1957",756,825,83,27,28
"1958",756,817,80,28,20
"1959",0,1,0,0,0
"1960",764,843,83,31,28
"1961",753,821,86,34,32
"1962",740,814,81,28,30
"1963",746,821,81,31,24
"1964",746,833,92,29,31
"1965",761,812,92,34,28
"1966",729,828,84,31,29
"1967",746,809,0,0,0
"1968",763,825,87,31,22
"1969",740,828,0,0,0
"1970",742,833,85,25,20
"1971",743,829,0,0,0
"1972",743,831,80,25,20
"1973",754,800,84,31,33
"1974",746,826,81,31,30
"1975",757,821,0,0,0
"1976",742,820,83,30,25
"1977",759,807,0,0,0
"1978",743,800,0,0,1
"1979",744,855,1,0,0
"1980",739,807,84,31,28
"1981",762,821,92,27,29
"1982",739,808,74,27,15
"1983",747,824,91,31,27
"1984",742,799,89,29,34
"1985",754,815,0,0,0
"1986",753,825,82,31,27
"1987",0,1,0,0,0
"1988",751,816,88,26,30
"1989",0,1,0,0,0
"1990",738,812,77,25,29
"1991",0,1,0,0,0
"1992",756,815,89,26,26
"1993",759,818,0,0,0
"1994",758,815,80,35,26
"1995",753,810,0,0,0
"1996",752,819,81,28,26
"1997",734,826,91,26,29
"1998",0,1,0,0,0
"1999",743,840,91,28,22
"2000",748,805,0,0,0
"2001",755,828,82,31,30
"2002",751,802,85,29,29
"2003",745,821,81,27,28
"2004",740,811,86,30,27
"2005",744,796,80,30,30
"2006",747,821,88,31,21
"2007",749,818,79,29,20
"2008",1,2,0,0,0
"2009",757,811,81,29,24
"2010",760,831,76,32,24
"2011",737,834,83,27,32
"2012",764,802,0,0,0
"2013",746,789,72,25,20
"2014",762,836,0,0,0
"2015",738,812,81,29,25
"2016",761,809,91,35,25
"2017",762,826,90,27,27
"2018",751,826,86,32,27
"2019",755,814,91,28,26
"2020",746,826,88,34,25
"2021",754,826,84,35,27
"2022",747,813,80,27,22
"2023",744,817,87,26,30
"2024",746,831,82,24,34
"2025",0,1,0,0,0
"2026",751,790,82,30,25
"2027",749,822,86,24,24
"2028",748,823,82,33,29
"2029",758,832,89,28,26
