"","age1_orange.P","age2_no_comorbid_orange.P","age2_comorbid_green.P","age3_no_comorbid_green.P","age3_comorbid_green.P"
"197",44,36,0,0,0
"198",1,1,0,0,0
"199",42,38,0,0,0
"200",37,31,0,0,0
"201",2,1,0,0,0
"202",1,2,0,0,0
"203",1,2,0,0,0
"204",0,1,0,0,0
"205",0,1,0,0,0
"206",0,1,0,0,0
"207",0,1,0,0,0
"208",32,31,1,1,0
"209",28,26,0,1,0
"210",37,35,0,0,0
"211",1,1,0,0,0
"212",0,1,0,0,0
"213",35,32,1,0,0
"214",0,1,0,0,0
"215",1,1,0,0,0
"216",30,23,0,0,0
"217",33,29,1,0,0
"218",40,26,0,0,0
"219",28,32,0,0,1
"220",0,1,0,0,0
"221",32,32,0,0,0
"222",33,29,0,0,0
"223",34,28,0,0,0
"224",0,1,0,0,0
"225",0,1,0,0,0
"226",45,39,0,0,0
"227",1,1,0,0,0
"228",24,22,0,1,0
"229",35,33,0,0,0
"230",34,33,0,0,0
"231",30,28,0,0,0
"232",0,2,0,0,0
"233",1,1,0,0,0
"234",0,1,0,0,0
"235",36,32,0,0,0
"236",0,1,0,0,0
"237",35,31,0,0,0
"238",0,1,0,0,0
"239",32,31,0,0,0
"240",36,26,0,0,0
"241",31,27,0,0,0
"242",0,1,0,0,0
"243",2,1,0,0,0
"244",25,27,0,0,0
"245",30,22,0,0,0
"246",28,27,0,1,1
"247",0,2,0,0,0
"248",26,19,0,0,1
"249",0,1,0,0,0
"250",21,20,0,0,0
"251",33,34,0,0,0
"252",24,29,0,0,0
"253",0,1,0,0,0
"254",36,29,0,0,1
"255",3,1,0,0,0
"256",0,1,0,0,0
"257",34,36,0,0,0
"258",0,1,0,0,0
"259",0,1,0,0,0
"260",46,32,0,0,0
"261",34,33,0,0,0
"262",1,2,0,0,0
"263",38,28,0,0,0
"264",1,1,0,0,0
"265",0,1,0,0,0
"266",33,27,1,0,0
"267",31,26,0,0,0
"268",30,30,0,0,0
"269",35,33,2,0,1
"270",27,21,0,0,0
"271",31,31,0,1,0
"272",35,34,0,0,0
"273",33,27,0,0,0
"274",1,1,0,0,0
"275",1,1,0,0,0
"276",2,1,0,0,0
"277",1,1,0,0,0
"278",30,28,0,0,0
"279",1,1,0,0,0
"280",41,32,0,0,0
"281",0,1,0,0,0
"282",3,2,0,0,0
"283",0,1,0,0,0
"284",35,29,0,0,0
"285",41,32,0,0,0
"286",0,1,0,0,0
"287",34,34,0,0,0
"288",0,1,0,0,0
"289",2,1,0,0,0
"290",1,1,0,0,0
"291",43,35,1,0,1
"292",0,1,0,0,0
"293",38,32,0,0,0
"294",35,38,1,0,0
"295",2,1,0,0,0
"296",0,1,0,0,0
"297",39,37,0,0,0
"298",1,1,0,0,0
"299",28,22,0,0,0
"300",1,1,0,0,0
"301",0,1,0,0,0
"302",1,1,0,0,0
"303",28,24,0,0,1
"304",34,22,0,0,0
"305",36,38,0,0,1
"306",28,26,0,0,0
"307",0,1,0,0,0
"308",31,24,0,0,0
"309",31,24,0,0,1
"310",0,1,0,0,0
"311",32,27,1,0,0
"312",0,1,0,0,0
"313",0,1,0,0,0
"314",32,27,1,0,0
"315",2,2,0,0,0
"316",0,2,0,0,0
"317",33,29,0,0,0
"318",1,1,0,0,0
"319",1,1,0,0,0
"320",39,26,0,0,0
"321",1,3,0,0,0
"322",0,1,0,0,0
"323",0,1,0,0,0
"324",2,1,0,0,0
"325",30,25,0,0,0
"326",1,1,0,0,0
"327",1,1,0,0,0
"328",32,35,0,1,0
"329",36,32,1,0,0
"330",0,2,0,0,0
"331",1,1,0,0,0
"332",29,28,0,0,0
"333",34,28,0,0,1
"334",26,22,1,0,0
"335",1,1,0,0,0
"336",0,1,0,0,0
"337",0,1,0,0,0
"338",30,25,0,0,0
"339",1,2,0,0,0
"340",0,1,0,0,0
"341",0,1,0,0,0
"342",0,1,0,0,0
"343",30,21,0,0,0
"344",37,32,0,1,1
"345",0,1,0,0,0
"346",35,28,1,0,1
"347",26,29,0,0,0
"348",30,29,0,0,0
"349",29,26,0,0,0
"350",0,1,0,0,0
"351",0,1,0,0,0
"352",25,25,1,0,0
"353",1,1,0,0,0
"354",1,1,0,0,0
"355",0,1,0,0,0
"356",29,29,0,0,0
"357",28,24,0,1,0
"358",25,28,0,0,0
"359",36,35,1,0,0
"360",0,1,0,0,0
"361",0,1,0,0,0
"362",31,31,0,0,0
"363",31,29,0,0,1
"364",38,30,1,0,0
"365",0,1,0,0,0
"366",1,1,0,0,0
"367",0,1,0,0,0
"368",1,2,0,0,0
"369",35,30,0,0,1
"370",30,24,0,1,0
"371",0,1,0,0,0
"372",0,1,0,0,0
"373",40,29,1,0,0
"374",0,1,0,0,0
"375",0,1,0,0,0
"376",0,1,0,0,0
"377",0,1,0,0,0
"378",1,1,0,0,0
"379",27,24,0,0,0
"380",28,31,0,0,0
"381",0,1,0,0,0
"382",39,36,0,0,1
"383",44,34,0,0,0
"384",0,1,0,0,0
"385",31,31,0,0,1
"386",0,1,0,0,0
"387",39,29,0,0,0
"388",0,1,0,0,0
"389",32,28,0,0,0
"390",1,1,0,0,0
"391",34,32,0,1,0
"392",40,36,0,0,0
"393",32,25,1,0,0
"394",0,1,0,0,0
"395",27,30,1,0,0
"396",28,27,0,0,0
"397",28,25,0,0,0
"398",36,30,0,0,0
"399",41,36,0,0,0
"400",1,2,0,0,0
"401",30,29,0,0,0
"402",0,1,0,0,0
"403",30,26,0,0,0
"404",31,27,1,0,0
"405",0,1,0,0,0
"406",0,1,0,0,0
"407",2,1,0,0,0
"408",39,32,0,0,0
"409",0,1,0,0,0
"410",39,37,0,0,0
"411",2,1,0,0,0
"412",2,1,0,0,0
"413",0,1,0,0,0
"414",0,1,0,0,0
"415",39,28,0,0,0
"416",32,34,1,0,0
"417",0,1,0,0,0
"418",30,26,0,0,0
"419",32,28,0,0,0
"420",1,1,0,0,0
"421",0,1,0,0,0
"422",31,24,0,0,0
"423",2,1,0,0,0
"424",29,30,0,0,0
"425",0,1,0,0,0
"426",31,34,0,0,0
"427",3,2,0,0,0
"428",33,29,0,0,0
"429",36,24,0,0,0
"430",35,26,0,1,0
"431",30,28,0,0,0
"432",29,28,0,0,0
"433",36,30,0,0,0
"434",0,1,0,0,0
"435",35,31,0,0,0
"436",0,1,0,0,0
"437",0,1,0,0,0
"438",0,1,0,0,0
"439",0,1,0,0,0
"440",0,1,0,0,0
"441",29,33,0,0,0
"442",36,38,0,0,0
"443",0,1,0,0,0
"444",1,2,0,0,0
"445",35,29,0,0,0
"446",39,26,0,1,0
"447",32,27,0,1,0
"448",0,1,0,0,0
"449",38,26,0,0,0
"450",1,1,0,0,0
"451",1,1,0,0,0
"452",41,32,1,0,0
"453",0,1,0,0,0
"454",1,1,0,0,0
"455",1,1,0,0,0
"456",0,1,0,0,0
"457",0,1,0,0,0
"458",37,28,0,0,0
"459",1,1,0,0,0
"460",0,1,0,0,0
"461",0,1,0,0,0
"462",0,1,0,0,0
"463",35,34,0,0,0
"464",0,1,0,0,0
"465",0,2,0,0,0
"466",37,31,1,0,0
"467",0,1,0,0,0
"468",29,26,0,0,0
"469",0,1,0,0,0
"470",35,25,0,1,0
"471",1,1,0,0,0
"472",0,1,0,0,0
"473",0,1,0,0,0
"474",28,19,0,0,0
"475",29,21,1,0,0
"476",0,1,0,0,0
"477",32,28,0,0,0
"478",33,40,0,0,0
"479",37,31,0,0,0
"480",0,1,0,0,0
"481",0,1,0,0,0
"482",30,28,0,1,0
"483",32,31,0,0,0
"484",0,2,0,0,0
"485",0,1,0,0,0
"486",2,1,0,0,0
"487",32,31,0,1,0
"488",35,27,1,0,0
"489",1,1,0,0,0
"490",36,35,0,0,1
"491",32,25,0,0,0
"492",40,38,0,0,1
"493",23,18,0,0,0
"494",32,33,0,0,0
"495",34,35,1,0,0
"496",29,22,0,0,0
"497",37,26,0,1,0
"498",25,27,1,0,0
"499",1,2,0,0,0
"500",0,1,0,0,0
"501",44,38,0,1,0
"502",1,1,0,0,0
"503",2,2,0,0,0
"504",0,1,0,0,0
"505",0,1,0,0,0
"506",0,1,0,0,0
"507",37,27,1,0,0
"508",33,33,0,0,1
"509",0,1,0,0,0
"510",29,21,0,0,0
"511",33,31,0,0,0
"512",33,24,0,0,0
"513",29,24,0,0,0
"514",0,1,0,0,0
"515",1,2,0,0,0
"516",28,26,0,1,0
"517",1,1,0,0,0
"518",0,1,0,0,0
"519",0,1,0,0,0
"520",33,31,0,0,1
"521",34,33,0,0,0
"522",0,1,0,0,0
"523",25,21,1,1,0
"524",2,2,0,0,0
"525",0,1,0,0,0
"526",36,32,1,0,0
"527",33,27,0,0,0
"528",0,1,0,0,0
"529",2,1,0,0,0
"530",40,30,0,0,0
"531",1,1,0,0,0
"532",0,1,0,0,0
"533",0,1,0,0,0
"534",29,25,0,0,0
"535",0,1,0,0,0
"536",0,1,0,0,0
"537",0,1,0,0,0
"538",0,1,0,0,0
"539",34,31,0,0,0
"540",39,33,0,0,0
"541",40,38,0,0,0
"542",1,1,0,0,0
"543",43,32,1,0,0
"544",0,1,0,0,0
"545",31,30,0,0,0
"546",0,1,0,0,0
"547",32,28,0,0,0
"548",0,1,0,0,0
"549",35,34,1,0,0
"550",0,1,0,0,0
"551",0,1,0,0,0
"552",36,32,0,0,0
"553",0,1,0,0,0
"554",0,1,0,0,0
"555",1,1,0,0,0
"556",38,32,0,0,0
"557",0,1,0,0,0
"558",31,33,1,0,0
"559",28,21,0,0,0
"560",0,1,0,0,0
"561",33,29,0,0,0
"562",0,1,0,0,0
"563",37,35,0,0,1
"564",0,1,0,0,0
"565",42,34,0,0,0
"566",32,29,1,0,0
"567",1,1,0,0,0
"568",33,25,0,0,0
"569",1,1,0,0,0
"570",29,27,0,0,1
"571",34,28,1,0,1
"572",2,1,0,0,0
"573",37,31,0,0,0
"574",36,31,0,0,0
"575",29,27,0,0,0
"576",33,29,0,0,0
"577",37,35,0,0,0
"578",1,1,0,0,0
"579",1,1,0,0,0
"580",0,1,0,0,0
"581",0,1,0,0,0
"582",28,25,0,0,0
"583",32,31,0,0,0
"584",0,1,0,0,0
"585",32,28,0,1,0
"586",0,1,0,0,0
"587",31,31,1,0,0
"588",34,28,0,0,0
"589",1,1,0,0,0
"590",35,33,0,1,1
"591",0,1,0,0,0
"592",26,25,0,0,1
"593",22,23,0,0,0
"594",35,28,1,0,0
"595",2,1,0,0,0
"596",34,26,1,0,0
"597",30,24,0,0,0
"598",1,1,0,0,0
"599",27,25,0,0,0
"600",38,32,0,0,0
"601",0,1,0,0,0
"602",39,34,0,0,0
"603",0,1,0,0,0
"604",0,1,0,0,0
"605",0,1,0,0,0
"606",0,1,0,0,0
"607",42,32,1,0,1
"608",51,43,1,0,0
"609",33,27,0,0,0
"610",33,26,0,0,0
"611",40,27,0,0,1
"612",39,33,0,0,0
"613",31,23,1,0,0
"614",0,1,0,0,0
"615",37,33,0,0,0
"616",33,32,0,0,0
"617",1,1,0,0,0
"618",0,1,0,0,0
"619",40,26,0,0,0
"620",40,29,0,0,0
"621",1,2,0,0,0
"622",0,1,0,0,0
"623",0,1,0,0,0
"624",32,26,0,0,0
"625",31,25,0,1,0
"626",34,27,1,0,0
"627",36,34,0,0,0
"628",43,35,0,1,0
"629",38,31,0,0,1
"630",0,1,0,0,0
"631",2,1,0,0,0
"632",35,28,0,0,1
"633",36,32,0,0,1
"634",0,1,0,0,0
"635",36,39,0,0,0
"636",1,1,0,0,0
"637",0,1,0,0,0
"638",0,1,0,0,0
"639",1,1,0,0,0
"640",39,32,0,0,0
"641",0,1,0,0,0
"642",52,41,0,0,1
"643",33,30,0,0,0
"644",31,24,0,0,0
"645",0,1,0,0,0
"646",30,27,0,0,0
"647",1,1,0,0,0
"648",47,36,0,0,0
"649",33,29,0,0,0
"650",1,1,0,0,0
"651",0,1,0,0,0
"652",1,1,0,0,0
"653",0,1,0,0,0
"654",0,1,0,0,0
"655",0,1,0,0,0
"656",30,30,0,0,0
"657",0,1,0,0,0
"658",29,28,0,0,0
"659",23,20,1,0,0
"660",0,1,0,0,0
"661",0,1,0,0,0
"662",0,1,0,0,0
"663",32,38,0,0,0
"664",37,27,0,0,0
"665",29,28,0,0,0
"666",0,1,0,0,0
"667",31,27,0,0,0
"668",0,1,0,0,0
"669",1,1,0,0,0
"670",33,27,0,0,0
"671",30,31,1,1,0
"672",0,1,0,0,0
"673",0,1,0,0,0
"674",36,30,0,0,0
"675",34,28,0,0,0
"676",0,1,0,0,0
"677",23,20,0,0,0
"678",0,1,0,0,0
"679",0,1,0,0,0
"680",1,1,0,0,0
"681",0,1,0,0,0
"682",0,1,0,0,0
"683",34,22,0,0,0
"684",44,38,0,0,0
"685",26,23,0,0,0
"686",26,26,1,0,0
"687",1,1,0,0,0
"688",0,1,0,0,0
"689",34,32,0,0,0
"690",33,27,0,0,0
"691",32,27,0,0,1
"692",33,38,0,0,0
"693",0,1,0,0,0
"694",0,1,0,0,0
"695",0,1,0,0,0
"696",25,28,0,0,0
"697",0,1,0,0,0
"698",0,1,0,0,0
"699",39,27,0,0,0
"700",35,35,0,0,0
"701",0,2,0,0,0
"702",1,1,0,0,0
"703",0,1,0,0,0
"704",0,1,0,0,0
"705",35,35,0,0,0
"706",33,31,0,0,0
"707",0,1,0,0,0
"708",2,1,0,0,0
"709",26,38,0,0,0
"710",0,1,0,0,0
"711",0,1,0,0,0
"712",31,31,0,0,1
"713",34,30,0,0,0
"714",0,1,0,0,0
"715",29,22,0,0,0
"716",36,32,1,0,0
"717",42,25,0,0,0
"718",29,28,0,0,0
"719",0,1,0,0,0
"720",30,25,1,0,0
"721",1,1,0,0,0
"722",39,37,0,0,0
"723",35,31,0,0,0
"724",33,30,0,0,0
"725",31,27,1,0,0
"726",31,26,0,0,0
"727",28,34,1,0,1
"728",1,2,0,0,0
"729",0,1,0,0,0
"730",1,1,0,0,0
"731",38,27,0,0,0
"732",29,24,0,0,0
"733",0,1,0,0,0
"734",0,1,0,0,0
"735",32,32,1,0,0
"736",32,33,0,0,0
"737",34,23,1,0,0
"738",1,1,0,0,0
"739",42,35,0,0,0
"740",1,1,0,0,0
"741",0,1,0,0,0
"742",1,1,0,0,0
"743",39,26,1,0,1
"744",42,35,0,0,0
"745",1,2,0,0,0
"746",0,1,0,0,0
"747",1,3,0,0,0
"748",0,1,0,0,0
"749",1,1,0,0,0
"750",1,1,0,0,0
"751",36,26,0,0,0
"752",0,1,0,0,0
"753",0,1,0,0,0
"754",0,1,0,0,0
"755",2,1,0,0,0
"756",29,25,0,1,0
"757",0,1,0,0,0
"758",31,33,0,0,0
"759",29,23,0,0,0
"760",0,1,0,0,0
"761",32,31,0,0,0
"762",38,27,1,0,0
"763",29,29,0,0,0
"764",27,22,0,0,0
"765",30,27,1,0,1
"766",0,1,0,0,0
"767",31,38,0,0,0
"768",1,1,0,0,0
"769",1,1,0,0,0
"770",0,1,0,0,0
"771",0,1,0,0,0
"772",1,2,0,0,0
"773",39,25,1,1,0
"774",36,36,0,0,0
"775",37,36,1,0,0
"776",2,1,0,0,0
"777",1,1,0,0,0
"778",34,24,0,0,0
"779",28,22,0,0,0
"780",33,25,0,0,0
"781",39,34,0,0,0
"782",0,1,0,0,0
"783",2,3,0,0,0
"784",36,30,0,0,0
"785",36,36,0,0,0
"786",1,1,0,0,0
"787",34,32,0,0,0
"788",32,33,1,0,0
"789",40,30,1,0,0
"790",1,1,0,0,0
"791",37,29,1,0,0
"792",40,32,0,0,0
"793",2,2,0,0,0
"794",27,26,1,0,0
"795",0,1,0,0,0
"796",38,30,0,0,0
"797",25,22,0,0,0
"798",29,27,0,1,1
"799",0,1,0,0,0
"800",0,1,0,0,0
"801",0,1,0,0,0
"802",1,1,0,0,0
"803",1,1,0,0,0
"804",35,28,0,0,1
"805",0,1,0,0,0
"806",0,1,0,0,0
"807",2,1,0,0,0
"808",0,1,0,0,0
"809",31,36,0,0,0
"810",0,1,0,0,0
"811",0,1,0,0,0
"812",36,32,0,0,0
"813",0,1,0,0,0
"814",34,29,1,0,0
"815",0,1,0,0,0
"816",26,28,0,0,0
"817",0,1,0,0,0
"818",0,1,0,0,0
"819",32,32,0,0,0
"820",0,1,0,0,0
"821",24,25,0,0,0
"822",0,1,0,0,0
"823",36,27,1,0,1
"824",1,1,0,0,0
"825",1,1,0,0,0
"826",27,26,0,0,0
"827",30,23,0,0,0
"828",35,29,0,0,0
"829",38,29,0,0,0
"830",0,1,0,0,0
"831",42,27,1,0,0
"832",0,1,0,0,0
"833",40,30,0,0,0
"834",0,1,0,0,0
"835",32,25,0,0,0
"836",1,1,0,0,0
"837",39,25,0,1,0
"838",38,33,1,1,0
"839",0,1,0,0,0
"840",28,34,0,0,0
"841",37,29,0,0,0
"842",47,36,0,0,0
"843",34,29,0,0,0
"844",0,3,0,0,0
"845",35,29,0,0,0
"846",1,1,0,0,0
"847",0,1,0,0,0
"848",1,1,0,0,0
"849",0,1,0,0,0
"850",28,32,0,0,0
"851",37,36,0,0,0
"852",0,1,0,0,0
"853",0,1,0,0,0
"854",0,2,0,0,0
"855",38,33,0,0,0
"856",0,1,0,0,0
"857",37,33,0,0,0
"858",1,2,0,0,0
"859",35,27,0,0,0
"860",39,36,1,0,0
"861",34,37,0,0,0
"862",36,35,0,0,0
"863",33,28,1,0,0
"864",0,1,0,0,0
"865",31,31,0,0,1
"866",37,29,0,0,0
"867",31,31,0,0,0
"868",35,31,0,0,0
"869",1,1,0,0,0
"870",1,1,0,0,0
"871",34,33,1,0,0
"872",1,1,0,0,0
"873",36,34,0,0,0
"874",1,1,0,0,0
"875",36,33,0,0,0
"876",1,1,0,0,0
"877",0,1,0,0,0
"878",0,1,0,0,0
"879",37,32,0,0,1
"880",39,33,0,0,0
"881",36,34,0,0,0
"882",1,1,0,0,0
"883",26,27,1,0,0
"884",0,1,0,0,0
"885",1,2,0,0,0
"886",1,1,0,0,0
"887",31,28,1,0,0
"888",34,25,0,0,0
"889",30,24,0,0,0
"890",0,1,0,0,0
"891",0,1,0,0,0
"892",40,27,0,0,0
"893",0,1,0,0,0
"894",35,31,0,0,0
"895",23,21,0,0,1
"896",1,1,0,0,0
"897",24,21,0,1,0
"898",1,1,0,0,0
"899",0,1,0,0,0
"900",35,27,0,0,0
"901",0,1,0,0,0
"902",0,1,0,0,0
"903",2,1,0,0,0
"904",0,1,0,0,0
"905",31,25,0,0,0
"906",32,33,1,0,0
"907",0,1,0,0,0
"908",1,1,0,0,0
"909",0,1,0,0,0
"910",0,1,0,0,0
"911",0,1,0,0,0
"912",35,35,0,0,0
"913",0,1,0,0,0
"914",33,30,0,0,1
"915",33,29,0,0,0
"916",34,25,0,0,0
"917",32,32,0,1,0
"918",44,35,0,0,1
"919",0,1,0,0,0
"920",40,30,0,0,0
"921",0,2,0,0,0
"922",27,24,0,0,0
"923",0,1,0,0,0
"924",33,38,1,0,0
"925",37,30,0,1,0
"926",33,27,1,0,1
"927",35,35,1,0,0
"928",1,1,0,0,0
"929",35,34,1,1,1
"930",1,1,0,0,0
"931",37,28,0,0,1
"932",0,1,0,0,0
"933",32,27,0,0,1
"934",33,32,1,0,0
"935",41,36,0,0,0
"936",32,30,1,0,0
"937",37,33,0,0,0
"938",1,1,0,0,0
"939",36,36,0,0,1
"940",40,33,0,0,0
"941",0,1,0,0,0
"942",42,35,0,0,0
"943",31,29,0,0,0
"944",1,1,0,0,0
"945",1,1,0,0,0
"946",0,1,0,0,0
"947",35,28,0,0,1
"948",1,1,0,0,0
"949",32,31,0,0,0
"950",42,37,0,0,0
"951",38,27,0,0,0
"952",0,1,0,0,0
"953",31,31,0,0,0
"954",1,1,0,0,0
"955",33,28,0,0,1
"956",0,1,0,0,0
"957",39,29,1,0,0
"958",0,1,0,0,0
"959",0,1,0,0,0
"960",35,28,0,0,0
"961",35,32,1,0,1
"962",0,1,0,0,0
"963",1,1,0,0,0
"964",35,29,0,1,0
"965",36,33,1,0,0
"966",39,38,0,0,0
"967",2,1,0,0,0
"968",0,1,0,0,0
"969",0,1,0,0,0
"970",34,32,0,0,0
"971",43,31,1,0,0
"972",0,1,0,0,0
"973",44,30,0,0,0
"974",39,32,0,0,0
"975",27,22,0,0,0
"976",40,42,0,0,0
"977",35,25,1,0,0
"978",22,20,0,0,0
"979",55,42,0,0,1
"980",40,32,0,0,0
"981",0,1,0,0,0
"982",0,1,0,0,0
"983",1,1,0,0,0
"984",31,36,0,0,0
"985",33,35,1,0,0
"986",32,28,0,0,0
"987",1,1,0,0,0
"988",40,33,1,0,0
"989",34,24,0,1,0
"990",1,1,0,0,0
"991",32,25,1,0,0
"992",31,25,0,0,0
"993",35,29,0,0,0
"994",34,33,0,0,1
"995",33,33,0,0,0
"996",1,1,0,0,0
"997",36,36,0,0,0
"998",0,1,0,0,0
"999",33,26,0,0,0
"1000",30,30,1,0,0
"1001",0,1,0,0,0
"1002",27,25,0,0,0
"1003",35,31,1,0,1
"1004",0,1,0,0,0
"1005",26,23,0,1,1
"1006",37,36,1,0,0
"1007",33,25,0,0,0
"1008",39,29,0,1,0
"1009",49,36,0,0,0
"1010",0,1,0,0,0
"1011",49,46,0,0,0
"1012",31,33,0,1,0
"1013",33,33,0,0,0
"1014",30,28,0,0,0
"1015",2,2,0,0,0
"1016",33,27,0,0,0
"1017",0,1,0,0,0
"1018",36,35,0,0,0
"1019",39,34,0,0,0
"1020",36,33,1,0,0
"1021",37,33,1,0,0
"1022",0,1,0,0,0
"1023",35,25,0,0,0
"1024",0,1,0,0,0
"1025",1,1,0,0,0
"1026",3,1,0,0,0
"1027",29,32,0,0,0
"1028",26,28,0,0,0
"1029",0,1,0,0,0
"1030",31,22,0,0,0
"1031",0,1,0,0,0
"1032",44,34,0,0,1
"1033",41,36,0,0,0
"1034",34,39,1,0,0
"1035",0,1,0,0,0
"1036",46,32,0,0,0
"1037",31,33,1,0,0
"1038",46,39,0,1,1
"1039",33,36,0,0,0
"1040",0,1,0,0,0
"1041",0,1,0,0,0
"1042",38,34,0,0,0
"1043",1,1,0,0,0
"1044",32,28,0,1,0
"1045",0,1,0,0,0
"1046",32,33,0,0,1
"1047",35,39,0,0,0
"1048",31,36,0,0,0
"1049",33,26,1,1,1
"1050",42,45,1,1,0
"1051",31,21,0,0,0
"1052",29,34,0,0,0
"1053",33,27,1,0,0
"1054",27,21,0,0,0
"1055",0,1,0,0,0
"1056",23,21,0,0,0
"1057",1,1,0,0,0
"1058",0,1,0,0,0
"1059",33,28,0,0,0
"1060",1,1,0,0,0
"1061",29,24,1,0,0
"1062",0,1,0,0,0
