"","age1_orange.A","age2_no_comorbid_orange.A","age2_comorbid_green.A","age3_no_comorbid_green.A","age3_comorbid_green.A"
"1",39.8918217328261,43.6195386984653,0,0,0
"2",55.977744503093,57.261756656273,73.9514073326878,98.6185927489069,69.6318922603805
"3",40.5379101459047,45.5779977888828,64.6432278165755,60.6195124039052,63.7000114477193
"4",36.4614009339577,38.3561243386077,61.805274144766,70.8578596820214,69.9578866175916
"5",42.68871470973,44.8956162520045,75.5678470818667,64.6770736774333,76.1379375606896
"6",34.9628681305919,38.2746505639273,67.5029076221448,75.0466439283926,87.7910453483772
"7",0,0.617001047819851,0,0,0
"8",41.7027551767729,45.2821182542172,61.9881446999114,75.6489236685714,60.5605640487708
"9",36.5396506040716,37.3570993013916,101.654489148661,103.360181375583,86.9349778967068
"10",34.5870029898106,33.5174484547101,0,0,0
"11",0,1.23652857221919,0,0,0
"12",37.474476880024,33.4402833209365,0,0,0
"13",28.376565583382,28.3979392920902,41.0713273681007,52.9949532305537,65.5968767268104
"14",32.7740614780897,34.532652418418,48.9383702264723,53.8795873560426,39.7546369970854
"15",36.211575692042,32.7933881457389,69.7194117865434,30.6416773093286,50.1986295898272
"16",27.55516987292,34.1069299632427,75.1461981710201,65.3528472430253,78.7210364601052
"17",0,3.98591269242074,0,0,0
"18",31.4349819562556,34.8442074276318,0,0,0
"19",0,0,0,0,0
"20",35.3536793850497,36.3459286493022,0,0,0
"21",33.4430592428044,31.3283450716747,57.3013283079196,56.3395984541155,43.4715043161444
"22",36.1182603709191,34.6454462745823,0,0,0
"23",36.6959605761824,41.6520317140508,66.6411629879528,71.0033230028201,78.9793183142561
"24",37.2791028925532,40.7930251827679,101.540321977749,107.681113260709,109.791750916449
"25",35.1655609411237,34.0718250970409,61.620523433543,76.6362389243339,59.303797233993
"26",34.467962981187,37.2385772402446,0,0,0
"27",30.0674050307157,29.7485950789307,62.7675957939124,56.5686016190545,57.4998655345948
"28",28.0803663404355,32.2901045725735,57.2873422527459,56.1018675781836,49.7305499793057
"29",36.9227376989182,36.7951261460405,100.594681329487,99.340885860738,90.9725039482104
"30",0,0.786406634724224,0,0,0
"31",31.1984516605975,32.6274714400588,66.0490824176369,58.7528868417007,77.5797428650909
"32",34.8921203258383,33.2509309329434,76.9000379212708,61.2633023910767,65.236092096019
"33",45.0680171006502,45.0680171006502,0,0,0
"34",0,0,0,0,0
"35",29.7940849612339,34.4234827398241,0,0,0
"36",0,0,0,0,0
"37",51.1201122031143,50.6693595930913,0,0,0
"38",43.0594495005462,41.9278449589191,59.3719147438506,57.2585528984577,75.6373280448402
"39",33.0904600961908,37.4077940417507,49.5871994578618,42.7790622542715,43.7518404039515
"40",42.3507050109059,50.2629736863271,78.6059598857851,51.0390028082882,88.7276818250934
"41",30.3077481454343,30.8039909228812,74.6366081727524,72.8748716433285,90.5209994095
"42",39.1422806067957,38.3641395532982,0,0,0
"43",47.0368984753591,46.1394480081172,0,0,0
