"","age1_orange.I","age2_no_comorbid_orange.I","age2_comorbid_green.I","age3_no_comorbid_green.I","age3_comorbid_green.I"
"78",87,76,1,0,0
"79",1,1,0,0,0
"80",0,0,0,0,0
"81",76,65,0,0,0
"82",0,1,0,0,0
"83",62,51,0,0,0
"84",0,1,0,0,0
"85",77,61,0,0,0
"86",62,59,0,0,0
"87",0,1,0,0,0
"88",73,74,0,0,0
"89",2,1,0,0,0
"90",0,1,0,0,0
"91",93,67,1,0,0
"92",3,1,0,0,0
"93",82,74,0,0,0
"94",67,68,1,0,0
"95",74,61,0,0,0
"96",0,3,0,0,0
"97",65,59,0,0,0
"98",0,1,0,0,0
"99",77,63,0,0,0
"100",86,69,0,0,0
"101",87,76,0,1,0
"102",0,1,0,0,0
"103",77,65,0,0,0
"104",79,62,0,0,0
"105",0,1,0,0,0
"106",64,55,1,0,0
"107",90,68,0,0,0
"108",0,0,0,0,0
"109",0,1,0,0,0
"110",95,91,0,0,0
"111",108,78,0,0,0
"112",97,79,0,0,0
"113",77,63,0,0,0
"114",74,70,0,0,0
"115",1,1,0,0,0
"116",85,64,0,0,0
"117",1,0,0,0,0
"118",2,1,0,0,0
"119",64,63,0,0,0
"120",0,1,0,0,0
"121",64,63,0,0,0
"122",70,63,0,0,0
"123",58,51,0,0,0
"124",0,1,0,0,0
"125",102,88,0,0,0
"126",1,1,0,0,0
"127",0,1,0,0,0
"128",1,0,0,0,0
"129",0,1,0,0,0
"130",1,1,0,0,0
"131",1,1,0,0,0
"132",85,65,0,0,0
"133",0,0,0,0,0
"134",0,1,0,0,0
"135",0,1,0,0,0
"136",75,58,0,0,0
"137",0,1,0,0,0
"138",0,1,0,0,0
"139",106,68,0,0,2
"140",0,1,0,0,0
"141",0,1,0,0,0
"142",92,61,0,0,0
"143",76,62,0,0,0
"144",73,65,0,0,0
"145",0,1,0,0,0
"146",79,58,0,0,0
"147",80,70,0,1,0
"148",0,1,0,0,0
"149",54,60,0,0,0
"150",0,1,0,0,0
"151",68,53,1,0,0
"152",75,61,0,0,0
"153",94,70,0,1,1
"154",0,0,0,0,0
"155",73,63,0,0,1
"156",82,82,0,0,0
"157",102,86,0,0,0
"158",69,56,0,0,0
"159",74,63,0,0,0
"160",66,62,0,1,0
"161",69,72,0,0,0
"162",86,71,1,0,0
"163",1,1,0,0,0
"164",71,72,0,0,0
"165",66,57,1,0,1
"166",77,59,0,0,0
"167",5,2,0,0,0
"168",58,76,0,0,0
"169",87,66,0,0,0
"170",76,55,0,0,0
"171",77,64,0,1,0
"172",0,1,0,0,0
"173",66,65,0,0,0
"174",80,70,1,1,1
"175",0,2,0,0,0
"176",0,1,0,0,0
"177",2,1,0,0,0
"178",0,0,0,0,0
"179",0,1,0,0,0
"180",2,2,0,0,0
"181",1,1,0,0,0
"182",88,70,0,0,0
"183",94,84,0,0,0
"184",76,66,0,1,0
"185",0,1,0,0,0
"186",80,66,1,0,0
"187",78,70,1,0,1
"188",2,3,0,0,0
"189",75,81,0,0,0
"190",67,58,0,0,0
"191",0,1,0,0,0
"192",1,1,0,0,0
"193",0,1,0,0,0
"194",3,2,0,0,0
"195",88,84,1,0,0
"196",58,50,0,0,0
"197",110,85,0,0,0
"198",1,1,0,0,0
"199",84,76,0,0,0
"200",94,77,0,0,0
"201",2,1,0,0,0
"202",1,2,0,0,0
"203",1,2,0,0,0
"204",0,1,0,0,0
"205",0,0,0,0,0
"206",0,1,0,0,0
"207",0,1,0,0,0
"208",60,55,1,1,0
"209",62,68,0,1,0
"210",95,97,0,0,0
"211",2,1,0,0,0
"212",0,1,0,0,0
"213",83,72,1,0,0
"214",0,2,0,0,0
"215",1,1,0,0,0
"216",68,49,0,0,0
"217",74,66,1,0,0
"218",78,76,0,0,0
"219",65,73,0,0,1
"220",0,1,0,0,0
"221",71,63,0,0,0
"222",79,60,0,0,0
"223",96,73,0,0,0
"224",0,1,0,0,0
"225",0,1,0,0,0
"226",89,86,0,0,0
"227",0,0,0,0,0
"228",47,51,0,1,0
"229",82,78,0,0,0
"230",74,73,0,0,0
"231",72,67,0,0,0
"232",0,2,0,0,0
"233",2,1,0,0,0
"234",0,1,0,0,0
"235",83,74,0,0,0
"236",0,1,0,0,0
"237",87,78,0,0,0
"238",0,2,0,0,0
"239",82,74,0,0,0
"240",60,54,0,0,0
"241",76,59,0,0,0
"242",0,1,0,0,0
"243",1,2,0,0,0
"244",72,56,0,0,0
"245",65,52,0,0,0
"246",69,60,0,0,1
"247",0,1,0,0,0
"248",54,45,0,0,1
"249",0,1,0,0,0
"250",47,38,0,0,0
"251",72,74,0,0,0
"252",58,58,0,0,0
"253",0,1,0,0,0
"254",76,58,0,0,1
"255",5,1,0,0,0
"256",0,1,0,0,0
"257",90,79,0,0,0
"258",0,0,0,0,0
"259",0,1,0,0,0
"260",94,78,0,0,0
"261",76,75,0,0,0
"262",1,1,0,0,0
"263",88,67,0,0,0
"264",1,1,0,0,0
"265",0,0,0,0,0
"266",78,63,1,0,0
"267",82,66,0,0,0
"268",77,79,0,0,0
"269",85,80,2,0,1
"270",60,58,0,0,0
"271",85,73,0,0,0
"272",78,79,0,0,0
"273",80,69,0,0,0
"274",1,0,0,0,0
"275",2,1,0,0,0
"276",3,2,0,0,0
"277",1,1,0,0,0
"278",68,55,0,0,0
"279",1,1,0,0,0
"280",101,78,0,0,0
"281",0,1,0,0,0
"282",3,3,0,0,0
"283",0,1,0,0,0
"284",79,71,0,0,0
"285",102,69,0,0,0
"286",0,1,0,0,0
"287",76,65,0,0,0
"288",0,1,0,0,0
"289",1,1,0,0,0
"290",2,0,0,0,0
"291",91,77,1,0,1
"292",0,1,0,0,0
"293",84,85,0,0,0
"294",77,85,1,0,0
"295",1,1,0,0,0
"296",0,1,0,0,0
"297",96,78,0,0,0
"298",1,1,0,0,0
"299",62,55,0,0,0
"300",2,2,0,0,0
"301",0,1,0,0,0
"302",1,1,0,0,0
"303",91,55,0,0,1
"304",96,62,0,0,0
"305",79,77,0,0,0
"306",63,60,0,0,0
"307",0,1,0,0,0
"308",69,59,0,0,0
"309",73,60,0,0,1
"310",0,1,0,0,0
"311",72,67,1,0,0
"312",0,1,0,0,0
"313",0,0,0,0,0
"314",78,59,1,0,0
"315",3,2,0,0,0
"316",0,2,0,0,0
"317",74,59,0,0,0
"318",1,1,0,0,0
"319",2,1,0,0,0
"320",69,58,0,0,0
"321",1,3,0,0,0
"322",0,1,0,0,0
"323",0,1,0,0,0
"324",3,1,0,0,0
"325",72,54,0,0,0
"326",1,1,0,0,0
"327",1,1,0,0,0
"328",78,80,0,1,0
"329",85,68,1,0,0
"330",0,2,0,0,0
"331",0,0,0,0,0
"332",69,60,0,0,0
"333",80,74,0,0,1
"334",54,53,1,0,0
"335",2,2,0,0,0
"336",0,1,0,0,0
"337",0,1,0,0,0
"338",73,55,0,0,0
"339",1,1,0,0,0
"340",0,0,0,0,0
"341",0,1,0,0,0
"342",0,1,0,0,0
"343",59,55,0,0,0
"344",82,84,0,1,1
"345",0,1,0,0,0
"346",74,77,1,0,1
"347",73,67,0,0,0
"348",73,71,0,0,0
"349",82,66,0,0,0
"350",0,0,0,0,0
"351",0,1,0,0,0
"352",58,66,1,0,0
"353",1,1,0,0,0
"354",1,1,0,0,0
"355",0,1,0,0,0
"356",64,62,0,0,0
"357",69,58,0,1,0
"358",63,65,0,0,0
"359",76,76,1,0,0
"360",0,0,0,0,0
"361",0,0,0,0,0
"362",72,72,0,0,0
"363",79,74,0,0,0
"364",83,64,1,0,0
"365",0,1,0,0,0
"366",1,2,0,0,0
"367",0,1,0,0,0
"368",1,3,0,0,0
"369",97,71,0,0,1
"370",73,56,0,1,0
"371",0,1,0,0,0
"372",0,0,0,0,0
"373",90,64,1,0,0
"374",0,1,0,0,0
"375",0,1,0,0,0
"376",0,1,0,0,0
"377",0,1,0,0,0
"378",1,2,0,0,0
"379",81,53,0,0,0
"380",71,54,0,0,0
"381",0,1,0,0,0
"382",96,84,0,0,1
"383",95,82,0,0,0
"384",0,0,0,0,0
"385",79,85,0,0,1
"386",0,1,0,0,0
"387",83,72,0,0,0
"388",0,1,0,0,0
"389",86,67,0,0,0
"390",1,1,0,0,0
"391",69,62,0,1,0
"392",83,83,0,0,0
"393",69,61,1,0,0
"394",0,1,0,0,0
"395",68,60,1,0,0
"396",70,57,0,0,0
"397",74,64,0,0,0
"398",74,63,0,0,0
"399",88,70,0,0,0
"400",1,1,0,0,0
"401",73,67,0,0,0
"402",0,1,0,0,0
"403",75,62,0,0,0
"404",75,70,0,0,0
"405",0,1,0,0,0
"406",0,1,0,0,0
"407",3,2,0,0,0
"408",90,84,0,0,0
"409",0,1,0,0,0
"410",94,81,0,0,0
"411",2,2,0,0,0
"412",2,1,0,0,0
"413",0,1,0,0,0
"414",0,1,0,0,0
"415",77,60,0,0,0
"416",79,70,0,0,0
"417",0,1,0,0,0
"418",82,74,0,0,0
"419",70,64,0,0,0
"420",1,2,0,0,0
"421",0,1,0,0,0
"422",79,59,0,0,0
"423",2,1,0,0,0
"424",69,74,0,0,0
"425",0,1,0,0,0
"426",72,81,0,0,0
"427",4,4,0,0,0
"428",80,69,0,0,0
"429",71,60,0,0,0
"430",84,62,0,1,0
"431",77,66,0,0,0
"432",72,57,0,0,0
"433",85,76,0,0,0
"434",0,1,0,0,0
"435",77,66,0,0,0
"436",0,1,0,0,0
"437",0,1,0,0,0
"438",0,1,0,0,0
"439",0,1,0,0,0
"440",0,1,0,0,0
"441",75,54,0,0,0
"442",92,78,0,0,0
"443",0,1,0,0,0
"444",1,3,0,0,0
"445",79,67,0,0,0
"446",88,67,0,1,0
"447",72,72,0,1,0
"448",0,1,0,0,0
"449",76,64,0,0,0
"450",1,1,0,0,0
"451",1,1,0,0,0
"452",93,59,1,0,0
"453",0,0,0,0,0
"454",2,2,0,0,0
"455",1,1,0,0,0
"456",0,1,0,0,0
"457",0,1,0,0,0
"458",79,64,0,0,0
"459",1,1,0,0,0
"460",0,1,0,0,0
"461",0,1,0,0,0
"462",0,1,0,0,0
"463",74,81,0,0,0
"464",0,1,0,0,0
"465",0,1,0,0,0
"466",93,69,1,0,0
"467",0,1,0,0,0
"468",69,65,0,0,0
"469",0,2,0,0,0
"470",70,57,0,0,0
"471",1,2,0,0,0
"472",0,1,0,0,0
"473",0,0,0,0,0
"474",77,54,0,0,0
"475",62,47,1,0,0
"476",0,1,0,0,0
"477",65,57,0,0,0
"478",83,77,0,0,0
"479",88,74,0,0,0
"480",0,1,0,0,0
"481",0,2,0,0,0
"482",80,65,0,1,0
"483",80,62,0,0,0
"484",0,2,0,0,0
"485",0,1,0,0,0
"486",2,1,0,0,0
"487",86,63,0,1,0
"488",74,65,0,0,0
"489",1,1,0,0,0
"490",76,77,0,0,1
"491",75,53,0,0,0
"492",85,77,0,0,0
"493",50,47,0,0,0
"494",92,83,0,0,0
"495",88,66,0,0,0
"496",61,51,0,0,0
"497",88,76,0,1,0
"498",69,58,1,0,0
"499",1,2,0,0,0
"500",0,0,0,0,0
"501",85,93,0,1,0
"502",1,1,0,0,0
"503",2,1,0,0,0
"504",0,1,0,0,0
"505",0,1,0,0,0
"506",0,1,0,0,0
"507",89,69,1,0,0
"508",81,63,0,0,1
"509",0,1,0,0,0
"510",62,56,0,0,0
"511",65,66,0,0,0
"512",80,64,0,0,0
"513",63,67,0,0,0
"514",0,1,0,0,0
"515",2,2,0,0,0
"516",70,68,0,1,0
"517",0,1,0,0,0
"518",0,1,0,0,0
"519",0,1,0,0,0
"520",84,70,0,0,1
"521",79,74,0,0,0
"522",0,1,0,0,0
"523",58,47,1,1,0
"524",1,2,0,0,0
"525",0,0,0,0,0
"526",88,79,1,0,0
"527",92,73,0,0,0
"528",0,0,0,0,0
"529",2,1,0,0,0
"530",84,74,0,0,0
"531",2,1,0,0,0
"532",0,1,0,0,0
"533",0,1,0,0,0
"534",55,50,0,0,0
"535",0,0,0,0,0
"536",0,1,0,0,0
"537",0,1,0,0,0
"538",0,0,0,0,0
"539",81,75,0,0,0
"540",98,76,0,0,0
"541",89,76,0,0,0
"542",1,1,0,0,0
"543",78,71,1,0,0
"544",0,1,0,0,0
"545",68,85,0,0,0
"546",0,1,0,0,0
"547",65,57,0,0,0
"548",0,1,0,0,0
"549",83,85,1,0,0
"550",0,1,0,0,0
"551",0,1,0,0,0
"552",82,70,0,0,0
"553",0,1,0,0,0
"554",0,1,0,0,0
"555",1,2,0,0,0
"556",85,70,0,0,0
"557",0,0,0,0,0
"558",81,75,1,0,0
"559",63,55,0,0,0
"560",0,0,0,0,0
"561",76,60,0,0,0
"562",0,0,0,0,0
"563",80,72,0,0,1
"564",0,1,0,0,0
"565",90,87,0,0,0
"566",76,55,1,0,0
"567",1,2,0,0,0
"568",76,63,0,0,0
"569",1,0,0,0,0
"570",83,61,0,0,1
"571",92,70,1,0,1
"572",3,1,0,0,0
"573",83,65,0,0,0
"574",82,69,0,0,0
"575",66,62,0,0,0
"576",83,75,0,0,0
"577",91,78,0,0,0
"578",2,1,0,0,0
"579",1,1,0,0,0
"580",0,1,0,0,0
"581",0,1,0,0,0
"582",67,60,0,0,0
"583",83,77,0,0,0
"584",0,0,0,0,0
"585",78,72,0,1,0
"586",0,1,0,0,0
"587",78,76,1,0,0
"588",69,78,0,0,0
"589",1,1,0,0,0
"590",84,83,0,0,1
"591",0,0,0,0,0
"592",68,64,0,0,1
"593",49,44,0,0,0
"594",75,64,1,0,0
"595",2,2,0,0,0
"596",79,63,1,0,0
"597",77,54,0,0,0
"598",1,3,0,0,0
"599",56,64,0,0,0
"600",72,75,0,0,0
"601",0,1,0,0,0
"602",84,95,0,0,0
"603",0,1,0,0,0
"604",0,1,0,0,0
"605",0,0,0,0,0
"606",0,0,0,0,0
"607",110,79,1,0,1
"608",93,81,0,0,0
"609",81,62,0,0,0
"610",62,65,0,0,0
"611",101,79,0,0,1
"612",95,80,0,0,0
"613",72,64,1,0,0
"614",0,1,0,0,0
"615",75,60,0,0,0
"616",68,65,0,0,0
"617",1,2,0,0,0
"618",0,1,0,0,0
"619",80,68,0,0,0
"620",86,73,0,0,0
"621",2,2,0,0,0
"622",0,1,0,0,0
"623",0,1,0,0,0
"624",75,62,0,0,0
"625",81,68,0,0,0
"626",80,68,2,0,0
"627",93,70,0,0,0
"628",106,74,0,0,0
"629",90,76,0,0,1
"630",0,1,0,0,0
"631",1,1,0,0,0
"632",95,66,0,0,1
"633",91,78,0,0,1
"634",0,1,0,0,0
"635",95,77,0,0,0
"636",1,0,0,0,0
"637",0,0,0,0,0
"638",0,1,0,0,0
"639",0,1,0,0,0
"640",94,67,0,0,0
"641",0,0,0,0,0
"642",122,98,0,0,1
"643",72,75,0,0,0
"644",69,64,0,0,0
"645",0,1,0,0,0
"646",70,54,0,0,0
"647",1,1,0,0,0
"648",96,88,0,0,0
"649",83,62,0,0,0
"650",1,1,0,0,0
"651",0,0,0,0,0
"652",1,1,0,0,0
"653",0,2,0,0,0
"654",0,1,0,0,0
"655",0,1,0,0,0
"656",82,65,0,0,0
"657",0,1,0,0,0
"658",79,64,0,0,0
"659",58,46,0,0,0
"660",0,1,0,0,0
"661",0,1,0,0,0
"662",0,1,0,0,0
"663",81,77,0,0,0
"664",81,75,0,0,0
"665",61,66,0,0,0
"666",0,0,0,0,0
"667",77,63,0,0,0
"668",0,1,0,0,0
"669",1,1,0,0,0
"670",66,64,0,0,0
"671",86,83,2,1,0
"672",0,0,0,0,0
"673",0,1,0,0,0
"674",85,75,0,0,0
"675",80,81,0,0,0
"676",0,1,0,0,0
"677",53,53,0,0,0
"678",0,0,0,0,0
"679",0,1,0,0,0
"680",1,1,0,0,0
"681",0,1,0,0,0
"682",0,1,0,0,0
"683",67,61,0,0,0
"684",105,81,0,0,0
"685",66,52,0,0,0
"686",73,66,1,0,0
"687",0,1,0,0,0
"688",0,1,0,0,0
"689",79,74,0,0,0
"690",71,56,0,0,0
"691",71,66,0,0,0
"692",83,72,0,0,0
"693",0,1,0,0,0
"694",0,1,0,0,0
"695",0,2,0,0,0
"696",59,53,0,0,0
"697",0,0,0,0,0
"698",0,1,0,0,0
"699",79,66,0,0,0
"700",84,68,0,0,0
"701",0,2,0,0,0
"702",1,1,0,0,0
"703",0,1,0,0,0
"704",0,1,0,0,0
"705",81,70,0,0,0
"706",85,70,0,0,0
"707",0,1,0,0,0
"708",1,1,0,0,0
"709",64,67,0,0,0
"710",0,0,0,0,0
"711",0,1,0,0,0
"712",88,91,0,0,1
"713",78,73,0,0,0
"714",0,1,0,0,0
"715",78,53,0,0,0
"716",87,72,1,0,0
"717",86,69,0,0,0
"718",72,62,0,0,0
"719",0,0,0,0,0
"720",68,62,1,0,0
"721",1,1,0,0,0
"722",94,67,0,0,0
"723",90,71,0,0,0
"724",77,73,0,0,0
"725",82,59,2,0,0
"726",83,63,0,0,0
"727",55,66,1,0,2
"728",1,2,0,0,0
"729",0,1,0,0,0
"730",0,1,0,0,0
"731",84,75,0,0,0
"732",68,62,0,0,0
"733",0,1,0,0,0
"734",0,1,0,0,0
"735",80,71,1,0,0
"736",95,80,0,0,0
"737",84,58,1,0,0
"738",2,1,0,0,0
"739",81,69,0,0,0
"740",1,1,0,0,0
"741",0,1,0,0,0
"742",1,1,0,0,0
"743",87,64,1,0,1
"744",92,80,0,0,0
"745",1,2,0,0,0
"746",0,0,0,0,0
"747",1,2,0,0,0
"748",0,0,0,0,0
"749",1,1,0,0,0
"750",2,3,0,0,0
"751",64,60,0,0,0
"752",0,1,0,0,0
"753",0,1,0,0,0
"754",0,0,0,0,0
"755",2,2,0,0,0
"756",82,61,0,1,0
"757",0,0,0,0,0
"758",64,59,0,0,0
"759",72,61,0,0,0
"760",0,1,0,0,0
"761",82,64,0,0,0
"762",69,56,1,0,0
"763",67,66,0,0,0
"764",75,54,0,0,0
"765",66,56,1,0,1
"766",0,1,0,0,0
"767",83,81,0,0,0
"768",2,3,0,0,0
"769",1,2,0,0,0
"770",0,1,0,0,0
"771",0,0,0,0,0
"772",2,2,0,0,0
"773",74,61,1,0,0
"774",92,75,0,0,0
"775",94,70,1,0,0
"776",1,2,0,0,0
"777",1,2,0,0,0
"778",75,61,0,0,0
"779",63,51,0,0,0
"780",74,60,0,0,0
"781",91,70,0,0,0
"782",0,1,0,0,0
"783",2,3,0,0,0
"784",83,64,0,0,0
"785",80,77,0,0,0
"786",2,1,0,0,0
"787",72,76,0,0,0
"788",77,69,1,0,0
"789",84,72,2,0,0
"790",1,1,0,0,0
"791",73,70,1,0,0
"792",81,80,0,0,0
"793",2,2,0,0,0
"794",82,65,1,0,0
"795",0,1,0,0,0
"796",77,65,0,0,0
"797",57,50,0,0,0
"798",73,61,0,1,0
"799",0,0,0,0,0
"800",0,2,0,0,0
"801",0,1,0,0,0
"802",1,2,0,0,0
"803",1,1,0,0,0
"804",90,79,0,0,1
"805",0,1,0,0,0
"806",0,1,0,0,0
"807",1,1,0,0,0
"808",0,1,0,0,0
"809",95,72,0,0,0
"810",0,1,0,0,0
"811",0,1,0,0,0
"812",82,65,0,0,0
"813",0,1,0,0,0
"814",72,68,0,0,0
"815",0,1,0,0,0
"816",77,60,0,0,0
"817",0,1,0,0,0
"818",0,1,0,0,0
"819",71,70,0,0,0
"820",0,1,0,0,0
"821",59,52,0,0,0
"822",0,1,0,0,0
"823",82,61,2,0,1
"824",1,1,0,0,0
"825",2,1,0,0,0
"826",68,70,0,0,0
"827",66,50,0,0,0
"828",95,68,0,0,0
"829",81,69,0,0,0
"830",0,1,0,0,0
"831",105,71,0,0,0
"832",0,1,0,0,0
"833",92,64,0,0,0
"834",0,1,0,0,0
"835",67,59,0,0,0
"836",0,1,0,0,0
"837",71,58,0,1,0
"838",86,72,0,1,0
"839",0,0,0,0,0
"840",80,84,0,0,0
"841",81,67,0,0,0
"842",92,80,0,0,0
"843",78,71,0,0,0
"844",0,3,0,0,0
"845",81,68,0,0,0
"846",1,0,0,0,0
"847",0,0,0,0,0
"848",0,1,0,0,0
"849",0,1,0,0,0
"850",70,64,0,0,0
"851",84,86,0,0,0
"852",0,1,0,0,0
"853",0,0,0,0,0
"854",0,2,0,0,0
"855",94,78,0,0,0
"856",0,1,0,0,0
"857",78,73,0,0,0
"858",1,3,0,0,0
"859",60,50,0,0,0
"860",90,80,1,0,0
"861",76,66,0,0,0
"862",81,88,0,0,0
"863",80,55,1,0,0
"864",0,1,0,0,0
"865",75,67,0,0,1
"866",72,73,0,0,0
"867",73,67,0,0,0
"868",69,75,0,0,0
"869",0,0,0,0,0
"870",2,0,0,0,0
"871",83,71,2,0,0
"872",1,1,0,0,0
"873",87,78,0,0,0
"874",2,1,0,0,0
"875",88,82,0,0,0
"876",0,2,0,0,0
"877",0,1,0,0,0
"878",0,1,0,0,0
"879",94,73,0,0,1
"880",75,69,0,0,0
"881",91,80,0,0,0
"882",0,2,0,0,0
"883",60,66,0,0,0
"884",0,1,0,0,0
"885",1,1,0,0,0
"886",1,1,0,0,0
"887",79,65,1,0,0
"888",76,59,0,0,0
"889",72,64,0,0,0
"890",0,1,0,0,0
"891",0,0,0,0,0
"892",82,76,0,0,0
"893",0,1,0,0,0
"894",92,78,0,0,0
"895",50,50,0,0,1
"896",1,1,0,0,0
"897",63,53,0,1,0
"898",2,1,0,0,0
"899",0,0,0,0,0
"900",75,63,0,0,0
"901",0,0,0,0,0
"902",0,1,0,0,0
"903",2,1,0,0,0
"904",0,2,0,0,0
"905",87,66,0,0,0
"906",72,76,1,0,0
"907",0,1,0,0,0
"908",0,1,0,0,0
"909",0,0,0,0,0
"910",0,1,0,0,0
"911",0,2,0,0,0
"912",83,85,0,0,0
"913",0,1,0,0,0
"914",72,73,0,0,1
"915",85,64,0,0,0
"916",77,54,0,0,0
"917",74,81,0,1,0
"918",98,78,0,0,1
"919",0,0,0,0,0
"920",80,70,0,0,0
"921",0,2,0,0,0
"922",68,45,0,0,0
"923",0,0,0,0,0
"924",74,84,1,0,0
"925",94,79,0,1,0
"926",74,70,1,0,1
"927",58,75,1,0,0
"928",1,1,0,0,0
"929",87,78,0,1,1
"930",1,1,0,0,0
"931",82,80,0,0,1
"932",0,1,0,0,0
"933",76,70,0,0,1
"934",83,68,1,0,0
"935",87,77,0,0,0
"936",76,71,1,0,0
"937",81,81,0,0,0
"938",2,1,0,0,0
"939",100,83,0,0,1
"940",101,79,0,0,0
"941",0,1,0,0,0
"942",86,82,0,0,0
"943",78,70,0,0,0
"944",1,0,0,0,0
"945",0,2,0,0,0
"946",0,1,0,0,0
"947",81,69,0,0,1
"948",1,1,0,0,0
"949",83,69,0,0,0
"950",106,85,0,0,0
"951",90,56,0,0,0
"952",0,1,0,0,0
"953",78,63,0,0,0
"954",1,1,0,0,0
"955",72,68,0,0,1
"956",0,1,0,0,0
"957",94,81,2,0,0
"958",0,1,0,0,0
"959",0,1,0,0,0
"960",81,73,0,0,0
"961",85,76,1,0,1
"962",0,1,0,0,0
"963",1,2,0,0,0
"964",91,67,0,1,0
"965",81,86,0,0,0
"966",85,70,0,0,0
"967",3,1,0,0,0
"968",0,1,0,0,0
"969",0,1,0,0,0
"970",82,70,0,0,0
"971",83,72,1,0,0
"972",0,0,0,0,0
"973",81,59,0,0,0
"974",106,81,0,0,0
"975",55,51,0,0,0
"976",95,81,0,0,0
"977",70,55,1,0,0
"978",60,45,0,0,0
"979",105,89,0,0,1
"980",94,69,0,0,0
"981",0,1,0,0,0
"982",0,1,0,0,0
"983",1,1,0,0,0
"984",89,75,0,0,0
"985",72,81,1,0,0
"986",70,52,0,0,0
"987",1,1,0,0,0
"988",89,85,1,0,0
"989",78,59,0,1,0
"990",1,1,0,0,0
"991",72,66,1,0,0
"992",73,61,0,0,0
"993",76,76,0,0,0
"994",78,72,0,0,1
"995",79,78,0,0,0
"996",1,1,0,0,0
"997",85,68,0,0,0
"998",0,1,0,0,0
"999",64,71,0,0,0
"1000",72,63,0,0,0
"1001",0,0,0,0,0
"1002",84,63,0,0,0
"1003",89,63,1,0,1
"1004",0,0,0,0,0
"1005",69,68,0,1,1
"1006",86,83,1,0,0
"1007",87,68,0,0,0
"1008",68,67,0,0,0
"1009",105,88,0,0,0
"1010",0,1,0,0,0
"1011",95,90,0,0,0
"1012",72,69,0,1,0
"1013",92,75,0,0,0
"1014",73,60,0,0,0
"1015",1,1,0,0,0
"1016",66,72,0,0,0
"1017",0,0,0,0,0
"1018",84,81,0,0,0
"1019",82,62,0,0,0
"1020",80,69,1,0,0
"1021",84,71,1,0,0
"1022",0,0,0,0,0
"1023",79,60,0,0,0
"1024",0,1,0,0,0
"1025",1,1,0,0,0
"1026",3,2,0,0,0
"1027",76,74,0,0,0
"1028",63,64,0,0,0
"1029",0,1,0,0,0
"1030",82,53,0,0,0
"1031",0,1,0,0,0
"1032",94,78,0,0,1
"1033",89,73,0,0,0
"1034",79,81,2,0,0
"1035",0,1,0,0,0
"1036",100,77,0,0,0
"1037",77,60,1,0,0
"1038",79,75,0,1,1
"1039",75,84,0,0,0
"1040",0,1,0,0,0
"1041",0,1,0,0,0
"1042",82,71,0,0,0
"1043",0,1,0,0,0
"1044",75,60,0,1,0
"1045",0,1,0,0,0
"1046",73,76,0,0,1
"1047",105,74,0,0,0
"1048",73,70,0,0,0
"1049",66,68,0,1,1
"1050",107,85,1,1,0
"1051",65,54,0,0,0
"1052",72,94,0,0,0
"1053",70,62,1,0,0
"1054",63,52,0,0,0
"1055",0,1,0,0,0
"1056",61,54,0,0,0
"1057",0,1,0,0,0
"1058",0,1,0,0,0
"1059",70,64,0,0,0
"1060",1,2,0,0,0
"1061",71,58,1,0,0
"1062",0,1,0,0,0
