"","age1_orange.I","age2_no_comorbid_orange.I","age2_comorbid_green.I","age3_no_comorbid_green.I","age3_comorbid_green.I"
"1",27.2727272727273,23.4607218683652,22.3642172523962,25,17.426273458445
"2",27.2727272727273,22.3991507430998,0,0,0
"3",29.1154791154791,26.0084925690021,0,0,1.34048257372654
"4",0,0.106157112526539,0,0,0
"5",29.2383292383292,26.8577494692144,21.5654952076677,25,17.426273458445
"6",27.1498771498771,23.6730360934183,0,0,0
"7",27.7641277641278,25.1592356687898,20.7667731629393,18.1818181818182,17.426273458445
"8",27.5184275184275,27.1762208067941,20.7667731629393,20.4545454545455,16.0857908847185
"9",29.7297297297297,26.7515923566879,27.1565495207668,29.5454545454545,22.7882037533512
"10",22.7272727272727,23.3545647558386,0,0,0
"11",28.3783783783784,26.963906581741,16.7731629392971,18.1818181818182,18.7667560321716
"12",31.3267813267813,27.2823779193206,17.5718849840256,27.2727272727273,16.0857908847185
"13",27.2727272727273,23.5668789808917,21.5654952076677,27.2727272727273,24.1286863270778
"14",28.009828009828,25.6900212314225,15.1757188498403,18.1818181818182,13.4048257372654
"15",28.8697788697789,27.1762208067941,27.9552715654952,27.2727272727273,21.4477211796247
"16",26.044226044226,23.9915074309979,23.1629392971246,13.6363636363636,14.745308310992
"17",28.1326781326781,28.7685774946921,21.5654952076677,13.6363636363636,20.1072386058981
"18",29.2383292383292,25.4777070063694,0,0,0
"19",28.992628992629,26.963906581741,24.7603833865815,27.2727272727273,28.1501340482574
"20",0,0.106157112526539,0,0,0
"21",29.4840294840295,23.5668789808917,24.7603833865815,25,18.7667560321716
"22",27.6412776412776,23.4607218683652,19.9680511182109,20.4545454545455,17.426273458445
"23",30.4668304668305,26.1146496815287,0.798722044728434,2.27272727272727,0
"24",27.5184275184275,29.4055201698514,21.5654952076677,22.7272727272727,24.1286863270778
"25",0,0.106157112526539,0,0,0
"26",30.2211302211302,24.7346072186837,0,0,0
"27",0,0.106157112526539,0,0,0
"28",28.5012285012285,25.3715498938429,28.7539936102236,31.8181818181818,17.426273458445
"29",28.2555282555283,25.0530785562633,26.3578274760383,22.7272727272727,18.7667560321716
"30",28.2555282555283,24.9469214437367,25.5591054313099,20.4545454545455,14.745308310992
"31",30.5896805896806,26.1146496815287,24.7603833865815,20.4545454545455,16.0857908847185
"32",27.2727272727273,24.203821656051,24.7603833865815,20.4545454545455,17.426273458445
"33",26.7813267813268,26.4331210191083,21.5654952076677,13.6363636363636,24.1286863270778
"34",0,0.106157112526539,0,0,0
"35",28.6240786240786,25.796178343949,0,0,0
"36",26.1670761670762,26.4331210191083,15.1757188498403,20.4545454545455,13.4048257372654
"37",24.3243243243243,22.0806794055202,19.9680511182109,22.7272727272727,26.8096514745308
"38",24.8157248157248,23.8853503184713,21.5654952076677,22.7272727272727,17.426273458445
"39",0,0.106157112526539,0,0,0
"40",27.2727272727273,24.8407643312102,26.3578274760383,27.2727272727273,28.1501340482574
"41",0,0.106157112526539,0,0,0
"42",31.3267813267813,22.6114649681529,22.3642172523962,27.2727272727273,16.0857908847185
"43",27.7641277641278,28.2377919320594,0,0,0
"44",29.3611793611794,24.203821656051,0,0,0
"45",25.3071253071253,22.3991507430998,17.5718849840256,25,22.7882037533512
"46",0,0.106157112526539,0,0,0
"47",0,0.106157112526539,0,0,0
"48",28.2555282555283,31.7409766454352,19.9680511182109,18.1818181818182,13.4048257372654
"49",27.8869778869779,26.5392781316348,23.961661341853,27.2727272727273,22.7882037533512
"50",29.2383292383292,25.583864118896,20.7667731629393,15.9090909090909,22.7882037533512
"51",27.6412776412776,26.7515923566879,22.3642172523962,25,14.745308310992
"52",26.044226044226,24.6284501061571,0,0,0
"53",0,0.106157112526539,0,0,0
"54",27.7641277641278,23.2484076433121,19.1693290734824,34.0909090909091,22.7882037533512
"55",29.8525798525799,27.2823779193206,22.3642172523962,22.7272727272727,22.7882037533512
"56",28.1326781326781,24.203821656051,28.7539936102236,31.8181818181818,16.0857908847185
"57",27.5184275184275,24.0976645435244,15.1757188498403,15.9090909090909,18.7667560321716
"58",29.8525798525799,25.0530785562633,15.9744408945687,22.7272727272727,17.426273458445
"59",27.027027027027,19.0021231422505,0,0,0
"60",28.8697788697789,23.9915074309979,21.5654952076677,22.7272727272727,17.426273458445
"61",0,0.106157112526539,0,0,0
"62",29.3611793611794,27.7070063694268,21.5654952076677,15.9090909090909,20.1072386058981
