"","age1_orange.I","age2_no_comorbid_orange.I","age2_comorbid_green.I","age3_no_comorbid_green.I","age3_comorbid_green.I"
"1",42.1293319953026,42.5879184791717,70.5424328836917,68.6230284170089,71.9373398695056
"2",24.9842692500698,28.3115914350769,0,0,0
"3",32.3644586399785,32.8584110751439,0,0,32.1206342819217
"4",0,2.98541351390966,0,0,0
"5",42.5017391867495,41.3431602591991,73.6977983724163,67.4223355493198,80.9434606995808
"6",33.9188096680557,34.6483574160353,0,0,0
"7",36.1935945590638,41.6014436683198,73.3655000297367,70.0294066568536,80.5908639192994
"8",54.9350003553669,61.1862545316774,102.60502311585,105.138142458743,104.824165404941
"9",33.6274656419992,36.4856481243052,80.635658783117,82.1220650443356,81.2999548476553
"10",45.6169375923413,50.6854231839293,0,0,0
"11",43.1734578132591,43.2441983812947,86.1055055248513,97.6393751644164,82.6749125420854
"12",40.6369353021615,40.6369353021615,97.8544520845173,98.5842030618576,114.638760060063
"13",41.0461136364271,48.5297289978727,76.6102478410505,73.4371400851452,68.472880159993
"14",53.3044707293974,54.5886895789354,94.4960633630213,98.2946277503929,77.843968267216
"15",38.1123564439163,39.5250766175957,74.0421123305327,77.3017554403193,80.9767633296293
"16",41.3003506074674,46.7547550865222,84.9897685920522,88.0092533244559,86.536468327735
"17",28.256972791441,33.7981334735681,76.6306579493096,89.8964966288623,81.4134716905729
"18",34.8845317010689,34.2200452217951,0,0,0
"19",31.251504983906,31.3103596479014,72.2456614076506,70.6373592071261,73.1232589860764
"20",0,0.852423726691427,0,0,0
"21",47.3457614863989,49.1222826112862,86.4681036415456,77.6618492798284,88.7520669979282
"22",44.6334943338873,47.1483898023985,84.009952061948,85.0478253936036,98.0105703535498
"23",52.3390409087949,52.1013695071352,46.7305200033227,44.4799733130916,0
"24",36.0809879708543,36.4493040616734,72.08129057509,81.6227923580495,71.8136994042514
"25",0,10.1391863075035,0,0,0
"26",36.3103881754104,38.9346990602241,0,0,0
"27",0,1.35108777152962,0,0,0
"28",33.9374755244884,38.9559014548957,64.2514826642761,68.3460746619118,74.9654055018024
"29",29.6090426382101,30.9834603161389,68.9447137657251,61.2743541901322,66.1594956721542
"30",32.9767257981715,36.5348917788193,77.1537529005889,83.7267758071279,88.8551281649253
"31",28.9761233937918,31.0247084955979,77.3776237941221,84.7706730510044,90.8761454583962
"32",30.1321312957492,31.8105387743455,56.8308215580026,57.3027187303943,65.0944588463233
"33",32.0683496973852,35.2090195367979,41.9448432450218,54.303591673002,50.4295922182404
"34",0,1.34839044542133,0,0,0
"35",33.6541527278156,33.1277194319908,0,0,0
