"","age1_orange.H","age2_no_comorbid_orange.H","age2_comorbid_green.H","age3_no_comorbid_green.H","age3_comorbid_green.H"
"1",2.33415233415233,2.33545647558386,6.38977635782748,4.54545454545455,13.4048257372654
"2",0,0,0,0,0
"3",2.21130221130221,1.91082802547771,4.79233226837061,2.27272727272727,10.7238605898123
"4",2.08845208845209,1.48619957537155,5.59105431309904,4.54545454545455,10.7238605898123
"5",1.96560196560197,2.12314225053079,7.18849840255591,9.09090909090909,8.04289544235925
"6",2.33415233415233,1.80467091295117,0,0,0
"7",2.21130221130221,2.9723991507431,4.79233226837061,6.81818181818182,9.38337801608579
"8",0,0,0,0,0
"9",2.33415233415233,2.12314225053079,0,0,0
"10",1.84275184275184,1.91082802547771,3.19488817891374,4.54545454545455,6.70241286863271
"11",2.08845208845209,2.12314225053079,9.58466453674121,4.54545454545455,14.745308310992
"12",1.35135135135135,2.33545647558386,4.79233226837061,6.81818181818182,10.7238605898123
"13",1.96560196560197,2.01698513800425,0,0,0
"14",1.96560196560197,2.22929936305732,0,0,0
"15",2.82555282555283,1.59235668789809,0,0,0
"16",2.08845208845209,1.59235668789809,5.59105431309904,4.54545454545455,9.38337801608579
"17",2.45700245700246,2.12314225053079,0,0,0
"18",1.35135135135135,2.01698513800425,0,0,0
"19",1.96560196560197,1.48619957537155,5.59105431309904,4.54545454545455,10.7238605898123
"20",2.57985257985258,1.91082802547771,0,0,0
"21",1.96560196560197,2.33545647558386,0,0,0
"22",2.21130221130221,2.12314225053079,0,0,0
"23",0,0,0,0,0
"24",2.7027027027027,1.27388535031847,0,0,0
"25",1.47420147420147,2.22929936305732,5.59105431309904,6.81818181818182,10.7238605898123
"26",1.5970515970516,2.33545647558386,0,0,0
"27",2.94840294840295,1.59235668789809,4.79233226837061,6.81818181818182,10.7238605898123
"28",1.84275184275184,2.01698513800425,0,0,0
"29",0,0,0,0,0
"30",2.57985257985258,1.80467091295117,0,0,0
"31",1.84275184275184,1.69851380042463,0,0,0
"32",1.35135135135135,1.80467091295117,0,0,0
"33",1.96560196560197,1.48619957537155,0,0,1.34048257372654
"34",0,0,0,0,0
"35",2.82555282555283,1.38004246284501,7.98722044728434,13.6363636363636,10.7238605898123
"36",3.07125307125307,1.91082802547771,3.99361022364217,2.27272727272727,9.38337801608579
"37",2.57985257985258,2.01698513800425,0,0,0
"38",2.21130221130221,1.69851380042463,7.98722044728434,4.54545454545455,6.70241286863271
"39",1.5970515970516,1.80467091295117,5.59105431309904,4.54545454545455,9.38337801608579
"40",2.7027027027027,2.4416135881104,4.79233226837061,6.81818181818182,8.04289544235925
"41",2.45700245700246,1.80467091295117,0,0,0
"42",1.5970515970516,2.33545647558386,6.38977635782748,6.81818181818182,6.70241286863271
"43",1.96560196560197,1.91082802547771,0,0,0
"44",1.71990171990172,1.59235668789809,0,0,0
"45",1.47420147420147,2.12314225053079,0,0,0
"46",0,0,0,0,0
"47",2.21130221130221,2.4416135881104,0,0,0
"48",1.96560196560197,2.01698513800425,0,0,0
"49",2.45700245700246,2.01698513800425,3.19488817891374,4.54545454545455,5.36193029490617
"50",0,0,0,0,0
"51",1.96560196560197,2.33545647558386,3.99361022364217,4.54545454545455,10.7238605898123
"52",0,0,0,0,0
"53",0,0,0,0,0
"54",1.47420147420147,1.48619957537155,0,0,0
"55",2.45700245700246,1.80467091295117,0,0,0
"56",0,0,0,0,0
"57",0,0,0,0,0
"58",1.5970515970516,1.80467091295117,0,0,0
"59",1.96560196560197,1.27388535031847,3.99361022364217,2.27272727272727,6.70241286863271
