"","age1_orange.H","age2_no_comorbid_orange.H","age2_comorbid_green.H","age3_no_comorbid_green.H","age3_comorbid_green.H"
"1",40.3687162155388,50.9957726653819,81.4630996322175,83.9196578661168,77.4029088139968
"2",35.3826041961544,36.1560030973858,59.8526240076223,55.6013955057297,74.2133103472974
"3",40.7191659296345,43.7532420286145,84.4775591280238,104.754822500521,95.5079419443313
"4",37.5277390006431,37.8975253034856,61.2396071256612,77.6396091661935,66.5358461193299
"5",33.1429457048517,36.831944995539,0,0,0
"6",0,0,0,0,0
"7",43.1519142583368,47.1910556967416,69.6967913063703,71.0827048123265,78.979679687741
"8",0,0,0,0,0
"9",34.074836035347,48.2377662885103,78.907064535005,96.8720111462033,71.5868489220953
"10",50.120779270828,46.991447432269,98.2879666879846,92.2064736076163,104.838077597053
"11",32.4921807859199,34.8683340327312,64.0133032683743,72.4065861189052,56.7606156631824
"12",48.2246815178153,45.9652602530222,94.0618116109091,89.5739934234093,88.2377206697955
"13",36.8587051265981,40.4717366847306,0,0,40.7258187277684
"14",50.0499321604341,61.1848570179601,64.4955800335268,64.5932683519533,59.3580800612702
"15",0,0,0,0,0
"16",46.4063396894195,41.587383060148,70.8994315343208,89.6978793418772,78.2696170345812
"17",47.9634536567278,56.8488413890443,57.4147910069962,64.7296999191614,63.8671113027941
"18",0,0,0,0,0
"19",36.2071141991375,38.505032623521,86.0392580142211,55.8209288124142,70.8338485784598
"20",56.5393976583944,50.7360981277841,88.7475255178276,81.505569702613,86.7281275116508
"21",40.103055540993,34.1309092092987,0,0,0
"22",48.412494502568,52.0633285262799,86.2795500471364,67.0283675015231,79.5318996885145
"23",39.739896946495,37.5214838430251,81.2857852249595,62.3384251982562,62.6669670584719
"24",37.3808768799254,46.3905353288924,68.949461078862,77.1939887676904,74.3172067181992
"25",0,0,0,0,0
"26",36.5596149029608,44.06193331117,0,0,0
"27",39.8514704007678,39.4835063708107,0,0,0
"28",42.3345321565891,39.1891991344047,80.6126207443481,52.1648990148477,76.3032774037456
"29",0,0,0,0,0
"30",42.4881012062849,41.29895268002,0,0,53.930242548672
"31",42.3628149339372,51.6505229261847,80.8515589375901,69.3319078447405,64.853890147761
"32",44.3875204018631,53.537377906374,76.9738983039407,71.0170014409404,82.7908198822901
"33",51.7864241623743,53.3825124232272,66.1345685924288,80.5445167801273,73.8094528912348
"34",0,0,0,0,0
"35",48.5415908459292,54.321805285701,76.7787494306083,53.8216487278818,69.8910249529016
"36",38.4310410425951,37.8911341995439,60.9839499022626,60.1440674080074,86.625007798546
"37",46.0835202583237,57.2995802337762,126.767409013958,107.840060541181,127.499168247279
"38",36.787640395466,46.5589351424119,70.2489566716287,40.3881681138474,76.9943246479187
"39",39.1571036890131,40.1142858061138,104.024400446006,100.719836753034,108.237719241833
"40",32.3152152424078,32.0489631308994,60.6340792386878,50.6052121884079,50.6606720235212
"41",40.0044650668644,51.6873929681445,0,0,0
"42",33.3151082929819,38.2125378815505,59.2404898164799,73.1392150935415,65.0101209276265
"43",44.3496008162065,45.6968163417846,93.3951349746331,101.907985288394,84.0358154269649
"44",38.1264220276699,38.9517747631913,59.4412639567701,73.8683234742773,77.3350964488223
"45",48.7690996900248,45.2564052382077,81.6563008858645,68.6022335720588,81.6802778343117
"46",0,0,0,0,0
"47",49.3870892132199,48.5067526836121,0,0,0
