"","age1.S","age2_no_comorbid.S","age2_comorbid.S","age3_no_comorbid.S","age3_comorbid.S"
"1",1,1,1,1,1
"2",7,3,1,1,1
"3",1,1,1,1,1
"4",1,1,1,1,1
"5",1,1,1,1,1
"6",4,1,1,1,1
"7",1,1,1,1,1
"8",173,163,74,8,1
"9",1,1,1,1,1
"10",189,171,85,109,1
"11",1,3,1,1,1
"12",3,1,1,1,1
"13",1,1,1,1,1
"14",412,358,368,1,289
"15",1,1,1,1,1
"16",10,12,1,1,1
"17",6,1,1,1,1
"18",1,1,1,1,1
"19",3,1,1,1,1
"20",1,1,1,1,1
"21",1,1,1,1,1
"22",1,1,1,1,1
"23",3,1,1,1,1
"24",3,1,1,1,1
"25",3,1,1,1,1
"26",6128,6088,5625,5927,6119
"27",141,121,1,1,132
"28",1,1,1,1,1
"29",1,1,1,1,1
"30",1,1,1,1,1
"31",4,10,1,1,1
"32",1,1,1,1,1
"33",1,1,1,1,1
"34",1,1,1,1,1
"35",3,1,1,1,1
"36",1,1,1,1,1
"37",1,1,1,1,1
"38",1,1,1,1,1
"39",1,1,1,1,1
"40",1,1,1,1,1
"41",1,1,1,1,1
"42",1,1,1,1,1
"43",1,10,1,1,1
"44",1,3,1,1,1
"45",1,1,1,1,1
"46",1,1,1,1,3
"47",1,1,1,1,1
"48",6,1,1,1,1
"49",7,1,1,1,1
"50",1,12,1,1,1
"51",1,1,1,1,1
"52",4,1,1,1,1
"53",1,1,1,1,1
"54",1,1,1,1,1
"55",1,6,1,1,1
"56",1,1,1,1,1
"57",1,1,1,1,1
"58",4,1,1,9,1
"59",1,1,1,1,1
"60",1,1,1,1,1
"61",1,1,1,1,1
"62",107,106,100,118,1
"63",1,1,1,1,1
"64",11,1,1,1,1
"65",1,4,1,1,1
"66",5851,5835,5808,5408,5856
"67",3,1,1,1,1
"68",43,28,1,1,1
"69",1,1,1,1,1
"70",21,3,1,1,4
"71",1,1,1,1,1
"72",1,1,1,1,1
"73",1,3,1,1,1
"74",84,82,1,1,1
"75",1,1,1,1,1
"76",3,1,1,1,1
"77",1,1,1,1,1
"78",6689,6729,6543,6585,6604
"79",6316,6302,6023,6252,6260
"80",1,1,1,1,1
"81",1,1,1,1,1
"82",23,19,3,1,1
"83",1,1,1,1,1
"84",1,6,1,1,1
"85",1,1,1,1,1
"86",1,1,1,1,1
"87",1,3,1,1,1
"88",1,1,1,1,1
"89",1,1,1,1,1
"90",1,6,1,1,1
"91",1,1,1,1,1
"92",1,1,1,1,1
"93",1,1,1,1,1
"94",1,1,1,1,1
"95",1,1,1,1,1
"96",10,34,1,1,1
"97",1,1,1,1,1
"98",1,1,1,1,1
"99",1,1,1,1,1
"100",1,1,1,1,1
"101",11,3,1,1,1
"102",30,27,22,1,1
"103",4,1,1,1,1
"104",22,5,1,1,1
"105",1,1,1,1,1
"106",1,1,1,1,1
"107",5406,5490,5520,5253,5207
"108",1,1,1,1,1
"109",3,1,1,1,1
"110",1,1,1,1,1
"111",3,1,1,1,1
"112",1,3,1,1,1
"113",28,44,47,3,1
"114",1,1,1,1,1
"115",1,1,1,1,1
"116",1,1,1,1,1
"117",1,1,1,1,1
"118",1,1,1,1,1
"119",663,659,482,434,305
"120",11,12,1,1,1
"121",1,1,1,1,1
"122",1,1,1,1,1
"123",1,1,1,1,1
"124",1,3,1,1,1
"125",1,1,1,1,1
"126",1,1,1,1,1
"127",33,31,1,1,1
"128",1,1,1,1,1
"129",1,3,1,1,1
"130",1,1,1,1,1
"131",1,1,1,1,1
"132",1,1,1,1,1
"133",1,3,1,1,1
"134",23,4,21,1,1
"135",3,1,1,1,1
"136",6,1,1,1,1
"137",1,1,1,1,1
"138",3,1,1,1,1
"139",3,4,1,1,1
"140",22,16,5,1,1
"141",16,9,4,1,1
"142",1,1,1,1,1
"143",1,1,1,1,1
"144",1,1,1,1,1
"145",35,36,19,1,1
"146",1,1,1,1,1
"147",1,1,1,1,1
"148",1,1,1,1,1
"149",1,1,1,1,1
"150",1,1,1,1,1
"151",133,136,1,1,7
"152",27,8,24,19,1
"153",1,1,1,1,1
"154",50,70,19,1,1
"155",1,1,1,1,1
"156",1,1,1,1,1
"157",7,1,1,1,1
"158",1,1,1,1,1
"159",1,1,1,1,1
"160",1,1,1,1,1
"161",3,4,1,1,1
"162",1,1,1,1,1
"163",1,1,1,1,1
"164",1,1,1,1,1
"165",1,1,1,1,1
"166",1,1,1,1,1
"167",1,3,1,1,1
"168",7,1,1,1,3
"169",1,1,1,1,1
"170",1,1,1,1,1
"171",1,1,1,1,1
"172",1,1,1,1,1
"173",3,5,1,1,1
"174",1,1,1,1,1
"175",1,1,1,1,1
"176",1,1,1,1,1
"177",17,22,1,1,1
"178",1,1,1,1,1
