"","age1.S","age2_no_comorbid.S","age2_comorbid.S","age3_no_comorbid.S","age3_comorbid.S"
"880",72.8848868834152,81.5102745136891,74.3783250034299,73.4296545252979,67.383439175583
"881",53.1635349190715,63.5613342008838,57.1497810578962,54.6164365243993,57.2141165788911
"882",67.1935506365271,84.2610986099881,50.6364909511847,72.9135730147111,57.5697124800908
"883",76.8187904132899,73.9962074253327,78.9845440457489,62.9711531385524,75.8509349461779
"884",74.8973706966573,64.4442803852809,58.6705324011666,54.6074060419685,57.2506204423572
"885",0,0,0,0,0
"886",0,0,0,0,0
"887",74.4962892895383,73.6144337542038,57.5500910554072,62.0879575340902,52.4355106297314
"888",0,0,0,0,0
"889",9.7956812606791,0,0,0,0
"890",94.3898802087296,74.3739334832998,68.1017865059173,88.8476085207354,66.4401906239608
"891",0,0,0,0,0
"892",89.9860481526368,119.130734667608,93.4129273583305,86.0510324191552,84.6906332130648
"893",7.6678292076826,11.5084632984003,0,0,6.34615874442329
"894",102.142788372346,100.274747292586,73.8111620919231,85.9963889293185,82.2030720609019
"895",3.55931512853304,0,0,0,0
"896",0,0,0,0,0
"897",65.2731914761986,64.5476442461887,54.3561244546239,52.5230386321108,62.9591502087404
"898",0,0,0.64925664634214,0,0
"899",73.3450428379921,81.6068271624063,70.9694901116921,86.937960097588,88.9312804597126
"900",60.7159868034784,76.4007060881692,59.8082739385957,43.576932127244,58.2929993014679
"901",59.098741280545,77.3377799580361,68.2941790647246,50.2754044052535,66.8839733941994
"902",50.3061373517059,61.9436183934633,80.654961809801,47.4527163476555,61.50680020646
"903",63.8721010594414,90.1004914482061,61.9346501292218,50.3086094723546,54.3155991589515
"904",0,0,0,0,0
"905",0,0,0,0,0
"906",0,0,0,0,0
"907",49.5792352896703,63.0269055587383,52.6202032698663,42.9927607857581,60.1207919190821
"908",0,0,0,0,0
"909",62.6839315473773,65.5994650228982,64.6954374805532,52.8596985153509,58.3012835892736
"910",53.5100216435879,68.4698123197347,47.3505716613605,47.0049828319407,42.2601282993364
"911",64.6080792387532,80.718306821563,53.7452145283387,63.9327169450946,80.6703340993837
"912",4.19300771909962,0,0,0,0
"913",58.6194687322749,68.2564447122886,59.1011633575573,58.5894562456461,59.3724124936168
"914",0,0,0,0,0
"915",62.700713281607,97.1698516235252,70.8670756637151,68.0189842524336,59.363278245292
"916",60.9520816179362,61.8027036921488,56.2679793111603,59.3329361949106,51.0558066072673
"917",58.3790831810509,68.0036362034635,55.8553232490965,48.0369750585959,72.2980183494872
"918",0.761368325227332,0,0,0,0
"919",0,0,0,0,0
"920",67.9561394775272,87.2316437911526,61.4755847725676,61.8718164884769,72.0243167338796
"921",0,0,0,0,0
"922",62.3027842606959,81.2290809182717,65.8791084128129,72.4236083093891,69.8941096931755
"923",75.1270082093521,108.17571164289,72.0896909116532,70.6004128163029,78.8618356398427
"924",8.1878009551984,8.17805407084584,0,0,0
"925",62.6903184029089,100.672220216521,89.0757904509191,74.9725958294059,62.6185150677602
"926",67.9401109129041,68.6568325073738,55.0569699720564,55.8627713440636,65.5735989366302
"927",51.5168044932669,75.4125894913058,44.3778660017891,62.2395866864387,47.4545234486876
"928",0,0,0,0,0
"929",3.6322169534704,4.48377439330907,0,0,0
"930",52.7073566440465,82.7716728544684,51.7428900167682,54.7325801296731,49.4275691527219
"931",0,0,0,0,0
"932",0,0,0,0,0
"933",1.76844446073374,2.68847302779193,0,0,0
"934",10.6252576068306,0,0,0,0
"935",55.1525518545883,51.4719069283677,43.1807904651004,48.4728748367612,38.3501710385249
"936",68.3876428657395,84.256363910863,64.3638185707222,69.9443229776396,73.7761384131478
"937",57.9918915277253,60.0133153414725,44.7403589282296,47.9919513445213,49.8796399781432
"938",0,0,0,0,0
"939",3.69170022422536,0,7.67650439554667,0,0
"940",72.9349068276625,69.5706270024686,83.7413521690027,71.5755760619504,69.4010530983093
"941",101.175683070822,94.455843396727,82.1487631277302,86.4556453669156,76.7225656532117
"942",0,0,0,0,0
"943",84.946905429595,82.6198509411102,79.8384661304634,67.9768441476067,85.2719801488143
"944",9.61925292575479,10.0146474793316,0,0,0
"945",71.8469197517134,82.1420421688942,83.5684059638159,77.7891219019409,80.5176497947231
"946",61.2124586310659,74.1284706198599,61.4850398714077,44.8855830926007,53.993236618341
