"","age1.H","age2_no_comorbid.H","age2_comorbid.H","age3_no_comorbid.H","age3_comorbid.H"
"1",14,13,7,2,8
"2",13,19,6,4,7
"3",0,0,0,0,0
"4",0,0,0,0,0
"5",0,0,0,0,0
"6",16,16,7,3,7
"7",0,0,0,0,0
"8",15,24,9,5,8
"9",15,14,11,4,14
"10",0,0,0,0,0
"11",0,0,0,0,0
"12",0,0,0,0,0
"13",13,18,5,1,11
"14",0,0,0,0,0
"15",0,0,0,0,0
"16",17,16,7,2,8
"17",0,0,0,0,0
"18",15,11,13,2,8
"19",0,0,0,0,0
"20",13,23,9,2,8
"21",16,21,4,1,7
"22",14,21,5,2,6
"23",16,22,6,2,6
"24",0,0,0,0,0
"25",0,0,0,0,0
"26",16,17,6,3,7
"27",0,0,0,0,0
"28",15,16,7,3,5
"29",16,16,7,3,12
"30",17,17,7,3,9
"31",18,14,6,4,8
"32",18,14,9,3,13
"33",11,16,5,3,17
"34",0,0,0,0,0
"35",0,0,0,0,0
"36",0,0,0,0,0
"37",0,0,0,0,0
"38",18,18,9,4,8
"39",0,0,0,0,0
"40",0,0,0,0,0
"41",16,19,6,1,7
"42",0,0,0,0,0
"43",19,13,8,4,6
"44",12,16,6,3,7
"45",0,0,0,0,0
"46",0,0,0,0,0
"47",0,0,0,0,0
"48",15,15,8,6,8
"49",0,0,0,0,0
"50",14,13,5,3,8
