"","age1.IR","age2_no_comorbid.IR","age2_comorbid.IR","age3_no_comorbid.IR","age3_comorbid.IR"
"1",21.990171990172,19.8513800424628,19.9680511182109,29.5454545454545,12.0643431635389
"2",23.5872235872236,20.5944798301486,16.7731629392971,18.1818181818182,8.04289544235925
"3",0,0.106157112526539,0,0,0
"4",0.245700245700246,0.212314225053079,0,0,0
"5",0,0.106157112526539,0,0,0
"6",24.4471744471744,19.1082802547771,17.5718849840256,15.9090909090909,9.38337801608579
"7",0,0.106157112526539,0,0,0
"8",25.0614250614251,18.7898089171975,14.3769968051118,20.4545454545455,9.38337801608579
"9",24.9385749385749,22.6114649681529,19.1693290734824,18.1818181818182,10.7238605898123
"10",0,0,0,0,0
"11",0,0,0,0,0
"12",0,0.106157112526539,0,0,0
"13",26.5356265356265,20.9129511677282,16.7731629392971,25,10.7238605898123
"14",0.122850122850123,0.212314225053079,0,0,0
"15",0,0.106157112526539,0,0,0
"16",22.4815724815725,21.656050955414,19.1693290734824,31.8181818181818,8.04289544235925
"17",0,0.106157112526539,0,0,0
"18",22.3587223587224,19.7452229299363,14.3769968051118,22.7272727272727,5.36193029490617
"19",0,0.106157112526539,0,0,0
"20",23.4643734643735,20.7006369426752,14.3769968051118,15.9090909090909,6.70241286863271
"21",24.8157248157248,20.9129511677282,13.5782747603834,18.1818181818182,8.04289544235925
"22",24.8157248157248,20.5944798301486,18.370607028754,15.9090909090909,10.7238605898123
"23",26.2899262899263,21.0191082802548,20.7667731629393,18.1818181818182,10.7238605898123
"24",0,0.106157112526539,0,0,0
"25",0,0.106157112526539,0,0,0
"26",20.3931203931204,21.656050955414,18.370607028754,25,5.36193029490617
"27",0,0.106157112526539,0,0,0
"28",22.7272727272727,20.8067940552017,20.7667731629393,13.6363636363636,10.7238605898123
"29",25.0614250614251,22.2929936305732,20.7667731629393,15.9090909090909,8.04289544235925
"30",22.7272727272727,20.7006369426752,15.1757188498403,22.7272727272727,9.38337801608579
"31",29.3611793611794,20.276008492569,19.9680511182109,22.7272727272727,8.04289544235925
"32",23.8329238329238,22.0806794055202,19.1693290734824,22.7272727272727,6.70241286863271
"33",25.4299754299754,20.5944798301486,15.1757188498403,25,8.04289544235925
"34",0,0.106157112526539,0,0,0
"35",0,0.106157112526539,0.798722044728434,0,0
"36",0,0.106157112526539,0,0,0
"37",0,0.106157112526539,0,0,0
"38",27.1498771498771,23.5668789808917,14.3769968051118,22.7272727272727,12.0643431635389
"39",0,0.106157112526539,0,0,0
"40",0,0.106157112526539,0,0,0
"41",25.1842751842752,20.8067940552017,28.7539936102236,18.1818181818182,9.38337801608579
"42",0,0.106157112526539,0,0,0
"43",25.7985257985258,19.9575371549894,14.3769968051118,15.9090909090909,6.70241286863271
"44",22.7272727272727,18.6836518046709,16.7731629392971,15.9090909090909,5.36193029490617
"45",0,0.106157112526539,0,0,0
"46",0,0.106157112526539,0,0,0
"47",0,0.106157112526539,0,0,0
"48",22.2358722358722,19.7452229299363,15.1757188498403,18.1818181818182,9.38337801608579
"49",0,0.106157112526539,0,0,0
"50",24.2014742014742,20.5944798301486,19.9680511182109,18.1818181818182,14.745308310992
