"","age1.IH","age2_no_comorbid.IH","age2_comorbid.IH","age3_no_comorbid.IH","age3_comorbid.IH"
"1",48.5090577082671,51.2194433624843,54.9241295299791,46.5488126536566,57.1110226918613
"2",39.3122341734991,38.9907015022092,49.2254695642963,38.4974198861763,41.5470113994359
"3",0,0,0,0,0
"4",0,0,0,0,0
"5",0,0,0,0,0
"6",34.6785756026914,36.218932315567,39.4538443196963,36.218932315567,34.6785756026914
"7",0,0,0,0,0
"8",42.6525382671793,44.8493251941882,45.8135782734779,45.7661968696715,48.3135654063254
"9",31.0849786064023,33.8932752158748,30.5461690849273,32.2921113052074,43.4753630764468
"10",0,0,0,0,0
"11",0,0,0,0,0
"12",0,0,0,0,0
"13",48.8451547029126,46.8141709587164,53.5356800918835,47.5769038122104,49.4797167976715
"14",0,0,0,0,0
"15",0,0,0,0,0
"16",66.7133050964647,68.7743933645471,65.5226030247255,62.5000442718857,63.1383299773469
"17",0,0,0,0,0
"18",59.385800829163,57.3877730263647,52.1044749181572,6.2236320810124,62.6060891812074
"19",0,0,0,0,0
"20",47.5175929479506,48.4796050977644,42.434180020689,37.9414242108733,48.9664772445426
"21",29.362545208228,38.2919247263362,33.729947484139,34.836772176024,38.9950769308117
"22",40.0011661263863,43.1204966017243,40.0011661263863,47.1238281517726,39.8993626817752
"23",39.0430162521058,42.8528022172592,46.2292893856522,23.7055691831657,43.0312782695242
"24",0,0,0,0,0
"25",0,0,0,0,0
"26",61.4384425713792,58.0570038959298,57.9070416343015,66.93464282258,62.2029566050628
"27",0,0,0,0,0
"28",29.6363979928403,37.56571919477,35.207569644806,35.6992406470466,34.5472804346615
"29",41.4496225299301,35.7880305422493,36.0296207208599,29.7598025987398,41.0634260513454
"30",42.790098704677,52.0370183531097,42.3712803692103,53.2236215250184,64.3136977837052
"31",43.5139743897804,46.5896228766865,50.8520210939005,51.3137366660223,43.2811967291558
"32",40.8906638583593,44.3442864602958,48.4060194916302,52.1114252621723,47.8487630058266
"33",58.2703827848793,51.2881252182457,60.7287332363863,62.5818960033669,53.056570606335
"34",0,0,0,0,0
"35",0,0,0,0,0
"36",0,0,0,0,0
"37",0,0,0,0,0
"38",41.2147317959809,42.4730004980464,37.2416477531998,27.6828299933083,37.7146835176704
"39",0,0,0,0,0
"40",0,0,0,0,0
"41",54.1192589357186,53.2545040068709,50.4596223473234,47.4532466320011,53.1409208886814
"42",0,0,0,0,0
"43",67.6081719245656,66.9732667933993,66.5315541977186,68.8884828997253,68.5135299976953
"44",51.2458588211455,50.9995220947558,45.2934460550134,46.0955346373785,60.0456224060831
"45",0,0,0,0,0
"46",0,0,0,0,0
"47",0,0,0,0,0
"48",34.0651618942031,44.035343740714,36.6349491528822,41.1608734467263,44.4316842729814
"49",0,0,0,0,0
"50",48.1717053823407,48.0202417584573,49.7427531482747,42.0756501341814,45.5098147165358
