"","age1.H","age2_no_comorbid.H","age2_comorbid.H","age3_no_comorbid.H","age3_comorbid.H"
"1",0,0,0,0,0
"2",7,6,4,2,5
"3",0,0,0,0,0
"4",8,9,2,3,4
"5",0,0,0,0,0
"6",0,0,0,0,0
"7",0,0,0,0,0
"8",0,0,0,0,0
"9",1,1,0,0,0
"10",6,9,3,2,4
"11",7,5,3,1,3
"12",0,0,0,0,0
"13",0,0,0,0,0
"14",0,0,0,0,0
"15",8,8,2,3,9
"16",0,0,0,0,0
"17",8,8,5,2,3
"18",5,7,3,2,6
"19",0,0,0,0,0
"20",5,8,4,2,4
"21",4,7,3,1,5
"22",7,8,2,1,3
"23",9,6,3,2,4
"24",6,6,4,1,5
"25",0,0,0,0,0
"26",9,6,5,1,5
"27",4,4,3,1,4
"28",1,0,0,0,0
"29",6,6,3,3,2
"30",0,0,0,0,0
"31",0,0,0,0,0
"32",0,0,0,0,0
"33",7,7,3,2,3
"34",0,0,0,0,0
"35",12,8,2,1,5
"36",6,9,4,2,3
"37",6,5,3,1,3
"38",11,7,4,2,6
"39",6,7,4,1,2
"40",0,0,0,0,0
"41",11,10,2,1,2
"42",0,0,0,0,0
"43",0,0,0,0,0
"44",7,9,4,1,3
"45",0,0,0,0,0
"46",9,7,3,2,4
"47",6,6,3,1,3
"48",0,0,0,0,0
"49",9,5,3,1,2
"50",7,7,4,3,5
"51",0,0,0,0,0
"52",0,0,0,0,0
"53",0,0,0,0,0
"54",0,0,0,0,0
"55",6,6,2,1,4
"56",6,6,3,2,5
"57",8,7,4,2,2
"58",0,0,0,0,0
"59",6,6,4,1,5
"60",0,0,0,0,0
"61",8,7,3,1,4
"62",6,6,4,1,3
"63",0,0,0,0,0
"64",0,0,0,0,0
"65",0,0,0,0,0
"66",0,1,0,0,0
"67",8,5,3,2,2
"68",0,0,0,0,0
"69",0,0,0,0,0
"70",6,5,2,2,4
"71",0,0,0,0,0
"72",0,0,0,0,0
"73",0,0,0,0,0
"74",1,0,0,0,0
"75",7,5,3,1,4
"76",0,0,0,0,0
"77",9,7,4,1,2
"78",0,0,0,0,0
"79",7,9,4,2,4
"80",10,8,3,1,4
"81",8,6,4,2,3
"82",10,9,4,1,4
"83",0,0,0,0,0
"84",0,0,0,0,0
"85",6,9,3,2,4
"86",0,0,0,0,0
"87",0,0,0,0,0
"88",8,8,4,1,4
"89",0,0,0,0,0
"90",0,0,0,0,0
"91",6,6,3,2,3
"92",7,7,4,1,3
"93",0,0,0,0,0
"94",0,0,0,0,0
"95",8,6,3,1,2
"96",8,9,4,1,3
"97",8,7,4,2,3
"98",0,0,0,0,0
"99",0,0,0,0,0
"100",8,12,4,1,5
"101",0,0,0,0,0
"102",8,9,4,1,6
"103",8,8,4,2,2
"104",6,6,4,1,3
"105",14,7,4,1,4
"106",5,7,4,2,3
"107",7,11,5,3,3
"108",0,0,0,0,0
"109",9,6,4,2,3
"110",0,0,0,0,0
"111",0,0,0,0,0
"112",6,8,3,2,5
"113",0,0,0,0,0
"114",10,7,4,1,5
"115",0,0,0,0,0
"116",0,0,0,0,0
"117",0,1,0,0,0
"118",0,0,0,0,0
"119",12,12,6,1,3
"120",10,6,5,1,5
"121",0,0,0,0,0
"122",0,0,0,0,0
"123",0,0,0,0,0
"124",0,0,0,0,0
"125",0,0,0,0,0
"126",0,0,0,0,0
"127",0,0,0,0,0
"128",1,0,0,0,0
"129",13,7,5,2,3
"130",8,7,4,2,4
"131",9,10,7,1,3
"132",0,0,0,0,0
"133",7,8,4,1,3
"134",9,6,4,1,3
"135",0,0,0,0,0
"136",0,0,0,0,0
"137",6,5,5,2,4
"138",0,0,0,0,0
"139",12,7,4,2,3
"140",7,8,5,2,3
"141",2,1,0,0,0
"142",6,4,4,1,3
"143",7,6,3,2,4
"144",8,6,3,0,5
"145",7,7,3,1,3
"146",8,4,4,1,3
"147",8,9,4,1,4
"148",6,7,4,1,5
"149",0,0,0,0,0
"150",9,9,4,1,4
"151",0,0,0,0,0
"152",0,0,0,0,0
"153",7,6,3,2,3
"154",10,8,3,1,4
"155",0,0,0,0,0
"156",7,7,2,1,3
"157",8,9,2,2,3
"158",0,0,0,0,0
"159",0,0,0,0,0
"160",12,5,3,1,3
"161",0,0,0,0,0
"162",11,8,4,1,2
"163",7,12,4,2,4
"164",5,7,3,3,4
"165",7,7,4,1,3
"166",0,0,0,0,0
"167",0,0,0,0,0
"168",7,4,2,2,3
"169",6,12,6,2,4
"170",0,0,0,0,0
"171",5,10,2,2,4
"172",0,0,0,0,0
"173",10,8,5,2,5
"174",12,6,2,1,4
"175",5,6,2,2,2
"176",0,0,0,0,0
"177",0,0,0,0,0
"178",0,0,0,0,0
"179",0,0,0,0,0
"180",0,0,0,0,0
"181",6,7,2,2,2
"182",8,6,4,1,3
"183",9,6,4,2,4
"184",9,4,5,2,4
"185",0,0,0,0,0
"186",0,0,0,0,0
"187",0,0,0,0,0
"188",0,0,0,0,0
"189",8,9,4,3,5
"190",7,7,2,1,4
"191",10,8,4,1,3
"192",0,0,0,0,0
"193",0,0,0,0,0
"194",6,5,4,2,4
"195",0,0,0,0,0
"196",0,0,0,0,0
"197",9,6,4,1,4
