"","age1.D","age2_no_comorbid.D","age2_comorbid.D","age3_no_comorbid.D","age3_comorbid.D"
"1",0,0,0,0,0
"2",32,37,29,5,21
"3",0,0,0,0,0
"4",48,59,16,4,24
"5",0,0,0,0,0
"6",0,0,0,0,0
"7",0,0,0,0,0
"8",0,0,0,0,0
"9",1,1,0,0,0
"10",43,53,16,7,22
"11",44,45,23,2,17
"12",0,0,0,0,0
"13",0,0,0,0,0
"14",0,0,0,0,0
"15",57,49,12,7,20
"16",0,0,0,0,0
"17",54,42,30,8,19
"18",34,45,17,7,23
"19",0,0,0,0,0
"20",47,55,20,7,23
"21",46,48,19,5,20
"22",37,47,13,3,18
"23",52,53,25,4,24
"24",38,43,19,2,17
"25",0,0,0,0,0
"26",44,58,23,5,25
"27",29,39,24,1,21
"28",2,0,0,0,0
"29",41,42,17,4,23
"30",0,0,0,0,0
"31",0,0,0,0,0
"32",0,0,0,0,0
"33",43,46,21,6,20
"34",0,0,0,0,0
"35",43,53,17,2,28
"36",33,51,21,8,16
"37",48,37,26,2,16
"38",39,57,21,7,19
"39",35,41,19,7,16
"40",0,0,0,0,0
"41",47,56,16,3,20
"42",0,0,0,0,0
"43",0,0,0,0,0
"44",46,60,17,4,19
"45",0,0,0,0,0
"46",44,46,24,8,26
"47",37,45,20,3,18
"48",0,0,0,0,0
"49",39,36,28,2,13
"50",48,40,15,5,20
"51",0,0,0,0,0
"52",0,0,0,0,0
"53",0,0,0,0,0
"54",0,0,0,0,0
"55",41,42,15,4,23
"56",53,44,19,6,19
"57",55,49,18,4,20
"58",0,0,0,0,0
"59",39,50,22,2,23
"60",0,0,0,0,0
"61",36,50,15,3,14
"62",49,40,19,1,20
"63",0,0,0,0,0
"64",0,0,0,0,0
"65",0,0,0,0,1
"66",0,1,0,0,0
"67",52,44,15,7,12
"68",0,0,0,0,0
"69",0,0,0,0,0
"70",36,37,12,4,30
"71",0,0,0,0,0
"72",0,0,0,0,0
"73",0,0,0,0,0
"74",1,0,0,0,0
"75",56,36,16,4,20
"76",0,0,0,0,0
"77",52,54,21,1,19
"78",0,0,0,0,0
"79",45,50,25,4,20
"80",54,46,20,6,18
"81",44,48,22,7,18
"82",42,51,19,2,19
"83",0,0,0,0,0
"84",0,0,0,0,0
"85",41,53,18,6,18
"86",0,0,0,0,0
"87",0,0,0,0,0
"88",43,57,24,2,22
"89",0,0,0,0,0
"90",0,0,0,0,0
"91",37,47,17,2,18
"92",50,44,19,1,20
"93",0,0,0,0,0
"94",0,0,0,0,0
"95",42,46,19,3,17
"96",39,57,20,1,19
"97",60,37,18,6,21
"98",0,0,0,0,0
"99",0,0,0,0,0
"100",42,50,28,2,21
"101",0,0,0,0,0
"102",52,51,23,4,24
"103",54,53,19,3,18
"104",47,41,27,3,16
"105",44,43,19,3,16
"106",46,49,16,7,16
"107",32,52,20,11,12
"108",0,0,0,0,0
"109",46,38,25,3,22
"110",0,0,0,0,0
"111",0,0,0,0,0
"112",51,48,24,5,19
"113",0,0,0,0,0
"114",47,46,18,2,17
"115",0,0,0,0,0
"116",0,0,0,0,0
"117",0,1,0,0,0
"118",0,0,0,0,0
"119",54,53,28,2,17
"120",63,50,15,5,24
"121",0,0,0,0,0
"122",0,0,0,0,0
"123",0,0,0,0,0
