"","age1.S","age2_no_comorbid.S","age2_comorbid.S","age3_no_comorbid.S","age3_comorbid.S"
"1",1,1,1,1,1
"2",5299,5298,5309,5266,4806
"3",1,1,1,1,1
"4",5625,5616,5493,5154,5631
"5",10,1,1,4,1
"6",1,1,1,1,1
"7",1,1,1,1,1
"8",1,1,1,1,1
"9",56,62,1,7,1
"10",5262,5285,5177,5010,5184
"11",5280,5282,5217,4768,5254
"12",1,1,1,1,1
"13",1,1,1,1,1
"14",1,1,1,1,1
"15",5309,5297,5296,4816,5143
"16",1,1,1,1,1
"17",5523,5526,5470,5214,5449
"18",5283,5290,5208,5089,5048
"19",1,1,1,1,1
"20",5531,5520,5242,5393,5439
"21",5167,5179,5103,5121,4903
"22",5006,5021,5005,4765,4705
"23",5434,5440,5461,4289,5447
"24",5010,5003,4926,4263,4836
"25",1,1,1,1,1
"26",5297,5309,5001,5048,5286
"27",5185,5162,5004,4840,5179
"28",34,32,1,7,30
"29",5405,5442,5223,5280,5419
"30",1,1,1,1,1
"31",1,1,1,1,1
"32",1,1,1,1,1
"33",5544,5533,5539,5249,5278
"34",1,1,1,1,1
"35",5776,5765,5764,4597,5664
"36",5255,5270,5282,5159,5225
"37",5180,5181,5105,5091,4975
"38",5558,5555,5399,5446,5381
"39",5299,5326,5315,5347,5269
"40",5,4,1,1,1
"41",5580,5571,5549,5499,5389
"42",1,1,1,1,1
"43",1,1,1,1,1
"44",5503,5516,5501,5383,5461
"45",1,1,1,1,1
"46",5622,5604,5528,5296,5483
"47",5394,5386,5236,5382,4970
"48",1,1,1,1,1
"49",5359,5366,5353,5213,5333
"50",5308,5315,5278,5201,5319
"51",1,1,1,1,1
"52",1,1,1,1,1
"53",1,1,1,1,1
"54",1,1,1,1,1
"55",5605,5621,5607,5588,5518
"56",5393,5401,5375,5302,5271
"57",5624,5663,5164,5134,5447
"58",1,1,1,1,1
"59",5186,5222,5178,5175,4916
"60",1,1,1,1,1
"61",5093,5064,5076,5087,5062
"62",5434,5442,5271,5268,5179
"63",75,77,1,1,1
"64",1,1,1,1,1
"65",19,25,1,1,23
"66",1,1,1,1,1
"67",4884,4904,4854,4732,4737
"68",3,7,1,1,1
"69",1,1,1,1,1
"70",5083,5069,4985,4779,5060
"71",8,1,1,1,1
"72",1,1,1,1,1
"73",1,1,1,1,1
"74",11,21,1,1,16
"75",5186,5216,5101,5142,4738
"76",1,1,1,1,1
"77",5201,5221,5106,5177,5145
"78",1,1,1,1,1
"79",5510,5514,5405,5153,4986
"80",5411,5453,5239,5266,5355
"81",5530,5521,5540,5262,5506
"82",5459,5443,5417,5213,5394
"83",9,14,1,1,1
"84",1,1,1,1,1
"85",5708,5702,5709,5456,5179
"86",1,1,1,1,1
"87",1,1,1,1,1
"88",5790,5788,5672,5766,5335
"89",1,4,1,1,1
"90",1,1,1,1,1
"91",4940,4952,4959,4814,4750
"92",5262,5259,5020,5116,5160
"93",7,4,1,1,1
"94",1,1,1,1,1
"95",5071,5079,5004,4685,4960
"96",5393,5411,5406,4924,5412
"97",5521,5538,5513,5304,5456
"98",1,1,1,1,1
"99",1,1,1,1,1
"100",5747,5741,5717,4837,5696
"101",1,1,1,1,1
"102",5339,5329,5292,4695,5254
"103",5568,5605,5592,5353,5600
"104",5571,5573,5490,4819,5560
"105",5660,5672,5650,5677,5342
"106",5263,5251,5230,5126,4567
"107",5076,5080,5054,4612,5005
"108",1,1,1,1,1
"109",5447,5422,5401,5431,5426
"110",1,1,1,1,1
"111",1,1,1,1,1
"112",5400,5410,5225,5345,5289
"113",1,1,1,1,1
"114",5397,5405,5036,5206,5258
"115",7,1,1,1,1
"116",1,1,1,1,1
"117",9,3,1,1,1
"118",1,1,1,1,1
"119",5731,5744,5584,5516,5554
"120",5847,5869,5743,5746,5796
"121",1,1,1,1,1
"122",1,1,1,1,1
"123",11,16,1,1,1
"124",1,1,1,1,1
"125",16,4,1,1,11
"126",1,1,1,1,1
"127",7,1,8,1,1
"128",3,9,1,1,1
"129",5564,5588,5528,4441,5404
"130",5482,5491,5415,5385,5409
"131",5201,5157,5198,4892,4902
"132",1,1,1,1,1
"133",5850,5831,5707,5836,5852
"134",5455,5459,5380,5237,5283
"135",1,1,1,1,1
"136",7,12,1,4,1
"137",5047,5034,4996,4897,4968
"138",1,1,1,1,1
"139",5587,5577,5602,5563,5598
"140",5757,5717,5765,5570,5746
"141",92,90,11,1,1
"142",4856,4884,4776,4392,3753
"143",5083,5062,5078,4686,4835
"144",5408,5392,5406,5080,5339
"145",5433,5436,5315,5353,5428
"146",5074,5087,4987,4979,5054
"147",5619,5666,5572,5646,5542
"148",5448,5454,5390,5098,4965
"149",1,1,1,1,1
"150",5714,5728,5718,5203,5636
"151",15,11,1,1,1
"152",1,1,1,1,1
"153",5367,5372,5343,5370,5296
"154",5446,5455,5272,5307,5406
"155",1,1,1,1,1
"156",5719,5729,5672,5706,5622
"157",5387,5395,5182,5090,5283
"158",1,1,1,1,1
"159",14,19,1,1,1
"160",5077,5087,5071,4514,4906
"161",1,1,1,1,1
"162",5403,5393,5021,5216,5149
"163",5358,5351,5280,5282,5213
"164",5314,5344,5242,5318,5205
"165",5490,5500,5213,5354,5470
"166",1,1,1,1,1
"167",1,4,1,1,1
"168",5140,5145,4859,4954,5148
"169",5286,5288,5264,5076,5125
"170",7,9,1,1,4
"171",5525,5535,5333,4922,5534
"172",1,4,1,1,1
"173",5379,5369,5303,4336,5370
"174",5751,5765,5723,5136,5747
"175",4772,4759,4537,4130,4477
"176",1,1,1,1,1
"177",1,1,1,1,1
"178",1,1,1,1,1
"179",3,1,1,1,1
"180",1,1,1,1,1
"181",5522,5561,5544,5342,5428
"182",5051,5060,5026,4987,5001
"183",5520,5529,5387,5440,5506
"184",5387,5386,5325,5210,5335
"185",1,1,1,1,1
"186",1,1,1,1,1
"187",1,1,1,1,1
"188",1,1,1,1,1
"189",5524,5536,5358,5161,5512
"190",5231,5235,5215,5136,5222
"191",5229,5240,5247,5162,4950
"192",1,1,1,1,1
"193",1,1,1,1,1
"194",5080,5172,4970,5082,5135
"195",1,1,1,1,1
"196",1,1,1,1,1
"197",5681,5692,5530,5602,5533
"198",5349,5357,5355,5256,5341
"199",5537,5530,5508,5074,5507
"200",1,1,1,1,1
"201",1,1,1,1,1
"202",5634,5625,5535,5572,5430
"203",1,3,1,1,1
"204",1,1,1,1,1
"205",1,1,1,1,1
"206",16,4,1,1,1
"207",5492,5506,5398,5205,5448
"208",5079,5068,5032,5049,4879
"209",5213,5229,5155,4831,4699
"210",1,1,1,1,1
"211",1,3,1,1,1
"212",1,1,1,1,1
"213",8,5,1,1,1
"214",1,1,1,1,1
"215",1,3,8,1,1
"216",1,1,1,1,1
"217",5229,5228,5125,4861,5081
"218",1,1,1,1,1
"219",5305,5302,5268,4214,5292
"220",12,3,1,1,1
"221",37,30,24,1,1
"222",5633,5649,5662,5461,5463
"223",9,17,1,1,1
"224",1,1,1,1,1
"225",1,1,1,1,1
"226",5587,5582,5475,5377,5605
"227",5041,5058,4903,4247,5023
"228",5056,5084,4816,5028,4565
"229",1,1,1,1,1
"230",5440,5457,5464,5409,5278
"231",5457,5412,5430,5353,5257
"232",1,4,1,1,1
"233",5546,5524,5370,4402,5379
"234",5410,5409,5343,4801,5234
"235",1,4,1,1,1
"236",5390,5397,5362,5031,5100
"237",5719,5688,5680,5485,5461
"238",4994,4961,4958,4739,4864
"239",10,19,1,1,16
"240",5350,5353,5090,5358,5290
"241",5499,5514,5482,5477,5383
"242",1,1,1,1,1
"243",5270,5290,5286,5247,5274
"244",1,1,1,1,1
"245",1,1,1,1,1
"246",5673,5677,5685,4604,5590
"247",1,1,1,1,1
"248",4,1,1,1,1
"249",1,1,1,1,1
"250",5293,5313,5204,4979,5309
"251",1,1,1,1,1
"252",5166,5152,5008,4617,5176
"253",1,1,1,1,1
"254",10,1,6,1,1
"255",5181,5195,5084,5139,4654
"256",1,1,1,1,1
"257",1,4,1,1,1
"258",1,1,1,1,1
"259",5466,5464,5379,4807,5422
"260",8,16,1,1,1
"261",1,1,1,1,1
"262",5676,5689,5505,5321,5692
"263",1,1,1,1,1
"264",5500,5524,5422,5462,5477
"265",5611,5663,5598,5567,5543
"266",5630,5638,5643,5217,5495
"267",1,1,1,1,1
"268",1,1,1,1,1
"269",4,1,1,1,1
"270",5609,5606,5424,5438,5547
"271",1,1,1,1,1
"272",5104,5114,4862,4861,5040
"273",25,19,1,1,1
"274",5801,5823,5814,5599,5783
"275",1,1,1,1,1
"276",1,1,1,1,1
"277",5308,5294,5297,4977,5222
"278",1,1,1,1,1
"279",5887,5877,5803,5795,5852
"280",1,1,1,1,1
"281",5153,5091,5133,4535,4930
"282",5252,5245,5158,4698,5206
"283",5713,5703,5687,5442,5440
"284",1,1,1,1,1
"285",5434,5442,5435,5177,5422
"286",5468,5449,5394,5435,5424
"287",1,4,1,1,1
"288",8,12,1,1,1
"289",5378,5380,5387,5144,5295
"290",5854,5878,5726,5620,5638
"291",5429,5437,5293,5371,5283
"292",5536,5527,5514,5435,5522
"293",5225,5233,5179,5109,4783
"294",5342,5355,5229,5346,5295
"295",3,1,1,1,1
"296",10,23,1,1,1
"297",1,1,1,1,1
"298",5161,5167,5127,4271,5102
"299",1,1,1,1,1
"300",1,1,1,1,1
"301",1,1,1,1,1
"302",5421,5407,5283,4602,5347
"303",9,1,1,1,1
"304",1,1,1,1,1
"305",1,1,1,1,1
"306",1,4,1,1,1
"307",5523,5526,5517,5310,5460
"308",5754,5765,5662,5277,5115
"309",1,1,1,1,1
"310",5595,5594,5606,5418,5434
"311",5337,5321,5241,5322,5228
"312",1,1,1,1,1
