"","age1.H","age2_no_comorbid.H","age2_comorbid.H","age3_no_comorbid.H","age3_comorbid.H"
"1",5,5,4,1,5
"2",0,0,0,0,0
"3",0,0,0,0,0
"4",0,1,0,0,1
"5",0,0,0,0,0
"6",5,4,2,1,3
"7",0,0,0,0,0
"8",5,5,2,1,3
"9",0,0,0,0,0
"10",5,8,2,2,3
"11",0,0,0,0,0
"12",5,7,3,0,2
"13",0,0,0,0,0
"14",0,0,0,0,0
"15",0,1,0,0,0
"16",0,0,1,0,0
"17",0,0,0,0,0
"18",5,6,5,1,3
"19",0,0,0,0,0
"20",5,3,3,1,1
"21",1,0,1,0,0
"22",0,0,0,0,0
"23",0,0,0,0,0
"24",1,0,0,1,0
"25",1,0,0,0,0
"26",0,0,0,0,0
"27",8,7,3,1,2
"28",0,0,0,0,0
"29",1,1,1,0,1
"30",7,4,3,1,1
"31",0,0,0,0,0
"32",0,0,0,0,0
"33",7,6,2,1,2
"34",0,0,0,0,0
"35",6,8,2,1,2
"36",0,0,0,0,0
"37",0,0,0,0,0
"38",0,0,0,0,0
"39",0,1,0,0,0
"40",0,0,0,0,0
"41",0,0,0,0,0
"42",6,6,2,1,2
"43",0,0,0,0,0
"44",8,5,5,1,3
"45",0,0,0,0,0
"46",0,0,1,0,0
"47",0,0,0,0,0
"48",8,6,3,3,4
"49",0,0,0,0,0
"50",0,0,0,0,1
"51",0,0,0,0,0
"52",0,0,0,0,0
"53",0,0,0,0,0
"54",5,12,2,1,3
"55",6,6,4,2,4
"56",0,0,0,0,0
"57",6,8,3,1,3
"58",9,5,3,2,2
"59",0,0,0,0,0
"60",9,10,3,1,2
"61",5,5,4,2,2
"62",0,0,0,0,0
"63",8,5,3,2,2
"64",7,10,4,2,1
"65",6,6,3,1,3
"66",11,9,4,2,6
"67",0,0,0,0,0
"68",9,8,3,1,3
"69",5,4,3,1,3
"70",10,4,4,1,2
"71",0,0,0,0,0
"72",0,0,0,0,0
"73",0,0,0,0,0
"74",0,0,0,0,0
"75",0,0,0,0,0
"76",0,0,0,0,1
"77",10,9,3,2,3
"78",6,8,3,1,2
"79",6,7,2,1,4
"80",0,0,0,0,0
"81",2,1,1,0,0
"82",9,8,6,1,3
"83",8,7,3,1,4
"84",0,0,0,0,0
"85",6,5,1,1,3
"86",6,5,2,1,3
"87",8,6,3,1,4
"88",0,0,0,0,0
"89",5,8,3,1,3
"90",6,6,2,1,3
"91",0,0,0,0,0
"92",5,4,6,1,2
"93",7,6,2,1,3
"94",0,0,1,0,0
"95",7,5,3,1,3
"96",4,6,2,1,3
"97",6,8,2,1,2
"98",0,1,0,0,0
"99",6,7,3,0,2
"100",5,10,3,0,3
"101",7,9,4,2,3
"102",0,0,0,0,0
"103",7,8,3,1,2
"104",4,5,2,0,3
"105",6,4,3,1,3
"106",8,7,2,1,2
"107",0,0,0,0,0
"108",0,1,0,0,0
"109",0,0,0,0,0
"110",1,1,0,0,0
"111",0,0,0,0,0
"112",7,8,2,1,3
"113",0,0,0,0,0
"114",10,9,2,2,3
"115",6,6,4,1,3
"116",0,0,0,0,0
"117",0,0,0,0,0
"118",6,5,2,2,2
"119",7,6,4,2,2
"120",5,3,2,1,2
"121",11,4,2,1,3
"122",10,7,3,3,3
"123",6,6,3,2,1
"124",0,0,0,0,0
"125",0,0,0,0,0
"126",0,1,0,0,0
"127",8,7,2,1,2
"128",0,0,0,0,0
"129",0,0,0,0,0
"130",8,7,5,2,3
"131",0,0,0,0,1
"132",0,0,0,0,0
"133",5,8,2,1,1
"134",1,0,0,0,0
"135",0,0,0,0,0
"136",0,0,0,0,0
"137",0,0,0,0,0
"138",0,0,0,0,1
"139",8,7,3,1,3
"140",1,0,0,0,0
"141",0,0,0,0,0
"142",0,1,0,0,0
"143",0,0,0,0,0
"144",0,0,0,0,0
"145",0,0,0,0,0
"146",5,9,4,1,4
"147",8,6,4,2,3
"148",0,0,0,0,0
"149",0,0,0,0,0
"150",0,0,0,0,0
"151",5,6,1,2,2
"152",0,0,0,0,0
"153",0,0,0,0,0
"154",0,0,0,0,0
"155",0,1,0,0,0
"156",0,0,0,0,0
"157",0,0,0,0,0
"158",0,0,0,0,0
"159",0,0,0,0,0
"160",0,0,0,0,0
"161",0,0,0,0,0
"162",0,0,0,0,0
"163",0,1,0,0,0
"164",1,0,0,0,0
"165",6,7,3,1,3
"166",4,6,3,1,6
"167",1,0,0,0,0
"168",6,4,2,1,2
"169",0,0,0,0,0
"170",8,6,2,0,3
"171",0,1,0,0,0
"172",0,0,0,0,0
"173",0,0,0,0,0
"174",8,6,2,2,3
"175",6,7,3,1,4
"176",0,0,0,0,0
"177",0,0,0,0,0
"178",6,6,2,1,4
"179",0,0,0,0,0
"180",1,0,0,0,0
"181",7,5,4,1,3
"182",6,5,3,2,3
"183",0,0,0,0,0
"184",0,0,0,0,0
"185",8,7,3,2,4
"186",1,0,0,0,2
"187",0,0,0,0,0
"188",1,0,0,0,0
"189",9,5,3,1,3
"190",8,5,4,2,4
"191",1,0,0,0,1
"192",6,8,3,2,3
"193",6,6,4,1,2
"194",6,6,3,1,1
"195",0,0,0,0,0
"196",0,0,0,0,0
"197",5,4,4,1,2
"198",14,8,4,1,4
"199",1,0,0,0,0
"200",0,0,0,0,0
"201",4,5,3,2,3
"202",0,1,0,0,0
"203",6,7,5,2,3
"204",0,0,0,0,0
"205",0,0,0,0,0
"206",5,4,3,1,3
"207",0,0,0,0,0
"208",6,4,3,1,2
"209",6,8,5,2,3
"210",0,0,0,0,0
"211",0,0,0,0,0
"212",2,0,0,0,0
"213",2,0,0,0,0
"214",0,0,0,0,0
"215",0,1,0,0,0
"216",5,6,3,1,4
"217",5,7,5,1,3
"218",0,0,0,0,0
"219",1,0,0,0,1
"220",0,0,0,0,0
"221",9,6,4,1,2
"222",0,0,0,0,0
"223",7,5,4,2,3
"224",0,0,0,0,0
"225",7,6,2,1,2
"226",0,0,0,0,0
"227",9,5,2,2,3
"228",0,0,0,0,0
"229",0,0,0,0,0
"230",0,0,0,0,0
"231",6,5,3,1,3
"232",6,7,3,1,4
"233",0,0,0,0,0
"234",6,6,3,1,4
"235",0,0,0,0,0
"236",7,8,4,3,5
"237",0,1,0,0,0
"238",0,1,0,0,0
"239",10,6,4,1,4
"240",0,0,0,0,0
"241",0,1,0,0,0
"242",7,4,3,1,3
"243",0,0,0,0,0
"244",8,9,4,1,6
"245",0,0,0,0,0
"246",0,0,0,0,0
"247",0,0,0,0,0
"248",5,7,4,1,4
"249",0,0,0,0,0
"250",8,6,2,3,3
"251",0,0,0,0,0
"252",8,9,3,2,3
"253",9,5,3,2,3
"254",8,6,5,1,3
"255",0,1,0,0,0
"256",0,0,0,0,0
"257",0,0,0,0,0
"258",0,1,0,0,0
"259",7,2,2,1,4
"260",4,6,2,2,2
"261",0,0,0,0,0
"262",5,4,4,1,3
"263",0,0,0,0,0
"264",6,8,3,0,3
"265",0,0,0,0,0
