"","age1.E","age2_no_comorbid.E","age2_comorbid.E","age3_no_comorbid.E","age3_comorbid.E"
"1",1,1,0,1,0
"2",171,156,28,8,12
"3",156,152,26,10,14
"4",160,156,23,12,13
"5",1,2,0,0,0
"6",141,147,22,6,16
"7",172,140,23,7,14
"8",0,1,0,0,0
"9",156,159,27,9,17
"10",0,1,0,0,0
"11",166,154,24,8,14
"12",158,152,32,8,11
"13",151,158,35,8,14
"14",156,151,19,8,12
"15",142,134,27,8,9
"16",160,156,21,13,11
"17",134,132,18,12,13
"18",0,1,0,0,0
"19",151,146,29,10,12
"20",152,136,27,10,14
"21",132,137,22,8,13
"22",149,148,25,12,15
"23",174,159,19,9,11
"24",149,145,24,8,12
"25",166,143,29,9,11
"26",157,168,28,8,12
"27",165,142,22,6,13
"28",149,167,24,8,12
"29",150,143,21,12,11
"30",160,175,20,8,13
"31",146,142,20,6,13
"32",0,1,0,0,0
"33",137,136,25,9,14
"34",156,161,24,8,15
"35",148,151,22,9,13
"36",139,157,23,8,10
"37",159,145,27,8,13
"38",144,174,24,10,19
"39",139,144,23,10,11
"40",130,133,24,8,12
"41",166,178,24,8,16
"42",148,152,20,7,14
"43",146,155,25,12,16
"44",146,134,22,9,14
"45",147,125,27,6,16
"46",0,1,0,0,0
"47",156,137,23,8,10
"48",167,155,19,10,11
"49",0,1,0,0,0
"50",168,141,23,9,10
"51",0,1,0,0,0
"52",139,140,23,7,16
"53",169,170,22,7,17
"54",138,144,26,9,12
"55",155,155,23,11,15
"56",157,154,24,7,16
"57",153,141,22,12,9
"58",0,1,0,0,0
"59",0,1,0,0,0
"60",143,149,28,10,13
"61",0,1,0,0,0
"62",149,146,23,12,13
"63",148,147,27,7,13
"64",141,145,25,8,12
"65",147,156,20,6,11
"66",157,146,24,12,16
"67",153,152,27,8,13
"68",165,144,20,11,14
"69",165,158,26,10,12
"70",157,153,33,7,17
"71",158,137,19,14,14
"72",133,144,24,8,13
"73",153,156,24,8,18
"74",0,1,0,0,0
"75",158,161,20,8,11
"76",151,159,23,7,14
"77",158,142,25,8,8
"78",136,140,24,9,15
"79",152,129,28,8,14
"80",163,174,29,5,15
"81",0,1,0,0,0
"82",167,139,29,7,13
"83",153,144,21,10,11
"84",130,152,19,10,12
"85",0,1,0,0,0
"86",1,1,0,0,0
"87",152,158,23,10,12
"88",153,152,25,8,14
"89",174,160,29,6,14
"90",1,1,0,0,0
"91",145,149,22,7,14
"92",146,161,23,11,15
"93",139,162,21,7,12
"94",154,152,25,9,13
"95",136,144,22,8,14
"96",150,144,16,10,12
"97",155,133,23,8,12
"98",161,149,19,9,15
"99",140,148,25,8,11
"100",144,142,25,11,12
"101",0,1,0,0,0
"102",145,144,28,7,13
"103",156,148,35,10,11
"104",0,1,0,0,0
"105",171,150,25,10,11
"106",155,160,26,9,12
"107",0,1,0,0,0
"108",155,143,23,10,14
"109",0,1,0,0,0
"110",0,1,0,0,0
"111",141,156,25,11,16
"112",150,180,22,8,16
"113",155,131,20,10,10
"114",0,1,0,0,0
"115",182,163,27,12,23
"116",146,140,20,8,13
"117",0,1,0,0,1
"118",136,132,25,7,12
"119",142,150,21,11,16
"120",0,1,0,0,0
"121",0,2,0,0,0
"122",156,144,22,8,11
"123",144,140,26,9,13
"124",0,1,0,0,0
"125",135,146,23,10,13
"126",144,154,18,8,11
"127",164,152,27,10,11
"128",0,1,0,0,0
"129",160,156,22,8,11
"130",146,166,29,9,17
"131",150,137,27,8,13
"132",176,169,27,6,14
"133",176,157,29,7,14
"134",160,162,18,9,13
"135",0,1,0,0,0
"136",158,178,24,10,11
"137",175,152,20,8,14
"138",152,158,24,6,21
"139",143,152,24,10,18
"140",162,153,29,9,16
"141",159,134,28,11,16
"142",145,142,22,4,8
"143",149,150,29,9,12
"144",0,1,0,0,0
"145",164,136,24,12,14
"146",1,1,0,0,0
"147",142,156,23,8,18
"148",142,142,24,7,14
"149",149,153,28,9,13
"150",151,141,26,8,11
"151",165,151,27,11,12
"152",171,155,24,8,13
"153",135,153,22,9,13
"154",0,1,0,0,0
"155",144,152,26,8,16
"156",143,155,24,10,14
"157",160,142,23,7,11
"158",156,157,21,9,12
"159",0,1,0,0,0
"160",142,147,23,9,17
"161",0,1,0,0,0
"162",0,1,0,0,0
"163",162,151,23,7,11
"164",164,153,22,9,11
"165",0,1,0,0,0
"166",137,152,22,6,13
"167",164,148,28,8,13
"168",168,137,26,9,13
"169",135,151,24,10,14
"170",160,166,20,8,12
"171",0,1,0,0,0
"172",166,153,25,8,15
"173",157,146,23,8,19
"174",142,156,21,8,12
"175",145,158,20,7,13
"176",124,125,19,11,13
"177",166,154,27,8,17
"178",151,169,25,10,9
"179",154,131,20,10,12
"180",144,136,19,8,13
"181",159,157,31,11,14
"182",145,160,18,8,12
"183",152,170,33,14,12
"184",0,1,0,0,0
"185",0,1,0,0,0
"186",141,143,26,7,12
"187",0,1,0,0,0
"188",131,144,19,9,12
